카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2021년07월_계_총인구수,"3,324,735","1,034,635","218,589","253,362","180,600","188,322","193,762","347,314","126,312","110,338","539,477","103,986","242,852","353,981","26,530","63,127","60,592","50,894","42,572","43,974","34,557","38,736","61,478","43,380"
2021년07월_계_연령구간인구수,"3,324,735","1,034,635","218,589","253,362","180,600","188,322","193,762","347,314","126,312","110,338","539,477","103,986","242,852","353,981","26,530","63,127","60,592","50,894","42,572","43,974","34,557","38,736","61,478","43,380"
2021년07월_계_0~9세,"257,940","80,875","17,534","18,808","13,292","12,582","18,659","27,394","8,975","7,834","47,144","5,386","25,144","33,609","1,035","3,762","3,026","2,386","1,536","1,699","1,246","1,747","3,635","1,507"
2021년07월_계_10~19세,"320,906","98,399","19,363","26,017","14,126","17,797","21,096","34,733","12,681","10,184","60,454","7,612","27,866","34,609","1,464","5,883","4,135","4,147","2,863","2,749","2,040","2,873","5,873","2,341"
2021년07월_계_20~29세,"370,748","127,826","28,585","37,858","19,179","21,586","20,618","44,879","10,798","10,543","68,134","8,873","23,512","40,020","1,945","5,239","4,640","3,808","3,156","3,225","2,340","3,011","5,878","2,921"
2021년07월_계_30~39세,"387,531","131,553","28,651","34,563","21,382","20,799","26,158","40,998","12,920","11,396","67,350","8,610","34,387","48,100","1,674","5,226","4,864","3,626","2,376","2,630","2,030","2,529","4,849","2,413"
2021년07월_계_40~49세,"531,015","167,183","34,182","41,169","26,614","29,624","35,594","53,620","20,955","17,494","96,996","12,743","47,410","61,283","2,737","9,040","6,921","6,152","4,464","4,725","3,362","4,241","7,577","4,112"
2021년07월_계_50~59세,"576,482","184,173","40,965","51,234","29,470","33,718","28,786","56,956","21,982","18,185","97,598","18,321","39,372","58,772","4,484","11,018","10,681","8,933","7,119","8,104","6,341","6,773","10,337","7,333"
2021년07월_계_60~69세,"485,482","148,833","31,361","30,677","31,301","30,878","24,616","48,190","21,173","17,156","61,716","21,702","28,107","45,542","5,721","11,522","12,527","10,103","8,545","9,231","7,649","7,606","10,655","9,504"
2021년07월_계_70~79세,"247,494","64,728","12,035","8,777","16,832","15,040","12,044","25,767","11,222","10,730","26,694","12,761","11,103","21,619","3,885","6,632","8,010","6,736","6,647","6,340","5,181","5,437","6,937","7,065"
2021년07월_계_80~89세,"128,534","27,354","5,161","3,697","7,333","5,668","5,495","12,870","4,930","5,932","11,880","7,034","5,111","9,223","3,101","4,208","5,097","4,331","4,937","4,464","3,768","3,906","4,933","5,455"
2021년07월_계_90~99세,"18,093","3,623",730,551,"1,049",610,683,"1,831",658,859,"1,460",918,812,"1,169",478,587,676,657,915,790,583,598,779,700
2021년07월_계_100세 이상,510,88,22,11,22,20,13,76,18,25,51,26,28,35,6,10,15,15,14,17,17,15,25,29
2021년07월_남_총인구수,"1,674,003","524,211","111,364","129,261","89,869","94,325","99,392","171,664","63,445","55,697","272,845","51,065","127,340","177,443","13,055","32,100","30,156","25,537","20,597","21,976","16,975","18,737","30,169","20,991"
2021년07월_남_연령구간인구수,"1,674,003","524,211","111,364","129,261","89,869","94,325","99,392","171,664","63,445","55,697","272,845","51,065","127,340","177,443","13,055","32,100","30,156","25,537","20,597","21,976","16,975","18,737","30,169","20,991"
2021년07월_남_0~9세,"132,593","41,744","8,965","9,673","6,889","6,472","9,745","14,182","4,518","4,049","24,075","2,757","13,023","17,158",537,"1,898","1,573","1,196",793,890,648,883,"1,884",785
2021년07월_남_10~19세,"167,616","51,468","10,210","13,743","7,301","9,308","10,906","18,292","6,552","5,274","31,313","3,988","14,554","17,746",776,"3,105","2,216","2,265","1,572","1,496","1,096","1,491","3,186","1,226"
2021년07월_남_20~29세,"206,798","71,442","15,945","21,172","10,597","11,970","11,758","24,648","6,016","6,319","37,207","5,147","13,308","21,472","1,107","3,084","2,683","2,245","1,948","1,929","1,332","1,713","3,510","1,688"
2021년07월_남_30~39세,"202,780","69,683","15,166","18,464","11,336","10,948","13,769","21,061","6,633","6,149","34,747","4,571","18,027","24,728",897,"2,679","2,663","2,016","1,236","1,447","1,083","1,306","2,505","1,349"
