카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2021년07월_남_40~49세,"273,344","85,116","17,478","19,787","14,027","15,099","18,725","26,699","11,259","9,298","48,228","6,751","25,730","31,163","1,568","4,888","3,852","3,419","2,392","2,629","1,852","2,322","3,841","2,337"
2021년07월_남_50~59세,"295,036","91,514","20,210","24,784","14,719","16,784","15,017","28,146","11,380","9,666","50,028","9,277","21,252","29,644","2,500","6,086","5,749","4,867","3,847","4,464","3,457","3,654","5,421","4,084"
2021년07월_남_60~69세,"241,299","73,583","15,866","16,207","14,786","14,750","11,974","22,987","10,306","8,334","31,555","10,633","14,417","22,294","3,042","5,994","6,263","5,064","4,189","4,811","3,971","3,808","5,209","4,839"
2021년07월_남_70~79세,"110,365","29,769","5,742","4,238","7,541","6,833","5,415","11,292","5,093","4,611","11,709","5,608","5,305","9,783","1,620","2,984","3,497","3,001","2,937","2,777","2,312","2,254","2,884","2,929"
2021년07월_남_80~89세,"40,697","9,213","1,647","1,097","2,471","2,049","1,949","4,013","1,560","1,857","3,710","2,153","1,586","3,194",905,"1,270","1,546","1,348","1,523","1,368","1,105","1,184","1,547","1,615"
2021년07월_남_90~99세,"3,386",665,131,93,200,110,131,328,125,134,261,176,130,258,102,109,113,114,159,161,117,120,177,137
2021년07월_남_100세 이상,89,14,4,3,2,2,3,16,3,6,12,4,8,3,1,3,1,2,1,4,2,2,5,2
2021년07월_여_총인구수,"1,650,732","510,424","107,225","124,101","90,731","93,997","94,370","175,650","62,867","54,641","266,632","52,921","115,512","176,538","13,475","31,027","30,436","25,357","21,975","21,998","17,582","19,999","31,309","22,389"
2021년07월_여_연령구간인구수,"1,650,732","510,424","107,225","124,101","90,731","93,997","94,370","175,650","62,867","54,641","266,632","52,921","115,512","176,538","13,475","31,027","30,436","25,357","21,975","21,998","17,582","19,999","31,309","22,389"
2021년07월_여_0~9세,"125,347","39,131","8,569","9,135","6,403","6,110","8,914","13,212","4,457","3,785","23,069","2,629","12,121","16,451",498,"1,864","1,453","1,190",743,809,598,864,"1,751",722
2021년07월_여_10~19세,"153,290","46,931","9,153","12,274","6,825","8,489","10,190","16,441","6,129","4,910","29,141","3,624","13,312","16,863",688,"2,778","1,919","1,882","1,291","1,253",944,"1,382","2,687","1,115"
2021년07월_여_20~29세,"163,950","56,384","12,640","16,686","8,582","9,616","8,860","20,231","4,782","4,224","30,927","3,726","10,204","18,548",838,"2,155","1,957","1,563","1,208","1,296","1,008","1,298","2,368","1,233"
2021년07월_여_30~39세,"184,751","61,870","13,485","16,099","10,046","9,851","12,389","19,937","6,287","5,247","32,603","4,039","16,360","23,372",777,"2,547","2,201","1,610","1,140","1,183",947,"1,223","2,344","1,064"
2021년07월_여_40~49세,"257,671","82,067","16,704","21,382","12,587","14,525","16,869","26,921","9,696","8,196","48,768","5,992","21,680","30,120","1,169","4,152","3,069","2,733","2,072","2,096","1,510","1,919","3,736","1,775"
2021년07월_여_50~59세,"281,446","92,659","20,755","26,450","14,751","16,934","13,769","28,810","10,602","8,519","47,570","9,044","18,120","29,128","1,984","4,932","4,932","4,066","3,272","3,640","2,884","3,119","4,916","3,249"
2021년07월_여_60~69세,"244,183","75,250","15,495","14,470","16,515","16,128","12,642","25,203","10,867","8,822","30,161","11,069","13,690","23,248","2,679","5,528","6,264","5,039","4,356","4,420","3,678","3,798","5,446","4,665"
2021년07월_여_70~79세,"137,129","34,959","6,293","4,539","9,291","8,207","6,629","14,475","6,129","6,119","14,985","7,153","5,798","11,836","2,265","3,648","4,513","3,735","3,710","3,563","2,869","3,183","4,053","4,136"
2021년07월_여_80~89세,"87,837","18,141","3,514","2,600","4,862","3,619","3,546","8,857","3,370","4,075","8,170","4,881","3,525","6,029","2,196","2,938","3,551","2,983","3,414","3,096","2,663","2,722","3,386","3,840"
2021년07월_여_90~99세,"14,707","2,958",599,458,849,500,552,"1,503",533,725,"1,199",742,682,911,376,478,563,543,756,629,466,478,602,563
2021년07월_여_100세 이상,421,74,18,8,20,18,10,60,15,19,39,22,20,32,5,7,14,13,13,13,15,13,20,27
