카테고리,인천광역시 미추홀구,인천광역시 미추홀구 숭의2동,인천광역시 미추홀구 숭의1.3동,인천광역시 미추홀구 숭의4동,인천광역시 미추홀구 용현1.4동,인천광역시 미추홀구 용현2동,인천광역시 미추홀구 용현3동,인천광역시 미추홀구 용현5동,인천광역시 미추홀구 학익1동,인천광역시 미추홀구 학익2동,인천광역시 미추홀구 도화1동,인천광역시 미추홀구 도화2.3동,인천광역시 미추홀구 주안1동,인천광역시 미추홀구 주안2동,인천광역시 미추홀구 주안3동,인천광역시 미추홀구 주안4동,인천광역시 미추홀구 주안5동,인천광역시 미추홀구 주안6동,인천광역시 미추홀구 주안7동,인천광역시 미추홀구 주안8동,인천광역시 미추홀구 관교동,인천광역시 미추홀구 문학동
2021년02월_계_총인구수,"405,125","14,707","14,514","16,570","17,151","17,943","7,569","48,153","31,050","18,921","23,217","31,991","20,614","16,621","8,959","13,960","17,420","22,263","12,930","21,318","15,426","13,828"
2021년02월_계_연령구간인구수,"405,125","14,707","14,514","16,570","17,151","17,943","7,569","48,153","31,050","18,921","23,217","31,991","20,614","16,621","8,959","13,960","17,420","22,263","12,930","21,318","15,426","13,828"
2021년02월_계_0~9세,"27,075","1,094","1,096","1,047",620,"1,303",290,"4,119","2,144","1,108","1,619","3,099","1,264",877,444,596,811,"1,985",584,"1,239","1,015",721
2021년02월_계_10~19세,"31,621",932,847,"1,296",948,"1,319",357,"4,885","3,433","1,755","1,546","2,497",907,"1,084",685,872,"1,141","1,762",957,"1,910","1,318","1,170"
2021년02월_계_20~29세,"57,065","1,937","2,154","2,140","3,924","2,669",869,"6,977","4,076","2,403","3,264","3,851","4,227","2,070","1,193","1,675","2,447","2,838","1,540","2,853","2,061","1,897"
2021년02월_계_30~39세,"55,683","2,193","2,416","2,180","1,781","2,785",858,"6,474","3,187","2,147","3,531","5,696","4,324","2,039",996,"1,535","2,423","3,433","1,364","2,517","1,929","1,875"
2021년02월_계_40~49세,"63,578","2,192","2,079","2,519","2,081","2,608",985,"8,392","5,448","2,943","3,574","5,172","3,156","2,355","1,362","1,898","2,608","3,847","1,947","3,318","2,288","2,806"
2021년02월_계_50~59세,"67,121","2,431","2,323","2,717","2,584","2,761","1,304","7,856","5,542","3,389","3,811","4,703","3,103","2,848","1,538","2,350","3,083","3,313","2,335","3,896","2,709","2,525"
2021년02월_계_60~69세,"56,385","2,081","1,903","2,431","2,564","2,377","1,440","5,445","4,122","2,743","3,148","4,046","2,216","2,838","1,431","2,578","2,680","2,876","2,247","3,176","2,403","1,640"
2021년02월_계_70~79세,"31,384","1,219","1,063","1,514","1,809","1,476",953,"2,698","2,144","1,603","1,836","2,004",954,"1,679",912,"1,671","1,455","1,454","1,303","1,662","1,153",822
2021년02월_계_80~89세,"13,026",545,522,630,706,537,433,"1,140",830,705,757,797,400,709,345,677,665,645,552,659,460,312
2021년02월_계_90~99세,"2,011",78,95,91,121,95,67,161,116,114,122,116,60,112,47,97,100,102,92,84,84,57
2021년02월_계_100세 이상,176,5,16,5,13,13,13,6,8,11,9,10,3,10,6,11,7,8,9,4,6,3
2021년02월_남_총인구수,"204,002","7,469","7,270","8,318","9,237","9,050","3,962","23,925","15,411","9,311","11,597","16,264","10,758","8,419","4,535","6,962","8,725","11,077","6,286","10,418","7,577","7,431"
2021년02월_남_연령구간인구수,"204,002","7,469","7,270","8,318","9,237","9,050","3,962","23,925","15,411","9,311","11,597","16,264","10,758","8,419","4,535","6,962","8,725","11,077","6,286","10,418","7,577","7,431"
2021년02월_남_0~9세,"13,862",562,579,526,324,686,145,"2,130","1,056",542,853,"1,559",666,443,233,305,400,"1,012",289,626,560,366
2021년02월_남_10~19세,"16,292",475,428,702,488,722,176,"2,523","1,819",895,747,"1,292",456,575,356,425,569,905,517,951,664,607
2021년02월_남_20~29세,"30,024","1,037","1,060","1,122","2,471","1,343",525,"3,538","2,148","1,301","1,655","1,984","2,085","1,139",646,908,"1,257","1,421",817,"1,515","1,055",997
2021년02월_남_30~39세,"29,983","1,216","1,306","1,180","1,064","1,509",505,"3,278","1,619","1,142","1,876","3,059","2,432","1,094",553,854,"1,383","1,792",727,"1,348",979,"1,067"
2021년02월_남_40~49세,"33,649","1,203","1,149","1,300","1,204","1,365",588,"4,273","2,671","1,468","1,926","2,810","1,801","1,286",726,"1,037","1,415","2,044","1,000","1,661","1,141","1,581"
2021년02월_남_50~59세,"33,722","1,240","1,152","1,380","1,331","1,389",721,"3,887","2,777","1,673","1,908","2,328","1,583","1,472",790,"1,214","1,540","1,654","1,111","1,835","1,269","1,468"
2021년02월_남_60~69세,"27,002","1,001",935,"1,167","1,218","1,132",682,"2,634","2,009","1,288","1,483","2,010","1,113","1,340",703,"1,173","1,271","1,303","1,041","1,484","1,165",850
2021년02월_남_70~79세,"14,217",529,471,700,812,692,431,"1,223",971,728,826,908,459,786,395,756,645,672,550,735,559,369
2021년02월_남_80~89세,"4,731",182,177,211,292,186,163,405,311,243,287,290,152,256,111,266,220,252,205,239,164,119
2021년02월_남_90~99세,472,23,10,30,30,22,23,33,26,26,35,20,9,26,20,21,23,19,26,24,20,6
2021년02월_남_100세 이상,48,1,3,0,3,4,3,1,4,5,1,4,2,2,2,3,2,3,3,0,1,1
2021년02월_여_총인구수,"201,123","7,238","7,244","8,252","7,914","8,893","3,607","24,228","15,639","9,610","11,620","15,727","9,856","8,202","4,424","6,998","8,695","11,186","6,644","10,900","7,849","6,397"
2021년02월_여_연령구간인구수,"201,123","7,238","7,244","8,252","7,914","8,893","3,607","24,228","15,639","9,610","11,620","15,727","9,856","8,202","4,424","6,998","8,695","11,186","6,644","10,900","7,849","6,397"
2021년02월_여_0~9세,"13,213",532,517,521,296,617,145,"1,989","1,088",566,766,"1,540",598,434,211,291,411,973,295,613,455,355
2021년02월_여_10~19세,"15,329",457,419,594,460,597,181,"2,362","1,614",860,799,"1,205",451,509,329,447,572,857,440,959,654,563
2021년02월_여_20~29세,"27,041",900,"1,094","1,018","1,453","1,326",344,"3,439","1,928","1,102","1,609","1,867","2,142",931,547,767,"1,190","1,417",723,"1,338","1,006",900
2021년02월_여_30~39세,"25,700",977,"1,110","1,000",717,"1,276",353,"3,196","1,568","1,005","1,655","2,637","1,892",945,443,681,"1,040","1,641",637,"1,169",950,808
2021년02월_여_40~49세,"29,929",989,930,"1,219",877,"1,243",397,"4,119","2,777","1,475","1,648","2,362","1,355","1,069",636,861,"1,193","1,803",947,"1,657","1,147","1,225"
2021년02월_여_50~59세,"33,399","1,191","1,171","1,337","1,253","1,372",583,"3,969","2,765","1,716","1,903","2,375","1,520","1,376",748,"1,136","1,543","1,659","1,224","2,061","1,440","1,057"
2021년02월_여_60~69세,"29,383","1,080",968,"1,264","1,346","1,245",758,"2,811","2,113","1,455","1,665","2,036","1,103","1,498",728,"1,405","1,409","1,573","1,206","1,692","1,238",790
2021년02월_여_70~79세,"17,167",690,592,814,997,784,522,"1,475","1,173",875,"1,010","1,096",495,893,517,915,810,782,753,927,594,453
2021년02월_여_80~89세,"8,295",363,345,419,414,351,270,735,519,462,470,507,248,453,234,411,445,393,347,420,296,193
2021년02월_여_90~99세,"1,539",55,85,61,91,73,44,128,90,88,87,96,51,86,27,76,77,83,66,60,64,51
2021년02월_여_100세 이상,128,4,13,5,10,9,10,5,4,6,8,6,1,8,4,8,5,5,6,4,5,2
