카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2021년09월_계_총인구수,"548,074","239,356","12,504","21,320","16,585","7,002","10,297","26,083","15,828","10,751","17,376","19,487","31,577","13,270","14,926","22,350","308,718","21,140","10,922","13,253","17,192","10,821","36,102","19,001","26,769","14,619","23,552","16,684","18,009","19,749","21,486","15,469","12,886","11,064"
2021년09월_계_연령구간인구수,"548,074","239,356","12,504","21,320","16,585","7,002","10,297","26,083","15,828","10,751","17,376","19,487","31,577","13,270","14,926","22,350","308,718","21,140","10,922","13,253","17,192","10,821","36,102","19,001","26,769","14,619","23,552","16,684","18,009","19,749","21,486","15,469","12,886","11,064"
2021년09월_계_0~9세,"38,234","15,041",857,"1,097",765,242,449,"1,766","1,745",426,926,"1,335","2,037",844,612,"1,940","23,193","1,666",774,641,"1,319",650,"1,895","1,165","2,090","1,258","2,292","1,331","2,463","1,367","1,558","1,127",898,699
2021년09월_계_10~19세,"51,132","18,294","1,055","1,433","1,253",445,683,"1,570","1,308",670,"1,207","1,481","2,526","1,283","1,098","2,282","32,838","2,116","1,043",985,"2,200",692,"2,818","1,398","2,330","1,633","3,706","3,467","1,596","1,567","1,949","2,219","1,564","1,555"
2021년09월_계_20~29세,"75,932","34,052","1,911","3,380","2,460","1,030","1,405","3,960","1,930","1,581","2,354","2,493","4,467","1,892","2,074","3,115","41,880","2,826","1,561","1,943","2,067","1,438","5,690","2,921","3,586","2,081","2,518","1,795","1,991","3,107","3,158","1,980","1,786","1,432"
2021년09월_계_30~39세,"77,185","33,362","1,861","2,886","2,132",900,"1,298","4,993","2,667","1,453","2,137","2,643","4,013","1,478","1,625","3,276","43,823","2,687","1,368","1,701","2,095","2,232","4,676","2,928","5,601","1,824","3,128","1,224","3,866","2,964","2,927","1,952","1,576","1,074"
2021년09월_계_40~49세,"86,006","34,429","1,917","2,847","2,258",950,"1,422","3,805","2,657","1,415","2,230","2,830","4,635","1,976","2,070","3,417","51,577","3,332","1,632","1,724","3,181","1,763","4,761","2,894","4,882","2,358","5,164","3,947","3,221","2,696","3,163","2,881","2,083","1,895"
2021년09월_계_50~59세,"96,045","42,916","2,197","3,899","3,007","1,264","1,836","4,177","2,582","1,983","3,255","3,496","5,981","2,510","3,019","3,710","53,129","3,833","2,042","2,578","2,745","1,649","6,883","3,423","4,001","2,899","3,447","2,655","2,384","3,646","4,043","2,594","2,371","1,936"
2021년09월_계_60~69세,"74,791","36,387","1,634","3,392","2,839","1,103","1,790","3,527","1,842","1,945","3,078","3,084","4,595","2,012","2,512","3,034","38,404","3,014","1,593","2,210","2,118","1,363","5,640","2,546","2,594","1,585","2,005","1,337","1,641","2,911","3,151","1,533","1,701","1,462"
2021년09월_계_70~79세,"31,882","16,587",732,"1,637","1,299",657,909,"1,499",771,869,"1,447","1,387","2,206",829,"1,296","1,049","15,295","1,107",634,938,943,601,"2,442","1,141","1,052",594,745,574,580,996,993,698,618,639
2021년09월_계_80~89세,"14,530","7,238",287,649,514,361,443,702,269,359,651,620,980,396,557,450,"7,292",478,230,457,447,364,"1,110",500,563,345,461,306,213,420,463,393,239,303
2021년09월_계_90~99세,"2,246","1,007",52,94,57,50,59,81,54,46,78,118,133,50,60,75,"1,239",79,44,74,74,67,176,82,69,36,83,48,49,74,78,91,50,65
2021년09월_계_100세 이상,91,43,1,6,1,0,3,3,3,4,13,0,4,0,3,2,48,2,1,2,3,2,11,3,1,6,3,0,5,1,3,1,0,4
2021년09월_남_총인구수,"270,954","119,850","6,255","10,682","8,268","3,507","5,110","13,353","7,766","5,581","8,584","9,574","15,813","6,697","7,483","11,177","151,104","10,313","5,281","6,623","8,225","4,895","17,622","9,639","12,981","7,174","11,458","8,222","9,061","9,702","10,746","7,392","6,372","5,398"
2021년09월_남_연령구간인구수,"270,954","119,850","6,255","10,682","8,268","3,507","5,110","13,353","7,766","5,581","8,584","9,574","15,813","6,697","7,483","11,177","151,104","10,313","5,281","6,623","8,225","4,895","17,622","9,639","12,981","7,174","11,458","8,222","9,061","9,702","10,746","7,392","6,372","5,398"
2021년09월_남_0~9세,"19,462","7,621",426,539,397,120,237,868,859,224,465,724,"1,045",414,293,"1,010","11,841",869,394,322,706,328,981,590,"1,026",643,"1,157",730,"1,259",685,800,567,442,342
2021년09월_남_10~19세,"26,506","9,547",551,741,652,231,356,813,662,346,611,782,"1,359",692,566,"1,185","16,959","1,113",516,544,"1,142",357,"1,503",673,"1,211",826,"1,921","1,816",834,813,958,"1,147",815,770
2021년09월_남_20~29세,"39,268","17,782",962,"1,659","1,318",500,741,"2,058",965,872,"1,272","1,301","2,324","1,061","1,074","1,675","21,486","1,415",805,"1,048","1,057",653,"2,980","1,584","1,741","1,087","1,305",902,989,"1,591","1,669",976,925,759
2021년09월_남_30~39세,"39,710","17,649",962,"1,571","1,189",501,683,"2,736","1,270",878,"1,153","1,317","2,042",763,907,"1,677","22,061","1,293",663,903,"1,001","1,126","2,485","1,611","2,919",868,"1,435",526,"1,926","1,545","1,501",922,803,534
2021년09월_남_40~49세,"42,311","17,715",958,"1,508","1,154",524,738,"2,047","1,375",778,"1,144","1,378","2,370",988,"1,068","1,685","24,596","1,591",769,873,"1,452",808,"2,282","1,459","2,342","1,104","2,413","1,786","1,672","1,288","1,585","1,308",963,901
2021년09월_남_50~59세,"46,635","21,038","1,110","1,903","1,430",651,930,"2,088","1,280",990,"1,516","1,629","2,968","1,241","1,558","1,744","25,597","1,817",970,"1,228","1,325",722,"3,211","1,702","1,878","1,416","1,757","1,400","1,191","1,719","1,915","1,254","1,149",943
2021년09월_남_60~69세,"36,777","17,901",804,"1,725","1,351",547,854,"1,731",870,945,"1,505","1,511","2,295","1,027","1,225","1,511","18,876","1,484",778,"1,115",981,582,"2,691","1,285","1,242",810,"1,001",686,808,"1,434","1,622",772,874,711
2021년09월_남_70~79세,"14,702","7,770",350,775,583,275,402,733,364,405,656,698,"1,025",383,601,520,"6,932",529,304,431,409,212,"1,072",527,416,279,317,250,296,459,531,293,302,305
2021년09월_남_80~89세,"5,043","2,597",118,238,181,136,155,251,108,139,242,208,362,121,181,157,"2,446",182,74,138,133,95,366,188,188,129,132,112,80,147,151,125,89,117
2021년09월_남_90~99세,517,219,14,21,12,22,13,28,12,4,15,26,23,7,9,13,298,20,8,21,18,12,48,20,17,11,18,14,5,20,13,28,10,15
2021년09월_남_100세 이상,23,11,0,2,1,0,1,0,1,0,5,0,0,0,1,0,12,0,0,0,1,0,3,0,1,1,2,0,1,1,1,0,0,1
2021년09월_여_총인구수,"277,120","119,506","6,249","10,638","8,317","3,495","5,187","12,730","8,062","5,170","8,792","9,913","15,764","6,573","7,443","11,173","157,614","10,827","5,641","6,630","8,967","5,926","18,480","9,362","13,788","7,445","12,094","8,462","8,948","10,047","10,740","8,077","6,514","5,666"
2021년09월_여_연령구간인구수,"277,120","119,506","6,249","10,638","8,317","3,495","5,187","12,730","8,062","5,170","8,792","9,913","15,764","6,573","7,443","11,173","157,614","10,827","5,641","6,630","8,967","5,926","18,480","9,362","13,788","7,445","12,094","8,462","8,948","10,047","10,740","8,077","6,514","5,666"
2021년09월_여_0~9세,"18,772","7,420",431,558,368,122,212,898,886,202,461,611,992,430,319,930,"11,352",797,380,319,613,322,914,575,"1,064",615,"1,135",601,"1,204",682,758,560,456,357
2021년09월_여_10~19세,"24,626","8,747",504,692,601,214,327,757,646,324,596,699,"1,167",591,532,"1,097","15,879","1,003",527,441,"1,058",335,"1,315",725,"1,119",807,"1,785","1,651",762,754,991,"1,072",749,785
2021년09월_여_20~29세,"36,664","16,270",949,"1,721","1,142",530,664,"1,902",965,709,"1,082","1,192","2,143",831,"1,000","1,440","20,394","1,411",756,895,"1,010",785,"2,710","1,337","1,845",994,"1,213",893,"1,002","1,516","1,489","1,004",861,673
2021년09월_여_30~39세,"37,475","15,713",899,"1,315",943,399,615,"2,257","1,397",575,984,"1,326","1,971",715,718,"1,599","21,762","1,394",705,798,"1,094","1,106","2,191","1,317","2,682",956,"1,693",698,"1,940","1,419","1,426","1,030",773,540
2021년09월_여_40~49세,"43,695","16,714",959,"1,339","1,104",426,684,"1,758","1,282",637,"1,086","1,452","2,265",988,"1,002","1,732","26,981","1,741",863,851,"1,729",955,"2,479","1,435","2,540","1,254","2,751","2,161","1,549","1,408","1,578","1,573","1,120",994
2021년09월_여_50~59세,"49,410","21,878","1,087","1,996","1,577",613,906,"2,089","1,302",993,"1,739","1,867","3,013","1,269","1,461","1,966","27,532","2,016","1,072","1,350","1,420",927,"3,672","1,721","2,123","1,483","1,690","1,255","1,193","1,927","2,128","1,340","1,222",993
2021년09월_여_60~69세,"38,014","18,486",830,"1,667","1,488",556,936,"1,796",972,"1,000","1,573","1,573","2,300",985,"1,287","1,523","19,528","1,530",815,"1,095","1,137",781,"2,949","1,261","1,352",775,"1,004",651,833,"1,477","1,529",761,827,751
2021년09월_여_70~79세,"17,180","8,817",382,862,716,382,507,766,407,464,791,689,"1,181",446,695,529,"8,363",578,330,507,534,389,"1,370",614,636,315,428,324,284,537,462,405,316,334
2021년09월_여_80~89세,"9,487","4,641",169,411,333,225,288,451,161,220,409,412,618,275,376,293,"4,846",296,156,319,314,269,744,312,375,216,329,194,133,273,312,268,150,186
2021년09월_여_90~99세,"1,729",788,38,73,45,28,46,53,42,42,63,92,110,43,51,62,941,59,36,53,56,55,128,62,52,25,65,34,44,54,65,63,40,50
2021년09월_여_100세 이상,68,32,1,4,0,0,2,3,2,4,8,0,4,0,2,2,36,2,1,2,2,2,8,3,0,5,1,0,4,0,2,1,0,3
