카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2021년04월_계_총인구수,"354,536","17,654","8,495","3,682","28,381","2,255","2,180","8,606","7,250","3,549","2,662","5,086","12,746","8,558","15,493","44,271","8,587","4,735","28,939","13,558","10,080","24,737","8,080","7,755","32,800","44,397"
2021년04월_계_연령구간인구수,"354,536","17,654","8,495","3,682","28,381","2,255","2,180","8,606","7,250","3,549","2,662","5,086","12,746","8,558","15,493","44,271","8,587","4,735","28,939","13,558","10,080","24,737","8,080","7,755","32,800","44,397"
2021년04월_계_0~9세,"27,915","1,112",336,109,"4,713",41,42,404,398,58,50,199,640,398,718,"3,365",399,160,"2,093","1,003",765,"1,721",268,502,"3,138","5,283"
2021년04월_계_10~19세,"35,553","1,591",513,134,"2,477",94,84,626,656,113,102,340,"1,306",762,"1,676","5,235",622,286,"2,423","1,197","1,118","2,603",657,863,"4,305","5,770"
2021년04월_계_20~29세,"45,269","2,050",926,314,"2,784",134,138,"1,348",986,195,185,722,"1,606","1,125","2,135","6,563","1,641",541,"4,500","1,995","1,054","3,021",906,937,"4,163","5,300"
2021년04월_계_30~39세,"45,121","1,778",697,239,"6,909",84,121,799,837,177,186,506,"1,185",773,"1,359","5,483",914,389,"4,200","1,584","1,095","2,698",648,731,"4,356","7,373"
2021년04월_계_40~49세,"56,835","2,847",937,325,"4,900",165,152,"1,131","1,118",276,265,623,"1,716","1,136","2,276","7,965","1,004",593,"4,073","2,115","1,721","4,112","1,016","1,218","6,281","8,870"
2021년04월_계_50~59세,"60,728","3,333","1,678",712,"3,143",369,440,"1,545","1,427",727,547,952,"2,442","1,688","3,104","7,758","1,418",923,"5,343","2,293","1,721","4,543","1,554","1,480","5,180","6,408"
2021년04월_계_60~69세,"47,253","2,612","1,902",924,"2,199",664,602,"1,558","1,049","1,031",657,928,"2,018","1,470","2,398","4,605","1,330",959,"4,027","1,947","1,435","3,463","1,560","1,159","3,387","3,369"
2021년04월_계_70~79세,"21,523","1,400",857,467,748,391,355,670,452,569,354,469,"1,110",752,"1,083","2,039",759,511,"1,418",909,735,"1,568",851,508,"1,282","1,266"
2021년04월_계_80~89세,"12,408",805,551,406,432,271,211,470,277,350,265,308,626,398,650,"1,109",430,319,745,444,393,890,528,293,593,644
2021년04월_계_90~99세,"1,870",121,97,51,71,40,35,53,49,52,51,37,94,54,92,144,68,53,113,71,40,116,88,59,112,109
2021년04월_계_100세 이상,61,5,1,1,5,2,0,2,1,1,0,2,3,2,2,5,2,1,4,0,3,2,4,5,3,5
2021년04월_남_총인구수,"175,863","9,021","4,463","1,933","13,966","1,150","1,111","4,523","3,830","1,815","1,427","2,442","6,112","4,122","7,504","21,770","4,174","2,353","14,072","7,151","5,057","12,323","4,018","3,840","16,074","21,612"
2021년04월_남_연령구간인구수,"175,863","9,021","4,463","1,933","13,966","1,150","1,111","4,523","3,830","1,815","1,427","2,442","6,112","4,122","7,504","21,770","4,174","2,353","14,072","7,151","5,057","12,323","4,018","3,840","16,074","21,612"
2021년04월_남_0~9세,"14,217",560,181,64,"2,344",18,24,205,198,27,30,98,316,186,333,"1,738",202,88,"1,120",523,394,893,137,266,"1,595","2,677"
2021년04월_남_10~19세,"18,380",799,251,74,"1,228",42,40,322,355,63,53,174,709,375,859,"2,711",355,165,"1,246",668,582,"1,357",369,435,"2,296","2,852"
2021년04월_남_20~29세,"24,098","1,153",581,193,"1,337",77,74,764,558,108,103,373,839,629,"1,133","3,575",786,298,"2,332","1,137",560,"1,627",508,513,"2,232","2,608"
2021년04월_남_30~39세,"22,900",964,395,133,"3,474",46,82,445,474,111,106,252,605,392,681,"2,785",500,206,"2,195",847,553,"1,389",389,361,"2,104","3,411"
2021년04월_남_40~49세,"28,004","1,486",515,196,"2,524",109,77,624,579,164,168,333,790,532,"1,087","3,741",510,327,"1,901","1,128",875,"2,083",509,572,"2,912","4,262"
2021년04월_남_50~59세,"30,552","1,778",883,405,"1,481",212,242,836,791,383,334,463,"1,179",810,"1,545","3,807",686,476,"2,429","1,222",911,"2,285",798,748,"2,517","3,331"
2021년04월_남_60~69세,"23,367","1,332","1,020",492,"1,083",352,326,830,552,538,372,440,951,709,"1,169","2,198",604,449,"1,927","1,018",714,"1,691",755,584,"1,612","1,649"
2021년04월_남_70~79세,"9,584",633,416,232,345,190,157,317,217,274,159,193,479,331,470,812,341,216,636,419,313,677,355,241,586,575
2021년04월_남_80~89세,"4,332",283,198,135,134,94,84,166,98,133,90,102,223,145,210,370,169,117,262,171,145,296,178,108,200,221
2021년04월_남_90~99세,418,30,23,9,16,10,5,13,8,14,12,14,21,12,16,32,20,11,24,18,10,25,19,12,19,25
2021년04월_남_100세 이상,11,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1
2021년04월_여_총인구수,"178,673","8,633","4,032","1,749","14,415","1,105","1,069","4,083","3,420","1,734","1,235","2,644","6,634","4,436","7,989","22,501","4,413","2,382","14,867","6,407","5,023","12,414","4,062","3,915","16,726","22,785"
2021년04월_여_연령구간인구수,"178,673","8,633","4,032","1,749","14,415","1,105","1,069","4,083","3,420","1,734","1,235","2,644","6,634","4,436","7,989","22,501","4,413","2,382","14,867","6,407","5,023","12,414","4,062","3,915","16,726","22,785"
2021년04월_여_0~9세,"13,698",552,155,45,"2,369",23,18,199,200,31,20,101,324,212,385,"1,627",197,72,973,480,371,828,131,236,"1,543","2,606"
2021년04월_여_10~19세,"17,173",792,262,60,"1,249",52,44,304,301,50,49,166,597,387,817,"2,524",267,121,"1,177",529,536,"1,246",288,428,"2,009","2,918"
2021년04월_여_20~29세,"21,171",897,345,121,"1,447",57,64,584,428,87,82,349,767,496,"1,002","2,988",855,243,"2,168",858,494,"1,394",398,424,"1,931","2,692"
2021년04월_여_30~39세,"22,221",814,302,106,"3,435",38,39,354,363,66,80,254,580,381,678,"2,698",414,183,"2,005",737,542,"1,309",259,370,"2,252","3,962"
2021년04월_여_40~49세,"28,831","1,361",422,129,"2,376",56,75,507,539,112,97,290,926,604,"1,189","4,224",494,266,"2,172",987,846,"2,029",507,646,"3,369","4,608"
2021년04월_여_50~59세,"30,176","1,555",795,307,"1,662",157,198,709,636,344,213,489,"1,263",878,"1,559","3,951",732,447,"2,914","1,071",810,"2,258",756,732,"2,663","3,077"
