카테고리,경상북도,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 북구,경상북도 경주시,경상북도 김천시,경상북도 안동시,경상북도 구미시,경상북도 영주시,경상북도 영천시,경상북도 상주시,경상북도 문경시,경상북도 경산시,경상북도 군위군,경상북도 의성군,경상북도 청송군,경상북도 영양군,경상북도 영덕군,경상북도 청도군,경상북도 고령군,경상북도 성주군,경상북도 칠곡군,경상북도 예천군,경상북도 봉화군,경상북도 울진군,경상북도 울릉군
2021년09월_계_총인구수,"2,628,344","503,146","230,351","272,795","252,444","140,061","157,401","413,594","102,065","101,670","95,788","71,096","268,331","22,829","50,831","24,706","16,319","35,540","41,670","30,683","42,782","113,870","55,802","30,860","47,969","8,887"
2021년09월_계_연령구간인구수,"2,628,344","503,146","230,351","272,795","252,444","140,061","157,401","413,594","102,065","101,670","95,788","71,096","268,331","22,829","50,831","24,706","16,319","35,540","41,670","30,683","42,782","113,870","55,802","30,860","47,969","8,887"
2021년09월_계_0~9세,"181,187","37,884","16,562","21,322","15,592","10,051","10,209","39,354","5,786","5,586","4,944","3,869","19,907",618,"1,836",949,687,"1,519","1,421","1,338","1,855","8,855","4,501","1,266","2,777",383
2021년09월_계_10~19세,"222,671","46,242","20,964","25,278","20,279","12,291","13,361","44,221","8,611","6,597","7,399","5,462","22,961",920,"2,197","1,163",903,"2,031","2,197","1,921","2,194","11,400","4,473","1,822","3,578",448
2021년09월_계_20~29세,"277,982","56,566","26,518","30,048","26,049","14,235","16,389","55,182","9,555","9,701","7,708","6,087","36,648","1,388","2,886","1,586","1,070","2,273","2,585","2,314","3,180","11,628","4,047","1,815","4,269",821
2021년09월_계_30~39세,"281,964","57,866","25,999","31,867","24,810","14,548","15,182","63,683","8,146","9,145","7,074","5,490","33,148","1,212","3,035","1,576",992,"2,211","2,597","2,089","3,157","13,960","5,361","1,786","4,095",801
2021년09월_계_40~49세,"377,596","76,585","35,373","41,212","35,950","19,212","21,658","72,601","13,488","12,355","11,031","8,565","41,638","2,018","4,485","2,297","1,610","3,687","4,250","3,592","4,541","20,524","7,175","3,057","6,040","1,237"
2021년09월_계_50~59세,"454,112","89,139","40,895","48,244","46,600","23,485","25,729","69,856","17,371","18,016","16,232","11,834","45,732","4,124","8,296","4,537","2,826","5,974","7,085","5,730","8,099","19,856","7,949","5,538","8,340","1,764"
2021년09월_계_60~69세,"429,611","82,344","38,229","44,115","42,983","23,183","26,737","42,750","19,135","19,464","19,033","13,993","37,161","5,535","12,105","5,701","3,596","7,569","9,864","6,517","9,789","14,746","9,773","7,083","8,752","1,798"
2021년09월_계_70~79세,"242,890","38,000","17,716","20,284","24,912","13,402","16,613","16,318","11,774","12,702","12,393","9,162","20,100","3,987","8,858","3,977","2,595","5,777","6,643","4,128","5,890","7,649","6,749","4,657","5,553","1,051"
2021년09월_계_80~89세,"139,808","16,189","7,115","9,074","13,385","8,371","9,996","8,350","7,048","7,216","8,580","5,739","9,788","2,670","6,274","2,566","1,756","3,932","4,381","2,696","3,551","4,575","5,070","3,304","3,871",500
2021년09월_계_90~99세,"19,854","2,254",939,"1,315","1,814","1,250","1,479","1,241","1,097",866,"1,356",855,"1,214",342,832,338,267,544,637,349,517,656,680,505,680,81
2021년09월_계_100세 이상,669,77,41,36,70,33,48,38,54,22,38,40,34,15,27,16,17,23,10,9,9,21,24,27,14,3
2021년09월_남_총인구수,"1,324,322","254,738","119,087","135,651","126,328","70,263","77,859","212,547","50,617","51,648","46,986","34,911","134,945","11,695","24,859","12,306","8,125","16,854","20,484","15,762","22,155","59,311","27,415","15,577","24,058","4,879"
2021년09월_남_연령구간인구수,"1,324,322","254,738","119,087","135,651","126,328","70,263","77,859","212,547","50,617","51,648","46,986","34,911","134,945","11,695","24,859","12,306","8,125","16,854","20,484","15,762","22,155","59,311","27,415","15,577","24,058","4,879"
2021년09월_남_0~9세,"93,288","19,658","8,576","11,082","7,956","5,198","5,322","20,207","3,011","2,837","2,574","1,986","10,100",330,969,485,360,756,730,697,930,"4,592","2,290",658,"1,445",197
2021년09월_남_10~19세,"116,928","24,233","11,016","13,217","10,567","6,674","6,977","23,074","4,499","3,545","3,911","2,963","11,920",501,"1,149",622,464,"1,045","1,125","1,024","1,204","5,967","2,355",967,"1,916",226
2021년09월_남_20~29세,"157,481","32,598","15,790","16,808","14,721","7,959","8,935","30,876","5,553","5,711","4,461","3,446","19,952",836,"1,672",955,626,"1,327","1,518","1,360","1,915","6,641","2,286","1,092","2,533",508
2021년09월_남_30~39세,"150,738","30,746","14,152","16,594","13,263","7,658","7,942","34,027","4,378","4,961","3,795","2,897","17,860",708,"1,689",918,540,"1,151","1,406","1,128","1,707","7,589","2,685",974,"2,239",477
2021년09월_남_40~49세,"196,772","38,652","18,358","20,294","18,713","10,115","11,192","36,690","6,948","6,793","5,837","4,583","21,355","1,184","2,612","1,311",954,"2,022","2,351","2,023","2,698","11,044","3,857","1,776","3,302",760
2021년09월_남_50~59세,"235,494","44,805","21,301","23,504","24,107","12,261","13,259","35,605","8,953","9,659","8,618","6,152","22,904","2,355","4,516","2,428","1,586","3,229","3,774","3,250","4,472","10,740","4,181","3,009","4,574","1,057"
2021년09월_남_60~69세,"214,051","40,330","18,891","21,439","21,234","11,477","12,987","21,945","9,209","9,827","9,393","6,843","18,215","2,935","6,117","2,844","1,819","3,638","5,007","3,465","5,173","7,705","4,899","3,706","4,343",940
2021년09월_남_70~79세,"109,251","17,875","8,465","9,410","11,147","5,892","7,463","7,275","5,327","5,757","5,424","3,997","8,982","1,859","3,882","1,779","1,135","2,361","3,035","1,845","2,768","3,385","3,027","2,109","2,430",497
2021년09월_남_80~89세,"46,206","5,435","2,376","3,059","4,257","2,752","3,466","2,613","2,494","2,358","2,711","1,870","3,380",914,"2,066",895,579,"1,227","1,411",885,"1,176","1,487","1,706","1,163","1,164",197
2021년09월_남_90~99세,"4,015",392,153,239,350,274,307,232,236,195,258,165,271,72,184,66,59,95,126,81,112,159,127,122,112,20
2021년09월_남_100세 이상,98,14,9,5,13,3,9,3,9,5,4,9,6,1,3,3,3,3,1,4,0,2,2,1,0,0
2021년09월_여_총인구수,"1,304,022","248,408","111,264","137,144","126,116","69,798","79,542","201,047","51,448","50,022","48,802","36,185","133,386","11,134","25,972","12,400","8,194","18,686","21,186","14,921","20,627","54,559","28,387","15,283","23,911","4,008"
2021년09월_여_연령구간인구수,"1,304,022","248,408","111,264","137,144","126,116","69,798","79,542","201,047","51,448","50,022","48,802","36,185","133,386","11,134","25,972","12,400","8,194","18,686","21,186","14,921","20,627","54,559","28,387","15,283","23,911","4,008"
2021년09월_여_0~9세,"87,899","18,226","7,986","10,240","7,636","4,853","4,887","19,147","2,775","2,749","2,370","1,883","9,807",288,867,464,327,763,691,641,925,"4,263","2,211",608,"1,332",186
2021년09월_여_10~19세,"105,743","22,009","9,948","12,061","9,712","5,617","6,384","21,147","4,112","3,052","3,488","2,499","11,041",419,"1,048",541,439,986,"1,072",897,990,"5,433","2,118",855,"1,662",222
2021년09월_여_20~29세,"120,501","23,968","10,728","13,240","11,328","6,276","7,454","24,306","4,002","3,990","3,247","2,641","16,696",552,"1,214",631,444,946,"1,067",954,"1,265","4,987","1,761",723,"1,736",313
2021년09월_여_30~39세,"131,226","27,120","11,847","15,273","11,547","6,890","7,240","29,656","3,768","4,184","3,279","2,593","15,288",504,"1,346",658,452,"1,060","1,191",961,"1,450","6,371","2,676",812,"1,856",324
2021년09월_여_40~49세,"180,824","37,933","17,015","20,918","17,237","9,097","10,466","35,911","6,540","5,562","5,194","3,982","20,283",834,"1,873",986,656,"1,665","1,899","1,569","1,843","9,480","3,318","1,281","2,738",477
2021년09월_여_50~59세,"218,618","44,334","19,594","24,740","22,493","11,224","12,470","34,251","8,418","8,357","7,614","5,682","22,828","1,769","3,780","2,109","1,240","2,745","3,311","2,480","3,627","9,116","3,768","2,529","3,766",707
2021년09월_여_60~69세,"215,560","42,014","19,338","22,676","21,749","11,706","13,750","20,805","9,926","9,637","9,640","7,150","18,946","2,600","5,988","2,857","1,777","3,931","4,857","3,052","4,616","7,041","4,874","3,377","4,409",858
2021년09월_여_70~79세,"133,639","20,125","9,251","10,874","13,765","7,510","9,150","9,043","6,447","6,945","6,969","5,165","11,118","2,128","4,976","2,198","1,460","3,416","3,608","2,283","3,122","4,264","3,722","2,548","3,123",554
2021년09월_여_80~89세,"93,602","10,754","4,739","6,015","9,128","5,619","6,530","5,737","4,554","4,858","5,869","3,869","6,408","1,756","4,208","1,671","1,177","2,705","2,970","1,811","2,375","3,088","3,364","2,141","2,707",303
2021년09월_여_90~99세,"15,839","1,862",786,"1,076","1,464",976,"1,172","1,009",861,671,"1,098",690,943,270,648,272,208,449,511,268,405,497,553,383,568,61
2021년09월_여_100세 이상,571,63,32,31,57,30,39,35,45,17,34,31,28,14,24,13,14,20,9,5,9,19,22,26,14,3
