,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2020년09월_계_총인구수,"656,688","339,975","7,725","4,306","12,658","4,988","6,503","8,831","14,803","19,618","41,335","12,918","46,022","11,919","13,685","22,355","11,145","10,397","14,925","39,340","36,502","316,713","14,487","18,696","11,520","32,051","20,066","7,636","10,015","7,807","9,794","14,625","20,729","61,018","26,677","12,427","30,592","18,573",0
2020년09월_계_연령구간인구수,"656,688","339,975","7,725","4,306","12,658","4,988","6,503","8,831","14,803","19,618","41,335","12,918","46,022","11,919","13,685","22,355","11,145","10,397","14,925","39,340","36,502","316,713","14,487","18,696","11,520","32,051","20,066","7,636","10,015","7,807","9,794","14,625","20,729","61,018","26,677","12,427","30,592","18,573",0
2020년09월_계_0~9세,"54,681","25,156",333,107,634,187,313,351,999,"1,448","3,380",616,"4,092",723,677,"1,580",640,547,"1,013","4,463","3,053","29,525",647,"1,488",574,"2,685","2,023",208,459,332,655,906,"1,571","8,123","2,183",862,"3,796","3,013",0
2020년09월_계_10~19세,"72,244","36,549",471,191,830,364,463,681,"1,314","2,667","5,082",858,"5,427","1,144","1,287","2,577",943,924,"1,582","5,000","4,744","35,695","1,096","2,413",775,"4,189","1,584",346,671,542,788,"1,304","2,613","8,678","3,167","1,024","3,135","3,370",0
2020년09월_계_20~29세,"92,650","49,394",943,394,"1,440",530,701,"1,026","2,356","3,176","6,359","1,380","5,870","1,728","2,092","3,119","1,447","1,519","2,103","6,183","7,028","43,256","1,743","2,379","1,576","4,657","3,226","2,204","1,546",860,"1,325","2,017","2,793","7,829","3,991","1,558","3,867","1,685",0
2020년09월_계_30~39세,"82,186","40,172",790,394,"1,364",432,582,768,"1,704","2,348","5,131","1,333","5,341","1,229","1,346","2,192","1,148","1,076","1,674","5,352","5,968","42,014","1,345","1,957","1,323","4,043","3,398",927,"1,045",758,"1,270","1,992","2,100","9,392","2,987","1,702","5,242","2,533",0
2020년09월_계_40~49세,"107,600","54,020",939,541,"1,715",697,824,"1,208","1,959","3,541","7,163","1,750","7,566","1,709","1,794","3,577","1,548","1,449","2,159","6,956","6,925","53,580","1,838","3,158","1,512","6,107","3,026",863,"1,288","1,133","1,465","2,506","3,244","11,781","4,213","1,857","5,181","4,408",0
2020년09월_계_50~59세,"105,799","57,090","1,323",724,"2,029",813,"1,074","1,562","2,566","3,234","7,055","2,332","7,645","2,279","2,647","4,260","1,845","1,801","2,524","5,948","5,429","48,709","2,407","2,855","1,892","5,050","2,722","1,108","1,599","1,479","1,669","2,589","3,625","8,332","4,642","2,149","4,450","2,141",0
2020년09월_계_60~69세,"75,617","41,714","1,418",861,"2,185",863,"1,269","1,609","2,149","1,883","3,882","2,235","5,735","1,719","2,249","2,766","1,785","1,668","2,086","3,381","1,971","33,903","2,329","2,246","1,880","2,747","2,101",957,"1,626","1,373","1,474","1,815","2,720","4,129","3,065","1,708","2,840",893,0
2020년09월_계_70~79세,"43,675","23,694",974,710,"1,554",710,816,"1,105","1,162",877,"2,166","1,562","2,883",932,"1,131","1,429","1,225","1,005","1,165","1,362",926,"19,981","1,975","1,534","1,373","1,736","1,334",674,"1,248",926,761,963,"1,331","1,832","1,608",964,"1,381",341,0
2020년09월_계_80~89세,"19,326","10,518",463,317,780,342,402,459,522,374,997,732,"1,268",388,410,732,489,344,528,574,397,"8,808",977,584,555,743,554,307,484,358,338,463,649,785,709,535,612,155,0
2020년09월_계_90~99세,"2,746","1,585",62,62,112,50,57,56,69,67,115,118,185,65,51,120,72,60,91,117,56,"1,161",122,74,54,89,79,41,48,41,47,68,78,134,110,62,80,34,0
2020년09월_계_100세 이상,164,83,9,5,15,0,2,6,3,3,5,2,10,3,1,3,3,4,0,4,5,81,8,8,6,5,19,1,1,5,2,2,5,3,2,6,8,0,0
2020년09월_남_총인구수,"323,351","165,635","3,876","2,141","6,163","2,469","3,230","4,319","7,129","9,783","20,058","6,222","22,257","5,797","6,605","10,869","5,353","4,974","7,037","19,130","18,223","157,716","7,135","9,024","5,761","15,688","10,175","4,073","4,931","4,253","4,953","7,569","9,986","30,262","13,050","6,385","15,420","9,051",0
2020년09월_남_연령구간인구수,"323,351","165,635","3,876","2,141","6,163","2,469","3,230","4,319","7,129","9,783","20,058","6,222","22,257","5,797","6,605","10,869","5,353","4,974","7,037","19,130","18,223","157,716","7,135","9,024","5,761","15,688","10,175","4,073","4,931","4,253","4,953","7,569","9,986","30,262","13,050","6,385","15,420","9,051",0
2020년09월_남_0~9세,"28,017","12,924",183,58,331,99,161,192,533,740,"1,720",342,"2,079",374,341,784,336,282,526,"2,291","1,552","15,093",345,718,293,"1,343","1,046",99,245,177,324,461,775,"4,171","1,123",441,"1,989","1,543",0
2020년09월_남_10~19세,"37,398","19,052",237,104,458,198,245,347,702,"1,384","2,598",458,"2,805",592,644,"1,369",515,466,802,"2,652","2,476","18,346",603,"1,244",397,"2,127",836,165,349,282,397,655,"1,308","4,478","1,645",551,"1,599","1,710",0
2020년09월_남_20~29세,"48,663","25,638",523,200,757,275,366,557,"1,159","1,642","3,250",734,"3,101",929,"1,131","1,721",774,793,"1,112","3,121","3,493","23,025",922,"1,259",827,"2,416","1,749","1,252",816,503,693,"1,060","1,554","4,154","2,033",862,"2,041",884,0
2020년09월_남_30~39세,"41,495","20,334",419,238,686,242,316,420,869,"1,211","2,548",744,"2,625",650,701,"1,084",577,559,828,"2,560","3,057","21,161",745,943,729,"1,993","1,760",543,577,481,690,"1,089","1,016","4,462","1,499",921,"2,670","1,043",0
2020년09월_남_40~49세,"52,718","25,828",507,326,916,382,442,669,902,"1,678","3,294",925,"3,550",793,836,"1,627",774,707,999,"3,255","3,246","26,890",972,"1,507",816,"2,940","1,637",522,686,716,795,"1,328","1,515","5,690","1,989","1,016","2,636","2,125",0
2020년09월_남_50~59세,"51,902","27,518",667,372,996,438,553,773,"1,168","1,609","3,451","1,117","3,647","1,070","1,184","2,045",849,833,"1,066","2,810","2,870","24,384","1,174","1,378",955,"2,523","1,341",584,780,824,814,"1,415","1,725","4,195","2,231","1,118","2,218","1,109",0
2020년09월_남_60~69세,"36,113","19,715",670,403,989,420,616,705,"1,015",942,"1,840","1,045","2,710",822,"1,073","1,362",810,735,949,"1,643",966,"16,398","1,111","1,022",854,"1,326",962,470,697,717,716,934,"1,294","2,030","1,521",876,"1,427",441,0
2020년09월_남_70~79세,"19,429","10,552",465,302,699,288,372,496,549,427,951,608,"1,284",424,548,615,514,461,533,603,413,"8,877",810,698,625,746,600,290,566,421,376,440,570,800,744,428,612,151,0
2020년09월_남_80~89세,"6,958","3,704",187,122,302,116,149,151,207,133,377,223,415,127,137,235,188,118,203,171,143,"3,254",411,240,253,253,220,135,201,123,133,172,211,255,240,159,209,39,0
2020년09월_남_90~99세,627,354,17,13,27,11,9,7,24,17,29,25,41,14,10,27,15,20,19,23,6,273,40,14,12,20,20,12,14,8,14,14,17,26,25,13,18,6,0
2020년09월_남_100세 이상,31,16,1,3,2,0,1,2,1,0,0,1,0,2,0,0,1,0,0,1,1,15,2,1,0,1,4,1,0,1,1,1,1,1,0,0,1,0,0
2020년09월_여_총인구수,"333,337","174,340","3,849","2,165","6,495","2,519","3,273","4,512","7,674","9,835","21,277","6,696","23,765","6,122","7,080","11,486","5,792","5,423","7,888","20,210","18,279","158,997","7,352","9,672","5,759","16,363","9,891","3,563","5,084","3,554","4,841","7,056","10,743","30,756","13,627","6,042","15,172","9,522",0
2020년09월_여_연령구간인구수,"333,337","174,340","3,849","2,165","6,495","2,519","3,273","4,512","7,674","9,835","21,277","6,696","23,765","6,122","7,080","11,486","5,792","5,423","7,888","20,210","18,279","158,997","7,352","9,672","5,759","16,363","9,891","3,563","5,084","3,554","4,841","7,056","10,743","30,756","13,627","6,042","15,172","9,522",0
2020년09월_여_0~9세,"26,664","12,232",150,49,303,88,152,159,466,708,"1,660",274,"2,013",349,336,796,304,265,487,"2,172","1,501","14,432",302,770,281,"1,342",977,109,214,155,331,445,796,"3,952","1,060",421,"1,807","1,470",0
2020년09월_여_10~19세,"34,846","17,497",234,87,372,166,218,334,612,"1,283","2,484",400,"2,622",552,643,"1,208",428,458,780,"2,348","2,268","17,349",493,"1,169",378,"2,062",748,181,322,260,391,649,"1,305","4,200","1,522",473,"1,536","1,660",0
2020년09월_여_20~29세,"43,987","23,756",420,194,683,255,335,469,"1,197","1,534","3,109",646,"2,769",799,961,"1,398",673,726,991,"3,062","3,535","20,231",821,"1,120",749,"2,241","1,477",952,730,357,632,957,"1,239","3,675","1,958",696,"1,826",801,0
2020년09월_여_30~39세,"40,691","19,838",371,156,678,190,266,348,835,"1,137","2,583",589,"2,716",579,645,"1,108",571,517,846,"2,792","2,911","20,853",600,"1,014",594,"2,050","1,638",384,468,277,580,903,"1,084","4,930","1,488",781,"2,572","1,490",0
2020년09월_여_40~49세,"54,882","28,192",432,215,799,315,382,539,"1,057","1,863","3,869",825,"4,016",916,958,"1,950",774,742,"1,160","3,701","3,679","26,690",866,"1,651",696,"3,167","1,389",341,602,417,670,"1,178","1,729","6,091","2,224",841,"2,545","2,283",0
2020년09월_여_50~59세,"53,897","29,572",656,352,"1,033",375,521,789,"1,398","1,625","3,604","1,215","3,998","1,209","1,463","2,215",996,968,"1,458","3,138","2,559","24,325","1,233","1,477",937,"2,527","1,381",524,819,655,855,"1,174","1,900","4,137","2,411","1,031","2,232","1,032",0
2020년09월_여_60~69세,"39,504","21,999",748,458,"1,196",443,653,904,"1,134",941,"2,042","1,190","3,025",897,"1,176","1,404",975,933,"1,137","1,738","1,005","17,505","1,218","1,224","1,026","1,421","1,139",487,929,656,758,881,"1,426","2,099","1,544",832,"1,413",452,0
2020년09월_여_70~79세,"24,246","13,142",509,408,855,422,444,609,613,450,"1,215",954,"1,599",508,583,814,711,544,632,759,513,"11,104","1,165",836,748,990,734,384,682,505,385,523,761,"1,032",864,536,769,190,0
2020년09월_여_80~89세,"12,368","6,814",276,195,478,226,253,308,315,241,620,509,853,261,273,497,301,226,325,403,254,"5,554",566,344,302,490,334,172,283,235,205,291,438,530,469,376,403,116,0
2020년09월_여_90~99세,"2,119","1,231",45,49,85,39,48,49,45,50,86,93,144,51,41,93,57,40,72,94,50,888,82,60,42,69,59,29,34,33,33,54,61,108,85,49,62,28,0
2020년09월_여_100세 이상,133,67,8,2,13,0,1,4,2,3,5,1,10,1,1,3,2,4,0,3,4,66,6,7,6,4,15,0,1,4,1,1,4,2,2,6,7,0,0
