카테고리,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2020년02월_남_0~9세,"10,438",876,"1,024",442,967,847,484,892,653,618,456,688,824,549,"1,118"
2020년02월_남_10~19세,"14,020","1,181","1,258",588,"1,426","1,076",696,959,844,777,556,"1,067","1,214",815,"1,563"
2020년02월_남_20~29세,"22,842","1,734","2,094",981,"1,965","1,800","1,455","1,748","1,506","1,335","1,246","1,381","2,101","1,543","1,953"
2020년02월_남_30~39세,"21,935","1,748","2,242",975,"1,689","1,901","1,393","1,949","1,353","1,434","1,277","1,182","1,821","1,305","1,666"
2020년02월_남_40~49세,"25,123","2,128","2,403","1,161","2,172","1,742","1,658","2,055","1,717","1,455","1,315","1,442","2,206","1,590","2,079"
2020년02월_남_50~59세,"27,792","2,000","2,481","1,345","2,363","2,074","1,962","2,235","1,811","1,537","1,313","1,605","2,782","1,953","2,331"
2020년02월_남_60~69세,"23,010","1,588","1,893","1,000","1,607","1,698","1,835","2,333","1,491","1,376","1,121","1,299","2,140","1,625","2,004"
2020년02월_남_70~79세,"12,502",847,997,596,780,814,"1,252","1,304",945,720,718,525,"1,284",880,840
2020년02월_남_80~89세,"4,193",303,363,190,307,295,399,424,299,271,241,186,333,268,314
2020년02월_남_90~99세,432,32,20,12,47,35,39,47,23,25,22,25,35,33,37
2020년02월_남_100세 이상,40,2,1,3,2,4,2,5,7,7,0,0,0,4,3
2020년02월_여_총인구수,"169,756","13,566","15,401","7,280","14,334","13,322","10,870","14,471","11,396","10,165","8,774","10,322","14,883","10,318","14,654"
2020년02월_여_연령구간인구수,"169,756","13,566","15,401","7,280","14,334","13,322","10,870","14,471","11,396","10,165","8,774","10,322","14,883","10,318","14,654"
2020년02월_여_0~9세,"9,832",798,980,415,937,802,476,876,609,519,434,634,849,524,979
2020년02월_여_10~19세,"13,174","1,162","1,130",542,"1,371","1,043",591,872,893,727,529,"1,057","1,150",738,"1,369"
2020년02월_여_20~29세,"21,920","1,725","2,109",923,"1,867","1,907","1,282","1,739","1,632","1,284","1,331","1,288","1,942","1,272","1,619"
2020년02월_여_30~39세,"20,931","1,809","2,179",825,"1,782","1,776","1,121","1,881","1,293","1,294","1,194","1,280","1,699","1,115","1,683"
2020년02월_여_40~49세,"25,613","2,241","2,341","1,103","2,449","1,965","1,421","1,934","1,666","1,462","1,207","1,698","2,260","1,505","2,361"
2020년02월_여_50~59세,"30,578","2,294","2,777","1,320","2,630","2,458","1,980","2,379","1,942","1,866","1,558","1,942","2,758","1,953","2,721"
2020년02월_여_60~69세,"24,862","1,800","2,042","1,052","1,708","1,854","1,977","2,504","1,691","1,552","1,251","1,364","2,287","1,618","2,162"
2020년02월_여_70~79세,"14,695","1,124","1,246",741,931,927,"1,368","1,470","1,093",923,882,628,"1,279","1,057","1,026"
2020년02월_여_80~89세,"6,865",528,528,302,560,491,567,675,481,449,329,351,536,447,621
2020년02월_여_90~99세,"1,160",78,68,50,92,91,73,119,84,80,53,76,112,77,107
2020년02월_여_100세 이상,126,7,1,7,7,8,14,22,12,9,6,4,11,12,6
