카테고리,서울특별시 도봉구,서울특별시 도봉구 창제1동,서울특별시 도봉구 창제2동,서울특별시 도봉구 창제3동,서울특별시 도봉구 창제4동,서울특별시 도봉구 창제5동,서울특별시 도봉구 도봉제1동,서울특별시 도봉구 도봉제2동,서울특별시 도봉구 쌍문제1동,서울특별시 도봉구 쌍문제2동,서울특별시 도봉구 쌍문제3동,서울특별시 도봉구 쌍문제4동,서울특별시 도봉구 방학제1동,서울특별시 도봉구 방학제2동,서울특별시 도봉구 방학제3동
2020년02월_계_총인구수,"332,083","26,005","30,177","14,573","27,659","25,608","22,045","28,422","22,045","19,720","17,039","19,722","29,623","20,883","28,562"
2020년02월_계_연령구간인구수,"332,083","26,005","30,177","14,573","27,659","25,608","22,045","28,422","22,045","19,720","17,039","19,722","29,623","20,883","28,562"
2020년02월_계_0~9세,"20,270","1,674","2,004",857,"1,904","1,649",960,"1,768","1,262","1,137",890,"1,322","1,673","1,073","2,097"
2020년02월_계_10~19세,"27,194","2,343","2,388","1,130","2,797","2,119","1,287","1,831","1,737","1,504","1,085","2,124","2,364","1,553","2,932"
2020년02월_계_20~29세,"44,762","3,459","4,203","1,904","3,832","3,707","2,737","3,487","3,138","2,619","2,577","2,669","4,043","2,815","3,572"
2020년02월_계_30~39세,"42,866","3,557","4,421","1,800","3,471","3,677","2,514","3,830","2,646","2,728","2,471","2,462","3,520","2,420","3,349"
2020년02월_계_40~49세,"50,736","4,369","4,744","2,264","4,621","3,707","3,079","3,989","3,383","2,917","2,522","3,140","4,466","3,095","4,440"
2020년02월_계_50~59세,"58,370","4,294","5,258","2,665","4,993","4,532","3,942","4,614","3,753","3,403","2,871","3,547","5,540","3,906","5,052"
2020년02월_계_60~69세,"47,872","3,388","3,935","2,052","3,315","3,552","3,812","4,837","3,182","2,928","2,372","2,663","4,427","3,243","4,166"
2020년02월_계_70~79세,"27,197","1,971","2,243","1,337","1,711","1,741","2,620","2,774","2,038","1,643","1,600","1,153","2,563","1,937","1,866"
2020년02월_계_80~89세,"11,058",831,891,492,867,786,966,"1,099",780,720,570,537,869,715,935
2020년02월_계_90~99세,"1,592",110,88,62,139,126,112,166,107,105,75,101,147,110,144
2020년02월_계_100세 이상,166,9,2,10,9,12,16,27,19,16,6,4,11,16,9
2020년02월_남_총인구수,"162,327","12,439","14,776","7,293","13,325","12,286","11,175","13,951","10,649","9,555","8,265","9,400","14,740","10,565","13,908"
2020년02월_남_연령구간인구수,"162,327","12,439","14,776","7,293","13,325","12,286","11,175","13,951","10,649","9,555","8,265","9,400","14,740","10,565","13,908"
