카테고리,전라북도 군산시,전라북도 군산시 옥구읍,전라북도 군산시 옥산면,전라북도 군산시 회현면,전라북도 군산시 임피면,전라북도 군산시 서수면,전라북도 군산시 대야면,전라북도 군산시 개정면,전라북도 군산시 성산면,전라북도 군산시 나포면,전라북도 군산시 옥도면,전라북도 군산시 옥서면,전라북도 군산시 해신동,전라북도 군산시 월명동,전라북도 군산시 신풍동,전라북도 군산시 삼학동,전라북도 군산시 중앙동,전라북도 군산시 흥남동,전라북도 군산시 조촌동,전라북도 군산시 경암동,전라북도 군산시 구암동,전라북도 군산시 개정동,전라북도 군산시 수송동,전라북도 군산시 나운1동,전라북도 군산시 나운2동,전라북도 군산시 나운3동,전라북도 군산시 소룡동,전라북도 군산시 미성동
2021년11월_계_총인구수,"265,452","3,121","4,748","3,376","2,609","2,505","4,870","2,937","2,860","2,168","3,293","2,934","2,268","5,182","7,002","5,477","4,385","12,664","23,287","7,389","8,091","2,821","55,252","12,394","23,189","31,955","17,159","11,516"
2021년11월_계_연령구간인구수,"265,452","3,121","4,748","3,376","2,609","2,505","4,870","2,937","2,860","2,168","3,293","2,934","2,268","5,182","7,002","5,477","4,385","12,664","23,287","7,389","8,091","2,821","55,252","12,394","23,189","31,955","17,159","11,516"
2021년11월_계_0~9세,"19,532",80,562,171,60,74,129,75,79,37,90,102,97,153,318,134,262,"1,043","2,706",356,491,165,"6,315",597,"1,505","2,296","1,058",577
2021년11월_계_10~19세,"26,211",117,386,343,103,103,229,139,133,92,152,142,144,378,568,321,186,"1,083","2,187",474,672,230,"7,716","1,097","2,768","4,043","1,604",801
2021년11월_계_20~29세,"29,118",224,370,218,206,145,314,245,245,127,291,269,163,424,775,558,388,"1,297","2,612",672,"1,075",293,"6,592","1,457","2,852","4,237","1,880","1,189"
2021년11월_계_30~39세,"29,154",174,688,209,149,147,311,177,179,117,249,191,165,376,526,371,612,"1,643","3,894",694,995,242,"7,155","1,193","1,993","3,330","2,037","1,337"
2021년11월_계_40~49세,"42,556",302,735,451,233,223,496,275,257,201,449,331,245,658,884,562,605,"1,899","3,826","1,055","1,090",329,"10,919","1,780","3,640","5,859","3,245","2,007"
2021년11월_계_50~59세,"44,166",571,694,547,435,399,755,535,535,354,710,459,332,848,"1,098",892,648,"2,019","3,201","1,223","1,442",466,"8,356","2,311","4,189","5,714","3,238","2,195"
2021년11월_계_60~69세,"39,032",708,634,615,657,625,"1,159",706,661,516,739,606,489,"1,112","1,340","1,143",788,"1,884","2,708","1,449","1,367",519,"4,841","2,269","3,450","3,700","2,474","1,873"
2021년11월_계_70~79세,"23,440",543,395,457,442,417,884,495,475,416,411,526,450,810,"1,013",974,628,"1,259","1,530","1,035",668,366,"2,299","1,177","1,787","1,855","1,129",999
2021년11월_계_80~89세,"10,518",328,234,313,258,302,494,249,244,257,178,265,162,378,428,457,228,480,532,386,246,182,915,430,882,811,403,476
2021년11월_계_90~99세,"1,681",74,50,52,65,66,98,38,51,48,22,41,20,44,51,63,40,57,88,44,45,29,137,82,122,107,87,60
2021년11월_계_100세 이상,44,0,0,0,1,4,1,3,1,3,2,2,1,1,1,2,0,0,3,1,0,0,7,1,1,3,4,2
2021년11월_남_총인구수,"134,387","1,608","2,410","1,735","1,335","1,262","2,422","1,497","1,429","1,130","1,854","1,496","1,106","2,593","3,478","2,658","2,224","6,372","11,816","3,688","4,058","1,436","27,597","6,163","11,223","15,937","9,459","6,401"
2021년11월_남_연령구간인구수,"134,387","1,608","2,410","1,735","1,335","1,262","2,422","1,497","1,429","1,130","1,854","1,496","1,106","2,593","3,478","2,658","2,224","6,372","11,816","3,688","4,058","1,436","27,597","6,163","11,223","15,937","9,459","6,401"
2021년11월_남_0~9세,"9,947",40,282,81,34,43,69,33,33,21,47,50,50,76,170,77,141,550,"1,367",185,232,77,"3,220",304,750,"1,161",566,288
2021년11월_남_10~19세,"13,548",61,189,182,62,50,129,78,59,54,87,75,71,192,294,152,99,567,"1,165",251,346,121,"4,001",598,"1,348","2,064",826,427
2021년11월_남_20~29세,"16,039",140,210,137,123,86,184,151,151,73,171,154,68,241,439,321,191,694,"1,389",352,566,179,"3,520",807,"1,594","2,323","1,090",685
2021년11월_남_30~39세,"15,279",111,343,103,90,92,167,100,88,70,163,113,85,199,268,211,355,850,"2,019",402,538,122,"3,432",643,978,"1,709","1,203",825
2021년11월_남_40~49세,"22,323",188,397,265,147,146,301,154,151,123,298,201,141,358,466,313,338,995,"2,007",600,572,177,"5,340",882,"1,721","2,896","1,905","1,241"
2021년11월_남_50~59세,"23,260",332,382,323,233,227,425,289,281,207,416,269,188,456,582,444,338,"1,051","1,649",643,683,239,"4,343","1,128","2,067","2,878","1,884","1,303"
2021년11월_남_60~69세,"19,278",353,335,326,353,328,570,364,337,283,402,296,230,544,602,553,370,902,"1,281",648,697,243,"2,373","1,103","1,657","1,784","1,318","1,026"
2021년11월_남_70~79세,"10,697",254,186,192,206,189,394,237,226,204,199,242,205,365,489,405,293,549,735,455,320,189,"1,025",530,812,822,518,456
2021년11월_남_80~89세,"3,665",111,80,118,74,88,163,83,93,83,68,82,64,151,158,169,88,198,189,143,99,80,314,150,266,274,137,142
2021년11월_남_90~99세,345,18,6,8,13,13,20,8,10,11,3,14,3,11,10,12,11,16,15,9,5,9,28,18,30,25,11,8
2021년11월_남_100세 이상,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
2021년11월_여_총인구수,"131,065","1,513","2,338","1,641","1,274","1,243","2,448","1,440","1,431","1,038","1,439","1,438","1,162","2,589","3,524","2,819","2,161","6,292","11,471","3,701","4,033","1,385","27,655","6,231","11,966","16,018","7,700","5,115"
2021년11월_여_연령구간인구수,"131,065","1,513","2,338","1,641","1,274","1,243","2,448","1,440","1,431","1,038","1,439","1,438","1,162","2,589","3,524","2,819","2,161","6,292","11,471","3,701","4,033","1,385","27,655","6,231","11,966","16,018","7,700","5,115"
2021년11월_여_0~9세,"9,585",40,280,90,26,31,60,42,46,16,43,52,47,77,148,57,121,493,"1,339",171,259,88,"3,095",293,755,"1,135",492,289
2021년11월_여_10~19세,"12,663",56,197,161,41,53,100,61,74,38,65,67,73,186,274,169,87,516,"1,022",223,326,109,"3,715",499,"1,420","1,979",778,374
2021년11월_여_20~29세,"13,079",84,160,81,83,59,130,94,94,54,120,115,95,183,336,237,197,603,"1,223",320,509,114,"3,072",650,"1,258","1,914",790,504
2021년11월_여_30~39세,"13,875",63,345,106,59,55,144,77,91,47,86,78,80,177,258,160,257,793,"1,875",292,457,120,"3,723",550,"1,015","1,621",834,512
2021년11월_여_40~49세,"20,233",114,338,186,86,77,195,121,106,78,151,130,104,300,418,249,267,904,"1,819",455,518,152,"5,579",898,"1,919","2,963","1,340",766
2021년11월_여_50~59세,"20,906",239,312,224,202,172,330,246,254,147,294,190,144,392,516,448,310,968,"1,552",580,759,227,"4,013","1,183","2,122","2,836","1,354",892
2021년11월_여_60~69세,"19,754",355,299,289,304,297,589,342,324,233,337,310,259,568,738,590,418,982,"1,427",801,670,276,"2,468","1,166","1,793","1,916","1,156",847
2021년11월_여_70~79세,"12,743",289,209,265,236,228,490,258,249,212,212,284,245,445,524,569,335,710,795,580,348,177,"1,274",647,975,"1,033",611,543
2021년11월_여_80~89세,"6,853",217,154,195,184,214,331,166,151,174,110,183,98,227,270,288,140,282,343,243,147,102,601,280,616,537,266,334
2021년11월_여_90~99세,"1,336",56,44,44,52,53,78,30,41,37,19,27,17,33,41,51,29,41,73,35,40,20,109,64,92,82,76,52
2021년11월_여_100세 이상,38,0,0,0,1,4,1,3,1,2,2,2,0,1,1,1,0,0,3,1,0,0,6,1,1,2,3,2
