카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2021년03월_계_총인구수,"354,437","17,645","8,507","3,695","28,363","2,251","2,178","8,596","7,248","3,547","2,673","5,099","12,711","8,538","15,500","44,272","8,588","4,735","28,831","13,556","10,106","24,853","8,099","7,694","32,811","44,341"
2021년03월_계_연령구간인구수,"354,437","17,645","8,507","3,695","28,363","2,251","2,178","8,596","7,248","3,547","2,673","5,099","12,711","8,538","15,500","44,272","8,588","4,735","28,831","13,556","10,106","24,853","8,099","7,694","32,811","44,341"
2021년03월_계_0~9세,"28,073","1,131",350,109,"4,730",40,44,404,398,58,51,202,649,396,720,"3,382",400,163,"2,080","1,014",781,"1,729",272,483,"3,171","5,316"
2021년03월_계_10~19세,"35,646","1,593",515,140,"2,450",90,86,635,659,112,102,344,"1,305",756,"1,675","5,270",633,284,"2,419","1,206","1,129","2,627",660,865,"4,320","5,771"
2021년03월_계_20~29세,"45,265","2,057",929,314,"2,827",136,140,"1,344",972,196,185,733,"1,600","1,124","2,133","6,566","1,642",543,"4,494","1,994","1,051","3,022",912,939,"4,121","5,291"
2021년03월_계_30~39세,"45,254","1,797",708,238,"6,931",88,118,802,856,176,193,516,"1,191",782,"1,358","5,470",916,392,"4,183","1,591","1,103","2,723",644,716,"4,366","7,396"
2021년03월_계_40~49세,"56,873","2,843",941,327,"4,879",165,159,"1,132","1,110",269,268,624,"1,713","1,128","2,301","7,978","1,008",590,"4,060","2,121","1,732","4,147","1,024","1,204","6,302","8,848"
2021년03월_계_50~59세,"60,723","3,304","1,692",712,"3,133",377,441,"1,535","1,430",732,553,942,"2,430","1,694","3,101","7,753","1,419",929,"5,346","2,290","1,711","4,578","1,578","1,479","5,188","6,376"
2021년03월_계_60~69세,"46,805","2,599","1,867",925,"2,163",653,595,"1,546","1,041","1,034",652,924,"2,004","1,458","2,394","4,558","1,316",948,"3,982","1,924","1,425","3,433","1,543","1,148","3,352","3,321"
2021년03월_계_70~79세,"21,564","1,405",858,475,750,390,352,673,457,566,354,471,"1,104",749,"1,074","2,046",758,517,"1,407",907,738,"1,582",855,508,"1,291","1,277"
2021년03월_계_80~89세,"12,328",794,552,403,426,273,209,468,275,349,264,303,617,395,652,"1,103",428,316,742,437,393,892,523,292,587,635
2021년03월_계_90~99세,"1,843",117,94,51,69,37,34,55,49,54,51,38,95,54,90,141,65,52,114,72,40,117,84,55,110,105
2021년03월_계_100세 이상,63,5,1,1,5,2,0,2,1,1,0,2,3,2,2,5,3,1,4,0,3,3,4,5,3,5
2021년03월_남_총인구수,"175,816","9,023","4,465","1,945","13,975","1,155","1,107","4,525","3,833","1,814","1,438","2,451","6,088","4,108","7,515","21,736","4,186","2,357","14,007","7,141","5,066","12,380","4,022","3,820","16,092","21,567"
2021년03월_남_연령구간인구수,"175,816","9,023","4,465","1,945","13,975","1,155","1,107","4,525","3,833","1,814","1,438","2,451","6,088","4,108","7,515","21,736","4,186","2,357","14,007","7,141","5,066","12,380","4,022","3,820","16,092","21,567"
2021년03월_남_0~9세,"14,300",570,186,65,"2,359",18,25,207,201,28,30,100,319,183,334,"1,744",205,90,"1,119",526,402,899,137,255,"1,611","2,687"
2021년03월_남_10~19세,"18,439",802,255,76,"1,217",39,42,326,355,62,55,178,713,374,856,"2,726",364,161,"1,239",673,587,"1,372",370,439,"2,304","2,854"
2021년03월_남_20~29세,"24,063","1,160",581,194,"1,346",78,73,767,553,110,103,377,833,624,"1,143","3,568",781,305,"2,317","1,132",557,"1,628",510,515,"2,215","2,593"
2021년03월_남_30~39세,"23,003",975,400,133,"3,501",51,79,448,493,110,109,258,607,396,682,"2,775",513,206,"2,184",849,558,"1,405",389,361,"2,100","3,421"
2021년03월_남_40~49세,"28,025","1,489",514,197,"2,519",110,82,623,576,159,171,334,788,530,"1,101","3,729",507,326,"1,903","1,129",881,"2,105",512,568,"2,932","4,240"
2021년03월_남_50~59세,"30,538","1,766",894,407,"1,475",216,242,833,785,384,338,456,"1,169",807,"1,543","3,807",686,477,"2,426","1,225",902,"2,299",805,740,"2,532","3,324"
2021년03월_남_60~69세,"23,137","1,318","1,002",494,"1,064",348,320,822,546,543,371,441,941,708,"1,161","2,174",602,442,"1,909","1,003",707,"1,670",751,582,"1,592","1,626"
2021년03월_남_70~79세,"9,585",633,411,235,342,191,156,317,218,269,160,192,479,328,469,818,338,221,631,418,314,678,354,242,592,579
2021년03월_남_80~89세,"4,298",276,200,135,136,94,84,167,98,134,89,101,218,145,210,362,170,119,255,168,147,297,176,107,194,216
2021년03월_남_90~99세,416,31,22,9,16,10,4,14,8,15,12,14,21,12,15,32,19,10,24,18,11,26,17,11,19,26
2021년03월_남_100세 이상,12,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1
2021년03월_여_총인구수,"178,621","8,622","4,042","1,750","14,388","1,096","1,071","4,071","3,415","1,733","1,235","2,648","6,623","4,430","7,985","22,536","4,402","2,378","14,824","6,415","5,040","12,473","4,077","3,874","16,719","22,774"
2021년03월_여_연령구간인구수,"178,621","8,622","4,042","1,750","14,388","1,096","1,071","4,071","3,415","1,733","1,235","2,648","6,623","4,430","7,985","22,536","4,402","2,378","14,824","6,415","5,040","12,473","4,077","3,874","16,719","22,774"
2021년03월_여_0~9세,"13,773",561,164,44,"2,371",22,19,197,197,30,21,102,330,213,386,"1,638",195,73,961,488,379,830,135,228,"1,560","2,629"
2021년03월_여_10~19세,"17,207",791,260,64,"1,233",51,44,309,304,50,47,166,592,382,819,"2,544",269,123,"1,180",533,542,"1,255",290,426,"2,016","2,917"
2021년03월_여_20~29세,"21,202",897,348,120,"1,481",58,67,577,419,86,82,356,767,500,990,"2,998",861,238,"2,177",862,494,"1,394",402,424,"1,906","2,698"
2021년03월_여_30~39세,"22,251",822,308,105,"3,430",37,39,354,363,66,84,258,584,386,676,"2,695",403,186,"1,999",742,545,"1,318",255,355,"2,266","3,975"
2021년03월_여_40~49세,"28,848","1,354",427,130,"2,360",55,77,509,534,110,97,290,925,598,"1,200","4,249",501,264,"2,157",992,851,"2,042",512,636,"3,370","4,608"
2021년03월_여_50~59세,"30,185","1,538",798,305,"1,658",161,199,702,645,348,215,486,"1,261",887,"1,558","3,946",733,452,"2,920","1,065",809,"2,279",773,739,"2,656","3,052"
2021년03월_여_60~69세,"23,668","1,281",865,431,"1,099",305,275,724,495,491,281,483,"1,063",750,"1,233","2,384",714,506,"2,073",921,718,"1,763",792,566,"1,760","1,695"
2021년03월_여_70~79세,"11,979",772,447,240,408,199,196,356,239,297,194,279,625,421,605,"1,228",420,296,776,489,424,904,501,266,699,698
2021년03월_여_80~89세,"8,030",518,352,268,290,179,125,301,177,215,175,202,399,250,442,741,258,197,487,269,246,595,347,185,393,419
2021년03월_여_90~99세,"1,427",86,72,42,53,27,30,41,41,39,39,24,74,42,75,109,46,42,90,54,29,91,67,44,91,79
2021년03월_여_100세 이상,51,2,1,1,5,2,0,1,1,1,0,2,3,1,1,4,2,1,4,0,3,2,3,5,2,4
