카테고리,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 의창구 동읍,경상남도 창원시 의창구 북면,경상남도 창원시 의창구 대산면,경상남도 창원시 의창구 의창동,경상남도 창원시 의창구 팔룡동,경상남도 창원시 의창구 명곡동,경상남도 창원시 의창구 봉림동,경상남도 창원시 의창구 용지동,경상남도 창원시 성산구,경상남도 창원시 성산구 반송동,경상남도 창원시 성산구 중앙동,경상남도 창원시 성산구 상남동,경상남도 창원시 성산구 사파동,경상남도 창원시 성산구 가음정동,경상남도 창원시 성산구 성주동,경상남도 창원시 성산구 웅남동,경상남도 창원시 마산합포구,경상남도 창원시 마산합포구 구산면,경상남도 창원시 마산합포구 진동면,경상남도 창원시 마산합포구 진북면,경상남도 창원시 마산합포구 진전면,경상남도 창원시 마산합포구 현동,경상남도 창원시 마산합포구 가포동,경상남도 창원시 마산합포구 월영동,경상남도 창원시 마산합포구 문화동,경상남도 창원시 마산합포구 반월중앙동,경상남도 창원시 마산합포구 완월동,경상남도 창원시 마산합포구 자산동,경상남도 창원시 마산합포구 교방동,경상남도 창원시 마산합포구 오동동,경상남도 창원시 마산합포구 합포동,경상남도 창원시 마산합포구 산호동,경상남도 창원시 마산회원구,경상남도 창원시 마산회원구 내서읍,경상남도 창원시 마산회원구 회원1동,경상남도 창원시 마산회원구 회원2동,경상남도 창원시 마산회원구 석전동,경상남도 창원시 마산회원구 회성동,경상남도 창원시 마산회원구 양덕1동,경상남도 창원시 마산회원구 양덕2동,경상남도 창원시 마산회원구 합성1동,경상남도 창원시 마산회원구 합성2동,경상남도 창원시 마산회원구 구암1동,경상남도 창원시 마산회원구 구암2동,경상남도 창원시 마산회원구 봉암동,경상남도 창원시 진해구,경상남도 창원시 진해구 충무동,경상남도 창원시 진해구 여좌동,경상남도 창원시 진해구 태백동,경상남도 창원시 진해구 경화동,경상남도 창원시 진해구 병암동,경상남도 창원시 진해구 석동,경상남도 창원시 진해구 이동,경상남도 창원시 진해구 자은동,경상남도 창원시 진해구 덕산동,경상남도 창원시 진해구 풍호동,경상남도 창원시 진해구 웅천동,경상남도 창원시 진해구 웅동1동,경상남도 창원시 진해구 웅동2동
2021년05월_계_총인구수,"1,034,130","260,346","19,875","43,447","7,145","50,765","37,481","41,677","30,165","29,791","212,396","41,441","22,978","27,910","45,144","40,729","26,396","7,798","179,657","4,235","12,210","3,453","3,936","14,171",964,"40,647","11,130","14,642","9,090","10,562","15,961","19,458","6,811","12,387","188,784","63,989","10,304","10,061","17,007","6,149","11,085","31,431","9,379","7,602","8,974","9,511","3,292","192,947","16,985","8,555","4,936","11,243","7,470","17,372","8,604","21,435","10,184","25,831","12,926","6,435","40,971"
2021년05월_계_연령구간인구수,"1,034,130","260,346","19,875","43,447","7,145","50,765","37,481","41,677","30,165","29,791","212,396","41,441","22,978","27,910","45,144","40,729","26,396","7,798","179,657","4,235","12,210","3,453","3,936","14,171",964,"40,647","11,130","14,642","9,090","10,562","15,961","19,458","6,811","12,387","188,784","63,989","10,304","10,061","17,007","6,149","11,085","31,431","9,379","7,602","8,974","9,511","3,292","192,947","16,985","8,555","4,936","11,243","7,470","17,372","8,604","21,435","10,184","25,831","12,926","6,435","40,971"
2021년05월_계_0~9세,"81,477","20,874","1,114","6,403",246,"4,261","3,030","2,288","1,432","2,100","15,861","3,147","1,154","2,024","3,339","3,594","2,155",448,"13,225",113,"1,078",64,52,"2,121",45,"4,317",488,841,394,462,"1,194","1,015",328,713,"12,765","4,896",366,653,"1,112",148,545,"3,087",662,259,391,499,147,"18,752","1,461",327,172,"1,023",534,"1,432",357,"2,351","1,043","3,392","1,794",492,"4,374"
2021년05월_계_10~19세,"98,503","23,159","1,829","3,826",375,"4,606","3,791","3,885","2,179","2,668","22,463","5,236","1,453","3,320","4,720","3,967","3,022",745,"14,036",152,"1,034",141,136,"1,233",35,"3,927",687,"1,358",704,844,"1,304","1,144",401,936,"17,866","7,946",601,786,"1,239",324,835,"3,420",580,461,658,801,215,"20,979","1,814",639,283,994,753,"2,405",534,"2,255","1,195","3,241",983,691,"5,192"
2021년05월_계_20~29세,"128,220","35,086","2,241","3,811",635,"6,965","5,559","6,402","4,853","4,620","31,681","5,517","4,535","4,087","6,477","6,019","4,042","1,004","19,195",285,"1,066",253,225,"1,185",127,"4,979","1,714","1,567","1,092","1,164","1,555","1,989",614,"1,380","21,761","8,132",930,"1,125","1,796",565,"1,310","3,316","1,130",932,945,"1,259",321,"20,497","2,099",825,476,"1,143",780,"2,155","1,079","2,288","1,173","2,267","1,266",603,"4,343"
2021년05월_계_30~39세,"132,120","34,760","1,779","7,851",648,"7,037","5,435","4,230","3,749","4,031","28,875","4,471","4,283","3,452","6,227","6,181","3,332",929,"21,236",275,"1,405",197,177,"2,378",102,"5,978","1,092","1,469",835,905,"1,979","2,240",738,"1,466","21,014","6,386",903,"1,319","2,306",531,"1,275","3,968","1,257",762,858,"1,068",381,"26,235","2,163",674,367,"1,487",787,"2,110",990,"3,154","1,280","3,813","2,462",715,"6,233"
2021년05월_계_40~49세,"166,936","40,508","3,118","7,373",772,"7,990","6,126","6,335","4,181","4,613","34,935","7,277","3,569","4,673","7,579","6,375","4,240","1,222","26,427",387,"1,945",310,284,"2,507",115,"6,462","1,353","2,229","1,194","1,427","2,426","2,975",979,"1,834","29,699","11,306","1,358","1,369","2,359",704,"1,563","5,579","1,316","1,080","1,179","1,370",516,"35,367","2,914","1,168",607,"1,740","1,250","3,379","1,286","3,786","1,721","5,066","2,096","1,089","9,265"
2021년05월_계_50~59세,"184,757","49,728","3,888","6,124","1,311","9,661","7,528","9,101","6,020","6,095","42,912","8,331","4,135","5,934","9,017","8,222","5,857","1,416","29,502",752,"1,988",687,709,"1,918",156,"6,432","1,847","2,449","1,711","1,928","2,488","3,210","1,151","2,076","33,920","12,404","1,717","1,588","2,845","1,138","1,911","5,252","1,627","1,362","1,754","1,689",633,"28,695","2,189","1,374",848,"1,810","1,159","2,774","1,519","3,432","1,418","3,449","1,784","1,074","5,865"
2021년05월_계_60~69세,"146,868","35,962","3,264","5,112","1,653","6,698","4,230","6,184","5,054","3,767","25,087","5,097","2,667","3,222","5,457","4,572","2,832","1,240","30,934","1,159","2,076",891,995,"1,742",220,"5,258","2,091","2,459","1,763","2,145","2,767","3,704","1,397","2,267","30,574","7,888","2,322","1,826","3,052","1,474","2,183","4,322","1,628","1,603","1,926","1,724",626,"24,311","2,124","1,578","1,037","1,755","1,192","2,005","1,667","2,649","1,329","2,954","1,491",996,"3,534"
2021년05월_계_70~79세,"64,459","13,605","1,669","1,877",920,"2,476","1,227","2,285","1,855","1,296","7,096","1,651",823,772,"1,534","1,179",610,527,"16,780",707,"1,059",536,741,758,112,"2,340","1,227","1,503",902,"1,175","1,579","2,130",772,"1,239","15,004","3,442","1,439",982,"1,689",853,"1,070","1,776",852,858,911,813,319,"11,974","1,408","1,229",723,881,659,765,811,"1,020",686,"1,113",656,473,"1,550"
