카테고리,전라남도 순천시,전라남도 순천시 승주읍,전라남도 순천시 해룡면,전라남도 순천시 해룡면상삼출장소,전라남도 순천시 해룡면신대출장소,전라남도 순천시 서면,전라남도 순천시 황전면,전라남도 순천시 월등면,전라남도 순천시 주암면,전라남도 순천시 송광면,전라남도 순천시 외서면,전라남도 순천시 낙안면,전라남도 순천시 별량면,전라남도 순천시 상사면,전라남도 순천시 향동,전라남도 순천시 매곡동,전라남도 순천시 삼산동,전라남도 순천시 조곡동,전라남도 순천시 덕연동,전라남도 순천시 풍덕동,전라남도 순천시 남제동,전라남도 순천시 저전동,전라남도 순천시 장천동,전라남도 순천시 중앙동,전라남도 순천시 도사동,전라남도 순천시 왕조1동,전라남도 순천시 왕조2동
2021년02월_계_총인구수,"282,336","2,731","4,591","18,267","32,970","12,077","2,937","1,800","3,170","1,522",896,"3,286","5,531","2,853","3,733","6,744","25,300","6,315","44,263","7,754","8,830","2,866","2,366","3,093","18,467","40,339","19,635"
2021년02월_계_연령구간인구수,"282,336","2,731","4,591","18,267","32,970","12,077","2,937","1,800","3,170","1,522",896,"3,286","5,531","2,853","3,733","6,744","25,300","6,315","44,263","7,754","8,830","2,866","2,366","3,093","18,467","40,339","19,635"
2021년02월_계_0~9세,"23,315",47,123,"1,476","5,922",788,56,32,58,13,22,80,137,54,137,420,"1,931",334,"3,343",375,351,122,52,86,"2,094","3,466","1,796"
2021년02월_계_10~19세,"30,090",133,205,"2,537","5,003","1,011",99,73,120,41,42,151,291,162,265,571,"2,666",546,"5,291",604,674,191,107,201,"1,736","4,800","2,570"
2021년02월_계_20~29세,"37,362",190,404,"3,160","3,222","1,294",152,118,189,81,54,231,425,280,361,"1,102","3,872",768,"6,575",921,"1,098",345,266,370,"2,188","6,400","3,296"
2021년02월_계_30~39세,"33,111",114,262,"2,171","6,656","1,137",119,98,149,67,30,153,265,151,288,832,"2,869",619,"4,980",760,784,248,213,282,"2,552","4,936","2,376"
2021년02월_계_40~49세,"43,330",221,465,"3,334","6,891","1,685",216,135,227,117,60,245,528,277,435,863,"3,706",888,"7,026",965,"1,053",311,281,404,"2,863","6,750","3,384"
2021년02월_계_50~59세,"49,227",540,884,"3,540","3,412","2,201",478,310,528,278,147,539,962,560,570,994,"4,499","1,155","8,573","1,333","1,707",466,463,539,"3,064","7,612","3,873"
2021년02월_계_60~69세,"34,889",575,933,"1,261","1,290","1,991",638,422,703,317,193,767,"1,126",588,783,916,"3,440","1,073","5,453","1,397","1,606",525,499,583,"2,172","4,027","1,611"
2021년02월_계_70~79세,"19,060",462,724,480,388,"1,194",651,335,633,320,177,640,922,445,578,673,"1,523",612,"2,039",960,"1,065",434,318,410,"1,111","1,489",477
2021년02월_계_80~89세,"10,261",388,509,270,156,666,450,235,489,247,134,415,773,281,266,331,679,266,841,382,432,189,139,187,582,735,219
2021년02월_계_90~99세,"1,615",60,81,35,29,108,77,41,73,35,36,62,97,50,47,41,106,51,131,56,58,35,26,26,101,120,33
2021년02월_계_100세 이상,76,1,1,3,1,2,1,1,1,6,1,3,5,5,3,1,9,3,11,1,2,0,2,5,4,4,0
