카테고리,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2020년12월_계_80~89세,"16,494",731,"1,018","1,112","1,031",962,946,689,549,501,763,"1,524","1,235",579,"1,230",945,"1,006",522,654,497
2020년12월_계_90~99세,"2,508",113,167,152,168,141,127,95,85,70,117,214,214,94,134,151,193,89,109,75
2020년12월_계_100세 이상,288,18,14,15,17,13,9,4,14,14,13,15,51,13,34,26,7,3,4,4
2020년12월_남_총인구수,"252,383","11,553","13,248","14,667","18,322","19,382","13,228","10,802","12,196","13,366","9,998","16,340","18,964","10,149","13,465","11,983","15,559","11,010","10,042","8,109"
2020년12월_남_연령구간인구수,"252,383","11,553","13,248","14,667","18,322","19,382","13,228","10,802","12,196","13,366","9,998","16,340","18,964","10,149","13,465","11,983","15,559","11,010","10,042","8,109"
2020년12월_남_0~9세,"17,046",617,895,"1,150","1,091","1,511",620,780,825,"1,065",592,"1,040","1,227",500,717,563,"1,296","1,291",702,564
2020년12월_남_10~19세,"27,624",932,"1,128","1,132","1,333","2,252","1,779","1,464","2,291","3,039","1,288","1,554","1,751",961,"1,153","1,050","1,590","1,023","1,127",777
2020년12월_남_20~29세,"37,550","2,224","1,726","1,798","3,388","3,320","2,507","1,573","1,708","1,541","1,371","2,227","2,716","1,662","1,751","1,838","2,226","1,327","1,434","1,213"
2020년12월_남_30~39세,"32,242","1,475","1,633","2,335","2,742","2,609","1,387","1,211",902,857,"1,011","2,086","2,459","1,222","1,563","1,381","2,317","2,323","1,420","1,309"
2020년12월_남_40~49세,"41,036","1,775","2,196","2,356","2,753","3,108","1,873","1,898","2,227","2,888","1,642","2,904","2,756","1,489","2,017","1,827","2,561","1,954","1,587","1,225"
2020년12월_남_50~59세,"42,599","1,796","2,211","2,243","2,814","3,005","2,413","1,886","2,372","2,386","1,817","2,654","3,305","1,979","2,434","2,213","2,574","1,417","1,685","1,395"
2020년12월_남_60~69세,"31,554","1,475","1,968","2,050","2,508","2,136","1,632","1,174","1,183","1,001","1,232","2,113","2,842","1,413","2,073","1,724","1,770",971,"1,253","1,036"
2020년12월_남_70~79세,"16,226",908,"1,125","1,161","1,247","1,035",700,575,461,412,755,"1,223","1,343",674,"1,233","1,001",852,508,600,413
2020년12월_남_80~89세,"5,786",316,324,406,397,357,275,219,201,152,261,482,483,223,484,340,329,173,210,154
2020년12월_남_90~99세,635,31,41,34,46,44,40,21,23,21,29,54,49,20,31,41,43,23,23,21
2020년12월_남_100세 이상,85,4,1,2,3,5,2,1,3,4,0,3,33,6,9,5,1,0,1,2
2020년12월_여_총인구수,"270,654","10,893","14,224","15,938","19,358","20,378","14,243","11,863","12,684","14,099","10,697","19,106","20,080","10,386","13,611","12,684","17,950","11,904","11,094","9,462"
2020년12월_여_연령구간인구수,"270,654","10,893","14,224","15,938","19,358","20,378","14,243","11,863","12,684","14,099","10,697","19,106","20,080","10,386","13,611","12,684","17,950","11,904","11,094","9,462"
2020년12월_여_0~9세,"16,136",600,869,"1,098","1,044","1,408",563,721,721,927,586,"1,054","1,136",502,702,544,"1,196","1,215",676,574
2020년12월_여_10~19세,"25,611",785,"1,051","1,034","1,323","2,152","1,393","1,384","2,244","2,720","1,033","1,665","1,624",914,968,"1,019","1,475","1,014","1,037",776
2020년12월_여_20~29세,"35,632","1,638","1,518","1,802","3,438","3,387","2,182","1,517","1,536","1,429","1,244","2,112","2,585","1,653","1,500","1,649","2,404","1,366","1,319","1,353"
2020년12월_여_30~39세,"32,498","1,240","1,606","2,302","2,664","2,618","1,362","1,346","1,008","1,155",982,"2,218","2,472","1,110","1,403","1,245","2,618","2,404","1,388","1,357"
2020년12월_여_40~49세,"45,204","1,665","2,141","2,321","2,653","3,470","2,364","2,176","2,867","3,743","1,898","3,015","2,983","1,608","1,988","1,907","3,006","1,958","1,916","1,525"
2020년12월_여_50~59세,"45,229","1,770","2,415","2,559","3,038","3,110","2,564","2,031","2,191","2,076","1,798","2,998","3,705","1,963","2,371","2,332","3,073","1,596","1,938","1,701"
2020년12월_여_60~69세,"36,250","1,611","2,413","2,543","2,907","2,332","1,923","1,346","1,075","1,059","1,408","2,704","3,048","1,451","2,268","1,940","2,211","1,273","1,502","1,236"
2020년12월_여_70~79세,"21,310","1,073","1,378","1,442","1,521","1,191","1,127",795,621,582,"1,145","2,126","1,592",748,"1,537","1,312","1,134",660,785,541
2020년12월_여_80~89세,"10,708",415,694,706,634,605,671,470,348,349,502,"1,042",752,356,746,605,677,349,444,343
2020년12월_여_90~99세,"1,873",82,126,118,122,97,87,74,62,49,88,160,165,74,103,110,150,66,86,54
2020년12월_여_100세 이상,203,14,13,13,14,8,7,3,11,10,13,12,18,7,25,21,6,3,3,2
