카테고리,경상북도 포항시,경상북도 포항시 남구,경상북도 포항시 남구 구룡포읍,경상북도 포항시 남구 연일읍,경상북도 포항시 남구 오천읍,경상북도 포항시 남구 대송면,경상북도 포항시 남구 동해면,경상북도 포항시 남구 장기면,경상북도 포항시 남구 호미곶면,경상북도 포항시 남구 상대동,경상북도 포항시 남구 해도동,경상북도 포항시 남구 송도동,경상북도 포항시 남구 청림동,경상북도 포항시 남구 제철동,경상북도 포항시 남구 효곡동,경상북도 포항시 남구 대이동,경상북도 포항시 북구,경상북도 포항시 북구 흥해읍,경상북도 포항시 북구 신광면,경상북도 포항시 북구 청하면,경상북도 포항시 북구 송라면,경상북도 포항시 북구 기계면,경상북도 포항시 북구 죽장면,경상북도 포항시 북구 죽장면상옥출장소,경상북도 포항시 북구 기북면,경상북도 포항시 북구 중앙동,경상북도 포항시 북구 양학동,경상북도 포항시 북구 죽도동,경상북도 포항시 북구 용흥동,경상북도 포항시 북구 우창동,경상북도 포항시 북구 두호동,경상북도 포항시 북구 장량동,경상북도 포항시 북구 환여동
2021년12월_계_총인구수,"503,852","230,801","7,335","30,278","56,185","3,396","9,763","4,038","1,871","24,717","17,140","12,172","4,736","3,007","30,598","25,565","273,051","40,958","2,928","4,760","2,499","4,968","2,140",609,"1,310","15,484","16,808","19,951","21,936","33,437","23,048","72,666","9,549"
2021년12월_계_연령구간인구수,"503,852","230,801","7,335","30,278","56,185","3,396","9,763","4,038","1,871","24,717","17,140","12,172","4,736","3,007","30,598","25,565","273,051","40,958","2,928","4,760","2,499","4,968","2,140",609,"1,310","15,484","16,808","19,951","21,936","33,437","23,048","72,666","9,549"
2021년12월_계_0~9세,"37,303","16,367",119,"2,152","5,335",63,503,60,31,"1,068",553,380,203,139,"3,604","2,157","20,936","3,709",65,95,42,79,36,4,17,539,"1,113",734,"1,290","3,189","1,589","7,597",838
2021년12월_계_10~19세,"46,200","20,936",239,"3,572","5,878",135,752,121,66,"1,453",756,651,252,179,"3,984","2,898","25,264","3,631",84,196,82,183,51,18,39,787,"1,762",920,"1,892","3,191","2,337","8,941","1,150"
2021년12월_계_20~29세,"56,622","26,608",396,"3,496","6,916",244,923,176,100,"3,220","1,644",977,665,753,"3,510","3,588","30,014","4,149",170,285,154,287,61,27,52,"1,573","2,015","2,351","2,351","3,748","2,810","9,072",909
2021년12월_계_30~39세,"57,588","25,839",409,"2,850","7,891",236,929,187,77,"2,895","1,541",935,472,369,"3,670","3,378","31,749","4,890",127,244,98,222,64,14,54,"1,698","1,810","2,385","2,103","4,667","2,472","9,769","1,132"
2021년12월_계_40~49세,"76,741","35,548",703,"5,000","10,505",294,"1,217",292,183,"3,268","2,139","1,376",523,333,"5,398","4,317","41,193","6,237",218,433,195,352,120,35,96,"1,932","2,533","2,514","3,187","5,086","3,286","13,296","1,673"
2021년12월_계_50~59세,"89,130","40,919","1,328","5,996","8,794",639,"1,799",678,316,"4,369","3,293","2,179",798,502,"5,187","5,041","48,211","7,124",464,890,439,882,406,112,208,"2,643","3,341","3,403","4,024","6,025","4,563","12,220","1,467"
2021년12월_계_60~69세,"82,934","38,397","2,005","4,605","6,836",973,"1,899","1,007",453,"5,164","4,178","3,176",985,434,"3,920","2,762","44,537","6,347",813,"1,170",633,"1,301",633,211,380,"3,341","2,745","4,265","4,274","4,896","3,888","8,171","1,469"
2021년12월_계_70~79세,"38,543","17,988","1,300","1,806","2,681",531,"1,132",800,377,"2,550","2,302","1,762",593,208,994,952,"20,555","3,025",518,828,481,934,410,112,252,"2,011","1,067","2,423","1,972","1,795","1,491","2,558",678
