카테고리,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2021년06월_계_총인구수,"13,500,688","1,184,210","270,373","365,208","183,123","365,506","931,654","236,873","214,767","480,014","461,523","549,903","238,391","311,512","810,742","295,852","549,901","93,354","655,115","353,174","301,941","1,080,507","480,386","300,326","299,795","69,276","194,389","724,183","230,705","511,314","270,584","162,215","305,908","1,077,826","260,877","439,791","377,158","472,260","220,904","189,060","483,642","870,361","384,714","235,394","147,597","112,177","43,042","62,364","120,012"
2021년06월_계_연령구간인구수,"13,500,688","1,184,210","270,373","365,208","183,123","365,506","931,654","236,873","214,767","480,014","461,523","549,903","238,391","311,512","810,742","295,852","549,901","93,354","655,115","353,174","301,941","1,080,507","480,386","300,326","299,795","69,276","194,389","724,183","230,705","511,314","270,584","162,215","305,908","1,077,826","260,877","439,791","377,158","472,260","220,904","189,060","483,642","870,361","384,714","235,394","147,597","112,177","43,042","62,364","120,012"
2021년06월_계_0~9세,"1,122,836","93,800","17,338","31,084","10,373","35,005","66,921","15,211","12,926","38,784","33,633","38,772","15,077","23,695","54,912","22,519","49,436","6,004","43,181","22,883","20,298","80,362","38,129","20,483","21,750","6,003","14,533","64,095","22,807","48,870","19,585","12,773","30,881","97,820","20,710","41,140","35,970","43,535","18,306","13,588","55,105","102,681","34,034","20,157","8,289","7,167","2,622","3,267","7,178"
2021년06월_계_10~19세,"1,325,609","116,656","27,937","32,870","14,115","41,734","86,087","17,086","16,166","52,835","41,795","51,536","18,432","33,104","68,850","30,028","53,846","8,468","62,759","33,918","28,841","103,186","41,198","29,024","32,964","6,752","17,639","78,097","24,937","50,361","25,866","14,205","26,667","121,970","26,133","50,432","45,405","49,467","23,149","18,276","48,942","98,682","34,154","24,361","11,898","9,518","3,106","4,568","9,783"
2021년06월_계_20~29세,"1,810,989","185,985","43,510","53,594","30,465","58,416","129,892","34,528","30,681","64,683","64,783","76,723","34,108","42,615","115,111","37,685","75,943","11,157","106,798","58,808","47,990","149,158","62,450","44,656","42,052","9,304","26,721","85,889","31,522","70,248","37,603","23,063","37,856","138,327","34,770","56,930","46,627","58,004","30,553","23,053","53,058","107,390","45,154","27,764","17,938","12,200","5,268","6,222","10,617"
2021년06월_계_30~39세,"1,899,205","177,224","32,002","56,859","26,773","61,590","135,347","35,158","31,154","69,035","59,739","77,247","32,934","44,313","113,556","40,526","83,132","10,013","85,228","44,152","41,076","142,950","68,469","38,509","35,972","9,757","25,425","89,558","38,192","78,524","37,378","22,530","51,316","142,636","33,810","57,815","51,011","67,073","30,434","22,890","76,433","150,747","56,436","28,500","14,584","11,308","4,161","5,594","10,767"
2021년06월_계_40~49세,"2,296,204","200,644","44,077","60,901","28,091","67,575","154,197","36,564","32,473","85,160","73,819","86,801","34,553","52,248","126,947","50,700","95,388","13,927","106,061","56,857","49,204","180,016","78,703","50,565","50,748","10,410","32,130","131,327","43,700","92,241","43,416","24,091","54,268","198,690","43,590","82,847","72,253","81,503","34,742","30,268","90,977","167,704","67,425","40,060","19,982","15,816","4,819","7,852","16,283"
2021년06월_계_50~59세,"2,246,038","196,011","48,542","61,362","31,203","54,904","154,564","40,127","37,542","76,895","80,428","96,446","42,854","53,592","145,209","49,184","88,569","16,333","127,652","69,141","58,511","195,628","83,411","56,197","56,020","12,070","35,038","119,530","33,660","89,124","47,530","29,024","43,789","167,877","43,506","67,924","56,447","74,669","35,128","31,532","68,045","118,242","64,106","38,901","28,989","20,018","6,974","11,121","20,647"
2021년06월_계_60~69세,"1,614,361","127,318","32,280","42,164","24,089","28,785","117,383","34,076","31,813","51,494","59,651","73,946","35,795","38,151","115,568","38,821","58,470","13,669","76,184","40,575","35,609","128,157","60,009","34,750","33,398","8,615","25,547","87,831","21,198","51,166","35,020","22,369","37,240","111,016","33,303","42,857","34,856","52,268","27,552","26,840","52,204","75,067","50,824","30,541","25,891","19,561","7,821","12,631","23,992"
2021년06월_계_70~79세,"768,438","56,507","15,661","17,406","12,053","11,387","57,537","16,805","15,258","25,474","31,099","31,736","16,476","15,260","46,953","17,653","28,471","8,618","29,973","16,895","13,078","61,665","30,267","15,576","15,822","3,934","11,610","45,345","9,916","19,887","15,135","9,091","16,752","65,830","16,155","26,346","23,329","28,757","13,088","13,738","26,222","32,550","22,448","16,446","12,332","10,212","4,956","6,806","13,171"
