카테고리,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2021년06월_계_80~89세,"34,235","15,553",611,544,"1,095",836,567,235,681,436,"1,103","1,451",587,"1,571","1,094",755,757,"1,048","1,536",540,106,"9,079",706,"1,665",776,"1,092",807,706,720,688,178,844,897,"9,603",957,711,839,"1,447","1,303","1,470","1,009",606,"1,261"
2021년06월_계_90~99세,"4,971","2,104",81,81,146,116,71,32,71,66,133,205,84,186,135,116,101,129,236,101,14,"1,445",107,284,110,177,110,96,124,105,37,113,182,"1,422",124,109,156,221,171,214,153,85,189
2021년06월_계_100세 이상,179,93,4,0,5,10,4,8,3,3,6,8,2,10,3,2,4,7,3,7,4,42,5,6,1,1,5,5,5,2,1,7,4,44,6,4,3,4,7,4,7,4,5
2021년06월_남_총인구수,"528,924","237,312","7,632","11,293","23,073","10,888","5,500","6,539","11,648","11,066","15,087","18,632","7,991","18,410","16,003","9,870","10,682","15,739","22,232","13,629","1,398","146,160","17,997","22,735","11,339","18,778","14,566","10,104","11,622","7,782","5,879","13,129","12,229","145,452","13,189","9,164","17,249","25,337","13,101","13,605","17,629","10,721","25,457"
2021년06월_남_연령구간인구수,"528,924","237,312","7,632","11,293","23,073","10,888","5,500","6,539","11,648","11,066","15,087","18,632","7,991","18,410","16,003","9,870","10,682","15,739","22,232","13,629","1,398","146,160","17,997","22,735","11,339","18,778","14,566","10,104","11,622","7,782","5,879","13,129","12,229","145,452","13,189","9,164","17,249","25,337","13,101","13,605","17,629","10,721","25,457"
2021년06월_남_0~9세,"41,015","19,441",292,"1,454","2,695",654,291,"1,024","1,217","1,368","1,057","1,066",459,999,"1,276",376,702,"1,135","1,347","1,991",38,"10,513","1,867","1,684",648,"1,567",989,435,702,613,756,546,706,"11,061",955,417,"1,335","2,285",890,"1,006","1,129",802,"2,242"
2021년06월_남_10~19세,"52,748","21,055",619,997,"2,136",958,522,457,817,820,"1,634","1,451",636,"1,847","1,878",612,976,"1,390","2,372",873,60,"14,915","2,489","2,275","1,023","2,261","1,369",648,"1,644","1,121",496,772,817,"16,778","1,297",764,"2,900","2,791","1,594","1,589","1,578","1,149","3,116"
2021년06월_남_20~29세,"76,408","32,315","1,151","1,115","2,585","1,582",807,708,"1,321","1,178","1,916","2,368","1,180","3,115","2,312","1,548","1,582","2,538","3,602","1,464",243,"22,490","2,498","3,611","2,019","2,708","2,378","1,609","1,881","1,103",678,"2,319","1,686","21,603","2,020","1,414","2,405","3,763","1,915","1,887","3,032","1,673","3,494"
2021년06월_남_30~39세,"71,023","34,518",876,"1,786","3,842","1,312",650,"1,354","2,253","2,487","1,606","2,178",971,"2,227","2,101","1,276","1,398","2,517","2,594","2,924",166,"18,892","1,863","2,661","1,527","2,236","2,204","1,645","1,056",688,865,"2,498","1,649","17,613","1,596",967,"1,704","3,427","1,566","1,593","2,722","1,368","2,670"
2021년06월_남_40~49세,"87,191","39,417","1,057","2,199","4,528","1,729",801,"1,288","2,062","2,032","2,614","2,981","1,086","2,623","2,809","1,428","1,655","2,324","3,429","2,602",170,"23,962","3,369","3,437","1,624","3,166","2,264","1,804","1,786","1,279","1,082","2,290","1,861","23,812","1,988","1,255","3,076","4,363","2,008","2,156","2,626","1,736","4,604"
2021년06월_남_50~59세,"96,176","41,553","1,662","1,543","3,255","2,174",989,833,"1,607","1,402","2,714","3,608","1,608","3,683","2,880","2,145","2,058","2,883","4,538","1,691",280,"27,374","3,318","4,248","2,057","3,338","2,692","1,997","2,335","1,506","1,004","2,446","2,433","27,249","2,483","2,033","3,193","4,693","2,341","2,385","3,243","1,988","4,890"
2021년06월_남_60~69세,"64,166","29,683","1,229","1,363","2,415","1,487",817,559,"1,401","1,092","2,016","2,979","1,267","2,247","1,642","1,600","1,471","1,831","2,705","1,295",267,"17,636","1,720","2,986","1,491","2,201","1,732","1,230","1,434",853,677,"1,373","1,939","16,847","1,682","1,499","1,731","2,518","1,606","1,672","2,099","1,223","2,817"
2021년06월_남_70~79세,"26,485","13,110",519,619,"1,186",657,397,230,703,498,"1,056","1,405",530,985,669,600,535,740,"1,096",564,121,"6,725",582,"1,181",648,848,606,494,501,333,245,502,785,"6,650",765,537,566,934,667,754,819,505,"1,103"
2021년06월_남_80~89세,"12,409","5,681",204,198,395,311,209,78,252,164,430,559,238,617,396,267,279,350,490,195,49,"3,278",262,579,273,405,305,218,253,247,68,342,326,"3,450",369,251,297,509,457,494,339,254,480
2021년06월_남_90~99세,"1,257",516,21,19,35,23,16,4,14,25,43,35,16,65,39,17,25,30,58,28,3,360,27,72,28,48,25,23,29,38,8,37,25,381,34,27,41,54,55,68,41,20,41
2021년06월_남_100세 이상,46,23,2,0,1,1,1,4,1,0,1,2,0,2,1,1,1,1,1,2,1,15,2,1,1,0,2,1,1,1,0,4,2,8,0,0,1,0,2,1,1,3,0
2021년06월_여_총인구수,"551,583","243,074","7,168","12,260","24,468","10,986","5,875","6,902","12,537","11,141","14,907","18,099","7,581","19,391","17,023","8,963","11,168","16,285","23,510","13,796","1,014","154,166","18,913","24,310","12,165","20,235","16,051","10,873","12,498","8,640","5,613","13,814","11,054","154,343","14,103","9,347","18,316","26,405","14,892","15,491","18,677","10,977","26,135"
2021년06월_여_연령구간인구수,"551,583","243,074","7,168","12,260","24,468","10,986","5,875","6,902","12,537","11,141","14,907","18,099","7,581","19,391","17,023","8,963","11,168","16,285","23,510","13,796","1,014","154,166","18,913","24,310","12,165","20,235","16,051","10,873","12,498","8,640","5,613","13,814","11,054","154,343","14,103","9,347","18,316","26,405","14,892","15,491","18,677","10,977","26,135"
2021년06월_여_0~9세,"39,347","18,688",248,"1,503","2,673",616,302,"1,027","1,242","1,281","1,040",995,411,923,"1,213",319,593,"1,070","1,276","1,912",44,"9,970","1,740","1,633",587,"1,539",975,450,664,584,636,500,662,"10,689",940,456,"1,195","2,165",878,933,"1,094",840,"2,188"
2021년06월_여_10~19세,"50,438","20,143",510,"1,051","2,109",849,491,540,752,789,"1,453","1,353",545,"1,725","1,770",539,"1,020","1,325","2,358",907,57,"14,109","2,348","2,099","1,015","2,141","1,312",613,"1,594","1,069",470,764,684,"16,186","1,327",677,"2,789","2,661","1,554","1,590","1,392","1,093","3,103"
2021년06월_여_20~29세,"72,750","30,135",921,"1,077","2,701","1,391",672,817,"1,463","1,271","1,632","1,942",966,"3,039","2,291","1,273","1,501","2,285","3,280","1,463",150,"22,166","2,493","3,216","1,895","2,660","2,465","1,900","1,831","1,108",622,"2,728","1,248","20,449","1,888","1,261","2,283","3,565","1,853","1,867","3,219","1,354","3,159"
2021년06월_여_30~39세,"71,927","33,951",672,"2,064","4,174","1,231",630,"1,514","2,354","2,513","1,544","1,856",837,"2,077","2,145",980,"1,271","2,380","2,513","3,107",89,"19,617","2,251","2,753","1,394","2,392","2,299","1,707","1,214",872,992,"2,373","1,370","18,359","1,585",955,"1,784","3,545","1,746","1,706","2,593","1,486","2,959"
2021년06월_여_40~49세,"92,825","39,286",985,"2,120","4,357","1,663",872,"1,121","2,012","1,902","2,542","2,702","1,096","3,014","3,223","1,179","1,794","2,525","3,808","2,248",123,"26,603","3,899","3,802","1,909","3,561","2,659","1,857","2,264","1,620","1,046","2,427","1,559","26,936","2,199","1,254","3,891","4,695","2,529","2,555","2,903","1,934","4,976"
2021년06월_여_50~59세,"99,452","41,858","1,501","1,754","3,527","2,077","1,101",849,"1,858","1,385","2,408","3,394","1,536","3,846","2,949","1,804","2,171","3,050","4,754","1,724",170,"28,823","3,282","4,926","2,382","3,688","3,052","1,926","2,412","1,578",941,"2,460","2,176","28,771","2,698","2,082","3,361","4,884","2,681","2,791","3,590","2,040","4,644"
2021년06월_여_60~69세,"63,991","30,326","1,176","1,552","2,700","1,615",860,586,"1,513","1,136","2,152","3,064","1,164","2,174","1,601","1,475","1,437","1,774","2,775","1,391",181,"17,114","1,573","3,023","1,598","2,263","1,822","1,204","1,287",811,554,"1,241","1,738","16,551","1,755","1,408","1,561","2,400","1,661","1,725","2,078","1,200","2,763"
2021년06월_여_70~79세,"35,180","17,157",686,731,"1,412",917,531,259,855,548,"1,368","1,725",607,"1,510","1,035",806,824,"1,073","1,520",621,129,"8,851",800,"1,555",800,"1,174",877,651,666,489,212,740,887,"9,172","1,027",708,793,"1,381","1,023","1,199","1,020",612,"1,409"
2021년06월_여_80~89세,"21,826","9,872",407,346,700,525,358,157,429,272,673,892,349,954,698,488,478,698,"1,046",345,57,"5,801",444,"1,086",503,687,502,488,467,441,110,502,571,"6,153",588,460,542,938,846,976,670,352,781
2021년06월_여_90~99세,"3,714","1,588",60,62,111,93,55,28,57,41,90,170,68,121,96,99,76,99,178,73,11,"1,085",80,212,82,129,85,73,95,67,29,76,157,"1,041",90,82,115,167,116,146,112,65,148
2021년06월_여_100세 이상,133,70,2,0,4,9,3,4,2,3,5,6,2,8,2,1,3,6,2,5,3,27,3,5,0,1,3,4,4,1,1,3,2,36,6,4,2,4,5,3,6,1,5
