카테고리,서울특별시 중랑구,서울특별시 중랑구 면목제2동,서울특별시 중랑구 면목제4동,서울특별시 중랑구 면목제5동,서울특별시 중랑구 면목본동,서울특별시 중랑구 면목제7동,서울특별시 중랑구 면목제3.8동,서울특별시 중랑구 상봉제1동,서울특별시 중랑구 상봉제2동,서울특별시 중랑구 중화제1동,서울특별시 중랑구 중화제2동,서울특별시 중랑구 묵제1동,서울특별시 중랑구 묵제2동,서울특별시 중랑구 망우본동,서울특별시 중랑구 망우제3동,서울특별시 중랑구 신내1동,서울특별시 중랑구 신내2동
2020년02월_계_총인구수,"396,314","25,509","19,657","9,610","35,255","22,333","26,085","25,221","19,636","20,655","26,440","35,756","19,621","30,722","17,528","40,584","21,702"
2020년02월_계_연령구간인구수,"396,314","25,509","19,657","9,610","35,255","22,333","26,085","25,221","19,636","20,655","26,440","35,756","19,621","30,722","17,528","40,584","21,702"
2020년02월_계_0~9세,"24,271","1,432","1,166",521,"1,796","1,280","1,271","1,962",844,"1,358","1,157","2,670","1,179","1,568",892,"3,685","1,490"
2020년02월_계_10~19세,"28,144","1,741","1,326",662,"2,160","1,339","1,623","2,110",884,"1,455","1,328","3,213","1,307","2,013","1,279","3,855","1,849"
2020년02월_계_20~29세,"56,093","3,474","2,615","1,275","5,299","3,048","3,845","3,721","3,807","3,015","3,868","4,877","2,768","4,251","2,399","5,127","2,704"
2020년02월_계_30~39세,"59,121","3,532","2,872","1,423","5,606","3,464","3,796","3,707","4,065","3,325","3,866","5,259","3,185","4,187","2,278","5,470","3,086"
2020년02월_계_40~49세,"59,204","3,937","3,122","1,459","5,281","3,239","3,736","3,728","2,663","2,910","3,733","6,027","2,990","4,316","2,556","6,146","3,361"
2020년02월_계_50~59세,"70,626","5,029","3,357","1,810","6,550","3,985","4,767","4,543","3,127","3,532","5,249","5,641","3,247","5,899","3,436","6,779","3,675"
2020년02월_계_60~69세,"55,554","3,565","2,838","1,388","4,730","3,392","3,888","3,140","2,387","2,961","4,029","4,457","2,883","4,832","2,628","5,311","3,125"
2020년02월_계_70~79세,"30,507","1,970","1,788",776,"2,777","1,847","2,270","1,597","1,345","1,469","2,266","2,532","1,490","2,539","1,435","2,807","1,599"
