카테고리,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2020년06월_남_연령구간인구수,"527,663","234,384","7,934","11,497","21,885","10,886","5,623","5,437","10,766","10,213","15,498","18,612","8,130","18,642","16,382","10,136","10,926","16,186","22,677","11,433","1,521","145,711","16,734","23,139","11,605","19,098","14,876","10,154","11,902","7,908","5,485","12,873","11,937","147,568","13,656","9,419","17,663","25,854","13,361","13,866","17,351","10,778","25,620"
2020년06월_남_0~9세,"42,918","19,925",326,"1,635","2,790",697,340,757,"1,092","1,297","1,237","1,152",513,"1,095","1,414",411,812,"1,215","1,506","1,588",48,"10,976","1,740","1,827",678,"1,714","1,092",465,770,651,714,596,729,"12,017","1,063",490,"1,398","2,515","1,008","1,079","1,173",844,"2,447"
2020년06월_남_10~19세,"54,880","21,543",711,913,"1,905","1,033",575,358,745,757,"1,695","1,494",695,"1,968","2,003",671,"1,063","1,559","2,557",747,94,"15,649","2,389","2,465","1,126","2,389","1,495",734,"1,725","1,151",478,819,878,"17,688","1,427",838,"3,031","2,964","1,710","1,653","1,633","1,206","3,226"
2020년06월_남_20~29세,"77,275","32,586","1,207","1,190","2,530","1,567",782,676,"1,301","1,127","1,923","2,406","1,191","3,145","2,402","1,610","1,617","2,635","3,658","1,324",295,"22,621","2,345","3,737","2,097","2,766","2,474","1,599","1,906","1,161",604,"2,310","1,622","22,068","2,105","1,477","2,527","3,883","1,937","1,954","3,027","1,688","3,470"
2020년06월_남_30~39세,"70,706","33,896",853,"1,950","3,764","1,288",683,"1,180","2,134","2,284","1,792","2,258",944,"2,193","2,125","1,301","1,443","2,556","2,628","2,356",164,"18,721","1,657","2,790","1,513","2,333","2,282","1,694","1,065",686,766,"2,362","1,573","18,089","1,684","1,027","1,693","3,588","1,537","1,631","2,686","1,428","2,815"
2020년06월_남_40~49세,"89,330","39,691","1,182","2,216","4,293","1,849",855,935,"1,821","1,833","2,760","3,102","1,200","2,879","3,014","1,578","1,760","2,482","3,710","2,038",184,"24,708","3,214","3,559","1,765","3,318","2,400","1,898","1,937","1,319","1,015","2,369","1,914","24,931","2,129","1,346","3,290","4,564","2,128","2,250","2,648","1,788","4,788"
2020년06월_남_50~59세,"95,677","40,998","1,742","1,526","2,995","2,151","1,014",757,"1,494","1,283","2,677","3,538","1,640","3,738","2,846","2,215","2,062","2,957","4,556","1,508",299,"27,312","3,114","4,391","2,139","3,331","2,680","1,966","2,399","1,544",986,"2,345","2,417","27,367","2,553","2,104","3,211","4,697","2,383","2,490","3,214","1,962","4,753"
2020년06월_남_60~69세,"57,941","27,001","1,151","1,276","2,121","1,346",778,454,"1,254",985,"1,880","2,747","1,149","1,962","1,513","1,459","1,353","1,668","2,474","1,163",268,"15,747","1,460","2,638","1,366","1,988","1,548","1,094","1,303",774,619,"1,225","1,732","15,193","1,558","1,329","1,598","2,210","1,489","1,515","1,831","1,106","2,557"
2020년06월_남_70~79세,"26,171","12,970",540,590,"1,115",651,397,220,683,481,"1,081","1,386",564,"1,009",665,615,535,754,"1,050",510,124,"6,569",558,"1,134",635,828,592,474,520,346,230,493,759,"6,632",766,536,579,923,683,751,788,501,"1,105"
2020년06월_남_80~89세,"11,491","5,210",200,181,347,280,185,73,221,140,408,472,217,592,369,257,258,324,476,171,39,"3,054",230,523,255,388,292,204,245,238,69,320,290,"3,227",335,244,300,461,431,474,319,237,426
2020년06월_남_90~99세,"1,190",510,20,19,25,23,13,18,16,25,40,45,15,57,30,18,22,35,62,23,4,335,26,71,28,43,19,26,29,37,3,32,21,345,35,28,35,49,54,66,30,17,31
2020년06월_남_100세 이상,84,54,2,1,0,1,1,9,5,1,5,12,2,4,1,1,1,1,0,5,2,19,1,4,3,0,2,0,3,1,1,2,2,11,1,0,1,0,1,3,2,1,2
2020년06월_여_총인구수,"549,333","239,428","7,458","12,366","23,111","10,995","5,987","5,679","11,445","10,219","15,264","18,010","7,723","19,759","17,385","9,373","11,515","16,697","23,935","11,410","1,097","153,612","17,689","24,707","12,400","20,405","16,308","10,817","12,765","8,836","5,185","13,640","10,860","156,293","14,457","9,545","18,693","26,887","15,041","15,713","18,556","11,031","26,370"
2020년06월_여_연령구간인구수,"549,333","239,428","7,458","12,366","23,111","10,995","5,987","5,679","11,445","10,219","15,264","18,010","7,723","19,759","17,385","9,373","11,515","16,697","23,935","11,410","1,097","153,612","17,689","24,707","12,400","20,405","16,308","10,817","12,765","8,836","5,185","13,640","10,860","156,293","14,457","9,545","18,693","26,887","15,041","15,713","18,556","11,031","26,370"
2020년06월_여_0~9세,"41,313","19,240",283,"1,619","2,827",658,338,756,"1,121","1,204","1,150","1,097",427,"1,065","1,411",366,725,"1,181","1,432","1,539",41,"10,492","1,690","1,750",619,"1,681","1,045",492,718,617,635,558,687,"11,581","1,086",515,"1,299","2,361",997,988,"1,138",827,"2,370"
2020년06월_여_10~19세,"51,985","20,490",586,974,"1,887",905,540,415,695,721,"1,564","1,371",597,"1,814","1,903",624,"1,093","1,445","2,500",782,74,"14,565","2,261","2,229","1,089","2,237","1,419",649,"1,608","1,103",453,789,728,"16,930","1,369",733,"2,859","2,814","1,674","1,657","1,445","1,155","3,224"
2020년06월_여_20~29세,"73,836","30,383",977,"1,157","2,561","1,395",675,826,"1,391","1,230","1,644","1,956",960,"3,171","2,287","1,358","1,571","2,431","3,382","1,250",161,"22,361","2,367","3,347","1,989","2,693","2,550","1,816","1,966","1,146",541,"2,641","1,305","21,092","1,943","1,354","2,447","3,720","1,813","1,932","3,307","1,436","3,140"
2020년06월_여_30~39세,"72,215","33,413",658,"2,255","4,194","1,239",649,"1,201","2,137","2,282","1,689","2,017",874,"2,079","2,207",997,"1,348","2,416","2,602","2,467",102,"19,823","2,117","2,939","1,452","2,484","2,344","1,789","1,218",919,898,"2,335","1,328","18,979","1,682",980,"1,807","3,719","1,741","1,786","2,604","1,522","3,138"
2020년06월_여_40~49세,"95,305","39,367","1,112","2,071","3,973","1,760",972,858,"1,741","1,692","2,665","2,666","1,156","3,283","3,457","1,337","1,927","2,684","4,118","1,764",131,"27,441","3,711","4,042","1,983","3,747","2,847","1,945","2,377","1,715",940,"2,553","1,581","28,497","2,419","1,360","4,087","4,932","2,710","2,714","3,003","2,052","5,220"
2020년06월_여_50~59세,"97,962","41,215","1,488","1,774","3,279","2,110","1,095",744,"1,737","1,287","2,376","3,386","1,576","3,849","2,915","1,919","2,215","3,097","4,705","1,482",181,"28,273","2,976","4,910","2,455","3,593","3,024","1,872","2,455","1,588",878,"2,389","2,133","28,474","2,728","2,144","3,345","4,808","2,669","2,790","3,470","1,993","4,527"
2020년06월_여_60~69세,"57,467","27,380","1,158","1,419","2,347","1,436",789,454,"1,347",983,"2,069","2,827","1,056","1,953","1,446","1,385","1,287","1,590","2,471","1,179",184,"15,305","1,311","2,686","1,474","2,037","1,640","1,077","1,167",739,500,"1,096","1,578","14,782","1,548","1,264","1,421","2,140","1,473","1,542","1,829","1,067","2,498"
2020년06월_여_70~79세,"35,252","17,139",718,703,"1,303",929,557,258,824,528,"1,356","1,684",652,"1,547","1,046",834,826,"1,101","1,563",572,138,"8,875",790,"1,586",804,"1,160",893,657,693,504,216,729,843,"9,238","1,039",712,782,"1,383","1,068","1,228","1,053",597,"1,376"
2020년06월_여_80~89세,"20,387","9,180",414,342,630,474,324,133,392,239,647,818,347,865,626,462,449,650,998,300,70,"5,454",393,"1,013",457,660,472,448,468,436,93,473,541,"5,753",549,416,539,861,777,940,606,324,741
2020년06월_여_90~99세,"3,374","1,469",60,48,105,78,45,24,50,42,97,159,68,122,84,86,70,96,160,63,12,982,70,192,75,109,70,67,90,69,29,76,135,923,84,62,103,146,114,131,96,57,130
2020년06월_여_100세 이상,237,152,4,4,5,11,3,10,10,11,7,29,10,11,3,5,4,6,4,12,3,41,3,13,3,4,4,5,5,0,2,1,1,44,10,5,4,3,5,5,5,1,6
