카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2021년04월_계_80~89세,"24,085","6,380",233,539,358,461,468,375,423,471,427,780,286,966,593,"6,204",516,380,400,460,484,591,498,747,621,627,880,"5,962",681,493,555,562,647,482,909,241,454,696,242,"5,539",834,"1,119",495,664,478,510,"1,006",433
2021년04월_계_90~99세,"3,440","1,000",42,103,48,63,76,42,74,72,62,107,43,167,101,872,68,63,58,73,39,83,72,105,72,99,140,830,105,50,74,87,85,56,134,26,71,116,26,738,127,160,62,68,53,54,148,66
2021년04월_계_100세 이상,109,34,3,5,1,3,2,5,1,3,0,3,2,2,4,24,1,3,1,2,1,3,1,2,2,0,8,14,1,0,3,1,0,1,4,0,1,2,1,37,7,4,8,3,2,0,8,5
2021년04월_남_총인구수,"426,167","96,206","1,173","2,520","1,987","3,435","2,057","3,406","3,504","4,274","5,226","15,015","6,655","27,242","19,712","96,008","5,258","1,702","3,875","6,916","7,286","7,264","13,150","14,875","6,733","7,373","21,576","134,615","11,816","5,519","9,235","8,434","26,010","8,130","26,032","5,121","12,892","14,369","7,057","99,338","9,904","37,133","2,454","6,167","4,317","6,900","23,480","8,983"
2021년04월_남_연령구간인구수,"426,167","96,206","1,173","2,520","1,987","3,435","2,057","3,406","3,504","4,274","5,226","15,015","6,655","27,242","19,712","96,008","5,258","1,702","3,875","6,916","7,286","7,264","13,150","14,875","6,733","7,373","21,576","134,615","11,816","5,519","9,235","8,434","26,010","8,130","26,032","5,121","12,892","14,369","7,057","99,338","9,904","37,133","2,454","6,167","4,317","6,900","23,480","8,983"
2021년04월_남_0~9세,"37,304","8,246",28,46,49,193,48,189,123,205,307,"1,277",779,"2,768","2,234","6,819",291,46,136,698,320,337,"1,179","1,277",263,421,"1,851","12,152","1,143",331,"1,142",463,"2,949",334,"2,383",224,859,"1,043","1,281","10,087",753,"5,069",48,256,156,462,"2,136","1,207"
2021년04월_남_10~19세,"44,264","10,289",28,97,59,221,98,284,209,331,445,"1,919","1,026","3,338","2,234","10,350",351,69,262,693,490,490,"2,009","2,125",519,655,"2,687","13,649","1,193",531,687,759,"3,420",556,"3,376",298,"1,173","1,154",502,"9,976",956,"3,853",82,354,303,548,"2,674","1,206"
2021년04월_남_20~29세,"65,254","13,481",97,186,185,419,175,539,536,587,692,"2,162",812,"4,063","3,028","15,273",651,105,510,865,"1,763","1,252","1,983","2,449","1,138","1,043","3,514","22,048","1,561",768,"1,052","1,330","3,974","1,880","4,074","1,083","2,409","2,819","1,098","14,452","1,342","5,168",223,"1,113",624,"1,124","3,889",969
2021년04월_남_30~39세,"61,864","12,017",67,176,117,365,140,433,397,441,602,"1,707",753,"3,828","2,991","11,461",584,129,419,912,"1,104",846,"1,513","1,616",710,812,"2,816","21,591","1,964",599,"1,842","1,028","4,288","1,086","3,215",927,"2,291","2,500","1,851","16,795","1,068","8,454",188,826,463,912,"3,512","1,372"
2021년04월_남_40~49세,"69,036","15,264",107,247,209,422,242,483,470,616,810,"2,565","1,198","4,621","3,274","14,968",648,202,547,"1,042",980,"1,027","2,379","2,507",914,"1,009","3,713","21,882","2,157",826,"1,418","1,209","4,974","1,037","4,165",751,"2,097","2,201","1,047","16,922","1,624","6,808",282,856,623,"1,110","3,812","1,807"
2021년04월_남_50~59세,"68,611","16,557",239,481,466,675,433,552,598,770,948,"2,556","1,086","4,533","3,220","16,619","1,132",329,778,"1,100",970,"1,270","2,304","2,717","1,196","1,410","3,413","21,360","1,701","1,065","1,374","1,638","3,801","1,353","4,643",812,"2,059","2,272",642,"14,075","1,853","4,016",516,"1,042",784,"1,114","3,605","1,145"
2021년04월_남_60~69세,"49,662","12,453",353,696,520,686,462,488,631,701,834,"1,696",604,"2,863","1,919","12,612","1,004",429,738,"1,005",913,"1,244","1,130","1,383","1,137","1,295","2,334","14,214","1,252",826,"1,063","1,296","1,751","1,169","2,890",657,"1,337","1,559",414,"10,383","1,395","2,389",635,944,735,915,"2,587",783
2021년04월_남_70~79세,"21,232","5,506",161,372,268,281,284,286,349,431,418,844,286,911,615,"5,526",405,255,320,419,538,562,460,538,601,521,907,"5,537",594,404,454,516,612,538,934,274,490,575,146,"4,663",639,997,300,525,434,512,913,343
2021년04월_남_80~89세,"8,220","2,164",83,187,106,153,156,145,172,178,158,268,99,286,173,"2,208",175,130,153,172,198,217,178,246,240,188,311,"2,018",228,164,186,178,230,169,318,89,161,225,70,"1,830",248,349,164,234,185,192,323,135
2021년04월_남_90~99세,699,223,10,30,8,20,18,6,18,13,12,21,12,31,24,166,16,8,12,10,10,18,15,17,15,19,26,163,23,5,16,17,11,8,34,6,16,21,6,147,25,30,14,17,8,11,26,16
2021년04월_남_100세 이상,21,6,0,2,0,0,1,1,1,1,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,8,1,0,2,0,2,0,3,0
2021년04월_여_총인구수,"419,367","97,266","1,069","2,399","1,911","3,342","1,919","3,508","3,322","4,444","5,316","15,954","6,839","27,009","20,234","97,326","4,829","1,577","3,660","7,277","7,444","7,158","13,259","15,581","6,645","7,540","22,356","130,648","11,992","5,229","8,778","8,480","25,080","7,822","27,162","4,572","11,240","13,984","6,309","94,127","9,345","32,588","2,134","5,997","4,216","6,536","24,034","9,277"
2021년04월_여_연령구간인구수,"419,367","97,266","1,069","2,399","1,911","3,342","1,919","3,508","3,322","4,444","5,316","15,954","6,839","27,009","20,234","97,326","4,829","1,577","3,660","7,277","7,444","7,158","13,259","15,581","6,645","7,540","22,356","130,648","11,992","5,229","8,778","8,480","25,080","7,822","27,162","4,572","11,240","13,984","6,309","94,127","9,345","32,588","2,134","5,997","4,216","6,536","24,034","9,277"
2021년04월_여_0~9세,"35,815","8,041",22,59,49,210,47,155,106,191,304,"1,285",756,"2,648","2,209","6,532",311,36,160,679,316,310,"1,151","1,198",262,386,"1,723","11,683","1,126",336,"1,159",406,"2,854",301,"2,202",230,838,982,"1,249","9,559",694,"4,819",48,245,174,387,"2,032","1,160"
2021년04월_여_10~19세,"41,047","9,530",27,92,59,215,87,247,185,331,440,"1,848",948,"2,978","2,073","9,586",307,49,247,714,465,504,"1,927","1,917",421,606,"2,429","12,624","1,139",505,577,706,"3,075",499,"3,199",271,"1,111","1,101",441,"9,307",888,"3,598",80,369,242,554,"2,424","1,152"
2021년04월_여_20~29세,"54,445","11,453",71,126,133,286,129,528,411,451,594,"1,943",682,"3,463","2,636","12,851",468,74,387,772,"1,663","1,016","1,636","2,020",867,824,"3,124","18,707","1,667",643,878,"1,148","3,358","1,430","3,533",972,"1,796","2,520",762,"11,434",912,"3,736",139,926,477,903,"3,424",917
2021년04월_여_30~39세,"56,062","11,505",54,108,100,303,86,380,272,345,518,"1,732",836,"3,729","3,042","10,760",476,81,332,971,856,670,"1,570","1,705",576,699,"2,824","19,370","1,944",506,"1,640",841,"4,146",772,"3,367",670,"1,600","2,192","1,692","14,427",933,"6,906",95,637,325,701,"3,300","1,530"
2021년04월_여_40~49세,"67,162","15,462",62,148,145,365,145,464,357,579,723,"2,851","1,333","4,836","3,454","15,261",593,120,447,"1,023",884,817,"2,699","2,972",814,937,"3,955","21,227","2,004",728,"1,208","1,207","5,021",968,"4,808",576,"1,768","2,085",854,"15,212","1,441","5,809",133,643,501,946,"4,017","1,722"
2021년04월_여_50~59세,"68,383","16,650",208,398,384,639,316,553,554,786,895,"2,671","1,038","4,593","3,615","17,174","1,011",261,711,"1,220","1,144","1,302","2,184","2,820","1,252","1,541","3,728","21,223","1,573",952,"1,306","1,770","3,485","1,472","5,203",715,"1,944","2,222",581,"13,336","1,629","3,290",356,956,742,"1,124","4,110","1,129"
2021년04월_여_60~69세,"51,616","12,755",265,618,447,632,411,542,675,862,938,"1,969",680,"2,783","1,933","13,493",843,369,654,"1,064","1,136","1,381","1,167","1,524","1,281","1,304","2,770","14,567","1,276",776,"1,056","1,365","1,862","1,337","3,028",627,"1,308","1,573",359,"10,801","1,351","2,400",516,"1,041",880,955,"2,776",882
2021년04월_여_70~79세,"26,143","6,849",175,422,301,338,327,369,455,545,585,"1,054",346,"1,161",771,"6,949",427,279,428,481,664,717,547,834,732,724,"1,116","6,623",727,409,525,582,788,681,"1,127",339,526,741,178,"5,722",803,"1,126",382,696,537,605,"1,141",432
2021년04월_여_80~89세,"15,865","4,216",150,352,252,308,312,230,251,293,269,512,187,680,420,"3,996",341,250,247,288,286,374,320,501,381,439,569,"3,944",453,329,369,384,417,313,591,152,293,471,172,"3,709",586,770,331,430,293,318,683,298
2021년04월_여_90~99세,"2,741",777,32,73,40,43,58,36,56,59,50,86,31,136,77,706,52,55,46,63,29,65,57,88,57,80,114,667,82,45,58,70,74,48,100,20,55,95,20,591,102,130,48,51,45,43,122,50
2021년04월_여_100세 이상,88,28,3,3,1,3,1,4,0,2,0,3,2,2,4,18,0,3,1,2,1,2,1,2,2,0,4,13,1,0,2,1,0,1,4,0,1,2,1,29,6,4,6,3,0,0,5,5
