카테고리,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2021년10월_계_총인구수,"474,046","22,557","15,370","17,322","16,264","16,200","12,302","27,372","19,329","11,882","23,871","21,616","25,056","11,286","14,847","21,435","41,856","15,721","50,362","3,734","16,901","35,993","12,858","19,912"
2021년10월_계_연령구간인구수,"474,046","22,557","15,370","17,322","16,264","16,200","12,302","27,372","19,329","11,882","23,871","21,616","25,056","11,286","14,847","21,435","41,856","15,721","50,362","3,734","16,901","35,993","12,858","19,912"
2021년10월_계_0~9세,"35,981","2,008",703,829,"1,024",954,575,"1,645","1,137",769,"1,817","1,097","1,382",356,743,"1,733","5,194","1,247","5,986",95,"1,516","3,091",940,"1,140"
2021년10월_계_10~19세,"48,439","3,028",992,"1,358","1,438","1,224",623,"2,367","1,259","1,056","2,603","1,588","1,990",534,"1,274","2,644","4,907","1,593","6,101",167,"3,388","4,154","1,272","2,879"
2021년10월_계_20~29세,"73,248","2,808","2,562","2,475","1,972","2,124","2,435","5,462","4,577","1,583","3,186","4,289","5,589","2,899","1,822","2,684","5,012","2,751","6,767",283,"1,622","5,400","2,324","2,622"
2021년10월_계_30~39세,"64,815","2,564","1,620","1,786","1,699","2,017","2,150","4,655","3,589","1,408","2,672","3,460","4,226","1,928","1,501","2,600","6,527","2,038","7,783",264,"1,288","5,350","2,027","1,663"
2021년10월_계_40~49세,"76,387","4,230","1,807","2,311","2,240","2,230","1,701","4,394","2,836","1,795","3,932","3,042","3,748","1,480","1,894","3,339","7,877","2,304","9,415",401,"3,935","6,112","2,010","3,354"
2021년10월_계_50~59세,"76,926","3,505","2,608","2,911","3,028","2,845","1,724","4,301","2,531","1,955","3,972","3,369","4,033","1,890","2,779","3,857","5,813","2,787","7,688",663,"2,528","6,342","2,250","3,547"
2021년10월_계_60~69세,"58,097","2,600","2,789","3,126","2,887","2,707","1,670","2,819","2,002","1,846","3,224","3,051","2,675","1,369","2,640","3,097","4,136","1,717","3,995",794,"1,358","3,670","1,321","2,604"
2021년10월_계_70~79세,"26,423","1,240","1,559","1,699","1,299","1,431",942,"1,091",960,"1,007","1,682","1,174",918,567,"1,278",954,"1,608",815,"1,728",573,820,"1,222",463,"1,393"
