카테고리,대전광역시 서구,대전광역시 서구 복수동,대전광역시 서구 도마1동,대전광역시 서구 도마2동,대전광역시 서구 정림동,대전광역시 서구 변동,대전광역시 서구 용문동,대전광역시 서구 탄방동,대전광역시 서구 괴정동,대전광역시 서구 가장동,대전광역시 서구 내동,대전광역시 서구 갈마1동,대전광역시 서구 갈마2동,대전광역시 서구 월평1동,대전광역시 서구 월평2동,대전광역시 서구 월평3동,대전광역시 서구 가수원동,대전광역시 서구 관저1동,대전광역시 서구 관저2동,대전광역시 서구 기성동,대전광역시 서구 둔산1동,대전광역시 서구 둔산2동,대전광역시 서구 만년동,대전광역시 서구 둔산3동
2021년10월_계_80~89세,"11,935",503,652,741,579,585,425,555,371,411,691,478,442,221,782,450,675,413,779,401,379,573,215,614
2021년10월_계_90~99세,"1,737",69,76,84,95,81,54,80,64,52,91,66,51,40,132,76,101,54,116,89,65,77,36,88
2021년10월_계_100세 이상,58,2,2,2,3,2,3,3,3,0,1,2,2,2,2,1,6,2,4,4,2,2,0,8
2021년10월_남_총인구수,"233,068","11,131","7,800","8,710","7,940","8,226","5,872","13,136","9,448","5,770","11,429","11,044","12,539","6,034","7,051","10,537","20,583","7,488","24,611","1,927","8,331","17,410","6,448","9,603"
2021년10월_남_연령구간인구수,"233,068","11,131","7,800","8,710","7,940","8,226","5,872","13,136","9,448","5,770","11,429","11,044","12,539","6,034","7,051","10,537","20,583","7,488","24,611","1,927","8,331","17,410","6,448","9,603"
2021년10월_남_0~9세,"18,585","1,022",375,457,545,521,302,877,572,401,922,595,690,179,366,893,"2,643",636,"3,097",59,784,"1,594",463,592
2021년10월_남_10~19세,"24,922","1,540",520,703,764,641,320,"1,240",647,524,"1,240",838,956,290,651,"1,419","2,516",835,"3,102",83,"1,765","2,156",665,"1,507"
2021년10월_남_20~29세,"37,337","1,439","1,427","1,355","1,058","1,133","1,114","2,506","2,098",789,"1,647","2,268","2,873","1,545",981,"1,478","2,531","1,299","3,427",155,862,"2,649","1,303","1,400"
2021년10월_남_30~39세,"33,239","1,276",897,972,868,"1,116","1,123","2,358","1,931",732,"1,328","2,001","2,297","1,157",781,"1,276","3,135","1,028","3,796",151,551,"2,576","1,060",829
2021년10월_남_40~49세,"36,952","2,013",998,"1,225","1,105","1,158",896,"2,062","1,485",892,"1,872","1,516","1,894",843,873,"1,522","3,942","1,030","4,470",242,"1,762","2,762",939,"1,451"
2021년10월_남_50~59세,"37,319","1,749","1,295","1,441","1,381","1,442",816,"2,063","1,174",944,"1,882","1,612","1,936",979,"1,316","1,766","2,811","1,291","3,815",366,"1,358","3,046","1,073","1,763"
2021년10월_남_60~69세,"27,850","1,257","1,298","1,441","1,399","1,300",734,"1,343",942,850,"1,465","1,439","1,301",688,"1,285","1,571","1,968",872,"1,873",453,679,"1,829",658,"1,205"
2021년10월_남_70~79세,"12,099",613,722,794,596,654,401,469,434,458,773,585,432,268,553,441,755,333,771,258,390,574,204,621
2021년10월_남_80~89세,"4,373",205,247,305,201,242,148,203,151,169,278,178,152,79,217,153,255,146,242,144,157,209,75,217
2021년10월_남_90~99세,381,16,21,17,22,18,18,15,14,11,22,11,8,5,27,18,25,18,17,16,21,15,8,18
2021년10월_남_100세 이상,11,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,2,0,1,0,2,0,0,0
2021년10월_여_총인구수,"240,978","11,426","7,570","8,612","8,324","7,974","6,430","14,236","9,881","6,112","12,442","10,572","12,517","5,252","7,796","10,898","21,273","8,233","25,751","1,807","8,570","18,583","6,410","10,309"
2021년10월_여_연령구간인구수,"240,978","11,426","7,570","8,612","8,324","7,974","6,430","14,236","9,881","6,112","12,442","10,572","12,517","5,252","7,796","10,898","21,273","8,233","25,751","1,807","8,570","18,583","6,410","10,309"
2021년10월_여_0~9세,"17,396",986,328,372,479,433,273,768,565,368,895,502,692,177,377,840,"2,551",611,"2,889",36,732,"1,497",477,548
2021년10월_여_10~19세,"23,517","1,488",472,655,674,583,303,"1,127",612,532,"1,363",750,"1,034",244,623,"1,225","2,391",758,"2,999",84,"1,623","1,998",607,"1,372"
2021년10월_여_20~29세,"35,911","1,369","1,135","1,120",914,991,"1,321","2,956","2,479",794,"1,539","2,021","2,716","1,354",841,"1,206","2,481","1,452","3,340",128,760,"2,751","1,021","1,222"
2021년10월_여_30~39세,"31,576","1,288",723,814,831,901,"1,027","2,297","1,658",676,"1,344","1,459","1,929",771,720,"1,324","3,392","1,010","3,987",113,737,"2,774",967,834
2021년10월_여_40~49세,"39,435","2,217",809,"1,086","1,135","1,072",805,"2,332","1,351",903,"2,060","1,526","1,854",637,"1,021","1,817","3,935","1,274","4,945",159,"2,173","3,350","1,071","1,903"
2021년10월_여_50~59세,"39,607","1,756","1,313","1,470","1,647","1,403",908,"2,238","1,357","1,011","2,090","1,757","2,097",911,"1,463","2,091","3,002","1,496","3,873",297,"1,170","3,296","1,177","1,784"
2021년10월_여_60~69세,"30,247","1,343","1,491","1,685","1,488","1,407",936,"1,476","1,060",996,"1,759","1,612","1,374",681,"1,355","1,526","2,168",845,"2,122",341,679,"1,841",663,"1,399"
2021년10월_여_70~79세,"14,324",627,837,905,703,777,541,622,526,549,909,589,486,299,725,513,853,482,957,315,430,648,259,772
2021년10월_여_80~89세,"7,562",298,405,436,378,343,277,352,220,242,413,300,290,142,565,297,420,267,537,257,222,364,140,397
2021년10월_여_90~99세,"1,356",53,55,67,73,63,36,65,50,41,69,55,43,35,105,58,76,36,99,73,44,62,28,70
2021년10월_여_100세 이상,47,1,2,2,2,1,3,3,3,0,1,1,2,1,1,1,4,2,3,4,0,2,0,8
