카테고리,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2021년10월_계_80~89세,"35,116","15,965",615,545,"1,135",848,586,257,706,458,"1,132","1,511",592,"1,596","1,129",788,777,"1,070","1,570",543,107,"9,309",742,"1,715",782,"1,128",819,710,747,693,185,863,925,"9,842",982,723,858,"1,488","1,353","1,481","1,023",636,"1,298"
2021년10월_계_90~99세,"5,125","2,169",89,83,150,118,70,36,75,72,140,211,80,192,142,113,103,138,240,104,13,"1,479",119,294,114,179,100,103,124,106,35,126,179,"1,477",127,109,158,228,185,222,150,91,207
2021년10월_계_100세 이상,178,87,5,0,4,1,4,8,2,3,6,12,3,9,3,2,4,6,3,7,5,43,4,5,1,2,7,4,5,2,2,7,4,48,6,4,4,3,9,3,7,6,6
2021년10월_남_총인구수,"528,683","237,946","7,537","11,330","23,510","10,903","5,492","6,843","11,732","11,494","15,039","18,635","7,937","18,265","15,948","9,851","10,563","15,647","22,009","13,796","1,415","145,811","18,105","22,568","11,313","18,699","14,469","10,054","11,581","7,727","5,866","13,236","12,193","144,926","13,091","9,107","17,117","25,223","13,052","13,493","17,680","10,695","25,468"
2021년10월_남_연령구간인구수,"528,683","237,946","7,537","11,330","23,510","10,903","5,492","6,843","11,732","11,494","15,039","18,635","7,937","18,265","15,948","9,851","10,563","15,647","22,009","13,796","1,415","145,811","18,105","22,568","11,313","18,699","14,469","10,054","11,581","7,727","5,866","13,236","12,193","144,926","13,091","9,107","17,117","25,223","13,052","13,493","17,680","10,695","25,468"
2021년10월_남_0~9세,"40,135","19,078",279,"1,431","2,670",646,284,"1,024","1,225","1,389","1,021","1,020",441,961,"1,229",370,673,"1,119","1,269","1,994",33,"10,293","1,846","1,651",649,"1,523",959,443,688,583,749,527,675,"10,764",915,400,"1,288","2,252",858,974,"1,120",790,"2,167"
2021년10월_남_10~19세,"52,494","21,086",598,"1,011","2,203",952,524,487,825,869,"1,629","1,442",635,"1,812","1,849",600,948,"1,373","2,338",927,64,"14,750","2,492","2,207","1,042","2,224","1,346",639,"1,622","1,117",498,761,802,"16,658","1,291",745,"2,886","2,739","1,588","1,575","1,560","1,148","3,126"
2021년10월_남_20~29세,"75,523","32,041","1,116","1,117","2,664","1,561",773,745,"1,296","1,159","1,912","2,339","1,156","3,050","2,306","1,539","1,522","2,496","3,553","1,464",273,"22,237","2,514","3,540","1,942","2,723","2,303","1,584","1,862","1,091",687,"2,323","1,668","21,245","1,975","1,409","2,349","3,700","1,875","1,842","3,015","1,602","3,478"
2021년10월_남_30~39세,"71,054","34,637",863,"1,739","3,939","1,349",660,"1,409","2,248","2,659","1,572","2,137",957,"2,224","2,092","1,301","1,401","2,496","2,565","2,861",165,"18,862","1,863","2,673","1,531","2,220","2,212","1,628","1,056",687,828,"2,534","1,630","17,555","1,573",949,"1,693","3,408","1,549","1,596","2,734","1,357","2,696"
2021년10월_남_40~49세,"86,328","39,263","1,019","2,229","4,646","1,687",804,"1,337","2,072","2,097","2,542","2,979","1,089","2,568","2,743","1,387","1,620","2,295","3,327","2,657",165,"23,643","3,338","3,379","1,587","3,110","2,246","1,759","1,736","1,254","1,091","2,260","1,883","23,422","1,959","1,213","3,018","4,270","1,999","2,124","2,619","1,713","4,507"
2021년10월_남_50~59세,"96,461","41,637","1,639","1,562","3,261","2,188",990,861,"1,648","1,474","2,760","3,620","1,576","3,665","2,889","2,102","2,038","2,829","4,501","1,755",279,"27,467","3,364","4,210","2,084","3,304","2,686","1,999","2,361","1,526","1,020","2,492","2,421","27,357","2,480","2,045","3,206","4,730","2,343","2,359","3,224","2,002","4,968"
2021년10월_남_60~69세,"66,124","30,665","1,279","1,403","2,482","1,521",830,633,"1,440","1,132","2,039","3,067","1,309","2,313","1,725","1,654","1,505","1,921","2,810","1,335",267,"18,109","1,802","3,059","1,522","2,275","1,772","1,261","1,470",859,676,"1,444","1,969","17,350","1,737","1,528","1,766","2,608","1,641","1,704","2,185","1,285","2,896"
2021년10월_남_70~79세,"26,458","13,127",512,618,"1,192",660,397,257,701,505,"1,068","1,401",522,978,661,599,545,728,"1,088",578,117,"6,698",579,"1,178",648,851,607,492,493,325,240,503,782,"6,633",749,534,567,939,666,748,835,498,"1,097"
2021년10월_남_80~89세,"12,747","5,840",205,203,414,317,213,82,261,185,447,588,235,623,408,281,284,354,498,194,48,"3,365",276,596,278,420,311,224,263,245,70,346,336,"3,542",380,257,302,525,467,500,349,273,489
2021년10월_남_90~99세,"1,314",552,25,17,39,22,16,4,15,25,48,40,17,69,45,18,26,35,59,29,3,373,30,74,29,49,25,25,29,39,7,41,25,389,32,27,41,52,63,70,38,23,43
2021년10월_남_100세 이상,45,20,2,0,0,0,1,4,1,0,1,2,0,2,1,0,1,1,1,2,1,14,1,1,1,0,2,0,1,1,0,5,2,11,0,0,1,0,3,1,1,4,1
2021년10월_여_총인구수,"551,557","243,894","7,089","12,349","25,030","10,955","5,849","7,211","12,677","11,615","14,832","18,064","7,517","19,294","16,902","8,966","11,059","16,235","23,268","13,944","1,038","153,946","19,105","24,196","12,101","20,155","15,959","10,845","12,471","8,590","5,644","13,859","11,021","153,717","13,969","9,277","18,229","26,345","14,837","15,388","18,654","10,886","26,132"
2021년10월_여_연령구간인구수,"551,557","243,894","7,089","12,349","25,030","10,955","5,849","7,211","12,677","11,615","14,832","18,064","7,517","19,294","16,902","8,966","11,059","16,235","23,268","13,944","1,038","153,946","19,105","24,196","12,101","20,155","15,959","10,845","12,471","8,590","5,644","13,859","11,021","153,717","13,969","9,277","18,229","26,345","14,837","15,388","18,654","10,886","26,132"
2021년10월_여_0~9세,"38,580","18,333",239,"1,472","2,647",594,294,"1,028","1,241","1,320",976,969,389,880,"1,176",309,565,"1,056","1,200","1,935",43,"9,748","1,722","1,600",581,"1,491",951,435,658,557,635,477,641,"10,499",892,434,"1,177","2,132",845,944,"1,088",822,"2,165"
2021년10월_여_10~19세,"50,125","20,100",489,"1,091","2,170",844,475,543,779,804,"1,481","1,321",545,"1,702","1,739",534,"1,001","1,292","2,295",933,62,"14,031","2,369","2,045","1,008","2,130","1,278",609,"1,590","1,076",458,777,691,"15,994","1,295",685,"2,774","2,644","1,529","1,547","1,374","1,079","3,067"
2021년10월_여_20~29세,"71,962","29,989",898,"1,064","2,859","1,389",671,895,"1,436","1,296","1,600","1,929",948,"2,980","2,253","1,268","1,453","2,250","3,204","1,437",159,"21,942","2,501","3,176","1,840","2,607","2,460","1,858","1,801","1,087",649,"2,744","1,219","20,031","1,846","1,216","2,215","3,485","1,831","1,839","3,152","1,307","3,140"
2021년10월_여_30~39세,"71,611","34,073",672,"2,039","4,231","1,227",627,"1,580","2,359","2,660","1,490","1,822",811,"2,124","2,096",995,"1,278","2,407","2,507","3,047",101,"19,417","2,234","2,703","1,412","2,356","2,265","1,736","1,217",852,992,"2,309","1,341","18,121","1,574",930,"1,740","3,491","1,722","1,714","2,612","1,453","2,885"
2021년10월_여_40~49세,"91,873","39,132",951,"2,164","4,520","1,635",862,"1,163","2,052","1,998","2,505","2,619","1,096","2,929","3,179","1,148","1,728","2,438","3,704","2,319",122,"26,228","3,884","3,703","1,875","3,511","2,572","1,829","2,229","1,597","1,047","2,429","1,552","26,513","2,128","1,250","3,858","4,604","2,479","2,507","2,874","1,890","4,923"
2021년10월_여_50~59세,"100,261","42,145","1,499","1,745","3,579","2,084","1,080",863,"1,888","1,450","2,456","3,417","1,535","3,833","2,971","1,811","2,165","3,061","4,776","1,767",165,"29,061","3,386","4,950","2,365","3,686","3,114","1,923","2,411","1,598",951,"2,497","2,180","29,055","2,714","2,063","3,396","4,977","2,715","2,776","3,592","2,061","4,761"
2021년10월_여_60~69세,"65,734","31,130","1,211","1,612","2,748","1,634",889,642,"1,580","1,202","2,171","3,151","1,157","2,240","1,640","1,489","1,483","1,830","2,821","1,444",186,"17,625","1,642","3,127","1,631","2,352","1,856","1,227","1,335",825,564,"1,294","1,772","16,979","1,814","1,444","1,601","2,489","1,698","1,734","2,150","1,243","2,806"
2021년10월_여_70~79세,"35,098","17,183",653,754,"1,440",920,521,286,836,562,"1,371","1,732",613,"1,503","1,028",808,813,"1,077","1,506",633,127,"8,815",809,"1,549",800,"1,182",875,660,647,482,203,728,880,"9,100","1,003",703,792,"1,381","1,004","1,192","1,020",598,"1,407"
2021년10월_여_80~89세,"22,369","10,125",410,342,721,531,373,175,445,273,685,923,357,973,721,507,493,716,"1,072",349,59,"5,944",466,"1,119",504,708,508,486,484,448,115,517,589,"6,300",602,466,556,963,886,981,674,363,809
2021년10월_여_90~99세,"3,811","1,617",64,66,111,96,54,32,60,47,92,171,63,123,97,95,77,103,181,75,10,"1,106",89,220,85,130,75,78,95,67,28,85,154,"1,088",95,82,117,176,122,152,112,68,164
2021년10월_여_100세 이상,133,67,3,0,4,1,3,4,1,3,5,10,3,7,2,2,3,5,2,5,4,29,3,4,0,2,5,4,4,1,2,2,2,37,6,4,3,3,6,2,6,2,5
