카테고리,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2021년11월_남_50~59세,"1,150,601","98,519","24,636","30,360","15,799","27,724","77,720","20,517","18,743","38,460","39,908","46,657","20,978","25,679","70,284","24,453","47,970","8,676","65,245","35,202","30,043","96,544","41,751","27,440","27,353","5,942","17,107","62,215","17,826","47,190","23,169","14,050","22,732","86,927","22,760","35,157","29,010","40,053","18,550","16,940","35,346","65,602","33,322","20,685","16,069","10,533","3,768","5,889","10,710"
2021년11월_남_60~69세,"827,378","64,746","16,462","21,429","11,952","14,903","58,771","16,936","15,873","25,962","29,757","36,924","18,029","18,895","58,032","18,767","30,555","6,911","41,233","21,818","19,415","66,501","30,894","18,181","17,426","4,398","12,967","44,051","10,861","28,257","17,654","11,587","18,783","54,666","17,323","20,751","16,592","27,289","14,691","14,017","26,093","39,920","26,138","15,773","14,560","10,266","4,141","6,708","12,361"
2021년11월_남_70~79세,"352,335","25,519","6,962","8,089","5,353","5,115","26,193","7,644","6,960","11,589","13,761","14,721","7,762","6,959","22,063","7,974","12,714","3,623","13,680","7,512","6,168","26,430","13,154","6,680","6,596","1,796","5,199","21,078","4,406","9,244","6,852","4,325","8,571","29,703","7,479","11,769","10,455","12,752","6,090","6,362","12,412","15,515","11,044","7,725","5,760","4,898","2,200","3,205","6,520"
2021년11월_남_80~89세,"136,768","9,433","2,908","2,755","1,950","1,820","9,882","2,391","2,187","5,304","5,577","5,135","2,662","2,473","7,076","2,642","5,291","1,732","5,068","2,927","2,141","12,782","5,860","3,359","3,563",778,"1,938","7,754","1,626","3,169","2,858","1,579","2,312","12,838","2,911","5,315","4,612","5,596","2,619","2,819","4,340","5,653","3,523","2,964","2,503","2,127","1,079","1,493","2,582"
2021년11월_남_90~99세,"12,965",911,315,263,171,162,"1,052",203,159,690,458,518,226,292,743,237,474,160,474,295,179,"1,321",558,378,385,101,180,670,116,299,332,176,246,"1,177",260,498,419,546,230,235,399,457,273,235,248,206,109,139,243
2021년11월_남_100세 이상,458,31,9,7,10,5,34,11,4,19,8,18,8,10,37,8,18,4,23,12,11,41,17,14,10,3,20,29,6,12,11,1,9,22,6,12,4,15,8,5,15,14,10,9,12,6,9,13,7
2021년11월_여_총인구수,"6,734,042","588,192","136,049","180,202","90,453","181,488","469,858","116,522","104,438","248,898","235,151","276,463","119,271","157,192","407,157","148,936","269,216","46,856","318,458","172,061","146,397","551,332","244,226","153,718","153,388","36,176","97,032","367,527","110,704","244,652","135,628","82,303","158,862","543,551","126,863","223,982","192,706","237,339","107,731","91,685","242,844","424,711","189,288","116,506","69,952","55,155","20,334","30,106","60,337"
2021년11월_여_연령구간인구수,"6,734,042","588,192","136,049","180,202","90,453","181,488","469,858","116,522","104,438","248,898","235,151","276,463","119,271","157,192","407,157","148,936","269,216","46,856","318,458","172,061","146,397","551,332","244,226","153,718","153,388","36,176","97,032","367,527","110,704","244,652","135,628","82,303","158,862","543,551","126,863","223,982","192,706","237,339","107,731","91,685","242,844","424,711","189,288","116,506","69,952","55,155","20,334","30,106","60,337"
2021년11월_여_0~9세,"538,640","44,436","8,580","14,540","4,953","16,363","32,185","7,387","6,040","18,758","15,969","18,587","7,354","11,233","25,861","10,765","24,564","2,841","20,525","10,771","9,754","38,349","18,245","9,690","10,414","2,956","6,832","30,810","10,704","23,513","9,196","6,113","15,852","46,518","9,786","19,540","17,192","21,293","8,726","6,385","26,412","49,744","16,249","9,672","3,948","3,328","1,257","1,578","3,472"
2021년11월_여_10~19세,"643,672","55,946","13,413","15,669","6,694","20,170","41,746","8,237","7,593","25,916","20,188","24,513","8,701","15,812","33,206","14,367","26,243","4,179","29,850","16,220","13,630","50,118","20,126","14,033","15,959","3,339","8,445","37,969","12,158","24,518","12,308","6,864","13,951","58,991","12,064","24,615","22,312","24,459","10,922","8,582","24,435","49,314","16,693","11,921","5,623","4,588","1,437","2,150","4,649"
2021년11월_여_20~29세,"851,981","87,720","19,742","25,312","14,804","27,862","62,344","16,003","14,485","31,856","31,756","36,253","16,114","20,139","54,579","17,719","34,514","5,064","49,561","27,184","22,377","71,709","29,965","21,791","19,953","4,489","12,651","41,346","14,304","31,595","17,731","10,830","19,083","66,209","15,867","27,365","22,977","27,465","13,546","10,333","25,477","49,694","21,037","12,837","7,603","5,438","1,846","2,562","4,686"
2021년11월_여_30~39세,"916,953","84,365","15,604","26,690","12,286","29,785","66,148","16,247","14,108","35,793","29,344","37,383","15,653","21,730","54,638","19,702","38,553","4,760","38,739","20,092","18,647","71,556","34,123","19,386","18,047","5,151","12,493","45,560","17,041","36,233","17,780","11,130","26,392","71,081","15,587","29,240","26,254","32,392","14,263","10,299","38,410","71,878","26,795","13,640","6,416","5,265","1,764","2,498","5,284"
2021년11월_여_40~49세,"1,126,699","98,996","22,346","29,197","13,250","34,203","77,717","17,147","15,061","45,509","36,608","43,510","16,638","26,872","62,179","25,338","45,011","6,703","50,652","27,187","23,465","91,631","39,085","26,153","26,393","5,424","15,720","65,793","20,506","42,480","21,541","12,082","27,264","100,216","20,589","42,239","37,388","40,245","16,861","14,003","44,285","80,170","31,929","19,337","9,141","7,603","2,151","3,572","8,031"
2021년11월_여_50~59세,"1,120,309","98,828","24,628","31,163","15,327","27,710","77,486","19,537","18,141","39,808","41,186","49,329","21,816","27,513","74,668","24,644","42,899","7,763","62,831","34,089","28,742","100,396","42,217","29,083","29,096","6,407","17,741","59,735","16,194","42,782","24,360","15,275","22,618","84,299","21,325","34,599","28,375","36,640","17,085","15,002","33,791","56,496","31,821","18,804","13,173","9,517","3,183","5,217","10,139"
2021년11월_여_60~69세,"836,005","66,095","16,857","21,904","12,517","14,817","61,369","17,864","16,249","27,256","31,677","38,337","18,645","19,692","60,289","20,653","30,144","7,153","37,634","20,129","17,505","66,109","31,389","17,708","17,012","4,595","13,053","46,447","11,063","24,941","18,383","11,670","20,056","59,112","16,967","23,316","18,829","27,305","13,942","13,669","27,523","38,141","26,235","15,686","12,289","9,902","3,832","6,260","12,441"
2021년11월_여_70~79세,"420,583","31,316","8,798","9,542","6,633","6,343","31,392","9,207","8,219","13,966","17,493","17,224","8,850","8,374","25,342","9,668","16,088","4,934","16,532","9,430","7,102","35,030","17,192","8,759","9,079","2,201","6,349","24,954","5,545","10,882","8,272","4,849","8,678","36,201","8,724","14,710","12,767","16,098","7,090","7,470","14,137","17,529","11,803","8,824","6,555","5,267","2,649","3,522","6,689"
2021년11월_여_80~89세,"235,610","17,225","5,054","5,239","3,420","3,512","16,196","4,193","3,810","8,193","9,388","9,519","4,669","4,850","13,801","5,162","9,603","3,003","10,264","5,894","4,370","22,475","10,180","5,983","6,312","1,318","3,227","12,574","2,734","6,449","5,116","2,884","4,071","17,532","4,959","7,016","5,557","9,716","4,517","5,035","7,039","9,945","5,654","4,874","4,419","3,542","1,889","2,342","4,097"
2021년11월_여_90~99세,"41,987","3,118",983,904,535,696,"3,150",664,697,"1,789","1,495","1,740",798,942,"2,479",890,"1,544",438,"1,795","1,023",772,"3,838","1,643","1,108","1,087",289,491,"2,238",440,"1,210",905,586,861,"3,268",967,"1,290","1,011","1,671",753,879,"1,296","1,747","1,033",884,760,683,310,382,814
2021년11월_여_100세 이상,"1,603",147,44,42,34,27,125,36,35,54,47,68,33,35,115,28,53,18,75,42,33,121,61,24,36,7,30,101,15,49,36,20,36,124,28,52,44,55,26,28,39,53,39,27,25,22,16,23,35
