카테고리,서울특별시 종로구,서울특별시 종로구 청운효자동,서울특별시 종로구 사직동,서울특별시 종로구 삼청동,서울특별시 종로구 부암동,서울특별시 종로구 평창동,서울특별시 종로구 무악동,서울특별시 종로구 교남동,서울특별시 종로구 가회동,서울특별시 종로구 종로1.2.3.4가동,서울특별시 종로구 종로5.6가동,서울특별시 종로구 이화동,서울특별시 종로구 혜화동,서울특별시 종로구 창신제1동,서울특별시 종로구 창신제2동,서울특별시 종로구 창신제3동,서울특별시 종로구 숭인제1동,서울특별시 종로구 숭인제2동
2020년02월_계_총인구수,"151,309","12,759","9,544","2,761","10,120","18,630","8,717","10,656","4,382","7,217","5,377","7,828","16,845","5,224","8,526","7,079","6,183","9,461"
2020년02월_계_연령구간인구수,"151,309","12,759","9,544","2,761","10,120","18,630","8,717","10,656","4,382","7,217","5,377","7,828","16,845","5,224","8,526","7,079","6,183","9,461"
2020년02월_계_0~9세,"8,130",895,617,110,607,"1,196",751,917,215,212,126,279,747,158,262,407,320,311
2020년02월_계_10~19세,"11,652","1,253",720,213,960,"1,694","1,043",876,352,228,256,468,"1,429",261,570,558,405,366
2020년02월_계_20~29세,"23,436","1,616","1,247",354,"1,372","2,585",943,"1,316",496,860,"1,111","1,684","4,364",609,"1,219","1,004",814,"1,842"
2020년02월_계_30~39세,"20,325","1,772","1,401",392,"1,247","2,267",995,"1,803",590,888,703,"1,311","2,143",533,916,998,860,"1,506"
2020년02월_계_40~49세,"23,051","2,249","1,514",380,"1,668","2,799","1,606","1,910",786,952,647,"1,058","2,323",694,"1,227",998,976,"1,264"
2020년02월_계_50~59세,"25,703","1,992","1,546",429,"1,712","3,350","1,373","1,596",698,"1,392",991,"1,152","2,294","1,154","1,863","1,305","1,148","1,708"
2020년02월_계_60~69세,"19,383","1,356","1,164",398,"1,273","2,380","1,004","1,140",584,"1,375",749,902,"1,577",988,"1,304",981,867,"1,341"
2020년02월_계_70~79세,"12,597","1,027",784,298,802,"1,431",643,734,442,825,541,607,"1,254",568,804,547,530,760
2020년02월_계_80~89세,"5,747",501,443,148,391,750,294,304,172,360,203,310,611,208,304,229,222,297
2020년02월_계_90~99세,"1,026",80,90,30,78,154,49,45,37,88,41,44,82,43,44,40,33,48
2020년02월_계_100세 이상,259,18,18,9,10,24,16,15,10,37,9,13,21,8,13,12,8,18
2020년02월_남_총인구수,"73,729","5,943","4,299","1,329","4,828","8,742","4,057","4,955","2,024","4,312","2,910","3,686","8,116","2,810","4,365","3,495","3,021","4,837"
2020년02월_남_연령구간인구수,"73,729","5,943","4,299","1,329","4,828","8,742","4,057","4,955","2,024","4,312","2,910","3,686","8,116","2,810","4,365","3,495","3,021","4,837"
2020년02월_남_0~9세,"4,092",462,308,50,314,604,337,466,104,117,64,138,356,83,140,226,163,160
2020년02월_남_10~19세,"5,887",665,331,126,510,883,494,432,186,117,131,228,721,131,293,271,191,177
2020년02월_남_20~29세,"11,577",799,571,188,723,"1,336",426,608,235,449,570,798,"2,177",333,642,535,408,779
2020년02월_남_30~39세,"10,081",818,623,191,573,"1,050",455,836,285,499,417,614,"1,115",304,547,486,462,806
2020년02월_남_40~49세,"11,226",990,677,186,780,"1,246",762,904,371,582,369,526,"1,112",359,649,497,508,708
2020년02월_남_50~59세,"12,919",954,695,206,784,"1,511",717,770,313,968,572,568,"1,097",655,974,640,552,943
2020년02월_남_60~69세,"9,605",589,533,182,604,"1,146",458,502,268,876,418,431,758,571,641,488,413,727
2020년02월_남_70~79세,"5,601",428,336,138,358,634,258,291,179,487,268,251,511,274,337,245,220,386
2020년02월_남_80~89세,"2,298",203,184,48,158,283,122,127,71,171,83,114,238,82,124,80,87,123
2020년02월_남_90~99세,358,32,37,13,21,41,17,14,8,35,14,15,23,17,16,18,15,22
2020년02월_남_100세 이상,85,3,4,1,3,8,11,5,4,11,4,3,8,1,2,9,2,6
2020년02월_여_총인구수,"77,580","6,816","5,245","1,432","5,292","9,888","4,660","5,701","2,358","2,905","2,467","4,142","8,729","2,414","4,161","3,584","3,162","4,624"
2020년02월_여_연령구간인구수,"77,580","6,816","5,245","1,432","5,292","9,888","4,660","5,701","2,358","2,905","2,467","4,142","8,729","2,414","4,161","3,584","3,162","4,624"
2020년02월_여_0~9세,"4,038",433,309,60,293,592,414,451,111,95,62,141,391,75,122,181,157,151
2020년02월_여_10~19세,"5,765",588,389,87,450,811,549,444,166,111,125,240,708,130,277,287,214,189
2020년02월_여_20~29세,"11,859",817,676,166,649,"1,249",517,708,261,411,541,886,"2,187",276,577,469,406,"1,063"
2020년02월_여_30~39세,"10,244",954,778,201,674,"1,217",540,967,305,389,286,697,"1,028",229,369,512,398,700
2020년02월_여_40~49세,"11,825","1,259",837,194,888,"1,553",844,"1,006",415,370,278,532,"1,211",335,578,501,468,556
2020년02월_여_50~59세,"12,784","1,038",851,223,928,"1,839",656,826,385,424,419,584,"1,197",499,889,665,596,765
2020년02월_여_60~69세,"9,778",767,631,216,669,"1,234",546,638,316,499,331,471,819,417,663,493,454,614
2020년02월_여_70~79세,"6,996",599,448,160,444,797,385,443,263,338,273,356,743,294,467,302,310,374
2020년02월_여_80~89세,"3,449",298,259,100,233,467,172,177,101,189,120,196,373,126,180,149,135,174
2020년02월_여_90~99세,668,48,53,17,57,113,32,31,29,53,27,29,59,26,28,22,18,26
2020년02월_여_100세 이상,174,15,14,8,7,16,5,10,6,26,5,10,13,7,11,3,6,12
