카테고리,서울특별시 성동구,서울특별시 성동구 왕십리제2동,서울특별시 성동구 왕십리도선동,서울특별시 성동구 마장동,서울특별시 성동구 사근동,서울특별시 성동구 행당제1동,서울특별시 성동구 행당제2동,서울특별시 성동구 응봉동,서울특별시 성동구 금호1가동,서울특별시 성동구 금호2.3가동,서울특별시 성동구 금호4가동,서울특별시 성동구 옥수동,서울특별시 성동구 성수1가제1동,서울특별시 성동구 성수1가제2동,서울특별시 성동구 성수2가제1동,서울특별시 성동구 성수2가제3동,서울특별시 성동구 송정동,서울특별시 성동구 용답동
2021년02월_계_총인구수,"292,537","17,035","26,894","22,647","11,828","14,067","23,947","15,713","15,691","23,307","14,639","26,538","16,775","13,317","16,435","11,169","10,664","11,871"
2021년02월_계_연령구간인구수,"292,537","17,035","26,894","22,647","11,828","14,067","23,947","15,713","15,691","23,307","14,639","26,538","16,775","13,317","16,435","11,169","10,664","11,871"
2021년02월_계_0~9세,"20,122","1,201","2,344","1,197",426,974,"1,786","1,187","1,290","1,731","1,367","2,554","1,015",743,806,585,509,407
2021년02월_계_10~19세,"19,633","1,209","1,577","1,613",735,"1,009","2,102","1,653","1,058","1,460",950,"1,643","1,128",895,877,534,579,611
2021년02월_계_20~29세,"44,526","2,476","4,286","4,268","4,583","2,225","2,990","1,757","1,825","2,849","1,475","2,939","2,586","2,134","2,291","1,990","1,697","2,155"
2021년02월_계_30~39세,"48,524","2,917","4,682","3,274","1,584","2,253","3,678","2,229","2,708","4,195","2,770","5,043","2,896","2,422","2,597","1,973","1,619","1,684"
2021년02월_계_40~49세,"44,826","2,629","4,057","3,019","1,131","2,181","4,030","2,909","2,571","3,729","2,572","4,490","2,427","2,067","2,276","1,472","1,545","1,721"
2021년02월_계_50~59세,"47,247","2,763","4,381","3,684","1,286","2,281","3,934","2,503","2,373","3,721","2,126","3,919","3,130","2,047","3,128","1,831","1,959","2,181"
2021년02월_계_60~69세,"36,908","2,119","3,082","3,014",968,"1,680","2,832","1,687","2,138","2,986","1,800","3,262","2,193","1,695","2,643","1,528","1,649","1,632"
2021년02월_계_70~79세,"20,614","1,187","1,628","1,732",748,988,"1,735","1,180","1,124","1,754","1,061","1,766",960,897,"1,245",837,752,"1,020"
2021년02월_계_80~89세,"8,679",445,724,722,320,396,737,531,522,756,450,757,386,359,490,366,301,417
2021년02월_계_90~99세,"1,205",69,109,104,37,67,100,68,70,99,59,138,46,43,67,44,46,39
2021년02월_계_100세 이상,253,20,24,20,10,13,23,9,12,27,9,27,8,15,15,9,8,4
2021년02월_남_총인구수,"142,904","8,270","12,812","11,207","6,074","6,806","11,217","7,466","7,516","11,104","6,982","12,346","8,386","6,571","8,591","5,669","5,647","6,240"
2021년02월_남_연령구간인구수,"142,904","8,270","12,812","11,207","6,074","6,806","11,217","7,466","7,516","11,104","6,982","12,346","8,386","6,571","8,591","5,669","5,647","6,240"
2021년02월_남_0~9세,"10,300",609,"1,200",614,229,492,884,604,654,899,704,"1,284",542,384,420,305,263,213
2021년02월_남_10~19세,"9,823",614,804,807,322,489,963,817,556,727,500,839,586,450,451,269,318,311
2021년02월_남_20~29세,"22,032","1,176","1,976","2,156","2,498","1,085","1,404",862,915,"1,444",739,"1,353","1,346","1,053","1,212",938,884,991
2021년02월_남_30~39세,"23,853","1,466","2,175","1,692",888,"1,111","1,745","1,097","1,254","2,008","1,295","2,247","1,440","1,187","1,411","1,038",885,914
2021년02월_남_40~49세,"22,469","1,314","2,030","1,536",595,"1,061","1,935","1,385","1,312","1,832","1,275","2,208","1,172","1,014","1,211",753,853,983
2021년02월_남_50~59세,"23,541","1,338","2,087","1,795",634,"1,106","1,925","1,215","1,149","1,772","1,046","1,809","1,592","1,059","1,679",979,"1,071","1,285"
2021년02월_남_60~69세,"18,039","1,032","1,520","1,500",449,843,"1,297",760,974,"1,370",800,"1,485","1,119",851,"1,422",828,887,902
2021년02월_남_70~79세,"9,180",518,726,786,324,435,753,506,491,763,446,776,434,427,570,395,355,475
2021년02월_남_80~89세,"3,262",179,258,289,121,159,279,198,185,251,154,300,136,131,202,143,118,159
2021년02월_남_90~99세,333,17,29,28,9,22,24,19,24,31,19,38,16,10,11,18,12,6
2021년02월_남_100세 이상,72,7,7,4,5,3,8,3,2,7,4,7,3,5,2,3,1,1
2021년02월_여_총인구수,"149,633","8,765","14,082","11,440","5,754","7,261","12,730","8,247","8,175","12,203","7,657","14,192","8,389","6,746","7,844","5,500","5,017","5,631"
2021년02월_여_연령구간인구수,"149,633","8,765","14,082","11,440","5,754","7,261","12,730","8,247","8,175","12,203","7,657","14,192","8,389","6,746","7,844","5,500","5,017","5,631"
2021년02월_여_0~9세,"9,822",592,"1,144",583,197,482,902,583,636,832,663,"1,270",473,359,386,280,246,194
2021년02월_여_10~19세,"9,810",595,773,806,413,520,"1,139",836,502,733,450,804,542,445,426,265,261,300
2021년02월_여_20~29세,"22,494","1,300","2,310","2,112","2,085","1,140","1,586",895,910,"1,405",736,"1,586","1,240","1,081","1,079","1,052",813,"1,164"
2021년02월_여_30~39세,"24,671","1,451","2,507","1,582",696,"1,142","1,933","1,132","1,454","2,187","1,475","2,796","1,456","1,235","1,186",935,734,770
2021년02월_여_40~49세,"22,357","1,315","2,027","1,483",536,"1,120","2,095","1,524","1,259","1,897","1,297","2,282","1,255","1,053","1,065",719,692,738
2021년02월_여_50~59세,"23,706","1,425","2,294","1,889",652,"1,175","2,009","1,288","1,224","1,949","1,080","2,110","1,538",988,"1,449",852,888,896
2021년02월_여_60~69세,"18,869","1,087","1,562","1,514",519,837,"1,535",927,"1,164","1,616","1,000","1,777","1,074",844,"1,221",700,762,730
2021년02월_여_70~79세,"11,434",669,902,946,424,553,982,674,633,991,615,990,526,470,675,442,397,545
2021년02월_여_80~89세,"5,417",266,466,433,199,237,458,333,337,505,296,457,250,228,288,223,183,258
2021년02월_여_90~99세,872,52,80,76,28,45,76,49,46,68,40,100,30,33,56,26,34,33
2021년02월_여_100세 이상,181,13,17,16,5,10,15,6,10,20,5,20,5,10,13,6,7,3
