카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2021년01월_계_총인구수,"845,710","191,363","2,245","5,019","3,931","6,857","4,009","6,281","6,886","8,841","10,722","30,620","13,577","54,444","37,931","194,154","10,112","3,339","7,696","14,290","14,869","14,654","26,782","30,730","13,618","13,522","44,542","266,196","23,724","10,812","18,026","17,132","51,321","16,111","53,115","9,832","24,279","28,450","13,394","193,997","19,485","69,664","4,645","12,310","8,599","13,297","47,654","18,343"
2021년01월_계_연령구간인구수,"845,710","191,363","2,245","5,019","3,931","6,857","4,009","6,281","6,886","8,841","10,722","30,620","13,577","54,444","37,931","194,154","10,112","3,339","7,696","14,290","14,869","14,654","26,782","30,730","13,618","13,522","44,542","266,196","23,724","10,812","18,026","17,132","51,321","16,111","53,115","9,832","24,279","28,450","13,394","193,997","19,485","69,664","4,645","12,310","8,599","13,297","47,654","18,343"
2021년01월_계_0~9세,"73,844","16,182",50,111,105,419,97,284,221,408,628,"2,547","1,558","5,515","4,239","13,605",615,85,306,"1,376",656,688,"2,380","2,531",558,671,"3,739","24,141","2,324",681,"2,296",905,"5,954",637,"4,575",484,"1,729","2,033","2,523","19,916","1,485","9,952",100,527,334,852,"4,250","2,416"
2021년01월_계_10~19세,"86,043","19,850",62,203,119,441,194,461,399,686,905,"3,773","1,990","6,408","4,209","20,253",668,119,524,"1,427",979,"1,005","4,056","4,130",954,"1,102","5,289","26,537","2,315","1,027","1,280","1,506","6,532","1,084","6,633",587,"2,337","2,316",920,"19,403","1,881","7,476",171,728,557,"1,049","5,193","2,348"
2021년01월_계_20~29세,"120,041","24,686",165,312,327,730,309,937,962,"1,056","1,333","4,053","1,518","7,600","5,384","28,230","1,140",201,930,"1,677","3,462","2,288","3,626","4,493","2,070","1,698","6,645","41,078","3,147","1,417","1,973","2,523","7,362","3,367","7,757","2,021","4,244","5,357","1,910","26,047","2,323","8,922",365,"2,092","1,102","2,026","7,313","1,904"
2021년01월_계_30~39세,"118,352","23,091",118,287,232,685,229,675,673,823,"1,146","3,397","1,590","7,623","5,613","22,505","1,052",213,761,"1,906","2,004","1,583","3,175","3,411","1,319","1,271","5,810","41,270","3,928","1,128","3,513","1,902","8,558","1,886","6,528","1,657","3,925","4,692","3,553","31,486","2,104","15,437",287,"1,458",809,"1,599","6,804","2,988"
2021년01월_계_40~49세,"136,576","30,503",175,415,355,814,412,847,843,"1,205","1,564","5,400","2,581","9,532","6,360","30,520","1,271",331,"1,009","2,086","1,881","1,879","5,190","5,572","1,767","1,677","7,857","43,251","4,130","1,560","2,610","2,476","10,021","2,019","9,004","1,350","3,900","4,319","1,862","32,302","3,091","12,545",434,"1,555","1,152","2,034","7,953","3,538"
2021년01월_계_50~59세,"137,889","33,109",449,933,874,"1,338",753,"1,052","1,177","1,625","1,892","5,160","2,132","9,162","6,562","34,120","2,207",611,"1,545","2,354","2,162","2,660","4,509","5,587","2,547","2,763","7,175","43,042","3,281","2,071","2,710","3,478","7,271","2,924","9,900","1,582","4,036","4,550","1,239","27,618","3,526","7,315",895,"2,045","1,565","2,241","7,751","2,280"
2021년01월_계_60~69세,"98,153","24,245",601,"1,283",940,"1,278",861,984,"1,295","1,523","1,743","3,542","1,232","5,422","3,541","25,412","1,764",786,"1,387","2,014","2,013","2,599","2,275","2,796","2,360","2,423","4,995","27,941","2,475","1,556","2,045","2,600","3,517","2,454","5,668","1,271","2,554","3,038",763,"20,555","2,649","4,639","1,123","1,932","1,583","1,818","5,207","1,604"
2021년01월_계_70~79세,"47,522","12,374",338,825,580,628,611,642,812,974,"1,022","1,880",648,"2,079","1,335","12,479",828,547,774,925,"1,183","1,281",999,"1,351","1,356","1,216","2,019","12,217","1,340",833,967,"1,097","1,378","1,229","2,036",612,"1,034","1,341",350,"10,452","1,464","2,117",700,"1,253",981,"1,115","2,041",781
2021년01월_계_80~89세,"23,668","6,266",240,539,348,457,467,354,422,465,426,750,283,939,576,"6,116",501,385,394,449,476,583,499,752,611,598,868,"5,862",672,476,556,561,643,456,879,241,443,686,249,"5,424",826,"1,096",494,652,454,504,985,413
2021년01월_계_90~99세,"3,432","1,001",45,102,50,61,74,41,74,73,62,113,42,159,105,865,65,57,58,70,48,82,70,105,71,101,138,822,106,59,72,81,82,52,130,27,75,114,24,744,127,160,66,61,57,56,149,68
2021년01월_계_100세 이상,190,56,2,9,1,6,2,4,8,3,1,5,3,5,7,49,1,4,8,6,5,6,3,2,5,2,7,35,6,4,4,3,3,3,5,0,2,4,1,50,9,5,10,7,5,3,8,3
2021년01월_남_총인구수,"426,213","95,118","1,164","2,554","2,008","3,468","2,066","3,114","3,515","4,335","5,296","14,878","6,694","27,321","18,705","96,402","5,282","1,723","3,933","6,975","7,357","7,329","13,329","15,016","6,880","6,692","21,886","135,102","11,787","5,530","9,233","8,568","26,091","8,209","26,018","5,197","12,961","14,418","7,090","99,591","10,035","37,070","2,479","6,232","4,374","6,845","23,539","9,017"
2021년01월_남_연령구간인구수,"426,213","95,118","1,164","2,554","2,008","3,468","2,066","3,114","3,515","4,335","5,296","14,878","6,694","27,321","18,705","96,402","5,282","1,723","3,933","6,975","7,357","7,329","13,329","15,016","6,880","6,692","21,886","135,102","11,787","5,530","9,233","8,568","26,091","8,209","26,018","5,197","12,961","14,418","7,090","99,591","10,035","37,070","2,479","6,232","4,374","6,845","23,539","9,017"
2021년01월_남_0~9세,"37,701","8,206",26,50,55,201,51,157,119,217,319,"1,272",800,"2,813","2,126","6,947",306,46,138,707,331,362,"1,199","1,301",281,348,"1,928","12,309","1,166",330,"1,144",480,"3,025",325,"2,379",247,884,"1,050","1,279","10,239",765,"5,124",51,270,163,464,"2,178","1,224"
2021년01월_남_10~19세,"44,686","10,329",34,105,56,225,102,251,211,344,457,"1,932","1,025","3,396","2,191","10,534",357,65,269,695,504,497,"2,073","2,180",527,588,"2,779","13,773","1,185",528,699,782,"3,437",569,"3,400",297,"1,197","1,190",489,"10,050",982,"3,858",85,358,309,525,"2,728","1,205"
2021년01월_남_20~29세,"65,507","13,360",95,186,190,425,177,491,545,594,709,"2,128",826,"4,122","2,872","15,342",671,119,524,897,"1,783","1,243","1,981","2,443","1,184",955,"3,542","22,272","1,540",781,"1,060","1,344","3,997","1,907","4,173","1,073","2,424","2,838","1,135","14,533","1,386","5,148",224,"1,137",626,"1,134","3,905",973
2021년01월_남_30~39세,"61,943","11,722",65,182,127,372,135,367,398,459,613,"1,673",741,"3,827","2,763","11,574",576,129,421,920,"1,119",874,"1,567","1,661",731,682,"2,894","21,743","1,958",598,"1,869","1,064","4,332","1,114","3,171",962,"2,317","2,506","1,852","16,904","1,132","8,487",187,817,482,912,"3,481","1,406"
2021년01월_남_40~49세,"69,202","15,130",110,254,216,434,257,430,468,618,822,"2,572","1,229","4,661","3,059","15,111",668,205,555,"1,059",994,"1,039","2,416","2,559",934,875,"3,807","21,952","2,155",839,"1,395","1,248","4,987","1,052","4,174",763,"2,094","2,206","1,039","17,009","1,627","6,772",293,883,646,"1,103","3,852","1,833"
2021년01월_남_50~59세,"69,072","16,546",237,503,482,690,427,520,617,804,957,"2,548","1,087","4,552","3,122","16,791","1,160",342,798,"1,115",994,"1,294","2,330","2,755","1,254","1,334","3,415","21,597","1,715","1,083","1,391","1,672","3,766","1,393","4,701",839,"2,079","2,301",657,"14,138","1,873","4,013",532,"1,063",794,"1,108","3,626","1,129"
2021년01월_남_60~69세,"48,025","11,973",339,679,504,666,455,470,611,680,821,"1,638",583,"2,749","1,778","12,233",955,420,727,980,886,"1,227","1,109","1,326","1,110","1,206","2,287","13,755","1,210",795,"1,026","1,262","1,708","1,147","2,766",651,"1,294","1,494",402,"10,064","1,347","2,308",613,912,716,890,"2,517",761
2021년01월_남_70~79세,"21,259","5,482",161,378,269,286,284,281,354,431,426,832,290,893,597,"5,540",403,259,331,432,542,563,460,531,611,498,910,"5,568",614,408,452,518,606,535,919,274,497,591,154,"4,669",648,986,304,536,448,504,902,341
2021년01월_남_80~89세,"8,059","2,126",86,184,103,149,155,139,169,173,158,261,100,280,169,"2,147",169,128,152,162,193,208,179,244,235,183,294,"1,967",218,158,182,180,222,159,302,85,161,223,77,"1,819",244,343,169,241,178,192,322,130
2021년01월_남_90~99세,708,231,11,32,6,18,22,8,20,15,14,21,12,27,25,168,16,9,13,7,11,20,15,16,12,22,27,160,23,8,14,18,11,8,33,6,14,19,6,149,27,30,18,14,9,11,25,15
2021년01월_남_100세 이상,51,13,0,1,0,2,1,0,3,0,0,1,1,1,3,15,1,1,5,1,0,2,0,0,1,1,3,6,3,2,1,0,0,0,0,0,0,0,0,17,4,1,3,1,3,2,3,0
2021년01월_여_총인구수,"419,497","96,245","1,081","2,465","1,923","3,389","1,943","3,167","3,371","4,506","5,426","15,742","6,883","27,123","19,226","97,752","4,830","1,616","3,763","7,315","7,512","7,325","13,453","15,714","6,738","6,830","22,656","131,094","11,937","5,282","8,793","8,564","25,230","7,902","27,097","4,635","11,318","14,032","6,304","94,406","9,450","32,594","2,166","6,078","4,225","6,452","24,115","9,326"
2021년01월_여_연령구간인구수,"419,497","96,245","1,081","2,465","1,923","3,389","1,943","3,167","3,371","4,506","5,426","15,742","6,883","27,123","19,226","97,752","4,830","1,616","3,763","7,315","7,512","7,325","13,453","15,714","6,738","6,830","22,656","131,094","11,937","5,282","8,793","8,564","25,230","7,902","27,097","4,635","11,318","14,032","6,304","94,406","9,450","32,594","2,166","6,078","4,225","6,452","24,115","9,326"
2021년01월_여_0~9세,"36,143","7,976",24,61,50,218,46,127,102,191,309,"1,275",758,"2,702","2,113","6,658",309,39,168,669,325,326,"1,181","1,230",277,323,"1,811","11,832","1,158",351,"1,152",425,"2,929",312,"2,196",237,845,983,"1,244","9,677",720,"4,828",49,257,171,388,"2,072","1,192"
2021년01월_여_10~19세,"41,357","9,521",28,98,63,216,92,210,188,342,448,"1,841",965,"3,012","2,018","9,719",311,54,255,732,475,508,"1,983","1,950",427,514,"2,510","12,764","1,130",499,581,724,"3,095",515,"3,233",290,"1,140","1,126",431,"9,353",899,"3,618",86,370,248,524,"2,465","1,143"
2021년01월_여_20~29세,"54,534","11,326",70,126,137,305,132,446,417,462,624,"1,925",692,"3,478","2,512","12,888",469,82,406,780,"1,679","1,045","1,645","2,050",886,743,"3,103","18,806","1,607",636,913,"1,179","3,365","1,460","3,584",948,"1,820","2,519",775,"11,514",937,"3,774",141,955,476,892,"3,408",931
2021년01월_여_30~39세,"56,409","11,369",53,105,105,313,94,308,275,364,533,"1,724",849,"3,796","2,850","10,931",476,84,340,986,885,709,"1,608","1,750",588,589,"2,916","19,527","1,970",530,"1,644",838,"4,226",772,"3,357",695,"1,608","2,186","1,701","14,582",972,"6,950",100,641,327,687,"3,323","1,582"
2021년01월_여_40~49세,"67,374","15,373",65,161,139,380,155,417,375,587,742,"2,828","1,352","4,871","3,301","15,409",603,126,454,"1,027",887,840,"2,774","3,013",833,802,"4,050","21,299","1,975",721,"1,215","1,228","5,034",967,"4,830",587,"1,806","2,113",823,"15,293","1,464","5,773",141,672,506,931,"4,101","1,705"
2021년01월_여_50~59세,"68,817","16,563",212,430,392,648,326,532,560,821,935,"2,612","1,045","4,610","3,440","17,329","1,047",269,747,"1,239","1,168","1,366","2,179","2,832","1,293","1,429","3,760","21,445","1,566",988,"1,319","1,806","3,505","1,531","5,199",743,"1,957","2,249",582,"13,480","1,653","3,302",363,982,771,"1,133","4,125","1,151"
2021년01월_여_60~69세,"50,128","12,272",262,604,436,612,406,514,684,843,922,"1,904",649,"2,673","1,763","13,179",809,366,660,"1,034","1,127","1,372","1,166","1,470","1,250","1,217","2,708","14,186","1,265",761,"1,019","1,338","1,809","1,307","2,902",620,"1,260","1,544",361,"10,491","1,302","2,331",510,"1,020",867,928,"2,690",843
2021년01월_여_70~79세,"26,263","6,892",177,447,311,342,327,361,458,543,596,"1,048",358,"1,186",738,"6,939",425,288,443,493,641,718,539,820,745,718,"1,109","6,649",726,425,515,579,772,694,"1,117",338,537,750,196,"5,783",816,"1,131",396,717,533,611,"1,139",440
2021년01월_여_80~89세,"15,609","4,140",154,355,245,308,312,215,253,292,268,489,183,659,407,"3,969",332,257,242,287,283,375,320,508,376,415,574,"3,895",454,318,374,381,421,297,577,156,282,463,172,"3,605",582,753,325,411,276,312,663,283
2021년01월_여_90~99세,"2,724",770,34,70,44,43,52,33,54,58,48,92,30,132,80,697,49,48,45,63,37,62,55,89,59,79,111,662,83,51,58,63,71,44,97,21,61,95,18,595,100,130,48,47,48,45,124,53
2021년01월_여_100세 이상,139,43,2,8,1,4,1,4,5,3,1,4,2,4,4,34,0,3,3,5,5,4,3,2,4,1,4,29,3,2,3,3,3,3,5,0,2,4,1,33,5,4,7,6,2,1,5,3
