카테고리,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2020년10월_계_80~89세,"16,320",728,"1,001","1,098","1,028",940,932,677,548,492,761,"1,517","1,223",574,"1,209",943,996,526,654,473
2020년10월_계_90~99세,"2,474",111,159,145,162,144,132,98,87,71,118,216,210,91,138,150,185,81,103,73
2020년10월_계_100세 이상,283,18,15,15,17,13,8,3,14,13,13,15,50,13,32,26,6,4,4,4
2020년10월_남_총인구수,"253,219","11,634","13,330","14,706","18,431","19,432","13,328","10,875","12,303","13,447","10,024","16,517","19,081","10,221","13,491","12,050","15,647","11,098","10,132","7,472"
2020년10월_남_연령구간인구수,"253,219","11,634","13,330","14,706","18,431","19,432","13,328","10,875","12,303","13,447","10,024","16,517","19,081","10,221","13,491","12,050","15,647","11,098","10,132","7,472"
2020년10월_남_0~9세,"17,299",634,910,"1,163","1,118","1,524",642,795,849,"1,077",604,"1,070","1,246",516,728,579,"1,315","1,298",732,499
2020년10월_남_10~19세,"27,885",938,"1,150","1,119","1,355","2,284","1,808","1,488","2,275","3,075","1,315","1,575","1,761",980,"1,165","1,065","1,600","1,066","1,160",706
2020년10월_남_20~29세,"37,702","2,222","1,751","1,830","3,417","3,296","2,546","1,586","1,733","1,552","1,343","2,269","2,764","1,668","1,747","1,839","2,249","1,325","1,435","1,130"
2020년10월_남_30~39세,"32,450","1,514","1,657","2,344","2,794","2,619","1,403","1,223",913,857,"1,018","2,120","2,482","1,227","1,575","1,412","2,311","2,340","1,432","1,209"
2020년10월_남_40~49세,"41,305","1,776","2,198","2,362","2,773","3,164","1,893","1,911","2,265","2,907","1,657","2,940","2,774","1,532","2,023","1,834","2,583","1,971","1,608","1,134"
2020년10월_남_50~59세,"42,657","1,808","2,228","2,251","2,793","3,000","2,413","1,902","2,383","2,410","1,812","2,684","3,310","1,964","2,460","2,224","2,589","1,432","1,697","1,297"
2020년10월_남_60~69세,"31,325","1,489","1,957","2,040","2,509","2,108","1,612","1,161","1,189",987,"1,232","2,102","2,849","1,409","2,051","1,706","1,777",966,"1,243",938
2020년10월_남_70~79세,"16,184",905,"1,122","1,155","1,236","1,042",692,570,470,411,755,"1,228","1,340",682,"1,219","1,010",856,505,598,388
2020년10월_남_80~89세,"5,700",315,318,404,389,347,272,215,198,147,259,473,473,218,483,336,324,176,205,148
2020년10월_남_90~99세,627,29,38,36,44,43,45,23,25,20,29,53,49,19,31,40,42,19,21,21
2020년10월_남_100세 이상,85,4,1,2,3,5,2,1,3,4,0,3,33,6,9,5,1,0,1,2
2020년10월_여_총인구수,"271,296","10,953","14,315","15,982","19,412","20,427","14,335","11,953","12,827","14,112","10,733","19,244","20,178","10,452","13,655","12,735","18,025","11,987","11,168","8,803"
2020년10월_여_연령구간인구수,"271,296","10,953","14,315","15,982","19,412","20,427","14,335","11,953","12,827","14,112","10,733","19,244","20,178","10,452","13,655","12,735","18,025","11,987","11,168","8,803"
2020년10월_여_0~9세,"16,310",608,897,"1,099","1,070","1,418",567,744,747,908,588,"1,075","1,157",509,702,561,"1,235","1,227",698,500
2020년10월_여_10~19세,"25,808",783,"1,068","1,036","1,355","2,192","1,427","1,398","2,262","2,734","1,042","1,687","1,624",918,983,"1,018","1,497","1,037","1,048",699
2020년10월_여_20~29세,"35,756","1,638","1,537","1,823","3,400","3,391","2,203","1,545","1,557","1,437","1,248","2,123","2,627","1,662","1,515","1,657","2,426","1,381","1,306","1,280"
2020년10월_여_30~39세,"32,649","1,271","1,636","2,318","2,673","2,610","1,379","1,366","1,024","1,135",985,"2,252","2,478","1,125","1,411","1,248","2,628","2,420","1,411","1,279"
2020년10월_여_40~49세,"45,515","1,654","2,163","2,348","2,682","3,516","2,387","2,202","2,896","3,798","1,916","3,044","2,999","1,624","1,993","1,925","3,024","1,980","1,942","1,422"
2020년10월_여_50~59세,"45,312","1,788","2,410","2,574","3,047","3,101","2,589","2,053","2,208","2,074","1,798","3,010","3,739","1,992","2,391","2,350","3,060","1,597","1,944","1,587"
2020년10월_여_60~69세,"36,009","1,622","2,399","2,521","2,908","2,299","1,906","1,312","1,070","1,048","1,412","2,727","3,044","1,440","2,259","1,928","2,202","1,266","1,501","1,145"
2020년10월_여_70~79세,"21,272","1,080","1,387","1,447","1,506","1,198","1,124",794,640,573,"1,140","2,107","1,582",747,"1,545","1,310","1,133",663,784,512
2020년10월_여_80~89세,"10,620",413,683,694,639,593,660,462,350,345,502,"1,044",750,356,726,607,672,350,449,325
2020년10월_여_90~99세,"1,847",82,121,109,118,101,87,75,62,51,89,163,161,72,107,110,143,62,82,52
2020년10월_여_100세 이상,198,14,14,13,14,8,6,2,11,9,13,12,17,7,23,21,5,4,3,2
