카테고리,경상남도,경상남도 창원시,경상남도 창원시 의창구,경상남도 창원시 성산구,경상남도 창원시 마산합포구,경상남도 창원시 마산회원구,경상남도 창원시 진해구,경상남도 진주시,경상남도 통영시,경상남도 사천시,경상남도 김해시,경상남도 밀양시,경상남도 거제시,경상남도 양산시,경상남도 의령군,경상남도 함안군,경상남도 창녕군,경상남도 고성군,경상남도 남해군,경상남도 하동군,경상남도 산청군,경상남도 함양군,경상남도 거창군,경상남도 합천군
2021년04월_계_80~89세,"127,294","27,018","5,798","3,012","7,246","5,531","5,431","12,662","4,867","5,879","11,718","7,009","5,078","9,064","3,078","4,205","5,111","4,286","4,938","4,420","3,703","3,880","4,926","5,452"
2021년04월_계_90~99세,"17,871","3,620",828,447,"1,059",609,677,"1,804",648,840,"1,429",905,807,"1,132",466,583,678,651,868,787,572,599,769,713
2021년04월_계_100세 이상,579,153,37,10,55,34,17,79,16,25,53,26,27,32,6,13,14,14,15,20,14,19,23,30
2021년04월_남_총인구수,"1,676,550","524,287","132,638","108,658","89,323","94,775","98,893","171,584","63,718","55,738","273,479","51,224","127,950","177,200","13,069","32,279","30,349","25,603","20,629","22,133","17,048","18,824","30,361","21,075"
2021년04월_남_연령구간인구수,"1,676,550","524,287","132,638","108,658","89,323","94,775","98,893","171,584","63,718","55,738","273,479","51,224","127,950","177,200","13,069","32,279","30,349","25,603","20,629","22,133","17,048","18,824","30,361","21,075"
2021년04월_남_0~9세,"134,678","42,250","10,745","8,180","6,862","6,612","9,851","14,354","4,629","4,128","24,511","2,797","13,318","17,357",529,"1,941","1,620","1,236",811,914,671,885,"1,915",812
2021년04월_남_10~19세,"168,347","51,601","12,270","11,889","7,259","9,345","10,838","18,380","6,558","5,251","31,495","4,041","14,592","17,744",795,"3,135","2,250","2,282","1,611","1,515","1,116","1,525","3,214","1,242"
2021년04월_남_20~29세,"208,160","71,724","19,575","17,807","10,601","12,080","11,661","24,669","6,085","6,305","37,452","5,201","13,488","21,669","1,127","3,129","2,731","2,251","1,976","1,966","1,359","1,749","3,579","1,700"
2021년04월_남_30~39세,"205,068","70,087","18,452","15,449","11,240","11,143","13,803","21,141","6,795","6,244","35,180","4,618","18,541","24,932",908,"2,729","2,738","2,041","1,245","1,503","1,108","1,328","2,546","1,384"
2021년04월_남_40~49세,"274,435","85,057","20,515","16,871","13,858","15,169","18,644","26,818","11,332","9,335","48,618","6,802","25,788","31,079","1,616","4,964","3,902","3,464","2,421","2,676","1,896","2,365","3,921","2,381"
2021년04월_남_50~59세,"295,775","91,941","24,504","20,848","14,744","16,964","14,881","28,192","11,429","9,752","49,872","9,379","21,152","29,645","2,527","6,142","5,787","4,904","3,869","4,546","3,462","3,650","5,418","4,108"
2021년04월_남_60~69세,"236,673","72,261","18,125","13,257","14,564","14,534","11,781","22,557","10,158","8,140","30,825","10,476","14,132","21,769","2,929","5,883","6,146","4,967","4,114","4,737","3,904","3,765","5,151","4,759"
2021년04월_남_70~79세,"109,745","29,586","6,471","3,397","7,531","6,813","5,374","11,213","5,077","4,608","11,589","5,572","5,244","9,620","1,640","2,976","3,512","3,012","2,928","2,753","2,321","2,268","2,896","2,930"
2021년04월_남_80~89세,"40,223","9,077","1,828",880,"2,449","1,998","1,922","3,928","1,525","1,839","3,666","2,162","1,559","3,135",902,"1,263","1,555","1,332","1,504","1,355","1,098","1,166","1,543","1,614"
2021년04월_남_90~99세,"3,334",674,146,78,205,111,134,316,126,129,258,171,127,247,95,113,108,113,149,163,111,120,172,142
2021년04월_남_100세 이상,112,29,7,2,10,6,4,16,4,7,13,5,9,3,1,4,0,1,1,5,2,3,6,3
2021년04월_여_총인구수,"1,653,073","510,418","127,985","104,004","90,111","94,359","93,959","175,472","63,080","54,723","267,207","53,159","115,952","176,091","13,555","31,294","30,602","25,406","22,059","22,193","17,620","20,184","31,516","22,542"
2021년04월_여_연령구간인구수,"1,653,073","510,418","127,985","104,004","90,111","94,359","93,959","175,472","63,080","54,723","267,207","53,159","115,952","176,091","13,555","31,294","30,602","25,406","22,059","22,193","17,620","20,184","31,516","22,542"
2021년04월_여_0~9세,"127,478","39,576","10,194","7,792","6,327","6,251","9,012","13,354","4,603","3,832","23,585","2,661","12,421","16,661",514,"1,943","1,497","1,223",750,841,610,873,"1,796",738
2021년04월_여_10~19세,"153,385","46,977","10,933","10,655","6,758","8,525","10,106","16,479","6,121","4,913","29,175","3,672","13,253","16,761",687,"2,750","1,899","1,884","1,340","1,273",953,"1,409","2,710","1,129"
2021년04월_여_20~29세,"165,133","56,700","15,607","13,985","8,566","9,740","8,802","20,173","4,826","4,263","31,111","3,749","10,324","18,757",863,"2,209","2,006","1,566","1,225","1,330","1,016","1,334","2,418","1,263"
2021년04월_여_30~39세,"187,022","62,387","16,422","13,470","9,982","9,993","12,520","20,072","6,426","5,306","33,089","4,104","16,752","23,537",805,"2,606","2,221","1,653","1,158","1,210",971,"1,253","2,384","1,088"
2021년04월_여_40~49세,"258,620","82,076","20,056","18,218","12,484","14,593","16,725","26,970","9,726","8,242","49,144","6,044","21,700","30,126","1,184","4,229","3,105","2,777","2,089","2,149","1,534","1,952","3,782","1,791"
2021년04월_여_50~59세,"282,720","93,250","25,449","22,144","14,790","17,111","13,756","28,990","10,712","8,575","47,358","9,173","18,163","29,054","2,006","5,005","4,993","4,081","3,312","3,687","2,910","3,151","4,985","3,315"
2021년04월_여_60~69세,"239,581","73,642","17,578","11,559","16,210","15,897","12,398","24,686","10,686","8,722","29,521","10,962","13,368","22,624","2,638","5,453","6,202","4,960","4,312","4,414","3,642","3,770","5,374","4,605"
2021년04월_여_70~79세,"137,059","34,799","7,064","3,672","9,298","8,190","6,575","14,463","6,104","6,101","14,961","7,192","5,754","11,728","2,306","3,678","4,539","3,757","3,706","3,585","2,906","3,233","4,070","4,177"
2021년04월_여_80~89세,"87,071","17,941","3,970","2,132","4,797","3,533","3,509","8,734","3,342","4,040","8,052","4,847","3,519","5,929","2,176","2,942","3,556","2,954","3,434","3,065","2,605","2,714","3,383","3,838"
2021년04월_여_90~99세,"14,537","2,946",682,369,854,498,543,"1,488",522,711,"1,171",734,680,885,371,470,570,538,719,624,461,479,597,571
2021년04월_여_100세 이상,467,124,30,8,45,28,13,63,12,18,40,21,18,29,5,9,14,13,14,15,12,16,17,27
