카테고리,서울특별시 종로구,서울특별시 종로구 청운효자동,서울특별시 종로구 사직동,서울특별시 종로구 삼청동,서울특별시 종로구 부암동,서울특별시 종로구 평창동,서울특별시 종로구 무악동,서울특별시 종로구 교남동,서울특별시 종로구 가회동,서울특별시 종로구 종로1.2.3.4가동,서울특별시 종로구 종로5.6가동,서울특별시 종로구 이화동,서울특별시 종로구 혜화동,서울특별시 종로구 창신제1동,서울특별시 종로구 창신제2동,서울특별시 종로구 창신제3동,서울특별시 종로구 숭인제1동,서울특별시 종로구 숭인제2동
2020년03월_계_총인구수,"151,217","12,723","9,553","2,749","10,164","18,609","8,720","10,603","4,361","7,230","5,368","7,828","16,879","5,188","8,503","7,057","6,174","9,508"
2020년03월_계_연령구간인구수,"151,217","12,723","9,553","2,749","10,164","18,609","8,720","10,603","4,361","7,230","5,368","7,828","16,879","5,188","8,503","7,057","6,174","9,508"
2020년03월_계_0~9세,"8,059",894,618,112,610,"1,197",743,904,214,203,125,274,733,154,256,407,316,299
2020년03월_계_10~19세,"11,570","1,223",710,212,949,"1,681","1,037",862,348,231,250,466,"1,441",257,555,562,405,381
2020년03월_계_20~29세,"23,472","1,627","1,262",350,"1,387","2,551",950,"1,319",492,855,"1,109","1,694","4,410",593,"1,225",993,811,"1,844"
2020년03월_계_30~39세,"20,290","1,758","1,405",384,"1,259","2,281",998,"1,795",594,871,691,"1,298","2,127",531,912,"1,003",862,"1,521"
2020년03월_계_40~49세,"22,935","2,225","1,500",386,"1,661","2,801","1,590","1,888",769,966,646,"1,053","2,310",687,"1,218",989,968,"1,278"
2020년03월_계_50~59세,"25,736","1,999","1,550",422,"1,729","3,346","1,389","1,593",698,"1,391",996,"1,153","2,302","1,151","1,864","1,298","1,150","1,705"
2020년03월_계_60~69세,"19,489","1,369","1,168",403,"1,287","2,404","1,001","1,138",586,"1,397",756,908,"1,585",987,"1,307",977,863,"1,353"
2020년03월_계_70~79세,"12,580","1,027",785,289,804,"1,421",647,732,443,826,539,612,"1,248",568,806,544,532,757
2020년03월_계_80~89세,"5,792",505,446,152,391,747,299,310,172,365,205,310,617,208,303,233,226,303
2020년03월_계_90~99세,"1,033",78,91,30,77,156,50,47,35,87,42,47,84,43,44,40,33,49
2020년03월_계_100세 이상,261,18,18,9,10,24,16,15,10,38,9,13,22,9,13,11,8,18
2020년03월_남_총인구수,"73,704","5,934","4,309","1,320","4,835","8,733","4,054","4,930","2,013","4,331","2,915","3,683","8,151","2,797","4,362","3,468","3,007","4,862"
2020년03월_남_연령구간인구수,"73,704","5,934","4,309","1,320","4,835","8,733","4,054","4,930","2,013","4,331","2,915","3,683","8,151","2,797","4,362","3,468","3,007","4,862"
2020년03월_남_0~9세,"4,070",465,309,51,312,617,330,463,104,111,62,137,352,84,138,220,160,155
2020년03월_남_10~19세,"5,827",649,320,123,500,873,489,424,180,119,130,223,731,129,286,275,190,186
2020년03월_남_20~29세,"11,595",806,581,187,726,"1,315",429,612,234,447,569,800,"2,202",326,654,527,406,774
2020년03월_남_30~39세,"10,056",809,628,183,582,"1,065",454,832,284,487,409,611,"1,110",303,539,486,457,817
2020년03월_남_40~49세,"11,179",986,666,189,776,"1,240",753,893,362,594,379,524,"1,107",355,644,490,505,716
2020년03월_남_50~59세,"12,935",952,702,204,787,"1,502",726,767,317,971,570,569,"1,105",653,977,632,556,945
2020년03월_남_60~69세,"9,683",600,538,187,610,"1,160",458,500,267,893,426,432,764,574,643,486,409,736
2020년03월_남_70~79세,"5,599",427,339,133,361,629,262,292,182,488,266,252,510,274,341,243,220,380
2020년03월_남_80~89세,"2,312",206,186,49,157,281,124,127,72,174,86,116,237,80,122,82,87,126
2020년03월_남_90~99세,362,31,36,13,21,43,18,15,7,35,14,16,25,18,16,18,15,21
2020년03월_남_100세 이상,86,3,4,1,3,8,11,5,4,12,4,3,8,1,2,9,2,6
2020년03월_여_총인구수,"77,513","6,789","5,244","1,429","5,329","9,876","4,666","5,673","2,348","2,899","2,453","4,145","8,728","2,391","4,141","3,589","3,167","4,646"
2020년03월_여_연령구간인구수,"77,513","6,789","5,244","1,429","5,329","9,876","4,666","5,673","2,348","2,899","2,453","4,145","8,728","2,391","4,141","3,589","3,167","4,646"
2020년03월_여_0~9세,"3,989",429,309,61,298,580,413,441,110,92,63,137,381,70,118,187,156,144
2020년03월_여_10~19세,"5,743",574,390,89,449,808,548,438,168,112,120,243,710,128,269,287,215,195
2020년03월_여_20~29세,"11,877",821,681,163,661,"1,236",521,707,258,408,540,894,"2,208",267,571,466,405,"1,070"
2020년03월_여_30~39세,"10,234",949,777,201,677,"1,216",544,963,310,384,282,687,"1,017",228,373,517,405,704
2020년03월_여_40~49세,"11,756","1,239",834,197,885,"1,561",837,995,407,372,267,529,"1,203",332,574,499,463,562
2020년03월_여_50~59세,"12,801","1,047",848,218,942,"1,844",663,826,381,420,426,584,"1,197",498,887,666,594,760
2020년03월_여_60~69세,"9,806",769,630,216,677,"1,244",543,638,319,504,330,476,821,413,664,491,454,617
2020년03월_여_70~79세,"6,981",600,446,156,443,792,385,440,261,338,273,360,738,294,465,301,312,377
2020년03월_여_80~89세,"3,480",299,260,103,234,466,175,183,100,191,119,194,380,128,181,151,139,177
2020년03월_여_90~99세,671,47,55,17,56,113,32,32,28,52,28,31,59,25,28,22,18,28
2020년03월_여_100세 이상,175,15,14,8,7,16,5,10,6,26,5,10,14,8,11,2,6,12
