카테고리,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2021년12월_계_총인구수,"13,565,450","1,183,714","273,835","364,136","182,321","363,422","930,948","235,988","210,777","484,183","463,661","547,178","238,311","308,867","806,067","292,893","564,288","93,592","652,726","350,668","302,058","1,079,353","482,927","298,873","297,553","73,345","191,948","733,798","229,983","512,030","268,535","163,356","320,087","1,077,508","260,198","441,742","375,568","483,245","223,177","189,534","486,508","887,015","387,289","236,368","148,939","112,150","42,721","62,264","121,230"
2021년12월_계_연령구간인구수,"13,565,450","1,183,714","273,835","364,136","182,321","363,422","930,948","235,988","210,777","484,183","463,661","547,178","238,311","308,867","806,067","292,893","564,288","93,592","652,726","350,668","302,058","1,079,353","482,927","298,873","297,553","73,345","191,948","733,798","229,983","512,030","268,535","163,356","320,087","1,077,508","260,198","441,742","375,568","483,245","223,177","189,534","486,508","887,015","387,289","236,368","148,939","112,150","42,721","62,264","121,230"
2021년12월_계_0~9세,"1,099,927","91,037","17,502","29,791","10,055","33,689","65,673","14,911","12,166","38,596","32,996","37,820","14,791","23,029","53,029","21,820","50,065","5,830","41,776","21,870","19,906","77,938","37,138","19,825","20,975","6,488","13,946","63,527","21,682","47,577","18,634","12,631","32,803","94,607","19,959","39,745","34,903","43,432","17,883","13,123","53,677","101,318","33,239","19,651","8,110","6,845","2,541","3,155","7,074"
2021년12월_계_10~19세,"1,321,005","115,369","27,765","32,524","13,684","41,396","85,554","16,814","15,618","53,122","41,616","50,835","18,126","32,709","67,956","29,533","54,204","8,392","61,237","33,057","28,180","102,354","41,209","28,709","32,436","7,014","17,311","78,293","24,904","50,216","25,451","14,070","28,465","120,420","24,709","50,461","45,250","50,266","22,148","17,717","49,972","101,090","33,989","24,277","11,721","9,405","3,048","4,458","9,720"
2021년12월_계_20~29세,"1,798,269","184,258","43,509","52,863","30,306","57,580","127,520","33,642","29,885","63,993","64,284","74,873","33,537","41,336","112,129","36,783","77,667","11,053","105,330","57,795","47,535","146,570","61,897","43,692","40,981","9,710","25,915","86,336","31,150","68,964","36,836","22,666","38,289","137,886","34,685","57,187","46,014","59,462","31,355","23,111","52,405","109,069","44,958","27,716","18,190","11,956","5,114","6,125","10,589"
2021년12월_계_30~39세,"1,900,447","177,205","33,068","56,472","27,063","60,602","135,164","34,981","30,636","69,547","60,071","77,334","33,149","44,185","112,466","39,974","86,448","10,009","85,216","43,876","41,340","142,754","69,046","38,249","35,459","10,669","25,118","90,426","37,349","77,837","37,102","22,916","53,476","140,537","33,398","57,095","50,044","68,443","30,906","22,791","75,094","151,247","55,722","28,102","14,638","11,129","4,099","5,504","10,701"
2021년12월_계_40~49세,"2,296,173","199,224","44,157","60,467","27,452","67,148","153,076","36,276","31,570","85,230","73,614","85,661","34,205","51,456","125,249","49,814","97,562","13,815","103,891","55,489","48,402","177,365","78,294","49,522","49,549","10,892","31,306","132,228","43,914","92,511","42,586","24,033","57,481","197,392","43,521","82,407","71,464","82,974","35,058","30,184","92,370","171,781","68,000","39,910","19,751","15,713","4,727","7,780","16,311"
2021년12월_계_50~59세,"2,274,844","197,487","49,282","61,603","31,125","55,477","155,353","40,067","36,767","78,519","81,152","96,054","42,745","53,309","144,782","48,957","91,369","16,452","128,126","69,321","58,805","197,066","84,104","56,499","56,463","12,677","34,889","122,453","34,049","90,045","47,483","29,275","45,575","171,534","44,111","69,913","57,510","77,146","35,688","31,990","69,269","122,796","65,287","39,530","29,284","20,087","6,946","11,107","20,936"
2021년12월_계_60~69세,"1,669,601","131,329","33,446","43,524","24,522","29,837","120,379","34,874","32,076","53,429","61,579","75,518","36,733","38,785","118,614","39,425","61,059","14,139","79,223","42,156","37,067","133,115","62,484","36,055","34,576","9,288","26,034","90,900","22,019","53,472","36,014","23,335","39,037","114,056","34,423","44,188","35,445","54,958","28,797","27,745","53,848","78,498","52,575","31,550","26,957","20,212","8,009","13,020","24,897"
2021년12월_계_70~79세,"773,573","56,826","15,772","17,636","11,977","11,441","57,626","16,864","15,156","25,606","31,279","32,006","16,598","15,408","47,504","17,625","28,855","8,523","30,184","16,881","13,303","61,394","30,344","15,423","15,627","4,086","11,548","46,068","9,954","20,154","15,118","9,154","17,366","65,921","16,215","26,471","23,235","28,837","13,179","13,840","26,645","33,254","22,867","16,551","12,309","10,163","4,823","6,714","13,200"
2021년12월_계_80~89세,"374,488","26,801","7,996","8,036","5,407","5,362","26,243","6,655","6,024","13,564","15,055","14,747","7,369","7,378","20,979","7,816","14,963","4,755","15,378","8,853","6,525","35,438","16,125","9,359","9,954","2,115","5,201","20,519","4,385","9,691","8,014","4,484","6,445","30,546","7,913","12,415","10,218","15,420","7,132","7,869","11,467","15,632","9,295","7,909","6,920","5,708","2,982","3,855","6,724"
2021년12월_계_90~99세,"55,363","4,036","1,301","1,172",703,860,"4,228",870,852,"2,506","1,960","2,271","1,031","1,240","3,236","1,113","2,036",603,"2,287","1,326",961,"5,208","2,218","1,504","1,486",394,662,"2,934",560,"1,508","1,255",773,"1,112","4,463","1,231","1,796","1,436","2,244","1,007","1,132","1,711","2,275","1,311","1,136","1,021",906,414,525,"1,042"
2021년12월_계_100세 이상,"1,760",142,37,48,27,30,132,34,27,71,55,59,27,32,123,33,60,21,78,44,34,151,68,36,47,12,18,114,17,55,42,19,38,146,33,64,49,63,24,32,50,55,46,36,38,26,18,21,36
2021년12월_남_총인구수,"6,827,298","595,933","137,861","183,925","91,926","182,221","461,131","119,517","106,772","234,842","228,538","270,496","119,239","151,257","399,484","144,384","293,954","46,694","334,646","178,943","155,703","528,094","238,375","145,362","144,357","36,092","95,172","365,103","119,409","267,423","133,246","81,148","160,163","534,459","133,503","217,999","182,957","245,085","115,727","97,895","243,415","460,788","197,673","119,835","78,915","57,022","22,399","32,129","60,846"
2021년12월_남_연령구간인구수,"6,827,298","595,933","137,861","183,925","91,926","182,221","461,131","119,517","106,772","234,842","228,538","270,496","119,239","151,257","399,484","144,384","293,954","46,694","334,646","178,943","155,703","528,094","238,375","145,362","144,357","36,092","95,172","365,103","119,409","267,423","133,246","81,148","160,163","534,459","133,503","217,999","182,957","245,085","115,727","97,895","243,415","460,788","197,673","119,835","78,915","57,022","22,399","32,129","60,846"
2021년12월_남_0~9세,"562,739","46,850","8,954","15,330","5,102","17,464","33,541","7,547","6,214","19,780","17,090","19,253","7,485","11,768","27,336","11,124","25,414","2,994","21,370","11,174","10,196","39,711","18,931","10,160","10,620","3,378","7,204","32,641","11,092","24,171","9,527","6,507","16,819","48,329","10,220","20,367","17,742","22,142","9,237","6,769","27,354","51,673","17,004","10,016","4,165","3,529","1,290","1,576","3,633"
2021년12월_남_10~19세,"678,063","59,563","14,413","16,847","7,020","21,283","43,856","8,619","8,070","27,167","21,464","26,360","9,455","16,905","34,805","15,223","27,910","4,214","31,490","16,928","14,562","52,320","21,067","14,724","16,529","3,588","8,872","40,342","12,742","25,747","13,204","7,240","14,363","61,632","12,825","25,868","22,939","25,733","11,479","9,199","25,447","51,575","17,349","12,341","6,134","4,848","1,617","2,321","5,085"
2021년12월_남_20~29세,"947,823","96,683","23,785","27,618","15,512","29,768","65,418","17,690","15,493","32,235","32,580","38,745","17,498","21,247","57,852","19,149","43,129","5,971","55,970","30,744","25,226","75,061","31,961","22,000","21,100","5,117","13,320","44,876","16,891","37,460","19,179","11,895","19,192","71,890","18,873","29,880","23,137","31,937","17,852","12,809","26,969","59,249","23,893","14,925","10,530","6,537","3,272","3,565","5,907"
2021년12월_남_30~39세,"983,619","93,017","17,445","29,819","14,785","30,968","69,035","18,737","16,600","33,698","30,734","39,831","17,519","22,312","57,906","20,343","47,642","5,248","46,519","23,853","22,666","71,140","34,812","18,880","17,448","5,310","12,660","44,673","20,355","41,656","19,409","11,779","26,941","69,724","17,852","28,044","23,828","36,042","16,664","12,521","36,839","79,282","28,954","14,517","8,220","5,877","2,340","3,010","5,431"
2021년12월_남_40~49세,"1,168,232","100,275","21,867","31,255","14,220","32,933","75,334","19,143","16,557","39,634","37,060","42,175","17,625","24,550","63,207","24,549","52,317","7,117","53,374","28,364","25,010","85,933","39,201","23,451","23,281","5,324","15,668","66,249","23,409","49,973","21,056","12,005","29,884","97,185","22,884","40,204","34,097","42,536","18,184","16,151","47,904","91,142","35,920","20,520","10,619","8,133","2,576","4,191","8,262"
