카테고리,서울특별시 노원구,서울특별시 노원구 월계1동,서울특별시 노원구 월계2동,서울특별시 노원구 월계3동,서울특별시 노원구 공릉1동,서울특별시 노원구 공릉2동,서울특별시 노원구 하계1동,서울특별시 노원구 하계2동,서울특별시 노원구 중계본동,서울특별시 노원구 중계1동,서울특별시 노원구 중계4동,서울특별시 노원구 중계2.3동,서울특별시 노원구 상계1동,서울특별시 노원구 상계2동,서울특별시 노원구 상계3.4동,서울특별시 노원구 상계5동,서울특별시 노원구 상계6.7동,서울특별시 노원구 상계8동,서울특별시 노원구 상계9동,서울특별시 노원구 상계10동
2021년03월_여_10~19세,"25,171",780,"1,021",996,"1,303","2,119","1,371","1,366","2,237","2,662","1,013","1,609","1,581",897,952,"1,003","1,443","1,012",989,817
2021년03월_여_20~29세,"35,299","1,618","1,498","1,788","3,368","3,376","2,136","1,483","1,519","1,420","1,243","2,084","2,587","1,640","1,515","1,619","2,362","1,362","1,294","1,387"
2021년03월_여_30~39세,"32,114","1,181","1,568","2,280","2,613","2,571","1,376","1,339",978,"1,148",967,"2,164","2,430","1,106","1,371","1,232","2,553","2,379","1,377","1,481"
2021년03월_여_40~49세,"44,363","1,635","2,091","2,261","2,643","3,397","2,304","2,123","2,826","3,653","1,839","2,951","2,947","1,544","1,949","1,826","2,947","1,939","1,866","1,622"
2021년03월_여_50~59세,"44,974","1,720","2,381","2,556","2,972","3,082","2,542","2,014","2,176","2,076","1,792","2,972","3,656","1,972","2,345","2,321","3,107","1,598","1,923","1,769"
2021년03월_여_60~69세,"36,801","1,611","2,433","2,568","2,949","2,390","1,963","1,365","1,076","1,089","1,394","2,734","3,117","1,453","2,301","1,977","2,229","1,304","1,526","1,322"
2021년03월_여_70~79세,"21,149","1,040","1,380","1,449","1,514","1,172","1,116",805,617,561,"1,153","2,084","1,576",732,"1,538","1,292","1,132",662,774,552
2021년03월_여_80~89세,"10,797",415,706,719,639,613,687,464,344,349,506,"1,079",757,355,744,598,678,346,445,353
2021년03월_여_90~99세,"1,881",82,131,117,120,96,86,75,55,46,90,161,163,72,104,110,159,62,94,58
2021년03월_여_100세 이상,90,8,6,7,2,3,5,1,4,3,3,7,5,5,14,7,5,2,2,1
