카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2021년02월_남_총인구수,"257,231","7,653","10,787","10,073","12,519","12,625","6,579","14,287","12,428","18,757","9,577","17,245","17,277","10,474","15,752","3,217","10,658","11,496","20,915","11,726","7,621","8,690","6,875"
2021년02월_남_연령구간인구수,"257,231","7,653","10,787","10,073","12,519","12,625","6,579","14,287","12,428","18,757","9,577","17,245","17,277","10,474","15,752","3,217","10,658","11,496","20,915","11,726","7,621","8,690","6,875"
2021년02월_남_0~9세,"18,812",504,330,561,"1,018","1,166",458,"1,262","1,053","1,059",370,512,"1,486",848,"1,488",203,849,873,"2,198","1,191",373,699,311
2021년02월_남_10~19세,"30,698",834,429,683,"1,352","1,196",742,"1,935","3,072","3,669","1,338",692,"2,650","1,105","2,085",299,"1,222","1,143","2,270","1,919",670,"1,111",282
2021년02월_남_20~29세,"34,884","1,011","2,074","1,554","1,490","1,712",994,"1,823","1,257","2,578","1,632","3,185","1,993","1,384","1,823",379,"1,460","1,657","2,563","1,361","1,126","1,006",822
2021년02월_남_30~39세,"37,104","1,034","2,743","2,050","1,403","1,908",913,"2,051",598,"1,513","1,497","4,960","2,224","1,447","1,437",306,"1,318","1,777","3,038","1,311","1,177","1,251","1,148"
2021년02월_남_40~49세,"46,054","1,281","1,900","1,831","2,207","2,209","1,000","2,925","2,653","3,027","1,751","3,082","3,969","1,853","2,908",459,"1,681","1,883","3,876","2,103","1,081","1,502",873
2021년02월_남_50~59세,"40,370","1,224","1,397","1,445","2,031","1,884","1,046","2,151","2,144","3,439","1,627","2,257","2,688","1,730","2,769",533,"1,829","1,958","2,916","1,812","1,208","1,274","1,008"
2021년02월_남_60~69세,"27,357",824,"1,022",973,"1,389","1,375",777,"1,104",911,"2,118",720,"1,447","1,170","1,252","1,731",554,"1,434","1,385","2,246","1,321","1,145","1,083","1,376"
2021년02월_남_70~79세,"16,242",618,650,725,"1,113",856,476,759,557,"1,074",480,813,795,621,"1,096",362,696,628,"1,302",556,654,614,797
2021년02월_남_80~89세,"5,118",292,219,225,469,281,149,256,164,257,153,271,270,199,376,111,155,174,440,135,164,137,221
2021년02월_남_90~99세,530,30,20,20,45,31,22,18,15,21,7,21,30,30,37,10,11,16,62,16,22,13,33
2021년02월_남_100세 이상,62,1,3,6,2,7,2,3,4,2,2,5,2,5,2,1,3,2,4,1,1,0,4
2021년02월_여_총인구수,"280,648","8,846","12,127","11,596","14,626","14,381","6,732","15,695","12,247","18,214","10,735","18,490","19,614","11,581","18,157","3,414","11,450","12,124","23,165","12,047","7,937","9,209","8,261"
2021년02월_여_연령구간인구수,"280,648","8,846","12,127","11,596","14,626","14,381","6,732","15,695","12,247","18,214","10,735","18,490","19,614","11,581","18,157","3,414","11,450","12,124","23,165","12,047","7,937","9,209","8,261"
2021년02월_여_0~9세,"17,606",432,363,554,"1,119",978,391,"1,107",879,913,369,503,"1,433",893,"1,423",183,818,828,"2,168",983,360,614,295
2021년02월_여_10~19세,"28,149",844,461,636,"1,437","1,059",534,"1,585","2,395","2,507","1,151",699,"2,917","1,271","2,690",287,"1,288","1,117","2,350","1,421",517,692,291
2021년02월_여_20~29세,"38,061","1,200","2,537","1,954","1,676","2,065",870,"2,016","1,170","2,180","1,783","4,256","2,623","1,546","2,147",354,"1,393","1,617","2,775","1,224","1,053",854,768
2021년02월_여_30~39세,"43,937","1,286","3,000","2,473","1,891","2,515","1,022","2,830",927,"1,765","1,837","5,128","2,948","1,753","2,080",367,"1,474","1,864","3,643","1,595","1,057","1,362","1,120"
2021년02월_여_40~49세,"53,111","1,648","1,995","2,003","2,646","2,604","1,164","3,459","3,383","4,064","2,313","3,014","4,655","2,042","3,634",510,"1,979","2,113","3,980","2,438","1,062","1,619",786
2021년02월_여_50~59세,"40,241","1,269","1,416","1,525","2,123","2,123","1,136","2,067","1,695","3,157","1,617","1,991","2,247","1,804","2,738",530,"1,980","1,981","3,071","1,912","1,287","1,350","1,222"
2021년02월_여_60~69세,"32,458",972,"1,280","1,280","1,771","1,644",903,"1,346","1,009","2,120",856,"1,613","1,448","1,305","1,882",651,"1,587","1,610","2,774","1,566","1,402","1,455","1,984"
2021년02월_여_70~79세,"18,223",802,724,811,"1,315",937,495,932,534,"1,064",604,888,955,625,"1,059",347,630,700,"1,402",560,750,904,"1,185"
2021년02월_여_80~89세,"6,873",320,278,279,510,338,164,274,190,337,161,296,300,274,388,136,221,226,793,251,362,295,480
2021년02월_여_90~99세,"1,744",64,55,67,122,95,48,66,54,86,38,80,68,62,103,37,72,62,203,93,82,60,127
2021년02월_여_100세 이상,245,9,18,14,16,23,5,13,11,21,6,22,20,6,13,12,8,6,6,4,5,4,3
