카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2021년02월_계_총인구수,"537,879","16,499","22,914","21,669","27,145","27,006","13,311","29,982","24,675","36,971","20,312","35,735","36,891","22,055","33,909","6,631","22,108","23,620","44,080","23,773","15,558","17,899","15,136"
2021년02월_계_연령구간인구수,"537,879","16,499","22,914","21,669","27,145","27,006","13,311","29,982","24,675","36,971","20,312","35,735","36,891","22,055","33,909","6,631","22,108","23,620","44,080","23,773","15,558","17,899","15,136"
2021년02월_계_0~9세,"36,418",936,693,"1,115","2,137","2,144",849,"2,369","1,932","1,972",739,"1,015","2,919","1,741","2,911",386,"1,667","1,701","4,366","2,174",733,"1,313",606
2021년02월_계_10~19세,"58,847","1,678",890,"1,319","2,789","2,255","1,276","3,520","5,467","6,176","2,489","1,391","5,567","2,376","4,775",586,"2,510","2,260","4,620","3,340","1,187","1,803",573
2021년02월_계_20~29세,"72,945","2,211","4,611","3,508","3,166","3,777","1,864","3,839","2,427","4,758","3,415","7,441","4,616","2,930","3,970",733,"2,853","3,274","5,338","2,585","2,179","1,860","1,590"
2021년02월_계_30~39세,"81,041","2,320","5,743","4,523","3,294","4,423","1,935","4,881","1,525","3,278","3,334","10,088","5,172","3,200","3,517",673,"2,792","3,641","6,681","2,906","2,234","2,613","2,268"
2021년02월_계_40~49세,"99,165","2,929","3,895","3,834","4,853","4,813","2,164","6,384","6,036","7,091","4,064","6,096","8,624","3,895","6,542",969,"3,660","3,996","7,856","4,541","2,143","3,121","1,659"
2021년02월_계_50~59세,"80,611","2,493","2,813","2,970","4,154","4,007","2,182","4,218","3,839","6,596","3,244","4,248","4,935","3,534","5,507","1,063","3,809","3,939","5,987","3,724","2,495","2,624","2,230"
2021년02월_계_60~69세,"59,815","1,796","2,302","2,253","3,160","3,019","1,680","2,450","1,920","4,238","1,576","3,060","2,618","2,557","3,613","1,205","3,021","2,995","5,020","2,887","2,547","2,538","3,360"
2021년02월_계_70~79세,"34,465","1,420","1,374","1,536","2,428","1,793",971,"1,691","1,091","2,138","1,084","1,701","1,750","1,246","2,155",709,"1,326","1,328","2,704","1,116","1,404","1,518","1,982"
2021년02월_계_80~89세,"11,991",612,497,504,979,619,313,530,354,594,314,567,570,473,764,247,376,400,"1,233",386,526,432,701
2021년02월_계_90~99세,"2,274",94,75,87,167,126,70,84,69,107,45,101,98,92,140,47,83,78,265,109,104,73,160
2021년02월_계_100세 이상,307,10,21,20,18,30,7,16,15,23,8,27,22,11,15,13,11,8,10,5,6,4,7
