카테고리,경상남도 진주시,경상남도 진주시 문산읍,경상남도 진주시 내동면,경상남도 진주시 정촌면,경상남도 진주시 금곡면,경상남도 진주시 진성면,경상남도 진주시 일반성면,경상남도 진주시 이반성면,경상남도 진주시 사봉면,경상남도 진주시 지수면,경상남도 진주시 대곡면,경상남도 진주시 금산면,경상남도 진주시 집현면,경상남도 진주시 미천면,경상남도 진주시 명석면,경상남도 진주시 대평면,경상남도 진주시 수곡면,경상남도 진주시 천전동,경상남도 진주시 성북동,경상남도 진주시 중앙동,경상남도 진주시 상봉동,경상남도 진주시 상대동,경상남도 진주시 하대동,경상남도 진주시 상평동,경상남도 진주시 초장동,경상남도 진주시 평거동,경상남도 진주시 신안동,경상남도 진주시 이현동,경상남도 진주시 판문동,경상남도 진주시 가호동,경상남도 진주시 충무공동
2021년05월_계_80~89세,"12,735",472,183,254,299,259,263,236,222,189,456,616,334,259,356,127,307,"1,246",487,728,676,670,645,351,353,733,516,387,422,502,187
2021년05월_계_90~99세,"1,806",87,30,46,57,41,27,33,30,38,73,76,52,34,51,24,35,164,81,93,91,67,88,44,46,117,65,57,54,68,37
2021년05월_계_100세 이상,78,2,2,4,1,2,2,0,1,1,3,2,0,1,3,2,1,7,6,13,2,1,4,1,6,2,2,4,1,0,2
2021년05월_남_총인구수,"171,697","4,144","2,040","4,356","1,038",935,"1,273",794,736,731,"1,611","10,537","2,356",779,"1,970",501,"1,075","13,514","5,228","5,287","6,929","9,654","12,242","5,935","13,562","13,161","5,561","5,906","10,049","13,748","16,045"
2021년05월_남_연령구간인구수,"171,697","4,144","2,040","4,356","1,038",935,"1,273",794,736,731,"1,611","10,537","2,356",779,"1,970",501,"1,075","13,514","5,228","5,287","6,929","9,654","12,242","5,935","13,562","13,161","5,561","5,906","10,049","13,748","16,045"
2021년05월_남_0~9세,"14,290",342,182,484,20,26,50,20,13,19,29,"1,117",115,6,68,10,31,812,227,170,321,478,709,337,"1,757","1,030",335,334,"1,166","1,268","2,814"
2021년05월_남_10~19세,"18,337",343,234,267,58,25,102,27,32,30,76,"1,449",206,32,98,18,50,"1,340",379,351,547,800,"1,301",513,"2,256","1,755",576,712,"1,441","1,326","1,993"
2021년05월_남_20~29세,"24,721",446,226,604,83,71,126,47,37,69,141,"1,297",251,46,178,57,74,"2,313",755,603,949,"1,613","2,112",843,"1,851","2,182",844,892,"1,247","3,054","1,710"
2021년05월_남_30~39세,"21,134",463,199,880,69,70,88,47,41,37,89,"1,218",187,30,125,26,52,"1,449",624,466,676,"1,080","1,371",740,"1,675","1,500",586,553,"1,103","2,254","3,436"
2021년05월_남_40~49세,"26,778",563,323,641,113,92,157,60,104,92,170,"1,790",336,72,232,53,140,"1,936",827,749,"1,020","1,406","1,721",917,"2,468","2,032",756,819,"1,925","1,989","3,275"
2021년05월_남_50~59세,"28,147",726,361,607,199,190,270,161,130,144,332,"1,653",476,169,379,100,230,"2,160",860,948,"1,293","1,706","2,335","1,054","2,073","2,394",949,"1,086","1,569","1,908","1,685"
2021년05월_남_60~69세,"22,762",764,300,569,253,246,266,228,180,164,366,"1,246",450,208,515,142,276,"1,863",866,"1,052","1,182","1,480","1,759",948,"1,004","1,464",849,916,"1,079","1,287",840
2021년05월_남_70~79세,"11,237",352,158,232,155,127,146,134,136,123,270,551,223,144,250,62,138,"1,166",496,715,701,812,725,438,366,547,462,472,384,511,241
2021년05월_남_80~89세,"3,958",132,52,67,84,78,60,63,57,48,123,205,101,65,116,30,78,436,177,213,224,265,195,138,100,235,192,111,125,142,46
2021년05월_남_90~99세,317,13,5,5,4,10,6,7,6,5,14,10,11,7,8,3,6,37,16,17,16,14,12,7,10,22,12,10,10,9,5
2021년05월_남_100세 이상,16,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,2,1,3,0,0,2,0,2,0,0,1,0,0,0
2021년05월_여_총인구수,"175,577","4,012","2,032","4,180","1,162",965,"1,318",795,745,725,"1,623","10,484","2,344",814,"2,035",543,"1,142","14,060","5,369","5,709","7,068","9,820","12,291","5,740","13,203","14,317","6,143","6,076","11,038","13,465","16,359"
2021년05월_여_연령구간인구수,"175,577","4,012","2,032","4,180","1,162",965,"1,318",795,745,725,"1,623","10,484","2,344",814,"2,035",543,"1,142","14,060","5,369","5,709","7,068","9,820","12,291","5,740","13,203","14,317","6,143","6,076","11,038","13,465","16,359"
2021년05월_여_0~9세,"13,327",273,155,481,17,19,49,8,13,20,21,"1,011",108,10,65,12,23,702,199,154,246,472,625,364,"1,506","1,021",307,308,"1,156","1,106","2,876"
2021년05월_여_10~19세,"16,452",298,213,250,47,26,82,14,19,41,60,"1,270",204,21,93,21,50,"1,114",347,290,473,770,"1,115",521,"1,744","1,628",524,539,"1,554","1,242","1,882"
2021년05월_여_20~29세,"20,222",347,204,476,55,53,81,26,25,35,70,970,175,29,149,43,61,"1,924",678,456,848,"1,287","1,636",684,"1,480","1,907",761,648,"1,098","2,325","1,691"
2021년05월_여_30~39세,"20,025",430,216,770,53,51,87,21,28,23,67,"1,183",177,29,100,21,55,"1,241",520,347,580,912,"1,130",616,"1,929","1,512",552,522,"1,309","1,946","3,598"
2021년05월_여_40~49세,"26,907",465,328,550,64,47,112,34,43,49,90,"1,913",304,29,187,36,65,"1,959",711,594,827,"1,342","1,881",777,"2,782","2,559",828,937,"2,145","2,102","3,147"
2021년05월_여_50~59세,"28,965",651,323,667,175,154,228,105,80,105,244,"1,701",394,121,355,79,164,"2,340",890,912,"1,270","1,850","2,574","1,011","2,019","2,704","1,110","1,208","1,664","2,079","1,788"
2021년05월_여_60~69세,"24,867",673,270,510,229,242,247,206,183,150,363,"1,296",388,170,490,118,262,"2,280","1,019","1,379","1,391","1,756","1,952",994,956,"1,571","1,107","1,060","1,176","1,501",928
2021년05월_여_70~79세,"14,484",459,165,244,253,159,208,182,164,127,314,662,320,183,311,93,203,"1,558",625,976,904,972,850,522,494,820,575,528,594,745,274
2021년05월_여_80~89세,"8,777",340,131,187,215,181,203,173,165,141,333,411,233,194,240,97,229,810,310,515,452,405,450,213,253,498,324,276,297,360,141
2021년05월_여_90~99세,"1,489",74,25,41,53,31,21,26,24,33,59,66,41,27,43,21,29,127,65,76,75,53,76,37,36,95,53,47,44,59,32
2021년05월_여_100세 이상,62,2,2,4,1,2,0,0,1,1,2,1,0,1,2,2,1,5,5,10,2,1,2,1,4,2,2,3,1,0,2
