카테고리,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2021년02월_계_총인구수,"1,082,420","479,395","15,038","23,580","45,721","21,845","11,482","13,397","23,590","21,554","30,308","36,722","15,653","37,993","33,316","19,117","22,051","32,292","45,947","27,307","2,482","300,850","36,784","47,298","23,721","39,035","30,788","20,993","24,352","16,612","11,145","26,952","23,170","302,175","27,617","18,678","35,970","51,968","28,135","29,363","36,585","21,913","51,946"
2021년02월_계_연령구간인구수,"1,082,420","479,395","15,038","23,580","45,721","21,845","11,482","13,397","23,590","21,554","30,308","36,722","15,653","37,993","33,316","19,117","22,051","32,292","45,947","27,307","2,482","300,850","36,784","47,298","23,721","39,035","30,788","20,993","24,352","16,612","11,145","26,952","23,170","302,175","27,617","18,678","35,970","51,968","28,135","29,363","36,585","21,913","51,946"
2021년02월_계_0~9세,"81,729","38,506",566,"3,051","5,370","1,275",624,"2,022","2,379","2,595","2,172","2,117",892,"1,955","2,587",712,"1,333","2,231","2,682","3,860",83,"20,836","3,671","3,396","1,243","3,146","2,001",891,"1,408","1,221","1,389","1,080","1,390","22,387","1,971",909,"2,620","4,542","1,843","2,006","2,286","1,656","4,554"
2021년02월_계_10~19세,"104,562","41,399","1,173","1,968","4,021","1,821","1,058",966,"1,521","1,559","3,112","2,830","1,209","3,659","3,734","1,222","2,048","2,792","4,845","1,733",128,"29,528","4,855","4,455","2,094","4,478","2,729","1,341","3,276","2,229",961,"1,588","1,522","33,635","2,659","1,486","5,804","5,539","3,233","3,229","3,054","2,278","6,353"
2021년02월_계_20~29세,"150,484","62,774","2,119","2,251","5,101","3,019","1,466","1,556","2,773","2,375","3,604","4,355","2,110","6,203","4,632","2,852","3,095","4,959","6,929","2,999",376,"44,948","4,945","6,900","4,016","5,398","4,954","3,462","3,790","2,263","1,207","5,048","2,965","42,762","3,992","2,756","4,785","7,447","3,753","3,816","6,374","3,137","6,702"
2021년02월_계_30~39세,"143,359","68,373","1,532","3,959","7,668","2,530","1,276","2,902","4,533","4,841","3,265","4,101","1,820","4,278","4,293","2,298","2,716","4,864","5,121","6,107",269,"38,672","4,172","5,528","2,922","4,702","4,515","3,375","2,296","1,584","1,785","4,846","2,947","36,314","3,200","1,938","3,505","7,029","3,303","3,301","5,367","2,919","5,752"
2021년02월_계_40~49세,"182,012","78,942","2,137","4,265","8,508","3,464","1,730","2,329","3,943","3,765","5,264","5,740","2,240","5,815","6,161","2,706","3,506","4,966","7,397","4,703",303,"51,193","7,288","7,367","3,600","6,727","5,038","3,746","4,176","2,948","2,026","4,789","3,488","51,877","4,288","2,572","7,119","9,180","4,653","4,854","5,681","3,746","9,784"
2021년02월_계_50~59세,"195,429","83,182","3,183","3,320","6,544","4,219","2,115","1,684","3,352","2,711","5,100","6,958","3,161","7,558","5,832","4,030","4,278","5,950","9,319","3,402",466,"56,114","6,497","9,202","4,503","7,040","5,725","3,881","4,771","3,131","1,935","4,824","4,605","56,133","5,257","4,170","6,586","9,559","5,034","5,215","6,834","4,022","9,456"
2021년02월_계_60~69세,"123,886","58,058","2,374","2,812","4,776","3,008","1,636","1,108","2,767","2,147","4,098","5,850","2,349","4,244","3,156","3,008","2,845","3,504","5,275","2,643",458,"33,519","3,160","5,804","3,029","4,247","3,430","2,353","2,621","1,585","1,184","2,572","3,534","32,309","3,371","2,803","3,192","4,703","3,148","3,306","4,005","2,353","5,428"
2021년02월_계_70~79세,"62,126","30,548","1,242","1,327","2,535","1,571",953,530,"1,576","1,066","2,456","3,117","1,180","2,545","1,728","1,426","1,380","1,841","2,621","1,197",257,"15,657","1,394","2,746","1,444","2,059","1,487","1,156","1,168",843,453,"1,253","1,654","15,921","1,813","1,244","1,362","2,337","1,723","1,956","1,869","1,122","2,495"
2021년02월_계_80~89세,"33,553","15,270",623,547,"1,053",813,559,239,658,408,"1,084","1,405",584,"1,538","1,054",746,747,"1,042","1,518",532,120,"8,886",684,"1,600",756,"1,071",798,682,714,700,166,843,872,"9,397",923,697,843,"1,409","1,268","1,461",968,601,"1,227"
2021년02월_계_90~99세,"4,938","2,126",80,77,139,115,61,43,74,74,137,206,96,182,134,111,96,135,236,114,16,"1,432",112,284,109,164,106,101,123,105,36,104,188,"1,380",133,98,149,219,169,210,139,76,187
2021년02월_계_100세 이상,342,217,9,3,6,10,4,18,14,13,16,43,12,16,5,6,7,8,4,17,6,65,6,16,5,3,5,5,9,3,3,5,5,60,10,5,5,4,8,9,8,3,8
2021년02월_남_총인구수,"529,886","236,862","7,759","11,339","22,232","10,868","5,556","6,527","11,382","10,764","15,208","18,635","8,029","18,482","16,171","9,994","10,756","15,851","22,327","13,566","1,416","146,365","17,925","22,847","11,459","18,809","14,653","10,112","11,722","7,869","5,718","13,094","12,157","146,659","13,362","9,279","17,476","25,485","13,151","13,743","17,718","10,816","25,629"
2021년02월_남_연령구간인구수,"529,886","236,862","7,759","11,339","22,232","10,868","5,556","6,527","11,382","10,764","15,208","18,635","8,029","18,482","16,171","9,994","10,756","15,851","22,327","13,566","1,416","146,365","17,925","22,847","11,459","18,809","14,653","10,112","11,722","7,869","5,718","13,094","12,157","146,659","13,362","9,279","17,476","25,485","13,151","13,743","17,718","10,816","25,629"
2021년02월_남_0~9세,"41,700","19,646",312,"1,515","2,691",656,311,"1,010","1,173","1,350","1,104","1,088",482,"1,002","1,332",386,719,"1,136","1,374","1,960",45,"10,644","1,886","1,710",657,"1,583","1,018",433,718,627,741,550,721,"11,410",982,440,"1,381","2,345",937,"1,046","1,156",818,"2,305"
2021년02월_남_10~19세,"53,581","21,183",637,954,"2,018",974,545,445,801,800,"1,640","1,478",642,"1,906","1,923",643,994,"1,433","2,438",844,68,"15,266","2,505","2,352","1,040","2,317","1,393",708,"1,679","1,148",499,799,826,"17,132","1,330",795,"2,968","2,837","1,616","1,616","1,618","1,169","3,183"
2021년02월_남_20~29세,"77,057","32,453","1,185","1,151","2,532","1,580",801,711,"1,299","1,147","1,919","2,399","1,170","3,110","2,355","1,562","1,589","2,606","3,615","1,499",223,"22,645","2,470","3,643","2,086","2,729","2,427","1,605","1,890","1,134",640,"2,329","1,692","21,959","2,062","1,455","2,456","3,852","1,926","1,910","3,064","1,704","3,530"
2021년02월_남_30~39세,"71,083","34,439",876,"1,825","3,634","1,309",653,"1,398","2,253","2,394","1,678","2,193",969,"2,206","2,109","1,308","1,419","2,493","2,577","2,976",169,"18,873","1,876","2,698","1,523","2,260","2,210","1,646","1,051",691,841,"2,462","1,615","17,771","1,615",990,"1,703","3,459","1,543","1,589","2,732","1,402","2,738"
2021년02월_남_40~49세,"88,081","39,573","1,111","2,188","4,378","1,761",814,"1,237","1,998","1,953","2,673","3,028","1,131","2,730","2,861","1,472","1,675","2,360","3,517","2,517",169,"24,262","3,392","3,496","1,657","3,161","2,323","1,832","1,872","1,289","1,040","2,312","1,888","24,246","2,022","1,273","3,153","4,402","2,056","2,205","2,703","1,755","4,677"
2021년02월_남_50~59세,"96,223","41,439","1,665","1,571","3,143","2,162","1,011",824,"1,557","1,363","2,689","3,580","1,602","3,693","2,875","2,179","2,076","2,891","4,570","1,695",293,"27,424","3,277","4,274","2,079","3,379","2,701","1,975","2,350","1,540",998,"2,397","2,454","27,360","2,522","2,061","3,213","4,690","2,354","2,424","3,257","1,989","4,850"
2021년02월_남_60~69세,"62,080","28,758","1,207","1,305","2,262","1,452",804,547,"1,325","1,072","1,975","2,869","1,228","2,151","1,613","1,553","1,450","1,797","2,609","1,267",272,"16,956","1,654","2,879","1,473","2,074","1,659","1,190","1,377",808,647,"1,358","1,837","16,366","1,672","1,456","1,692","2,416","1,552","1,638","2,002","1,195","2,743"
2021년02월_남_70~79세,"26,587","13,182",532,610,"1,164",645,399,250,713,504,"1,062","1,412",547,"1,003",669,609,535,747,"1,082",578,121,"6,742",590,"1,169",642,870,598,490,502,344,238,510,789,"6,663",768,533,570,939,670,755,815,513,"1,100"
2021년02월_남_80~89세,"12,139","5,588",213,199,376,307,203,82,242,156,419,532,237,612,395,263,273,353,483,193,50,"3,176",244,549,270,390,297,210,247,249,68,344,308,"3,375",354,250,298,489,441,493,334,251,465
2021년02월_남_90~99세,"1,260",543,17,20,34,21,14,16,16,24,43,43,19,65,38,18,24,34,61,32,4,355,29,72,29,46,25,23,33,38,5,30,25,362,34,26,41,56,53,64,34,18,36
