카테고리,인천광역시 부평구,인천광역시 부평구 부평1동,인천광역시 부평구 부평2동,인천광역시 부평구 부평3동,인천광역시 부평구 부평4동,인천광역시 부평구 부평5동,인천광역시 부평구 부평6동,인천광역시 부평구 산곡1동,인천광역시 부평구 산곡2동,인천광역시 부평구 산곡3동,인천광역시 부평구 산곡4동,인천광역시 부평구 청천1동,인천광역시 부평구 청천2동,인천광역시 부평구 갈산1동,인천광역시 부평구 갈산2동,인천광역시 부평구 삼산1동,인천광역시 부평구 삼산2동,인천광역시 부평구 부개1동,인천광역시 부평구 부개2동,인천광역시 부평구 부개3동,인천광역시 부평구 일신동,인천광역시 부평구 십정1동,인천광역시 부평구 십정2동
2020년09월_계_총인구수,"497,902","37,594","17,533","13,232","36,914","33,506","14,043","13,027","32,203","22,574","18,139","7,035","34,896","16,785","19,530","34,670","29,609","16,794","17,536","32,402","13,030","13,030","23,820"
2020년09월_계_연령구간인구수,"497,902","37,594","17,533","13,232","36,914","33,506","14,043","13,027","32,203","22,574","18,139","7,035","34,896","16,785","19,530","34,670","29,609","16,794","17,536","32,402","13,030","13,030","23,820"
2020년09월_계_0~9세,"33,772","2,469",984,660,"2,641","2,619",962,586,"2,812","1,265","1,222",337,"2,793",923,"1,285","2,521","2,561",887,"1,177","2,000","1,111",726,"1,231"
2020년09월_계_10~19세,"43,741","2,973","1,328",885,"2,429","2,388",823,"1,000","3,822","2,055","1,788",539,"3,026","1,331","1,487","3,657","4,281","1,157","1,599","3,449","1,063","1,051","1,610"
2020년09월_계_20~29세,"70,724","6,142","2,452","1,711","5,865","5,168","2,054","1,725","4,202","2,938","2,685",894,"4,925","2,584","2,598","4,843","3,797","2,176","2,479","4,970","1,694","1,678","3,144"
2020년09월_계_30~39세,"68,440","6,132","2,519","1,747","6,648","6,222","2,189","1,394","3,899","2,446","2,202",816,"5,175","2,236","2,838","4,051","3,094","2,109","2,242","4,128","1,871","1,467","3,015"
2020년09월_계_40~49세,"78,108","5,759","2,688","1,930","5,697","5,423","2,066","1,797","5,596","3,223","2,825","1,102","5,251","2,456","2,589","5,788","5,975","2,425","2,729","5,380","1,883","1,974","3,552"
2020년09월_계_50~59세,"90,789","6,121","3,133","2,422","6,193","5,421","2,416","2,593","5,794","4,124","3,426","1,491","6,479","3,360","3,616","6,642","5,264","3,045","3,240","6,397","2,210","2,555","4,847"
2020년09월_계_60~69세,"64,970","4,587","2,440","2,084","4,296","3,633","2,002","2,225","3,683","3,478","2,346","1,120","4,383","2,333","3,034","4,080","2,770","2,815","2,343","3,583","1,965","2,011","3,759"
2020년09월_계_70~79세,"31,329","2,190","1,397","1,178","2,142","1,744",979,"1,118","1,617","1,888","1,014",506,"1,923","1,058","1,346","1,899","1,205","1,548","1,190","1,636",850,"1,070","1,831"
2020년09월_계_80~89세,"13,728","1,041",508,517,868,755,475,497,667,978,545,178,823,424,617,"1,016",560,565,474,743,329,424,724
2020년09월_계_90~99세,"2,101",167,73,86,120,121,67,75,104,162,84,41,111,76,117,163,100,62,56,113,48,62,93
2020년09월_계_100세 이상,200,13,11,12,15,12,10,17,7,17,2,11,7,4,3,10,2,5,7,3,6,12,14
2020년09월_남_총인구수,"246,296","18,091","8,749","6,576","18,254","16,603","6,941","6,594","15,880","10,960","8,665","3,778","17,458","8,497","9,523","16,978","14,390","8,482","8,575","15,639","6,698","6,660","12,305"
2020년09월_남_연령구간인구수,"246,296","18,091","8,749","6,576","18,254","16,603","6,941","6,594","15,880","10,960","8,665","3,778","17,458","8,497","9,523","16,978","14,390","8,482","8,575","15,639","6,698","6,660","12,305"
2020년09월_남_0~9세,"17,282","1,248",504,343,"1,335","1,329",510,313,"1,427",680,632,164,"1,447",467,647,"1,291","1,278",444,598,"1,024",608,391,602
2020년09월_남_10~19세,"22,652","1,474",676,481,"1,287","1,194",421,518,"2,006","1,093",906,273,"1,613",746,775,"1,879","2,178",599,799,"1,733",575,554,872
2020년09월_남_20~29세,"36,385","2,935","1,281",898,"2,880","2,590","1,014",956,"2,229","1,536","1,344",510,"2,551","1,373","1,355","2,555","1,964","1,161","1,286","2,496",943,878,"1,650"
2020년09월_남_30~39세,"35,377","3,194","1,362",936,"3,433","3,295","1,121",767,"1,850","1,260","1,096",449,"2,669","1,212","1,455","2,047","1,475","1,127","1,131","2,023","1,006",798,"1,671"
2020년09월_남_40~49세,"39,270","2,812","1,422","1,023","2,942","2,877","1,110",942,"2,702","1,590","1,312",618,"2,677","1,280","1,306","2,786","2,733","1,335","1,343","2,522",987,"1,030","1,921"
2020년09월_남_50~59세,"44,532","2,882","1,537","1,185","3,019","2,601","1,157","1,339","2,815","1,942","1,589",851,"3,188","1,657","1,661","3,325","2,697","1,536","1,542","3,058","1,047","1,357","2,547"
2020년09월_남_60~69세,"31,609","2,133","1,132","1,015","2,040","1,692",977,"1,076","1,834","1,644","1,152",603,"2,139","1,132","1,509","1,996","1,358","1,339","1,137","1,798",999,992,"1,912"
