카테고리,인천광역시 부평구,인천광역시 부평구 부평1동,인천광역시 부평구 부평2동,인천광역시 부평구 부평3동,인천광역시 부평구 부평4동,인천광역시 부평구 부평5동,인천광역시 부평구 부평6동,인천광역시 부평구 산곡1동,인천광역시 부평구 산곡2동,인천광역시 부평구 산곡3동,인천광역시 부평구 산곡4동,인천광역시 부평구 청천1동,인천광역시 부평구 청천2동,인천광역시 부평구 갈산1동,인천광역시 부평구 갈산2동,인천광역시 부평구 삼산1동,인천광역시 부평구 삼산2동,인천광역시 부평구 부개1동,인천광역시 부평구 부개2동,인천광역시 부평구 부개3동,인천광역시 부평구 일신동,인천광역시 부평구 십정1동,인천광역시 부평구 십정2동
2020년09월_남_70~79세,"14,092",983,638,499,971,746,449,508,772,852,443,247,869,474,623,795,516,720,552,715,399,476,845
2020년09월_남_80~89세,"4,622",393,174,170,311,250,171,157,225,328,174,50,283,145,167,271,176,204,169,245,123,168,268
2020년09월_남_90~99세,431,36,20,20,30,28,10,15,19,32,16,9,21,11,23,32,15,16,16,24,9,14,15
2020년09월_남_100세 이상,44,1,3,6,6,1,1,3,1,3,1,4,1,0,2,1,0,1,2,1,2,2,2
2020년09월_여_총인구수,"251,606","19,503","8,784","6,656","18,660","16,903","7,102","6,433","16,323","11,614","9,474","3,257","17,438","8,288","10,007","17,692","15,219","8,312","8,961","16,763","6,332","6,370","11,515"
2020년09월_여_연령구간인구수,"251,606","19,503","8,784","6,656","18,660","16,903","7,102","6,433","16,323","11,614","9,474","3,257","17,438","8,288","10,007","17,692","15,219","8,312","8,961","16,763","6,332","6,370","11,515"
2020년09월_여_0~9세,"16,490","1,221",480,317,"1,306","1,290",452,273,"1,385",585,590,173,"1,346",456,638,"1,230","1,283",443,579,976,503,335,629
2020년09월_여_10~19세,"21,089","1,499",652,404,"1,142","1,194",402,482,"1,816",962,882,266,"1,413",585,712,"1,778","2,103",558,800,"1,716",488,497,738
2020년09월_여_20~29세,"34,339","3,207","1,171",813,"2,985","2,578","1,040",769,"1,973","1,402","1,341",384,"2,374","1,211","1,243","2,288","1,833","1,015","1,193","2,474",751,800,"1,494"
2020년09월_여_30~39세,"33,063","2,938","1,157",811,"3,215","2,927","1,068",627,"2,049","1,186","1,106",367,"2,506","1,024","1,383","2,004","1,619",982,"1,111","2,105",865,669,"1,344"
2020년09월_여_40~49세,"38,838","2,947","1,266",907,"2,755","2,546",956,855,"2,894","1,633","1,513",484,"2,574","1,176","1,283","3,002","3,242","1,090","1,386","2,858",896,944,"1,631"
2020년09월_여_50~59세,"46,257","3,239","1,596","1,237","3,174","2,820","1,259","1,254","2,979","2,182","1,837",640,"3,291","1,703","1,955","3,317","2,567","1,509","1,698","3,339","1,163","1,198","2,300"
2020년09월_여_60~69세,"33,361","2,454","1,308","1,069","2,256","1,941","1,025","1,149","1,849","1,834","1,194",517,"2,244","1,201","1,525","2,084","1,412","1,476","1,206","1,785",966,"1,019","1,847"
2020년09월_여_70~79세,"17,237","1,207",759,679,"1,171",998,530,610,845,"1,036",571,259,"1,054",584,723,"1,104",689,828,638,921,451,594,986
2020년09월_여_80~89세,"9,106",648,334,347,557,505,304,340,442,650,371,128,540,279,450,745,384,361,305,498,206,256,456
2020년09월_여_90~99세,"1,670",131,53,66,90,93,57,60,85,130,68,32,90,65,94,131,85,46,40,89,39,48,78
2020년09월_여_100세 이상,156,12,8,6,9,11,9,14,6,14,1,7,6,4,1,9,2,4,5,2,4,10,12
