,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2021년01월_계_총인구수,"1,185,741","273,324","23,573","43,017","29,779","30,060","42,707","20,355","19,667","28,763","19,103","16,300","368,686","10,429","23,728","19,312","41,041","38,211","24,791","45,794","46,598","24,895","49,532","27,497","16,858","175,098","5,967","10,660","9,115","23,411","26,776","11,284","20,473","17,191","39,288","10,933","368,633","18,238","15,171","36,282","22,038","39,144","35,889","26,701","32,908","31,598","28,315","53,158","29,191"
2021년01월_계_연령구간인구수,"1,185,741","273,324","23,573","43,017","29,779","30,060","42,707","20,355","19,667","28,763","19,103","16,300","368,686","10,429","23,728","19,312","41,041","38,211","24,791","45,794","46,598","24,895","49,532","27,497","16,858","175,098","5,967","10,660","9,115","23,411","26,776","11,284","20,473","17,191","39,288","10,933","368,633","18,238","15,171","36,282","22,038","39,144","35,889","26,701","32,908","31,598","28,315","53,158","29,191"
2021년01월_계_0~9세,"96,331","18,132","1,343","3,112","2,503","1,953","3,629",856,"1,131","1,498","1,406",701,"32,303",878,"1,136",946,"3,154","2,424","1,430","4,915","7,080","1,314","5,668","1,665","1,693","9,380",238,422,330,"1,509","1,980",402,904,"1,164","2,163",268,"36,516","1,160",911,"2,882","1,357","4,459","3,616","2,602","2,610","3,509","4,370","5,597","3,443"
2021년01월_계_10~19세,"118,004","28,542","1,867","4,122","3,527","3,170","6,940","1,214","1,738","2,823","2,085","1,056","33,414",611,"1,606","1,536","3,572","3,175","2,057","4,985","4,587","1,729","5,460","2,264","1,832","13,777",313,485,558,"2,180","3,012",719,"1,396","1,802","2,835",477,"42,271","1,892","1,529","4,424","2,255","3,595","4,873","2,188","4,317","4,090","3,246","6,863","2,999"
2021년01월_계_20~29세,"186,382","43,862","3,411","10,027","4,140","4,349","6,255","2,725","3,021","4,331","2,973","2,630","54,418","1,478","3,618","2,739","6,361","5,871","3,920","6,233","5,086","5,033","6,732","5,297","2,050","29,052",902,"1,857","1,256","3,208","4,128","1,341","3,269","3,650","7,940","1,501","59,050","3,114","2,499","6,480","3,789","6,543","4,924","5,590","6,529","4,547","3,383","8,443","3,209"
2021년01월_계_30~39세,"178,182","32,590","2,966","5,854","3,463","3,656","4,396","2,500","2,651","3,249","2,022","1,833","58,003","1,718","3,584","2,589","5,794","5,296","3,289","6,614","9,200","4,490","7,919","5,268","2,242","24,758",914,"1,667","1,129","2,643","3,438","1,201","2,920","2,197","7,334","1,315","62,831","2,384","1,963","5,479","3,228","7,474","5,498","6,791","4,444","4,965","5,719","9,496","5,390"
2021년01월_계_40~49세,"202,513","45,141","3,683","6,501","5,431","5,058","8,953","2,931","3,046","4,485","2,907","2,146","61,702","1,486","3,712","3,068","6,155","6,074","3,723","8,159","8,416","3,701","9,024","4,967","3,217","27,261",862,"1,456","1,290","3,892","4,525","1,636","2,985","2,737","6,385","1,493","68,409","2,986","2,422","6,818","3,727","7,275","7,126","4,254","6,084","5,860","5,522","10,768","5,567"
2021년01월_계_50~59세,"196,509","49,257","4,395","6,778","5,286","5,433","7,550","3,977","3,687","5,486","3,842","2,823","62,014","1,871","4,258","3,427","7,558","6,792","4,827","7,636","6,023","4,184","7,950","4,624","2,864","30,525","1,085","1,946","1,712","4,182","5,149","2,119","3,672","2,719","5,797","2,144","54,713","3,291","2,779","5,618","3,786","4,780","5,730","3,140","5,379","5,184","3,677","7,195","4,154"
2021년01월_계_60~69세,"121,665","31,033","3,358","3,810","3,063","3,445","2,816","3,530","2,554","3,773","2,070","2,614","40,467","1,340","3,400","2,841","5,103","5,059","3,345","4,230","3,838","2,821","4,529","2,137","1,824","22,667",904,"1,606","1,494","3,223","2,644","2,059","2,949","1,725","4,061","2,002","27,498","2,109","1,795","2,757","2,352","3,060","2,458","1,227","2,202","2,215","1,564","3,053","2,706"
2021년01월_계_70~79세,"56,690","15,811","1,666","1,750","1,495","1,980","1,354","1,788","1,207","1,986","1,016","1,569","17,532",692,"1,622","1,491","2,181","2,431","1,446","1,959","1,585","1,093","1,502",769,761,"11,919",500,823,931,"1,794","1,219","1,211","1,650",784,"1,847","1,160","11,428",910,855,"1,172",998,"1,308","1,039",581,814,837,544,"1,190","1,180"
