,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2021년01월_계_80~89세,"25,134","7,583",759,908,739,879,702,697,526,961,656,756,"7,565",291,677,571,980,949,656,915,694,461,630,419,322,"4,942",216,336,356,676,589,514,635,358,794,468,"5,044",326,346,571,473,547,539,281,448,328,253,462,470
2021년01월_계_90~99세,"4,007","1,283",117,144,123,131,111,116,100,165,124,152,"1,172",52,103,91,166,128,91,147,84,66,111,81,52,718,24,56,46,91,86,70,84,54,115,92,834,62,66,77,70,100,79,44,80,61,35,91,69
2021년01월_계_100세 이상,324,90,8,11,9,6,1,21,6,6,2,20,96,12,12,13,17,12,7,1,5,3,7,6,1,99,9,6,13,13,6,12,9,1,17,13,39,4,6,4,3,3,7,3,1,2,2,0,4
2021년01월_남_총인구수,"596,918","137,599","11,887","22,674","14,668","14,755","21,363","10,400","9,761","14,479","9,214","8,398","186,125","5,210","12,251","9,726","20,800","19,417","12,495","22,652","23,185","12,694","24,365","14,777","8,553","88,300","3,157","5,681","4,692","11,363","13,186","5,751","10,196","8,598","19,839","5,837","184,894","9,178","7,536","18,766","10,822","19,803","17,696","14,108","16,796","15,907","14,139","26,014","14,129"
2021년01월_남_연령구간인구수,"596,918","137,599","11,887","22,674","14,668","14,755","21,363","10,400","9,761","14,479","9,214","8,398","186,125","5,210","12,251","9,726","20,800","19,417","12,495","22,652","23,185","12,694","24,365","14,777","8,553","88,300","3,157","5,681","4,692","11,363","13,186","5,751","10,196","8,598","19,839","5,837","184,894","9,178","7,536","18,766","10,822","19,803","17,696","14,108","16,796","15,907","14,139","26,014","14,129"
2021년01월_남_0~9세,"49,709","9,357",689,"1,594","1,282",973,"1,925",451,582,776,721,364,"16,649",457,583,443,"1,640","1,199",710,"2,513","3,701",688,"2,971",869,875,"4,761",122,218,179,745,"1,025",212,471,570,"1,082",137,"18,942",584,491,"1,506",728,"2,304","1,860","1,332","1,315","1,831","2,279","2,958","1,754"
2021년01월_남_10~19세,"61,039","14,878",978,"2,164","1,887","1,628","3,578",626,941,"1,479","1,042",555,"17,388",326,849,813,"1,873","1,685","1,056","2,640","2,292",921,"2,836","1,152",945,"7,051",164,246,280,"1,059","1,525",383,727,982,"1,430",255,"21,722",976,809,"2,275","1,142","1,872","2,544","1,129","2,283","2,084","1,668","3,406","1,534"
2021년01월_남_20~29세,"98,178","23,999","1,866","6,119","2,217","2,259","3,246","1,421","1,524","2,292","1,536","1,519","28,419",750,"1,927","1,454","3,430","3,101","2,069","3,202","2,523","2,538","3,517","2,819","1,089","15,097",490,"1,018",668,"1,627","2,142",742,"1,736","1,995","3,934",745,"30,663","1,731","1,242","3,599","2,023","3,345","2,518","3,155","3,531","2,461","1,660","3,830","1,568"
2021년01월_남_30~39세,"92,564","17,010","1,575","3,117","1,677","1,895","2,126","1,406","1,391","1,775",976,"1,072","30,280",923,"2,060","1,427","3,026","2,910","1,764","3,278","4,509","2,427","3,775","3,038","1,143","13,451",499,944,665,"1,364","1,689",671,"1,645","1,149","4,048",777,"31,823","1,248","1,067","3,000","1,684","3,780","2,669","3,793","2,306","2,408","2,768","4,505","2,595"
2021년01월_남_40~49세,"102,029","22,307","1,892","3,244","2,590","2,460","4,197","1,600","1,527","2,270","1,331","1,196","31,922",777,"1,999","1,605","3,142","3,213","1,921","4,058","4,472","1,915","4,374","2,793","1,653","14,132",502,840,713,"1,918","2,165",907,"1,576","1,301","3,313",897,"33,668","1,444","1,194","3,405","1,732","3,815","3,388","2,171","2,878","2,861","2,795","5,198","2,787"
2021년01월_남_50~59세,"98,106","24,695","2,221","3,407","2,617","2,698","3,957","2,015","1,797","2,745","1,780","1,458","30,543",898,"2,147","1,685","3,711","3,400","2,394","3,707","2,874","2,097","3,742","2,456","1,432","15,475",601,"1,045",884,"2,046","2,509","1,124","1,798","1,321","2,912","1,235","27,393","1,629","1,324","2,861","1,812","2,430","2,821","1,584","2,770","2,595","1,840","3,782","1,945"
2021년01월_남_60~69세,"60,163","15,298","1,656","1,912","1,462","1,622","1,499","1,733","1,246","1,872","1,081","1,215","19,996",642,"1,621","1,381","2,582","2,458","1,656","2,068","1,872","1,437","2,209","1,147",923,"11,063",456,834,701,"1,541","1,360",991,"1,336",824,"1,984","1,036","13,806","1,014",901,"1,399","1,114","1,477","1,258",617,"1,203","1,194",792,"1,597","1,240"
2021년01월_남_70~79세,"25,297","6,978",734,752,652,856,567,830,536,891,454,706,"8,020",315,758,677,"1,021","1,096",689,839,710,502,704,342,367,"5,281",230,385,423,785,554,525,684,321,841,533,"5,018",435,383,534,421,575,412,219,341,359,250,555,534
2021년01월_남_80~89세,"8,830","2,735",248,315,257,331,247,291,188,330,252,276,"2,625",110,269,216,344,325,215,309,213,153,215,145,111,"1,786",79,127,162,252,196,180,205,124,271,190,"1,684",106,113,176,150,183,203,97,156,104,79,161,156
2021년01월_남_90~99세,919,321,26,46,24,32,21,21,27,49,40,35,255,9,34,24,27,26,19,38,16,14,19,14,15,177,9,21,10,24,19,14,16,11,22,31,166,10,11,11,15,21,20,10,13,10,8,22,15
2021년01월_남_100세 이상,84,21,2,4,3,1,0,6,2,0,1,2,28,3,4,1,4,4,2,0,3,2,3,2,0,26,5,3,7,2,2,2,2,0,2,1,9,1,1,0,1,1,3,1,0,0,0,0,1
2021년01월_여_총인구수,"588,823","135,725","11,686","20,343","15,111","15,305","21,344","9,955","9,906","14,284","9,889","7,902","182,561","5,219","11,477","9,586","20,241","18,794","12,296","23,142","23,413","12,201","25,167","12,720","8,305","86,798","2,810","4,979","4,423","12,048","13,590","5,533","10,277","8,593","19,449","5,096","183,739","9,060","7,635","17,516","11,216","19,341","18,193","12,593","16,112","15,691","14,176","27,144","15,062"
2021년01월_여_연령구간인구수,"588,823","135,725","11,686","20,343","15,111","15,305","21,344","9,955","9,906","14,284","9,889","7,902","182,561","5,219","11,477","9,586","20,241","18,794","12,296","23,142","23,413","12,201","25,167","12,720","8,305","86,798","2,810","4,979","4,423","12,048","13,590","5,533","10,277","8,593","19,449","5,096","183,739","9,060","7,635","17,516","11,216","19,341","18,193","12,593","16,112","15,691","14,176","27,144","15,062"
2021년01월_여_0~9세,"46,622","8,775",654,"1,518","1,221",980,"1,704",405,549,722,685,337,"15,654",421,553,503,"1,514","1,225",720,"2,402","3,379",626,"2,697",796,818,"4,619",116,204,151,764,955,190,433,594,"1,081",131,"17,574",576,420,"1,376",629,"2,155","1,756","1,270","1,295","1,678","2,091","2,639","1,689"
2021년01월_여_10~19세,"56,965","13,664",889,"1,958","1,640","1,542","3,362",588,797,"1,344","1,043",501,"16,026",285,757,723,"1,699","1,490","1,001","2,345","2,295",808,"2,624","1,112",887,"6,726",149,239,278,"1,121","1,487",336,669,820,"1,405",222,"20,549",916,720,"2,149","1,113","1,723","2,329","1,059","2,034","2,006","1,578","3,457","1,465"
2021년01월_여_20~29세,"88,204","19,863","1,545","3,908","1,923","2,090","3,009","1,304","1,497","2,039","1,437","1,111","25,999",728,"1,691","1,285","2,931","2,770","1,851","3,031","2,563","2,495","3,215","2,478",961,"13,955",412,839,588,"1,581","1,986",599,"1,533","1,655","4,006",756,"28,387","1,383","1,257","2,881","1,766","3,198","2,406","2,435","2,998","2,086","1,723","4,613","1,641"
2021년01월_여_30~39세,"85,618","15,580","1,391","2,737","1,786","1,761","2,270","1,094","1,260","1,474","1,046",761,"27,723",795,"1,524","1,162","2,768","2,386","1,525","3,336","4,691","2,063","4,144","2,230","1,099","11,307",415,723,464,"1,279","1,749",530,"1,275","1,048","3,286",538,"31,008","1,136",896,"2,479","1,544","3,694","2,829","2,998","2,138","2,557","2,951","4,991","2,795"
2021년01월_여_40~49세,"100,484","22,834","1,791","3,257","2,841","2,598","4,756","1,331","1,519","2,215","1,576",950,"29,780",709,"1,713","1,463","3,013","2,861","1,802","4,101","3,944","1,786","4,650","2,174","1,564","13,129",360,616,577,"1,974","2,360",729,"1,409","1,436","3,072",596,"34,741","1,542","1,228","3,413","1,995","3,460","3,738","2,083","3,206","2,999","2,727","5,570","2,780"
2021년01월_여_50~59세,"98,403","24,562","2,174","3,371","2,669","2,735","3,593","1,962","1,890","2,741","2,062","1,365","31,471",973,"2,111","1,742","3,847","3,392","2,433","3,929","3,149","2,087","4,208","2,168","1,432","15,050",484,901,828,"2,136","2,640",995,"1,874","1,398","2,885",909,"27,320","1,662","1,455","2,757","1,974","2,350","2,909","1,556","2,609","2,589","1,837","3,413","2,209"
2021년01월_여_60~69세,"61,502","15,735","1,702","1,898","1,601","1,823","1,317","1,797","1,308","1,901",989,"1,399","20,471",698,"1,779","1,460","2,521","2,601","1,689","2,162","1,966","1,384","2,320",990,901,"11,604",448,772,793,"1,682","1,284","1,068","1,613",901,"2,077",966,"13,692","1,095",894,"1,358","1,238","1,583","1,200",610,999,"1,021",772,"1,456","1,466"
2021년01월_여_70~79세,"31,393","8,833",932,998,843,"1,124",787,958,671,"1,095",562,863,"9,512",377,864,814,"1,160","1,335",757,"1,120",875,591,798,427,394,"6,638",270,438,508,"1,009",665,686,966,463,"1,006",627,"6,410",475,472,638,577,733,627,362,473,478,294,635,646
2021년01월_여_80~89세,"16,304","4,848",511,593,482,548,455,406,338,631,404,480,"4,940",181,408,355,636,624,441,606,481,308,415,274,211,"3,156",137,209,194,424,393,334,430,234,523,278,"3,360",220,233,395,323,364,336,184,292,224,174,301,314
2021년01월_여_90~99세,"3,088",962,91,98,99,99,90,95,73,116,84,117,917,43,69,67,139,102,72,109,68,52,92,67,37,541,15,35,36,67,67,56,68,43,93,61,668,52,55,66,55,79,59,34,67,51,27,69,54
2021년01월_여_100세 이상,240,69,6,7,6,5,1,15,4,6,1,18,68,9,8,12,13,8,5,1,2,1,4,4,1,73,4,3,6,11,4,10,7,1,15,12,30,3,5,4,2,2,4,2,1,2,2,0,3
