카테고리,충청북도 청주시,충청북도 청주시 상당구,충청북도 청주시 상당구 낭성면,충청북도 청주시 상당구 미원면,충청북도 청주시 상당구 가덕면,충청북도 청주시 상당구 남일면,충청북도 청주시 상당구 문의면,충청북도 청주시 상당구 중앙동,충청북도 청주시 상당구 성안동,충청북도 청주시 상당구 탑대성동,충청북도 청주시 상당구 영운동,충청북도 청주시 상당구 금천동,충청북도 청주시 상당구 용담.명암.산성동,충청북도 청주시 상당구 용암1동,충청북도 청주시 상당구 용암2동,충청북도 청주시 서원구,충청북도 청주시 서원구 남이면,충청북도 청주시 서원구 현도면,충청북도 청주시 서원구 사직1동,충청북도 청주시 서원구 사직2동,충청북도 청주시 서원구 사창동,충청북도 청주시 서원구 모충동,충청북도 청주시 서원구 산남동,충청북도 청주시 서원구 분평동,충청북도 청주시 서원구 수곡1동,충청북도 청주시 서원구 수곡2동,충청북도 청주시 서원구 성화.개신.죽림동,충청북도 청주시 흥덕구,충청북도 청주시 흥덕구 오송읍,충청북도 청주시 흥덕구 강내면,충청북도 청주시 흥덕구 옥산면,충청북도 청주시 흥덕구 운천.신봉동,충청북도 청주시 흥덕구 복대1동,충청북도 청주시 흥덕구 복대2동,충청북도 청주시 흥덕구 가경동,충청북도 청주시 흥덕구 봉명1동,충청북도 청주시 흥덕구 봉명2.송정동,충청북도 청주시 흥덕구 강서제1동,충청북도 청주시 흥덕구 강서제2동,충청북도 청주시 청원구,충청북도 청주시 청원구 내수읍,충청북도 청주시 청원구 오창읍,충청북도 청주시 청원구 북이면,충청북도 청주시 청원구 우암동,충청북도 청주시 청원구 내덕1동,충청북도 청주시 청원구 내덕2동,충청북도 청주시 청원구 율량.사천동,충청북도 청주시 청원구 오근장동
2021년12월_계_80~89세,"25,055","6,752",252,549,377,472,472,398,453,498,448,849,306,"1,006",672,"6,424",526,389,342,471,518,650,493,806,663,648,918,"6,154",696,487,562,590,673,504,976,240,472,715,239,"5,725",853,"1,142",505,698,496,545,"1,043",443
2021년12월_계_90~99세,"3,517",972,39,95,49,69,69,39,77,76,58,106,40,162,93,882,64,74,49,73,44,87,75,103,69,108,136,877,110,55,71,92,96,53,143,31,73,125,28,786,132,178,61,65,57,53,166,74
2021년12월_계_100세 이상,96,26,3,4,0,4,2,2,0,2,1,1,2,3,2,20,1,3,1,2,1,1,1,1,3,2,4,20,1,1,1,3,0,1,5,2,2,4,0,30,6,4,6,4,2,0,5,3
2021년12월_남_총인구수,"427,881","96,267","1,172","2,523","1,971","3,502","2,031","3,380","3,509","4,190","5,243","15,044","6,616","27,420","19,666","95,958","5,262","1,677","3,352","6,709","7,314","7,891","13,176","14,669","6,711","7,838","21,359","135,780","12,030","5,514","9,186","8,298","25,793","8,114","27,189","5,125","12,852","14,462","7,217","99,876","9,838","37,627","2,433","6,230","4,267","6,849","23,621","9,011"
2021년12월_남_연령구간인구수,"427,881","96,267","1,172","2,523","1,971","3,502","2,031","3,380","3,509","4,190","5,243","15,044","6,616","27,420","19,666","95,958","5,262","1,677","3,352","6,709","7,314","7,891","13,176","14,669","6,711","7,838","21,359","135,780","12,030","5,514","9,186","8,298","25,793","8,114","27,189","5,125","12,852","14,462","7,217","99,876","9,838","37,627","2,433","6,230","4,267","6,849","23,621","9,011"
2021년12월_남_0~9세,"36,275","8,074",29,49,43,191,40,199,125,183,285,"1,281",754,"2,693","2,202","6,537",295,43,120,676,297,370,"1,126","1,181",263,451,"1,715","11,939","1,114",314,"1,121",428,"2,805",313,"2,511",223,795,"1,018","1,297","9,725",700,"4,940",42,255,139,452,"2,068","1,129"
2021년12월_남_10~19세,"43,888","10,160",27,94,58,227,103,273,188,330,428,"1,881","1,024","3,312","2,215","10,102",320,58,201,680,474,531,"1,966","2,059",499,714,"2,600","13,593","1,218",521,690,723,"3,351",539,"3,452",290,"1,132","1,146",531,"10,033",937,"3,943",77,362,289,537,"2,650","1,238"
2021년12월_남_20~29세,"64,833","13,178",93,174,177,422,163,520,548,553,670,"2,136",799,"4,033","2,890","15,267",630,103,453,792,"1,802","1,352","2,027","2,369","1,134","1,078","3,527","22,007","1,606",764,993,"1,318","3,892","1,900","4,109","1,062","2,386","2,821","1,156","14,381","1,326","5,199",203,"1,122",592,"1,101","3,861",977
2021년12월_남_30~39세,"62,127","11,948",68,183,112,370,127,463,406,424,605,"1,685",713,"3,815","2,977","11,664",607,115,352,879,"1,143","1,009","1,505","1,615",741,918,"2,780","21,854","2,012",592,"1,783","1,009","4,237","1,098","3,505",968,"2,358","2,491","1,801","16,661","1,040","8,327",202,835,469,924,"3,559","1,305"
2021년12월_남_40~49세,"68,928","15,118",103,235,201,418,223,467,444,589,796,"2,576","1,175","4,635","3,256","14,660",636,197,472,"1,021",951,"1,079","2,347","2,406",876,"1,066","3,609","21,951","2,168",819,"1,432","1,153","4,912","1,022","4,325",729,"2,071","2,208","1,112","17,199","1,586","7,115",265,833,618,"1,049","3,885","1,848"
2021년12월_남_50~59세,"69,055","16,635",231,463,449,664,424,541,613,778,980,"2,577","1,085","4,620","3,210","16,620","1,104",316,683,"1,024",970,"1,371","2,353","2,748","1,163","1,459","3,429","21,557","1,729","1,056","1,374","1,583","3,835","1,349","4,803",808,"2,063","2,296",661,"14,243","1,874","4,162",501,"1,059",770,"1,110","3,596","1,171"
2021년12월_남_60~69세,"51,795","13,030",360,724,535,746,487,480,641,697,871,"1,755",655,"3,026","2,053","13,055","1,052",439,650,"1,032",918,"1,337","1,189","1,466","1,172","1,390","2,410","14,876","1,316",874,"1,111","1,331","1,879","1,159","3,119",677,"1,367","1,607",436,"10,834","1,469","2,532",656,972,755,949,"2,665",836
2021년12월_남_70~79세,"21,649","5,611",164,391,274,288,283,281,337,434,427,837,289,963,643,"5,595",417,262,280,416,535,591,471,541,594,544,944,"5,708",602,408,478,544,626,545,976,270,496,616,147,"4,735",630,"1,009",312,527,431,508,963,355
2021년12월_남_80~89세,"8,613","2,301",88,186,112,154,161,150,188,187,168,297,111,296,203,"2,282",187,133,134,177,210,234,172,267,256,193,319,"2,128",238,159,192,190,244,183,355,91,167,238,71,"1,902",246,369,162,249,193,207,338,138
2021년12월_남_90~99세,707,210,9,23,10,22,20,6,19,14,13,19,11,27,17,174,13,11,7,12,14,17,20,17,13,25,25,164,27,7,12,18,12,6,34,6,16,21,5,159,29,31,12,16,9,12,36,14
2021년12월_남_100세 이상,11,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,1,1,0,0,4,1,0,1,0,2,0,0,0
2021년12월_여_총인구수,"420,601","97,560","1,064","2,375","1,888","3,350","1,860","3,545","3,325","4,401","5,305","15,977","6,786","27,412","20,272","96,941","4,811","1,553","3,163","7,019","7,308","7,753","13,206","15,503","6,536","8,082","22,007","131,649","12,148","5,228","8,746","8,448","24,795","7,726","28,380","4,541","11,176","14,073","6,388","94,451","9,289","32,909","2,101","6,102","4,207","6,530","24,034","9,279"
2021년12월_여_연령구간인구수,"420,601","97,560","1,064","2,375","1,888","3,350","1,860","3,545","3,325","4,401","5,305","15,977","6,786","27,412","20,272","96,941","4,811","1,553","3,163","7,019","7,308","7,753","13,206","15,503","6,536","8,082","22,007","131,649","12,148","5,228","8,746","8,448","24,795","7,726","28,380","4,541","11,176","14,073","6,388","94,451","9,289","32,909","2,101","6,102","4,207","6,530","24,034","9,279"
2021년12월_여_0~9세,"34,861","7,830",21,53,41,199,40,171,112,191,283,"1,215",713,"2,660","2,131","6,274",333,31,140,629,299,338,"1,101","1,156",230,435,"1,582","11,495","1,055",330,"1,119",387,"2,714",271,"2,385",218,801,963,"1,252","9,262",662,"4,753",37,236,162,367,"1,945","1,100"
2021년12월_여_10~19세,"40,851","9,490",25,81,56,217,77,247,170,319,422,"1,831",942,"3,002","2,101","9,307",298,52,216,684,447,507,"1,870","1,845",404,645,"2,339","12,704","1,182",497,590,676,"3,057",490,"3,302",265,"1,084","1,081",480,"9,350",860,"3,696",75,379,243,521,"2,391","1,185"
2021년12월_여_20~29세,"53,922","11,237",62,125,119,268,120,532,414,429,579,"1,936",664,"3,481","2,508","12,847",438,79,340,737,"1,640","1,146","1,654","1,975",839,883,"3,116","18,492","1,724",631,824,"1,124","3,237","1,378","3,526",983,"1,831","2,511",723,"11,346",890,"3,645",122,990,461,933,"3,406",899
2021년12월_여_30~39세,"55,648","11,451",55,105,93,306,84,396,278,329,539,"1,717",801,"3,739","3,009","10,590",496,82,291,919,817,759,"1,549","1,628",580,805,"2,664","19,486","1,975",493,"1,637",827,"4,017",796,"3,617",652,"1,596","2,202","1,674","14,121",888,"6,778",94,651,315,697,"3,224","1,474"
2021년12월_여_40~49세,"67,035","15,364",67,145,150,363,131,450,342,562,696,"2,817","1,323","4,834","3,484","15,033",562,108,374,"1,010",844,914,"2,627","2,941",780,999,"3,874","21,260","2,018",727,"1,212","1,166","4,985",940,"4,976",559,"1,717","2,049",911,"15,378","1,391","6,038",133,641,500,928,"3,986","1,761"
2021년12월_여_50~59세,"68,813","16,786",203,368,376,637,312,555,545,789,910,"2,695","1,066","4,699","3,631","17,120",972,248,609,"1,159","1,106","1,359","2,256","2,840","1,212","1,649","3,710","21,439","1,596",963,"1,306","1,774","3,522","1,445","5,359",723,"1,903","2,250",598,"13,468","1,667","3,388",340,944,724,"1,108","4,153","1,144"
2021년12월_여_60~69세,"53,814","13,321",275,655,456,657,417,551,690,852,972,"2,068",688,"2,966","2,074","13,965",896,363,589,"1,061","1,153","1,508","1,209","1,656","1,284","1,386","2,860","15,218","1,321",794,"1,104","1,407","1,936","1,350","3,270",628,"1,358","1,671",379,"11,310","1,420","2,551",535,"1,059",898,998,"2,934",915
2021년12월_여_70~79세,"26,320","6,844",159,405,293,334,317,360,451,556,578,"1,058",363,"1,183",787,"6,937",426,268,353,463,663,735,563,836,741,740,"1,149","6,799",735,416,524,611,814,687,"1,210",338,523,761,180,"5,740",796,"1,136",368,700,553,599,"1,155",433
2021년12월_여_80~89세,"16,442","4,451",164,363,265,318,311,248,265,311,280,552,195,710,469,"4,142",339,256,208,294,308,416,321,539,407,455,599,"4,026",458,328,370,400,429,321,621,149,305,477,168,"3,823",607,773,343,449,303,338,705,305
2021년12월_여_90~99세,"2,810",762,30,72,39,47,49,33,58,62,45,87,29,135,76,708,51,63,42,61,30,70,55,86,56,83,111,713,83,48,59,74,84,47,109,25,57,104,23,627,103,147,49,49,48,41,130,60
2021년12월_여_100세 이상,85,24,3,3,0,4,2,2,0,1,1,1,2,3,2,18,0,3,1,2,1,1,1,1,3,2,3,17,1,1,1,2,0,1,5,1,1,4,0,26,5,4,5,4,0,0,5,3
