카테고리,전라남도 신안군,전라남도 신안군 지도읍,전라남도 신안군 지도읍선도출장소,전라남도 신안군 압해읍,전라남도 신안군 압해읍매화출장소,전라남도 신안군 압해읍고이도출장소,전라남도 신안군 증도면,전라남도 신안군 증도면병풍출장소,전라남도 신안군 임자면,전라남도 신안군 자은면,전라남도 신안군 비금면,전라남도 신안군 도초면,전라남도 신안군 도초면우이도출장소,전라남도 신안군 흑산면,전라남도 신안군 흑산면가거도출장소,전라남도 신안군 흑산면태도출장소,전라남도 신안군 흑산면홍도출장소,전라남도 신안군 흑산면대둔도출장소,전라남도 신안군 하의면,전라남도 신안군 신의면,전라남도 신안군 장산면,전라남도 신안군 안좌면,전라남도 신안군 안좌면자라출장소,전라남도 신안군 팔금면,전라남도 신안군 암태면
2021년01월_남_연령구간인구수,"20,665","2,190",126,"3,118",123,131,799,183,"1,678","1,188","1,862","1,281",129,"1,273",310,127,281,193,936,842,811,"1,401",151,483,"1,049"
2021년01월_남_0~9세,776,73,2,116,4,11,21,2,81,44,71,52,6,30,8,7,13,5,35,30,38,60,6,10,51
2021년01월_남_10~19세,"1,059",110,2,132,2,4,25,9,120,53,104,104,3,73,16,9,19,10,60,55,27,56,6,16,44
2021년01월_남_20~29세,"1,656",178,10,285,6,4,60,11,141,78,111,104,3,125,45,9,22,22,76,75,50,116,12,38,75
2021년01월_남_30~39세,"1,694",153,9,271,10,9,67,16,128,96,143,108,6,124,46,10,38,14,69,69,66,105,21,39,77
2021년01월_남_40~49세,"2,863",288,11,411,17,16,137,25,272,133,263,160,25,209,63,22,64,33,127,149,112,146,15,52,113
2021년01월_남_50~59세,"4,259",465,36,633,22,23,191,46,341,252,395,222,42,278,69,29,64,45,196,171,151,281,23,75,209
2021년01월_남_60~69세,"4,208",472,32,693,36,25,122,34,314,237,374,256,24,228,41,26,34,39,181,165,173,306,36,122,238
2021년01월_남_70~79세,"2,875",311,13,393,19,26,121,31,218,195,290,188,17,135,14,11,20,22,138,93,134,211,25,95,155
2021년01월_남_80~89세,"1,177",130,11,170,6,12,52,9,61,94,104,80,3,68,8,3,7,2,49,30,56,107,5,33,77
2021년01월_남_90~99세,93,10,0,13,1,1,3,0,2,6,7,7,0,2,0,1,0,1,5,4,3,12,2,3,10
2021년01월_남_100세 이상,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2021년01월_여_총인구수,"18,103","2,007",114,"2,667",120,94,669,132,"1,470","1,062","1,684","1,220",92,"1,024",165,101,209,130,828,702,736,"1,299",122,483,973
2021년01월_여_연령구간인구수,"18,103","2,007",114,"2,667",120,94,669,132,"1,470","1,062","1,684","1,220",92,"1,024",165,101,209,130,828,702,736,"1,299",122,483,973
2021년01월_여_0~9세,753,59,3,105,6,2,24,4,91,37,66,52,3,40,5,8,14,6,42,40,34,57,5,9,41
2021년01월_여_10~19세,979,116,4,154,4,2,22,2,101,44,110,114,2,50,12,5,11,10,47,46,36,43,2,14,28
2021년01월_여_20~29세,"1,099",103,3,218,3,2,40,10,86,57,103,59,5,78,19,8,25,11,43,58,31,79,4,8,46
2021년01월_여_30~39세,964,103,7,143,5,2,25,2,85,40,85,58,7,66,11,4,12,11,51,52,38,73,10,24,50
2021년01월_여_40~49세,"1,410",153,4,224,5,4,55,10,126,76,147,107,6,86,20,5,25,8,69,64,46,69,10,28,63
2021년01월_여_50~59세,"2,751",305,18,470,16,13,96,22,220,179,242,160,19,160,27,16,42,18,116,110,83,172,23,68,156
2021년01월_여_60~69세,"3,433",378,19,545,28,23,112,37,276,215,316,200,21,164,29,19,35,27,151,118,162,246,27,96,189
2021년01월_여_70~79세,"3,497",423,28,431,36,30,168,27,286,231,337,223,13,189,25,14,21,19,146,105,155,266,20,119,185
2021년01월_여_80~89세,"2,793",312,26,312,16,15,113,17,183,164,237,225,13,147,16,20,24,16,145,97,133,245,20,102,195
2021년01월_여_90~99세,412,54,2,63,1,1,14,1,16,18,41,21,2,40,1,2,0,4,18,11,17,49,1,15,20
2021년01월_여_100세 이상,12,1,0,2,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,1,1,0,0,0,0
