카테고리,전라북도 전주시,전라북도 전주시 완산구,전라북도 전주시 완산구 중앙동,전라북도 전주시 완산구 풍남동,전라북도 전주시 완산구 노송동,전라북도 전주시 완산구 완산동,전라북도 전주시 완산구 동서학동,전라북도 전주시 완산구 서서학동,전라북도 전주시 완산구 중화산1동,전라북도 전주시 완산구 중화산2동,전라북도 전주시 완산구 서신동,전라북도 전주시 완산구 평화1동,전라북도 전주시 완산구 평화2동,전라북도 전주시 완산구 삼천1동,전라북도 전주시 완산구 삼천2동,전라북도 전주시 완산구 삼천3동,전라북도 전주시 완산구 효자1동,전라북도 전주시 완산구 효자2동,전라북도 전주시 완산구 효자3동,전라북도 전주시 완산구 효자4동,전라북도 전주시 완산구 효자5동,전라북도 전주시 덕진구,전라북도 전주시 덕진구 진북동,전라북도 전주시 덕진구 인후1동,전라북도 전주시 덕진구 인후2동,전라북도 전주시 덕진구 인후3동,전라북도 전주시 덕진구 덕진동,전라북도 전주시 덕진구 금암1동,전라북도 전주시 덕진구 금암2동,전라북도 전주시 덕진구 팔복동,전라북도 전주시 덕진구 우아1동,전라북도 전주시 덕진구 우아2동,전라북도 전주시 덕진구 호성동,전라북도 전주시 덕진구 송천1동,전라북도 전주시 덕진구 송천2동,전라북도 전주시 덕진구 조촌동,전라북도 전주시 덕진구 여의동,전라북도 전주시 덕진구 혁신동,전라북도 전주시효자출장소
2020년12월_남_40~49세,"52,475","25,552",496,324,917,358,431,648,880,"1,655","3,237",917,"3,577",761,805,"1,601",783,697,985,"3,273","3,207","26,923",969,"1,482",803,"2,984","1,637",518,683,702,775,"1,305","1,499","5,707","1,973","1,017","2,637","2,232",0
2020년12월_남_50~59세,"52,020","27,536",653,345,979,434,551,775,"1,161","1,622","3,445","1,129","3,659","1,062","1,164","2,048",835,823,"1,068","2,881","2,902","24,484","1,155","1,378",952,"2,555","1,352",574,777,816,813,"1,401","1,719","4,238","2,236","1,124","2,221","1,173",0
2020년12월_남_60~69세,"36,663","20,008",667,407,999,415,610,711,"1,012",963,"1,881","1,054","2,797",830,"1,094","1,378",823,733,967,"1,669",998,"16,655","1,107","1,023",869,"1,368",983,472,693,712,713,969,"1,324","2,070","1,543",920,"1,436",453,0
2020년12월_남_70~79세,"19,611","10,668",467,304,705,283,387,497,558,427,946,625,"1,323",426,548,622,515,458,525,642,410,"8,943",799,706,616,767,605,285,572,425,379,451,568,805,752,428,628,157,0
2020년12월_남_80~89세,"7,076","3,760",190,121,296,114,140,150,217,141,389,226,425,128,142,240,187,123,207,170,154,"3,316",418,239,254,256,226,133,206,127,135,176,226,254,250,165,206,45,0
2020년12월_남_90~99세,632,351,17,15,25,11,12,8,20,15,29,23,42,15,9,30,17,16,19,23,5,281,40,15,14,20,22,11,11,8,14,16,20,27,27,13,19,4,0
2020년12월_남_100세 이상,31,17,1,3,2,0,1,2,1,0,0,1,0,2,0,0,1,0,0,1,2,14,2,1,0,1,4,1,0,1,1,1,0,1,0,0,1,0,0
2020년12월_여_총인구수,"333,890","174,305","3,786","2,138","6,423","2,493","3,252","4,464","7,611","9,827","21,351","6,689","23,985","6,067","7,021","11,499","5,754","5,391","7,851","20,448","18,255","159,585","7,323","9,593","5,722","16,545","9,985","3,585","5,081","3,500","4,832","7,026","10,721","30,742","13,658","6,079","15,160","10,033",0
2020년12월_여_연령구간인구수,"333,890","174,305","3,786","2,138","6,423","2,493","3,252","4,464","7,611","9,827","21,351","6,689","23,985","6,067","7,021","11,499","5,754","5,391","7,851","20,448","18,255","159,585","7,323","9,593","5,722","16,545","9,985","3,585","5,081","3,500","4,832","7,026","10,721","30,742","13,658","6,079","15,160","10,033",0
2020년12월_여_0~9세,"26,434","12,061",142,43,298,84,150,151,455,690,"1,632",259,"2,011",335,335,786,290,263,468,"2,196","1,473","14,373",295,754,270,"1,353",984,112,209,142,336,421,780,"3,898","1,054",410,"1,813","1,542",0
2020년12월_여_10~19세,"34,628","17,345",225,82,372,164,217,315,594,"1,281","2,479",402,"2,616",538,627,"1,176",430,450,766,"2,366","2,245","17,283",493,"1,146",366,"2,048",750,169,317,247,400,635,"1,284","4,187","1,513",460,"1,516","1,752",0
2020년12월_여_20~29세,"44,202","23,884",419,191,682,245,327,467,"1,189","1,554","3,162",645,"2,816",793,950,"1,420",664,711,992,"3,092","3,565","20,318",820,"1,092",744,"2,271","1,525",994,737,337,636,962,"1,228","3,650","1,941",709,"1,800",872,0
2020년12월_여_30~39세,"40,536","19,724",362,154,649,195,266,350,810,"1,130","2,603",593,"2,720",566,614,"1,100",558,523,824,"2,816","2,891","20,812",595,989,586,"2,071","1,654",385,455,279,585,877,"1,053","4,873","1,493",783,"2,573","1,561",0
2020년12월_여_40~49세,"54,642","27,919",419,213,791,306,373,536,"1,041","1,839","3,856",803,"4,005",888,939,"1,912",771,723,"1,141","3,726","3,637","26,723",860,"1,635",681,"3,164","1,391",336,598,408,660,"1,162","1,714","6,104","2,221",850,"2,538","2,401",0
2020년12월_여_50~59세,"53,977","29,514",631,336,"1,016",370,507,766,"1,376","1,618","3,593","1,189","4,056","1,190","1,455","2,236",979,969,"1,463","3,180","2,584","24,463","1,197","1,481",935,"2,606","1,372",516,815,643,839,"1,186","1,910","4,160","2,422","1,038","2,251","1,092",0
2020년12월_여_60~69세,"40,190","22,399",751,472,"1,186",440,663,913,"1,162",963,"2,085","1,209","3,108",924,"1,190","1,442",997,931,"1,149","1,792","1,022","17,791","1,235","1,236","1,028","1,449","1,166",488,924,662,749,909,"1,464","2,172","1,571",843,"1,421",474,0
2020년12월_여_70~79세,"24,487","13,268",518,408,858,417,448,614,614,452,"1,219",977,"1,627",508,588,830,700,550,646,774,520,"11,219","1,163",845,754,"1,011",728,382,703,509,389,520,780,"1,043",885,539,772,196,0
2020년12월_여_80~89세,"12,517","6,892",269,191,476,231,253,302,322,245,627,518,875,271,280,494,309,229,332,408,260,"5,625",577,350,312,492,339,171,287,234,205,297,440,540,471,386,411,113,0
2020년12월_여_90~99세,"2,147","1,234",42,46,82,41,47,46,46,52,91,93,142,52,42,100,54,39,69,96,54,913,81,58,40,77,61,32,35,35,33,56,64,113,84,55,59,30,0
2020년12월_여_100세 이상,130,65,8,2,13,0,1,4,2,3,4,1,9,2,1,3,2,3,1,2,4,65,7,7,6,3,15,0,1,4,0,1,4,2,3,6,6,0,0
