카테고리,인천광역시 부평구,인천광역시 부평구 부평1동,인천광역시 부평구 부평2동,인천광역시 부평구 부평3동,인천광역시 부평구 부평4동,인천광역시 부평구 부평5동,인천광역시 부평구 부평6동,인천광역시 부평구 산곡1동,인천광역시 부평구 산곡2동,인천광역시 부평구 산곡3동,인천광역시 부평구 산곡4동,인천광역시 부평구 청천1동,인천광역시 부평구 청천2동,인천광역시 부평구 갈산1동,인천광역시 부평구 갈산2동,인천광역시 부평구 삼산1동,인천광역시 부평구 삼산2동,인천광역시 부평구 부개1동,인천광역시 부평구 부개2동,인천광역시 부평구 부개3동,인천광역시 부평구 일신동,인천광역시 부평구 십정1동,인천광역시 부평구 십정2동
2021년06월_계_총인구수,"490,609","36,985","15,236","12,871","36,408","32,311","15,192","13,173","31,490","22,256","17,889","6,966","35,132","16,367","18,974","33,890","29,082","16,370","19,010","31,344","12,645","13,809","23,209"
2021년06월_계_연령구간인구수,"490,609","36,985","15,236","12,871","36,408","32,311","15,192","13,173","31,490","22,256","17,889","6,966","35,132","16,367","18,974","33,890","29,082","16,370","19,010","31,344","12,645","13,809","23,209"
2021년06월_계_0~9세,"31,652","2,265",811,610,"2,420","2,389","1,047",625,"2,631","1,164","1,173",323,"2,734",827,"1,148","2,270","2,346",818,"1,313","1,834","1,010",784,"1,110"
2021년06월_계_10~19세,"42,171","2,863","1,172",851,"2,335","2,233",913,979,"3,746","2,002","1,726",506,"2,957","1,239","1,406","3,479","4,145","1,064","1,724","3,203","1,039","1,079","1,510"
2021년06월_계_20~29세,"68,810","5,968","2,063","1,629","5,888","5,079","2,118","1,669","4,030","2,878","2,594",888,"4,830","2,530","2,484","4,682","3,710","2,090","2,576","4,703","1,586","1,789","3,026"
2021년06월_계_30~39세,"66,422","5,889","2,107","1,692","6,382","5,821","2,410","1,593","3,634","2,293","2,147",804,"5,220","2,190","2,665","3,851","2,940","1,991","2,594","4,001","1,752","1,576","2,870"
2021년06월_계_40~49세,"75,946","5,626","2,366","1,862","5,548","5,259","2,283","1,819","5,495","3,082","2,710","1,045","5,272","2,311","2,459","5,547","5,645","2,353","3,004","5,080","1,777","2,094","3,309"
2021년06월_계_50~59세,"88,810","6,143","2,685","2,296","6,043","5,163","2,583","2,504","5,582","4,023","3,364","1,471","6,423","3,277","3,502","6,468","5,375","2,889","3,382","6,111","2,157","2,650","4,719"
2021년06월_계_60~69세,"68,808","4,796","2,248","2,163","4,563","3,744","2,205","2,282","3,944","3,688","2,457","1,189","4,777","2,438","3,199","4,479","2,992","2,925","2,616","3,863","2,078","2,203","3,959"
2021년06월_계_70~79세,"31,431","2,179","1,244","1,153","2,173","1,729","1,039","1,116","1,649","1,922","1,056",502,"1,924","1,046","1,358","1,900","1,232","1,581","1,219","1,636",858,"1,084","1,831"
2021년06월_계_80~89세,"14,331","1,083",475,523,938,767,521,495,676,"1,015",579,190,874,441,622,"1,046",589,587,525,787,341,481,776
2021년06월_계_90~99세,"2,112",164,64,89,116,116,63,88,101,175,83,36,117,64,125,165,104,70,51,124,46,66,85
2021년06월_계_100세 이상,116,9,1,3,2,11,10,3,2,14,0,12,4,4,6,3,4,2,6,2,1,3,14
2021년06월_남_총인구수,"242,460","17,833","7,594","6,435","18,032","15,965","7,490","6,646","15,511","10,819","8,526","3,719","17,577","8,270","9,231","16,610","14,112","8,229","9,245","15,089","6,493","7,035","11,999"
2021년06월_남_연령구간인구수,"242,460","17,833","7,594","6,435","18,032","15,965","7,490","6,646","15,511","10,819","8,526","3,719","17,577","8,270","9,231","16,610","14,112","8,229","9,245","15,089","6,493","7,035","11,999"
2021년06월_남_0~9세,"16,177","1,128",389,318,"1,241","1,202",563,331,"1,335",615,600,155,"1,418",406,577,"1,190","1,182",412,648,948,544,428,547
2021년06월_남_10~19세,"21,853","1,424",606,450,"1,230","1,112",472,516,"1,972","1,063",889,251,"1,561",697,738,"1,762","2,138",558,844,"1,619",561,573,817
2021년06월_남_20~29세,"35,359","2,873","1,078",865,"2,885","2,506","1,008",924,"2,112","1,547","1,320",500,"2,493","1,355","1,295","2,481","1,901","1,116","1,323","2,361",903,943,"1,570"
2021년06월_남_30~39세,"34,320","3,064","1,150",904,"3,333","3,094","1,221",855,"1,742","1,186","1,044",443,"2,694","1,183","1,355","1,960","1,404","1,075","1,294","1,941",938,851,"1,589"
2021년06월_남_40~49세,"38,325","2,766","1,243",989,"2,846","2,819","1,230",936,"2,652","1,520","1,277",592,"2,718","1,203","1,257","2,681","2,581","1,279","1,501","2,415",937,"1,070","1,813"
