카테고리,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 덕양구 주교동,경기도 고양시 덕양구 원신동,경기도 고양시 덕양구 흥도동,경기도 고양시 덕양구 성사1동,경기도 고양시 덕양구 성사2동,경기도 고양시 덕양구 효자동,경기도 고양시 덕양구 삼송동,경기도 고양시 덕양구 창릉동,경기도 고양시 덕양구 고양동,경기도 고양시 덕양구 관산동,경기도 고양시 덕양구 능곡동,경기도 고양시 덕양구 화정1동,경기도 고양시 덕양구 화정2동,경기도 고양시 덕양구 행주동,경기도 고양시 덕양구 행신1동,경기도 고양시 덕양구 행신2동,경기도 고양시 덕양구 행신3동,경기도 고양시 덕양구 화전동,경기도 고양시 덕양구 대덕동,경기도 고양시 일산동구,경기도 고양시 일산동구 식사동,경기도 고양시 일산동구 중산동,경기도 고양시 일산동구 정발산동,경기도 고양시 일산동구 풍산동,경기도 고양시 일산동구 백석1동,경기도 고양시 일산동구 백석2동,경기도 고양시 일산동구 마두1동,경기도 고양시 일산동구 마두2동,경기도 고양시 일산동구 장항1동,경기도 고양시 일산동구 장항2동,경기도 고양시 일산동구 고봉동,경기도 고양시 일산서구,경기도 고양시 일산서구 일산1동,경기도 고양시 일산서구 일산2동,경기도 고양시 일산서구 일산3동,경기도 고양시 일산서구 탄현동,경기도 고양시 일산서구 주엽1동,경기도 고양시 일산서구 주엽2동,경기도 고양시 일산서구 대화동,경기도 고양시 일산서구 송포동,경기도 고양시 일산서구 송산동
2020년09월_계_80~89세,"32,460","14,697",615,540,"1,011",780,537,217,627,384,"1,065","1,333",560,"1,473","1,017",729,725,998,"1,483",491,112,"8,643",639,"1,569",724,"1,063",764,664,716,678,159,809,858,"9,120",900,680,840,"1,338","1,219","1,438",954,569,"1,182"
2020년09월_계_90~99세,"4,686","2,029",79,75,130,105,62,43,67,71,135,202,90,176,123,106,93,130,231,96,15,"1,356",104,261,100,161,100,91,116,111,33,107,172,"1,301",116,98,143,205,171,197,127,76,168
2020년09월_계_100세 이상,331,210,6,5,5,11,4,19,15,12,13,43,12,16,4,6,4,8,4,17,6,62,4,16,6,4,6,6,9,1,3,3,4,59,11,5,6,3,8,10,7,2,7
2020년09월_남_총인구수,"526,928","234,209","7,841","11,464","22,038","10,895","5,573","5,508","10,804","10,255","15,396","18,591","8,094","18,615","16,316","10,070","10,832","16,073","22,534","11,842","1,468","145,462","16,851","22,982","11,520","18,950","14,757","10,176","11,878","7,901","5,501","12,951","11,995","147,257","13,511","9,353","17,602","25,727","13,245","13,794","17,592","10,777","25,656"
2020년09월_남_연령구간인구수,"526,928","234,209","7,841","11,464","22,038","10,895","5,573","5,508","10,804","10,255","15,396","18,591","8,094","18,615","16,316","10,070","10,832","16,073","22,534","11,842","1,468","145,462","16,851","22,982","11,520","18,950","14,757","10,176","11,878","7,901","5,501","12,951","11,995","147,257","13,511","9,353","17,602","25,727","13,245","13,794","17,592","10,777","25,656"
2020년09월_남_0~9세,"42,265","19,691",317,"1,602","2,783",689,336,767,"1,089","1,310","1,222","1,123",508,"1,074","1,384",402,774,"1,192","1,449","1,625",45,"10,780","1,704","1,794",656,"1,667","1,067",454,756,646,722,587,727,"11,794","1,013",466,"1,387","2,463",990,"1,059","1,181",830,"2,405"
2020년09월_남_10~19세,"54,242","21,294",686,926,"1,934","1,018",561,371,752,760,"1,676","1,490",661,"1,962","1,969",668,"1,027","1,498","2,509",747,79,"15,450","2,416","2,398","1,093","2,361","1,456",720,"1,714","1,140",485,817,850,"17,498","1,382",807,"3,057","2,931","1,674","1,616","1,635","1,203","3,193"
2020년09월_남_20~29세,"77,123","32,497","1,196","1,172","2,545","1,587",783,665,"1,296","1,115","1,906","2,413","1,189","3,136","2,378","1,575","1,613","2,656","3,652","1,362",258,"22,617","2,380","3,692","2,109","2,730","2,459","1,623","1,915","1,154",599,"2,308","1,648","22,009","2,092","1,488","2,473","3,873","1,914","1,948","3,041","1,688","3,492"
2020년09월_남_30~39세,"70,361","33,766",864,"1,888","3,689","1,289",656,"1,186","2,128","2,264","1,756","2,205",954,"2,203","2,139","1,322","1,441","2,547","2,587","2,483",165,"18,631","1,662","2,731","1,490","2,290","2,246","1,682","1,064",698,763,"2,415","1,590","17,964","1,638","1,005","1,701","3,538","1,534","1,629","2,723","1,415","2,781"
2020년09월_남_40~49세,"88,517","39,384","1,154","2,229","4,349","1,804",844,950,"1,828","1,847","2,706","3,078","1,183","2,825","2,948","1,535","1,723","2,428","3,645","2,128",180,"24,401","3,207","3,526","1,724","3,272","2,354","1,875","1,908","1,298","1,013","2,326","1,898","24,732","2,098","1,303","3,257","4,484","2,124","2,219","2,700","1,786","4,761"
2020년09월_남_50~59세,"95,747","41,089","1,711","1,538","3,049","2,151","1,008",776,"1,504","1,308","2,671","3,549","1,629","3,742","2,852","2,179","2,050","2,936","4,570","1,573",293,"27,292","3,158","4,346","2,120","3,336","2,689","1,968","2,397","1,552",977,"2,345","2,404","27,366","2,543","2,106","3,185","4,710","2,344","2,462","3,249","1,966","4,801"
2020년09월_남_60~69세,"59,376","27,562","1,159","1,297","2,174","1,398",782,465,"1,271",999,"1,924","2,788","1,179","2,005","1,565","1,492","1,383","1,708","2,517","1,185",271,"16,224","1,497","2,734","1,406","2,025","1,576","1,146","1,338",788,635,"1,291","1,788","15,590","1,600","1,369","1,635","2,283","1,492","1,558","1,893","1,132","2,628"
2020년09월_남_70~79세,"26,290","13,012",533,605,"1,120",646,392,221,688,482,"1,076","1,400",563,"1,007",665,618,536,741,"1,063",530,126,"6,607",563,"1,153",634,834,589,483,503,344,234,502,768,"6,671",772,535,570,926,685,752,808,497,"1,126"
2020년09월_남_80~89세,"11,728","5,354",199,186,369,292,196,79,230,147,412,489,209,603,384,258,264,336,476,180,45,"3,098",234,535,259,388,294,202,251,241,69,330,295,"3,276",342,248,299,468,432,482,331,241,433
2020년09월_남_90~99세,"1,188",503,20,20,26,20,14,19,13,22,41,42,17,54,31,20,20,30,66,24,4,342,29,68,26,47,25,23,29,39,3,28,25,343,30,26,36,51,54,65,29,18,34
2020년09월_남_100세 이상,91,57,2,1,0,1,1,9,5,1,6,14,2,4,1,1,1,1,0,5,2,20,1,5,3,0,2,0,3,1,1,2,2,14,1,0,2,0,2,4,2,1,2
2020년09월_여_총인구수,"548,913","239,385","7,351","12,366","23,269","10,991","5,949","5,748","11,512","10,284","15,193","18,038","7,674","19,688","17,301","9,243","11,422","16,621","23,776","11,884","1,075","153,439","17,760","24,568","12,290","20,361","16,198","10,814","12,751","8,801","5,191","13,748","10,957","156,089","14,336","9,456","18,665","26,724","14,981","15,667","18,814","11,053","26,393"
2020년09월_여_연령구간인구수,"548,913","239,385","7,351","12,366","23,269","10,991","5,949","5,748","11,512","10,284","15,193","18,038","7,674","19,688","17,301","9,243","11,422","16,621","23,776","11,884","1,075","153,439","17,760","24,568","12,290","20,361","16,198","10,814","12,751","8,801","5,191","13,748","10,957","156,089","14,336","9,456","18,665","26,724","14,981","15,667","18,814","11,053","26,393"
2020년09월_여_0~9세,"40,579","18,921",268,"1,599","2,754",656,332,758,"1,126","1,222","1,116","1,068",425,"1,028","1,357",346,685,"1,159","1,394","1,588",40,"10,278","1,655","1,710",596,"1,626","1,040",476,710,599,644,541,681,"11,380","1,044",493,"1,297","2,302",969,979,"1,130",834,"2,332"
2020년09월_여_10~19세,"51,479","20,307",565,991,"1,945",879,526,420,686,721,"1,522","1,378",590,"1,789","1,880",607,"1,080","1,409","2,466",790,63,"14,407","2,262","2,153","1,079","2,219","1,371",648,"1,620","1,090",453,781,731,"16,765","1,346",722,"2,855","2,771","1,656","1,620","1,454","1,138","3,203"
2020년09월_여_20~29세,"73,572","30,226",953,"1,156","2,571","1,418",665,817,"1,406","1,209","1,674","1,953",942,"3,126","2,256","1,320","1,535","2,419","3,331","1,314",161,"22,362","2,364","3,346","1,950","2,684","2,561","1,836","1,957","1,146",538,"2,701","1,279","20,984","1,933","1,321","2,378","3,679","1,794","1,934","3,356","1,433","3,156"
2020년09월_여_30~39세,"71,754","33,295",657,"2,232","4,135","1,221",642,"1,204","2,115","2,289","1,654","1,973",859,"2,108","2,215",990,"1,327","2,409","2,574","2,592",99,"19,591","2,097","2,892","1,422","2,466","2,305","1,724","1,222",907,882,"2,360","1,314","18,868","1,617",965,"1,821","3,643","1,749","1,775","2,660","1,536","3,102"
2020년09월_여_40~49세,"94,477","39,111","1,074","2,065","4,063","1,748",956,872,"1,769","1,714","2,635","2,669","1,141","3,205","3,401","1,289","1,879","2,662","4,012","1,831",126,"27,181","3,725","3,959","1,972","3,696","2,775","1,935","2,346","1,708",937,"2,524","1,604","28,185","2,365","1,325","4,063","4,887","2,661","2,670","3,001","2,030","5,183"
2020년09월_여_50~59세,"98,342","41,360","1,504","1,750","3,314","2,084","1,087",767,"1,737","1,275","2,383","3,393","1,569","3,871","2,934","1,901","2,219","3,092","4,737","1,558",185,"28,391","3,040","4,923","2,419","3,611","3,036","1,888","2,454","1,579",883,"2,410","2,148","28,591","2,728","2,135","3,353","4,820","2,667","2,791","3,553","1,986","4,558"
2020년09월_여_60~69세,"58,881","27,950","1,144","1,464","2,411","1,479",800,474,"1,384","1,015","2,090","2,869","1,075","1,993","1,486","1,404","1,328","1,604","2,523","1,228",179,"15,749","1,348","2,770","1,507","2,105","1,671","1,100","1,194",760,521,"1,135","1,638","15,182","1,597","1,278","1,458","2,192","1,508","1,582","1,881","1,106","2,580"
2020년09월_여_70~79세,"35,359","17,193",707,696,"1,325",923,549,264,828,542,"1,365","1,702",639,"1,564","1,044",824,832,"1,098","1,563",588,140,"8,879",786,"1,577",803,"1,161",890,671,690,503,211,737,850,"9,287","1,052",708,788,"1,403","1,067","1,222","1,053",603,"1,391"
2020년09월_여_80~89세,"20,732","9,343",416,354,642,488,341,138,397,237,653,844,351,870,633,471,461,662,"1,007",311,67,"5,545",405,"1,034",465,675,470,462,465,437,90,479,563,"5,844",558,432,541,870,787,956,623,328,749
2020년09월_여_90~99세,"3,498","1,526",59,55,104,85,48,24,54,49,94,160,73,122,92,86,73,100,165,72,11,"1,014",75,193,74,114,75,68,87,72,30,79,147,958,86,72,107,154,117,132,98,58,134
2020년09월_여_100세 이상,240,153,4,4,5,10,3,10,10,11,7,29,10,12,3,5,3,7,4,12,4,42,3,11,3,4,4,6,6,0,2,1,2,45,10,5,4,3,6,6,5,1,5
