카테고리,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020년07월_계_총인구수,"13,351,891","1,191,244","275,479","370,548","175,247","369,970","938,982","234,993","218,146","485,843","455,671","556,561","241,478","315,083","824,675","311,119","525,378","93,985","654,093","349,189","304,904","1,077,347","474,118","299,328","303,901","61,717","198,212","709,247","228,323","484,164","275,995","163,049","284,507","1,074,968","257,732","441,190","376,046","456,788","218,954","185,544","451,842","839,493","378,723","227,972","147,809","111,400","43,566","62,632","117,931"
2020년07월_계_연령구간인구수,"13,351,891","1,191,244","275,479","370,548","175,247","369,970","938,982","234,993","218,146","485,843","455,671","556,561","241,478","315,083","824,675","311,119","525,378","93,985","654,093","349,189","304,904","1,077,347","474,118","299,328","303,901","61,717","198,212","709,247","228,323","484,164","275,995","163,049","284,507","1,074,968","257,732","441,190","376,046","456,788","218,954","185,544","451,842","839,493","378,723","227,972","147,809","111,400","43,566","62,632","117,931"
2020년07월_계_0~9세,"1,164,671","100,439","19,034","33,584","9,850","37,971","70,069","15,469","13,749","40,851","34,555","40,815","16,119","24,696","59,451","24,748","48,577","6,534","45,583","23,898","21,685","83,989","39,100","21,379","23,510","5,005","15,686","66,380","24,399","47,011","21,613","13,368","30,227","103,560","21,654","44,251","37,655","44,359","19,354","14,436","52,697","105,792","35,731","20,066","8,879","7,601","2,833","3,494","7,420"
2020년07월_계_10~19세,"1,339,699","120,161","29,186","33,878","14,241","42,856","88,789","17,482","17,058","54,249","42,816","53,638","19,332","34,306","72,142","31,773","52,809","8,699","65,571","34,843","30,728","106,613","41,951","30,117","34,545","6,308","18,499","77,701","24,886","49,490","27,237","14,899","24,385","123,882","26,940","51,319","45,623","48,281","23,630","18,497","46,031","95,091","33,847","24,081","12,554","9,697","3,208","4,758","9,726"
2020년07월_계_20~29세,"1,792,794","187,083","44,152","54,952","28,689","59,290","132,166","34,133","31,441","66,592","63,429","78,975","34,899","44,076","118,565","40,214","71,509","11,199","106,098","57,634","48,464","150,981","62,917","44,958","43,106","8,546","27,416","84,122","30,922","67,392","38,570","22,962","34,336","136,408","34,166","55,941","46,301","55,801","29,739","22,037","49,311","101,119","44,710","27,045","17,925","12,084","5,389","6,223","10,518"
2020년07월_계_30~39세,"1,912,629","181,719","33,316","59,475","24,797","64,131","137,389","34,736","31,350","71,303","59,604","78,218","33,562","44,656","118,350","43,707","78,517","10,295","86,119","44,142","41,977","142,803","67,261","38,509","37,033","8,495","26,874","90,658","39,380","74,718","39,196","22,575","48,776","148,107","34,193","61,242","52,672","66,390","30,686","23,145","72,023","150,694","58,584","28,027","14,782","11,718","4,274","5,864","10,942"
2020년07월_계_40~49세,"2,296,589","204,528","46,291","61,795","27,693","68,749","158,362","36,872","33,746","87,744","74,531","89,590","35,789","53,801","131,139","53,654","91,885","14,445","109,713","58,428","51,285","184,397","79,076","51,983","53,338","9,489","33,062","129,868","42,815","88,002","45,322","24,926","49,826","200,884","43,501","84,395","72,988","79,305","34,844","30,144","83,930","160,531","65,855","39,252","20,844","16,067","5,020","8,007","16,352"
2020년07월_계_50~59세,"2,220,221","196,537","49,361","62,490","30,720","53,966","155,708","40,452","39,027","76,229","79,484","98,707","44,033","54,674","149,234","51,778","85,361","16,338","127,190","68,198","58,992","193,810","82,259","55,692","55,859","10,860","35,882","115,550","32,853","85,087","48,438","29,638","41,185","162,562","42,873","65,418","54,271","71,097","35,155","31,117","64,684","112,444","62,740","37,638","29,420","20,092","7,231","11,466","20,935"
2020년07월_계_60~69세,"1,474,875","116,194","29,863","38,505","21,837","25,989","110,213","31,885","30,055","48,273","54,857","68,988","33,557","35,431","107,174","37,944","52,634","12,840","68,207","36,128","32,079","116,196","54,697","31,276","30,223","7,112","23,674","80,143","19,105","43,788","32,094","20,761","33,561","103,259","30,047","40,216","32,996","47,231","24,948","24,224","46,617","66,280","46,302","27,859","23,577","17,924","7,341","11,821","22,007"
2020년07월_계_70~79세,"757,425","56,025","15,635","17,295","11,842","11,253","57,368","16,735","15,106","25,527","30,807","31,453","16,301","15,152","45,993","18,351","28,285","8,778","29,361","16,608","12,753","61,597","30,171","15,477","15,949","3,655","11,619","44,163","9,563","18,819","14,928","9,034","15,594","65,301","15,911","26,146","23,244","28,488","12,982","13,479","25,022","31,469","21,636","16,132","12,483","10,210","5,064","6,858","12,908"
