카테고리,경기도 안양시,경기도 안양시 만안구,경기도 안양시 만안구 안양1동,경기도 안양시 만안구 안양2동,경기도 안양시 만안구 안양3동,경기도 안양시 만안구 안양4동,경기도 안양시 만안구 안양5동,경기도 안양시 만안구 안양6동,경기도 안양시 만안구 안양7동,경기도 안양시 만안구 안양8동,경기도 안양시 만안구 안양9동,경기도 안양시 만안구 석수1동,경기도 안양시 만안구 석수2동,경기도 안양시 만안구 석수3동,경기도 안양시 만안구 박달1동,경기도 안양시 만안구 박달2동,경기도 안양시 동안구,경기도 안양시 동안구 비산1동,경기도 안양시 동안구 비산2동,경기도 안양시 동안구 비산3동,경기도 안양시 동안구 부흥동,경기도 안양시 동안구 달안동,경기도 안양시 동안구 관양1동,경기도 안양시 동안구 관양2동,경기도 안양시 동안구 부림동,경기도 안양시 동안구 평촌동,경기도 안양시 동안구 평안동,경기도 안양시 동안구 귀인동,경기도 안양시 동안구 호계1동,경기도 안양시 동안구 호계2동,경기도 안양시 동안구 호계3동,경기도 안양시 동안구 범계동,경기도 안양시 동안구 신촌동,경기도 안양시 동안구 갈산동
2020년10월_남_10~19세,"27,356","9,915",557,806,692,243,417,664,688,378,655,830,"1,431",727,608,"1,219","17,441","1,171",544,764,"1,210",380,"1,572",709,"1,264",871,"1,972","1,798",392,908,"1,044","1,226",828,788
2020년10월_남_20~29세,"40,604","18,176",987,"1,730","1,333",532,762,"1,714","1,015",908,"1,341","1,356","2,457","1,099","1,138","1,804","22,428","1,471",825,"1,550","1,104",712,"3,169","1,638","1,786","1,145","1,381",940,466,"1,692","1,747",988,"1,016",798
2020년10월_남_30~39세,"39,440","17,482",978,"1,639","1,186",532,751,"1,983","1,341",892,"1,162","1,342","2,165",818,935,"1,758","21,958","1,363",703,"1,275","1,042","1,183","2,586","1,661","3,013",881,"1,520",539,795,"1,605","1,544",868,814,566
2020년10월_남_40~49세,"43,253","18,089","1,008","1,575","1,238",549,783,"1,661","1,337",810,"1,172","1,472","2,493","1,071","1,184","1,736","25,164","1,679",797,"1,187","1,559",836,"2,492","1,518","2,484","1,205","2,523","1,835",783,"1,382","1,617","1,375",979,913
2020년10월_남_50~59세,"47,613","21,496","1,129","1,973","1,468",699,"1,035","1,816","1,306","1,014","1,597","1,646","3,080","1,290","1,631","1,812","26,117","1,867","1,004","1,778","1,347",747,"3,333","1,774","1,853","1,453","1,729","1,393",624,"1,791","2,038","1,236","1,207",943
2020년10월_남_60~69세,"34,625","16,814",752,"1,616","1,268",523,862,"1,456",843,915,"1,384","1,446","2,214",944,"1,165","1,426","17,811","1,376",734,"1,426",941,543,"2,489","1,162","1,161",754,939,645,413,"1,391","1,603",712,845,677
2020년10월_남_70~79세,"14,482","7,669",344,766,579,277,432,688,329,412,654,691,"1,027",378,591,501,"6,813",496,297,554,381,217,"1,063",526,393,278,327,255,157,472,521,283,292,301
2020년10월_남_80~89세,"4,791","2,460",115,231,163,122,163,227,93,130,222,202,341,126,171,154,"2,331",162,71,170,127,87,327,188,171,126,118,123,40,148,140,130,87,116
2020년10월_남_90~99세,508,215,12,18,12,20,11,29,12,5,13,26,25,4,13,15,293,24,8,28,14,10,46,19,15,10,22,14,2,11,18,27,9,16
2020년10월_남_100세 이상,52,28,0,4,2,0,2,5,3,0,4,4,1,0,3,0,24,1,4,3,1,0,2,0,1,1,3,0,1,2,4,0,0,1
2020년10월_여_총인구수,"279,124","120,008","6,408","10,908","8,429","3,638","5,519","10,214","8,124","5,324","8,956","10,191","16,297","6,873","7,646","11,481","159,116","11,132","5,740","9,455","9,172","6,089","19,005","9,606","14,168","7,707","12,383","8,581","4,044","10,428","10,993","8,076","6,775","5,762"
2020년10월_여_연령구간인구수,"279,124","120,008","6,408","10,908","8,429","3,638","5,519","10,214","8,124","5,324","8,956","10,191","16,297","6,873","7,646","11,481","159,116","11,132","5,740","9,455","9,172","6,089","19,005","9,606","14,168","7,707","12,383","8,581","4,044","10,428","10,993","8,076","6,775","5,762"
2020년10월_여_0~9세,"19,571","7,786",493,626,418,136,239,562,906,235,489,689,"1,105",493,370,"1,025","11,785",850,414,487,701,372,"1,039",624,"1,201",677,"1,228",652,495,749,826,595,493,382
2020년10월_여_10~19세,"25,469","9,111",543,727,632,251,365,665,644,347,641,733,"1,231",630,577,"1,125","16,358","1,089",547,671,"1,074",352,"1,449",752,"1,187",836,"1,823","1,650",359,832,"1,064","1,113",791,769
2020년10월_여_20~29세,"37,408","16,516",970,"1,735","1,153",547,695,"1,516","1,027",729,"1,193","1,261","2,246",881,"1,025","1,538","20,892","1,472",776,"1,316","1,033",774,"2,812","1,394","1,852","1,049","1,239",939,488,"1,571","1,522","1,007",924,724
2020년10월_여_30~39세,"37,455","15,674",908,"1,380","1,033",416,648,"1,552","1,456",618,984,"1,389","2,103",779,733,"1,675","21,781","1,445",720,"1,151","1,197","1,163","2,299","1,392","2,864","1,005","1,771",715,798,"1,473","1,460",992,801,535
2020년10월_여_40~49세,"45,233","17,340","1,023","1,478","1,142",466,754,"1,451","1,282",686,"1,159","1,567","2,375","1,059","1,111","1,787","27,893","1,858",898,"1,242","1,799","1,030","2,685","1,491","2,664","1,371","2,853","2,210",676,"1,490","1,664","1,669","1,208","1,085"
2020년10월_여_50~59세,"50,423","22,279","1,095","2,065","1,614",644,"1,009","1,780","1,335","1,041","1,773","1,901","3,127","1,309","1,491","2,095","28,144","2,084","1,121","2,027","1,419",971,"3,796","1,785","2,127","1,500","1,712","1,245",582,"2,012","2,205","1,280","1,271","1,007"
2020년10월_여_60~69세,"35,427","17,255",777,"1,587","1,397",546,937,"1,529",876,954,"1,477","1,476","2,204",933,"1,218","1,344","18,172","1,392",723,"1,444","1,064",725,"2,712","1,177","1,245",723,929,607,390,"1,437","1,434",701,774,695
2020년10월_여_70~79세,"17,149","8,804",397,853,685,389,523,720,385,457,782,700,"1,191",467,716,539,"8,345",581,335,633,512,394,"1,367",612,632,296,463,336,140,535,477,394,309,329
2020년10월_여_80~89세,"9,229","4,427",165,386,303,218,305,384,162,208,386,387,604,280,346,293,"4,802",285,161,403,323,261,723,317,349,217,312,193,84,272,279,261,170,192
2020년10월_여_90~99세,"1,633",761,36,65,47,25,41,46,47,44,65,85,105,41,55,59,872,58,39,76,49,46,113,55,46,28,53,32,28,53,58,62,34,42
2020년10월_여_100세 이상,127,55,1,6,5,0,3,9,4,5,7,3,6,1,4,1,72,18,6,5,1,1,10,7,1,5,0,2,4,4,4,2,0,2
