카테고리,경상북도 김천시,경상북도 김천시 아포읍,경상북도 김천시 농소면,경상북도 김천시 남면,경상북도 김천시 개령면,경상북도 김천시 감문면,경상북도 김천시 어모면,경상북도 김천시 봉산면,경상북도 김천시 대항면,경상북도 김천시 감천면,경상북도 김천시 조마면,경상북도 김천시 구성면,경상북도 김천시 지례면,경상북도 김천시 부항면,경상북도 김천시 대덕면,경상북도 김천시 증산면,경상북도 김천시 자산동,경상북도 김천시 평화남산동,경상북도 김천시 양금동,경상북도 김천시 대신동,경상북도 김천시 대곡동,경상북도 김천시 지좌동,경상북도 김천시 율곡동
2020년02월_계_총인구수,"140,863","7,252","3,014","3,217","2,548","3,403","4,207","3,278","3,560","1,991","2,300","2,898","1,619","1,302","2,175","1,074","6,927","7,926","4,087","24,715","20,556","10,906","21,908"
2020년02월_계_연령구간인구수,"140,863","7,252","3,014","3,217","2,548","3,403","4,207","3,278","3,560","1,991","2,300","2,898","1,619","1,302","2,175","1,074","6,927","7,926","4,087","24,715","20,556","10,906","21,908"
2020년02월_계_0~9세,"10,851",401,97,91,72,84,154,112,97,62,66,56,38,26,57,14,249,253,160,"2,254","1,482",910,"4,116"
2020년02월_계_10~19세,"12,115",448,138,154,114,116,217,154,194,90,106,107,57,48,134,41,404,468,258,"3,014","2,233","1,148","2,472"
2020년02월_계_20~29세,"14,962",607,255,276,225,209,339,290,334,147,153,188,105,76,131,44,665,869,363,"3,549","2,454","1,376","2,307"
2020년02월_계_30~39세,"15,843",639,226,211,160,201,249,225,230,138,138,138,76,53,121,32,606,755,292,"2,890","2,187","1,320","4,956"
2020년02월_계_40~49세,"19,636",881,308,322,223,274,458,304,347,192,220,221,125,121,171,105,874,909,438,"4,073","3,053","1,873","4,144"
2020년02월_계_50~59세,"24,072","1,475",555,623,494,605,768,681,756,400,453,552,288,233,398,243,"1,192","1,435",706,"4,160","3,787","1,892","2,376"
2020년02월_계_60~69세,"21,006","1,355",642,671,586,776,876,695,763,403,515,664,348,305,468,263,"1,483","1,585",838,"2,562","2,868","1,358",982
2020년02월_계_70~79세,"13,366",829,438,484,401,601,661,510,476,295,343,523,320,238,384,159,982,"1,049",665,"1,364","1,592",694,358
2020년02월_계_80~89세,"7,879",539,316,324,240,468,411,267,309,230,268,383,227,179,281,154,419,527,329,751,796,291,170
2020년02월_계_90~99세,"1,080",77,39,56,32,68,70,37,49,33,37,65,31,22,28,18,52,72,35,91,101,42,25
2020년02월_계_100세 이상,53,1,0,5,1,1,4,3,5,1,1,1,4,1,2,1,1,4,3,7,3,2,2
2020년02월_남_총인구수,"70,589","3,645","1,570","1,644","1,294","1,697","2,121","1,673","1,820","1,025","1,143","1,439",807,650,"1,072",520,"3,499","3,895","1,986","12,243","10,212","5,543","11,091"
2020년02월_남_연령구간인구수,"70,589","3,645","1,570","1,644","1,294","1,697","2,121","1,673","1,820","1,025","1,143","1,439",807,650,"1,072",520,"3,499","3,895","1,986","12,243","10,212","5,543","11,091"
2020년02월_남_0~9세,"5,604",212,49,50,41,51,84,61,56,40,33,27,20,15,38,7,134,137,91,"1,167",739,458,"2,094"
2020년02월_남_10~19세,"6,450",228,74,84,62,64,125,91,103,52,55,65,34,25,63,23,188,266,137,"1,551","1,263",627,"1,270"
2020년02월_남_20~29세,"8,379",349,152,162,145,120,209,161,201,75,86,101,67,46,76,29,392,498,197,"1,945","1,433",775,"1,160"
2020년02월_남_30~39세,"8,395",331,135,116,88,127,145,128,132,94,79,84,48,33,74,14,356,454,154,"1,480","1,141",721,"2,461"
2020년02월_남_40~49세,"10,384",506,199,198,143,173,254,181,196,125,136,140,79,74,98,60,532,496,250,"1,968","1,496",956,"2,124"
2020년02월_남_50~59세,"12,511",769,321,361,272,338,410,362,417,215,243,324,164,134,214,128,609,709,363,"2,092","1,792",967,"1,307"
2020년02월_남_60~69세,"10,300",694,319,365,295,414,448,355,391,204,272,338,186,176,241,143,686,677,384,"1,230","1,356",646,480
2020년02월_남_70~79세,"5,726",368,188,198,174,251,291,236,211,133,155,234,124,87,172,63,442,430,268,550,706,297,148
2020년02월_남_80~89세,"2,600",171,124,106,68,147,140,84,106,80,76,106,70,56,90,49,146,213,129,240,268,90,41
2020년02월_남_90~99세,230,16,9,4,6,12,14,13,6,7,8,19,13,4,6,4,14,15,11,20,17,6,6
2020년02월_남_100세 이상,10,1,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,2,0,1,0,0
2020년02월_여_총인구수,"70,274","3,607","1,444","1,573","1,254","1,706","2,086","1,605","1,740",966,"1,157","1,459",812,652,"1,103",554,"3,428","4,031","2,101","12,472","10,344","5,363","10,817"
2020년02월_여_연령구간인구수,"70,274","3,607","1,444","1,573","1,254","1,706","2,086","1,605","1,740",966,"1,157","1,459",812,652,"1,103",554,"3,428","4,031","2,101","12,472","10,344","5,363","10,817"
2020년02월_여_0~9세,"5,247",189,48,41,31,33,70,51,41,22,33,29,18,11,19,7,115,116,69,"1,087",743,452,"2,022"
2020년02월_여_10~19세,"5,665",220,64,70,52,52,92,63,91,38,51,42,23,23,71,18,216,202,121,"1,463",970,521,"1,202"
2020년02월_여_20~29세,"6,583",258,103,114,80,89,130,129,133,72,67,87,38,30,55,15,273,371,166,"1,604","1,021",601,"1,147"
2020년02월_여_30~39세,"7,448",308,91,95,72,74,104,97,98,44,59,54,28,20,47,18,250,301,138,"1,410","1,046",599,"2,495"
2020년02월_여_40~49세,"9,252",375,109,124,80,101,204,123,151,67,84,81,46,47,73,45,342,413,188,"2,105","1,557",917,"2,020"
2020년02월_여_50~59세,"11,561",706,234,262,222,267,358,319,339,185,210,228,124,99,184,115,583,726,343,"2,068","1,995",925,"1,069"
2020년02월_여_60~69세,"10,706",661,323,306,291,362,428,340,372,199,243,326,162,129,227,120,797,908,454,"1,332","1,512",712,502
2020년02월_여_70~79세,"7,640",461,250,286,227,350,370,274,265,162,188,289,196,151,212,96,540,619,397,814,886,397,210
