카테고리,서울특별시 용산구,서울특별시 용산구 후암동,서울특별시 용산구 용산2가동,서울특별시 용산구 남영동,서울특별시 용산구 청파동,서울특별시 용산구 원효로제1동,서울특별시 용산구 원효로제2동,서울특별시 용산구 효창동,서울특별시 용산구 용문동,서울특별시 용산구 한강로동,서울특별시 용산구 이촌제1동,서울특별시 용산구 이촌제2동,서울특별시 용산구 이태원제1동,서울특별시 용산구 이태원제2동,서울특별시 용산구 한남동,서울특별시 용산구 서빙고동,서울특별시 용산구 보광동
2020년05월_계_총인구수,"229,393","17,804","10,285","7,758","19,874","16,091","14,336","10,284","12,391","18,294","28,537","8,820","6,868","9,272","21,123","13,353","14,303"
2020년05월_계_연령구간인구수,"229,393","17,804","10,285","7,758","19,874","16,091","14,336","10,284","12,391","18,294","28,537","8,820","6,868","9,272","21,123","13,353","14,303"
2020년05월_계_0~9세,"13,968","1,022",418,226,739,"1,385",973,794,807,939,"2,893",571,255,444,"1,201",827,474
2020년05월_계_10~19세,"16,011","1,332",602,269,"1,231",878,"1,303",805,869,908,"2,983",528,301,512,"1,151","1,530",809
2020년05월_계_20~29세,"33,190","2,595","1,584",957,"4,143","2,418","1,887","1,600","1,857","2,831","3,032","1,004","1,016","1,367","2,813","1,821","2,265"
2020년05월_계_30~39세,"38,129","2,846","1,799","1,037","3,153","3,699","2,087","1,856","2,056","3,652","3,834","1,525","1,111","1,692","4,078","1,536","2,168"
2020년05월_계_40~49세,"35,958","2,781","1,458","1,159","2,819","2,640","2,379","1,597","1,875","2,576","5,060","1,245",919,"1,411","3,380","2,535","2,124"
2020년05월_계_50~59세,"36,700","2,951","1,486","1,716","3,108","2,174","2,336","1,569","1,989","3,032","4,494","1,406","1,118","1,282","3,277","2,219","2,543"
2020년05월_계_60~69세,"27,919","2,195","1,457","1,328","2,338","1,599","1,697","1,019","1,526","2,221","2,937","1,309","1,057","1,182","2,690","1,379","1,985"
2020년05월_계_70~79세,"17,205","1,332",932,690,"1,546",843,"1,052",643,956,"1,343","1,872",782,629,863,"1,653",811,"1,258"
2020년05월_계_80~89세,"8,381",588,444,278,661,359,537,331,377,617,"1,167",374,369,427,691,601,560
2020년05월_계_90~99세,"1,567",133,83,65,102,77,72,57,66,133,230,61,71,78,156,88,95
2020년05월_계_100세 이상,365,29,22,33,34,19,13,13,13,42,35,15,22,14,33,6,22
2020년05월_남_총인구수,"110,537","8,658","4,956","4,762","9,333","7,761","6,751","4,886","5,922","8,832","13,351","4,153","3,249","4,272","10,165","6,423","7,063"
2020년05월_남_연령구간인구수,"110,537","8,658","4,956","4,762","9,333","7,761","6,751","4,886","5,922","8,832","13,351","4,153","3,249","4,272","10,165","6,423","7,063"
2020년05월_남_0~9세,"7,231",537,224,114,359,708,487,410,416,490,"1,497",306,130,229,644,415,265
2020년05월_남_10~19세,"8,142",732,309,143,653,449,522,416,453,481,"1,504",272,153,241,586,776,452
2020년05월_남_20~29세,"15,861","1,323",825,452,"1,684","1,031",886,743,880,"1,272","1,494",490,524,681,"1,396",922,"1,258"
2020년05월_남_30~39세,"19,003","1,468",928,550,"1,677","1,797","1,068",915,"1,018","1,726","1,703",773,595,849,"2,009",728,"1,199"
2020년05월_남_40~49세,"17,691","1,346",742,761,"1,426","1,382","1,163",759,920,"1,271","2,278",612,446,661,"1,658","1,208","1,058"
2020년05월_남_50~59세,"18,183","1,431",684,"1,235","1,541","1,072","1,155",743,982,"1,521","2,160",646,525,578,"1,581","1,109","1,220"
2020년05월_남_60~69세,"13,266","1,025",652,923,"1,066",760,794,482,692,"1,128","1,397",590,471,492,"1,248",685,861
2020년05월_남_70~79세,"7,458",570,423,400,643,382,469,271,401,628,768,337,243,359,720,326,518
2020년05월_남_80~89세,"3,104",184,143,138,248,151,182,125,143,250,449,115,136,158,268,220,194
2020년05월_남_90~99세,493,37,19,29,26,25,21,20,12,51,93,10,20,21,47,31,31
2020년05월_남_100세 이상,105,5,7,17,10,4,4,2,5,14,8,2,6,3,8,3,7
2020년05월_여_총인구수,"118,856","9,146","5,329","2,996","10,541","8,330","7,585","5,398","6,469","9,462","15,186","4,667","3,619","5,000","10,958","6,930","7,240"
2020년05월_여_연령구간인구수,"118,856","9,146","5,329","2,996","10,541","8,330","7,585","5,398","6,469","9,462","15,186","4,667","3,619","5,000","10,958","6,930","7,240"
2020년05월_여_0~9세,"6,737",485,194,112,380,677,486,384,391,449,"1,396",265,125,215,557,412,209
2020년05월_여_10~19세,"7,869",600,293,126,578,429,781,389,416,427,"1,479",256,148,271,565,754,357
2020년05월_여_20~29세,"17,329","1,272",759,505,"2,459","1,387","1,001",857,977,"1,559","1,538",514,492,686,"1,417",899,"1,007"
2020년05월_여_30~39세,"19,126","1,378",871,487,"1,476","1,902","1,019",941,"1,038","1,926","2,131",752,516,843,"2,069",808,969
2020년05월_여_40~49세,"18,267","1,435",716,398,"1,393","1,258","1,216",838,955,"1,305","2,782",633,473,750,"1,722","1,327","1,066"
2020년05월_여_50~59세,"18,517","1,520",802,481,"1,567","1,102","1,181",826,"1,007","1,511","2,334",760,593,704,"1,696","1,110","1,323"
2020년05월_여_60~69세,"14,653","1,170",805,405,"1,272",839,903,537,834,"1,093","1,540",719,586,690,"1,442",694,"1,124"
2020년05월_여_70~79세,"9,747",762,509,290,903,461,583,372,555,715,"1,104",445,386,504,933,485,740
2020년05월_여_80~89세,"5,277",404,301,140,413,208,355,206,234,367,718,259,233,269,423,381,366
2020년05월_여_90~99세,"1,074",96,64,36,76,52,51,37,54,82,137,51,51,57,109,57,64
2020년05월_여_100세 이상,260,24,15,16,24,15,9,11,8,28,27,13,16,11,25,3,15
