카테고리,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020년11월_남_10~19세,"685,381","61,418","15,041","17,429","7,121","21,827","45,125","9,029","8,610","27,486","21,949","27,248","9,875","17,373","36,408","15,838","27,426","4,358","33,091","17,537","15,554","53,926","21,260","15,344","17,322","3,231","9,396","39,803","12,707","25,728","13,771","7,599","12,689","62,953","13,627","26,176","23,150","25,146","12,326","9,474","24,167","49,276","17,233","12,271","6,456","4,964","1,698","2,483","5,223"
2020년11월_남_20~29세,"950,169","98,358","24,173","28,433","15,020","30,732","67,888","18,552","16,163","33,173","32,720","40,534","18,117","22,417","60,688","20,116","39,989","6,106","56,532","30,831","25,701","77,268","32,558","22,644","22,066","4,520","13,991","44,261","16,890","37,586","20,037","12,348","18,315","71,407","18,850","29,319","23,238","30,026","17,071","12,384","26,597","56,055","23,927","14,693","10,363","6,664","3,419","3,562","5,854"
2020년11월_남_30~39세,"982,103","92,869","17,053","30,507","13,329","31,980","69,626","19,273","16,671","33,682","30,548","39,314","17,432","21,882","59,876","20,925","43,385","5,265","46,631","23,885","22,746","70,610","34,141","18,580","17,889","4,345","13,283","44,220","21,086","41,109","19,941","11,776","25,216","71,908","17,954","29,232","24,722","35,495","16,350","12,667","37,037","78,759","30,178","14,492","8,117","6,061","2,416","3,130","5,468"
2020년11월_남_40~49세,"1,168,172","102,354","22,497","31,951","14,131","33,775","77,718","19,909","17,371","40,438","37,469","43,123","18,049","25,074","65,275","25,728","49,603","7,397","55,373","29,407","25,966","88,285","39,530","24,222","24,533","4,521","16,400","65,291","22,909","48,497","22,009","12,196","26,820","98,898","22,884","41,213","34,801","41,328","17,938","16,080","45,534","87,191","35,233","20,347","11,062","8,288","2,726","4,267","8,312"
2020년11월_남_50~59세,"1,132,149","98,253","24,696","30,711","15,542","27,304","77,831","21,021","19,286","37,524","39,438","47,470","21,393","26,077","71,850","24,889","45,606","8,667","65,422","35,168","30,254","95,819","41,190","27,279","27,350","5,297","17,640","59,706","17,293","46,142","23,607","14,223","20,746","83,773","22,350","33,537","27,886","38,090","18,357","16,693","33,997","61,841","32,348","19,938","16,051","10,542","3,844","6,056","10,720"
2020년11월_남_60~69세,"756,203","59,114","15,114","19,598","10,873","13,529","55,453","16,219","15,172","24,062","27,405","34,852","16,937","17,915","54,290","17,836","27,095","6,404","37,101","19,460","17,641","60,353","28,005","16,474","15,874","3,548","12,170","40,260","9,788","24,790","16,378","10,719","16,835","50,392","15,651","19,161","15,580","24,375","13,106","12,642","23,794","35,288","23,928","14,435","13,123","9,400","3,869","6,220","11,240"
2020년11월_남_70~79세,"346,710","25,184","6,954","7,977","5,264","4,989","26,365","7,796","7,005","11,564","13,706","14,501","7,666","6,835","21,443","7,994","12,457","3,672","13,248","7,370","5,878","26,483","13,131","6,673","6,679","1,622","5,243","20,383","4,308","8,771","6,761","4,250","7,988","29,901","7,392","11,842","10,667","12,624","6,018","6,227","11,964","14,971","10,590","7,524","5,757","4,831","2,294","3,239","6,391"
2020년11월_남_80~89세,"125,663","8,674","2,683","2,572","1,754","1,665","9,177","2,285","1,987","4,905","5,171","4,824","2,473","2,351","6,622","2,471","4,925","1,613","4,742","2,731","2,011","11,858","5,419","3,131","3,308",680,"1,804","6,901","1,448","2,870","2,659","1,458","2,010","11,438","2,671","4,640","4,127","5,153","2,466","2,673","3,924","5,149","3,141","2,693","2,356","1,954","1,015","1,402","2,392"
2020년11월_남_90~99세,"12,399",913,314,258,178,163,"1,037",231,174,632,442,505,215,290,695,255,506,172,445,268,177,"1,213",508,351,354,83,178,594,101,269,324,159,220,"1,110",264,465,381,535,235,210,358,421,278,242,228,184,108,142,237
2020년11월_남_100세 이상,"1,158",83,21,27,26,9,137,64,51,22,49,52,28,24,62,36,74,19,32,16,16,93,60,20,13,10,26,59,12,27,23,13,32,37,13,17,7,61,19,12,19,36,28,12,30,16,16,19,14
2020년11월_여_총인구수,"6,665,398","589,541","136,069","182,791","86,642","184,039","475,044","119,741","106,613","248,690","233,734","278,746","119,831","158,915","413,151","151,988","258,375","47,240","318,845","171,696","147,149","550,213","240,856","153,384","155,973","31,560","99,575","357,873","110,885","237,692","138,179","82,394","144,820","541,302","125,563","223,070","192,669","228,916","105,857","90,540","234,110","410,475","186,333","113,426","69,465","54,908","20,730","30,303","59,178"
2020년11월_여_연령구간인구수,"6,665,398","589,541","136,069","182,791","86,642","184,039","475,044","119,741","106,613","248,690","233,734","278,746","119,831","158,915","413,151","151,988","258,375","47,240","318,845","171,696","147,149","550,213","240,856","153,384","155,973","31,560","99,575","357,873","110,885","237,692","138,179","82,394","144,820","541,302","125,563","223,070","192,669","228,916","105,857","90,540","234,110","410,475","186,333","113,426","69,465","54,908","20,730","30,303","59,178"
2020년11월_여_0~9세,"560,264","47,292","8,940","15,825","4,668","17,859","33,656","7,876","6,469","19,311","16,610","19,443","7,734","11,709","28,112","11,449","23,980","3,069","21,974","11,623","10,351","40,319","18,954","10,151","11,214","2,396","7,366","31,679","11,766","23,512","10,172","6,367","14,684","49,430","10,411","20,915","18,104","21,714","9,123","6,844","26,756","51,224","17,126","9,827","4,146","3,597","1,356","1,704","3,571"
2020년11월_여_10~19세,"647,212","57,311","13,763","16,125","6,804","20,619","42,957","8,659","8,012","26,286","20,665","25,339","9,074","16,265","34,506","14,932","25,722","4,267","31,194","16,736","14,458","51,310","20,288","14,325","16,697","3,020","8,839","37,663","12,179","24,365","12,981","7,095","12,168","59,345","12,216","24,745","22,384","23,785","11,111","8,761","23,228","47,232","16,505","11,859","5,882","4,663","1,493","2,210","4,625"
2020년11월_여_20~29세,"854,576","88,331","19,952","26,116","13,817","28,446","64,479","16,688","15,002","32,789","31,646","37,448","16,503","20,945","56,937","18,307","32,943","5,128","49,686","26,995","22,691","73,610","30,336","22,299","20,975","4,074","13,289","40,612","14,354","31,619","18,293","11,171","17,646","66,225","15,752","27,290","23,183","26,669","13,101","10,087","24,826","47,839","21,230","12,654","7,532","5,493","1,956","2,653","4,738"
2020년11월_여_30~39세,"924,351","86,152","15,687","27,940","11,316","31,209","67,527","16,777","14,407","36,343","29,353","37,297","15,619","21,678","56,675","20,544","36,557","4,945","38,984","20,188","18,796","71,858","33,574","19,539","18,745","4,242","13,139","45,483","17,903","35,682","18,453","11,185","24,528","73,826","15,981","30,545","27,300","31,529","14,148","10,484","38,287","72,489","27,733","13,628","6,491","5,429","1,826","2,641","5,333"
2020년11월_여_40~49세,"1,130,698","100,777","22,970","29,761","13,194","34,852","79,843","17,827","15,616","46,400","37,286","45,044","17,290","27,754","64,422","26,174","43,800","6,940","53,229","28,567","24,662","94,177","39,223","26,998","27,956","4,872","16,526","64,836","20,337","41,719","22,694","12,492","24,233","101,208","20,595","42,774","37,839","39,260","16,784","14,038","42,048","76,308","31,387","19,129","9,479","7,733","2,259","3,661","8,003"
2020년11월_여_50~59세,"1,101,879","98,480","24,638","31,610","15,039","27,193","78,146","20,349","19,018","38,779","40,823","50,339","22,169","28,170","76,064","25,099","41,068","7,772","62,357","33,659","28,698","98,661","41,543","28,416","28,702","5,601","18,180","57,175","15,921","41,246","24,710","15,303","21,031","80,946","20,861","32,962","27,123","34,624","16,941","14,768","32,524","53,331","31,063","18,103","13,196","9,560","3,319","5,341","10,187"
2020년11월_여_60~69세,"765,255","60,441","15,484","20,077","11,460","13,420","57,748","17,263","15,371","25,114","29,421","35,651","17,368","18,283","55,644","19,635","27,553","6,720","33,670","18,058","15,612","60,004","28,488","16,048","15,468","3,762","12,107","42,401","10,028","21,840","16,775","10,622","17,970","55,314","15,480","21,844","17,990","24,639","12,604","12,435","25,093","34,000","23,835","14,311","11,115","9,050","3,638","5,833","11,396"
2020년11월_여_70~79세,"417,860","31,314","8,825","9,476","6,611","6,402","31,584","9,405","8,229","13,950","17,531","17,166","8,802","8,364","25,118","9,862","16,061","5,140","16,429","9,383","7,046","35,490","17,294","8,909","9,287","2,054","6,488","24,275","5,453","10,613","8,321","4,811","8,052","35,667","8,594","14,402","12,671","16,098","7,043","7,400","13,699","17,070","11,280","8,718","6,710","5,377","2,759","3,613","6,664"
2020년11월_여_80~89세,"220,526","16,155","4,795","4,896","3,115","3,349","15,628","4,028","3,651","7,949","8,798","9,244","4,453","4,791","13,126","4,993","9,031","2,749","9,572","5,486","4,086","20,980","9,462","5,618","5,900","1,212","3,076","11,547","2,504","5,956","4,860","2,760","3,648","16,119","4,699","6,341","5,079","8,937","4,250","4,862","6,463","9,252","5,135","4,358","4,109","3,326","1,804","2,233","3,839"
2020년11월_여_90~99세,"39,633","3,056",948,897,550,661,"3,121",723,702,"1,696","1,423","1,648",764,884,"2,359",888,"1,500",445,"1,649",947,702,"3,567","1,543","1,040",984,284,510,"2,042",409,"1,068",865,553,769,"3,057",909,"1,198",950,"1,524",708,815,"1,132","1,651",964,782,755,645,291,384,769
2020년11월_여_100세 이상,"3,144",232,67,68,68,29,355,146,136,73,178,127,55,72,188,105,160,65,101,54,47,237,151,41,45,43,55,160,31,72,55,35,91,165,65,54,46,137,44,46,54,79,75,57,50,35,29,30,53
