카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2020년01월_계_80~89세,"11,423",720,527,392,363,258,203,413,241,326,261,280,557,370,640,952,397,293,706,440,320,827,492,293,544,608
2020년01월_계_90~99세,"1,672",107,71,43,60,38,32,55,44,45,53,30,68,57,94,133,66,53,105,62,34,108,69,57,97,91
2020년01월_계_100세 이상,104,5,4,0,4,1,3,2,0,0,5,4,5,5,1,8,7,3,10,5,3,3,9,6,5,6
2020년01월_남_총인구수,"173,891","9,321","4,604","1,998","10,701","1,174","1,127","4,690","3,838","1,882","1,523","2,608","6,343","4,323","7,756","21,429","4,365","2,559","13,284","7,240","4,952","12,558","4,197","3,739","16,427","21,253"
2020년01월_남_연령구간인구수,"173,891","9,321","4,604","1,998","10,701","1,174","1,127","4,690","3,838","1,882","1,523","2,608","6,343","4,323","7,756","21,429","4,365","2,559","13,284","7,240","4,952","12,558","4,197","3,739","16,427","21,253"
2020년01월_남_0~9세,"14,691",653,210,70,"1,832",23,28,227,229,34,37,136,357,207,394,"1,823",229,118,"1,043",583,448,"1,010",157,268,"1,803","2,772"
2020년01월_남_10~19세,"19,114",926,300,93,887,44,32,354,385,72,64,216,769,404,944,"2,867",385,166,"1,304",712,620,"1,459",422,461,"2,350","2,878"
2020년01월_남_20~29세,"23,946","1,204",611,203,"1,131",79,83,848,524,133,115,401,921,707,"1,154","3,401",799,352,"2,181","1,122",564,"1,644",542,496,"2,242","2,489"
2020년01월_남_30~39세,"23,004","1,100",427,156,"2,703",56,90,493,513,116,118,290,636,417,742,"2,787",555,250,"2,013",918,543,"1,514",436,338,"2,247","3,546"
2020년01월_남_40~49세,"28,507","1,608",570,205,"1,840",126,100,670,608,194,197,355,879,567,"1,236","3,847",528,375,"1,859","1,141",902,"2,202",585,581,"3,083","4,249"
2020년01월_남_50~59세,"30,280","1,769",975,440,"1,125",232,256,879,778,412,376,518,"1,242",876,"1,569","3,633",732,497,"2,415","1,262",875,"2,301",828,719,"2,470","3,101"
2020년01월_남_60~69세,"20,552","1,171",877,451,765,313,287,737,500,507,351,388,845,649,"1,045","1,911",608,446,"1,634",889,591,"1,464",691,516,"1,498","1,418"
2020년01월_남_70~79세,"9,461",617,431,242,288,201,164,321,223,271,163,200,485,341,452,815,349,229,577,416,285,665,357,247,552,570
2020년01월_남_80~89세,"3,934",246,186,128,115,88,80,146,73,129,85,91,194,139,201,310,158,118,238,181,116,275,160,99,168,210
2020년01월_남_90~99세,381,27,15,10,15,12,6,14,5,14,17,11,15,14,19,32,21,8,19,15,8,23,16,13,13,19
2020년01월_남_100세 이상,21,0,2,0,0,0,1,1,0,0,0,2,0,2,0,3,1,0,1,1,0,1,3,1,1,1
2020년01월_여_총인구수,"176,311","8,885","4,208","1,816","10,831","1,113","1,070","4,239","3,506","1,781","1,353","2,809","6,854","4,611","8,343","22,105","4,499","2,576","14,088","6,639","4,872","12,657","4,312","3,859","17,014","22,271"
2020년01월_여_연령구간인구수,"176,311","8,885","4,208","1,816","10,831","1,113","1,070","4,239","3,506","1,781","1,353","2,809","6,854","4,611","8,343","22,105","4,499","2,576","14,088","6,639","4,872","12,657","4,312","3,859","17,014","22,271"
2020년01월_여_0~9세,"14,131",641,219,53,"1,792",27,27,222,214,27,24,125,380,222,444,"1,702",198,89,990,549,382,952,164,251,"1,705","2,732"
2020년01월_여_10~19세,"17,617",846,273,72,868,52,41,308,341,61,55,182,651,420,914,"2,641",314,160,"1,182",579,560,"1,369",358,444,"2,059","2,867"
2020년01월_여_20~29세,"21,214",902,420,149,"1,205",49,71,681,434,102,104,385,826,575,"1,066","2,925",851,267,"2,052",881,489,"1,410",449,423,"1,903","2,595"
2020년01월_여_30~39세,"22,359",991,326,110,"2,644",43,42,405,372,75,111,281,646,399,742,"2,744",420,206,"1,804",849,567,"1,427",294,338,"2,485","4,038"
2020년01월_여_40~49세,"29,103","1,439",476,147,"1,678",56,84,527,594,133,112,340,996,641,"1,332","4,284",535,313,"2,226","1,027",879,"2,149",566,661,"3,413","4,495"
2020년01월_여_50~59세,"29,935","1,560",811,333,"1,224",190,219,758,641,392,242,541,"1,310",964,"1,616","3,722",780,486,"2,802","1,109",752,"2,285",846,736,"2,733","2,883"
2020년01월_여_60~69세,"21,026","1,147",810,394,775,280,247,652,466,459,279,457,995,683,"1,093","2,103",687,493,"1,743",825,616,"1,532",724,498,"1,584","1,484"
2020년01월_여_70~79세,"12,063",800,474,261,348,219,188,377,237,304,209,288,629,430,621,"1,236",424,339,726,510,394,894,520,265,668,702
2020년01월_여_80~89세,"7,489",474,341,264,248,170,123,267,168,197,176,189,363,231,439,642,239,175,468,259,204,552,332,194,376,398
2020년01월_여_90~99세,"1,291",80,56,33,45,26,26,41,39,31,36,19,53,43,75,101,45,45,86,47,26,85,53,44,84,72
2020년01월_여_100세 이상,83,5,2,0,4,1,2,1,0,0,5,2,5,3,1,5,6,3,9,4,3,2,6,5,4,5
