카테고리,강원도 원주시,강원도 원주시 문막읍,강원도 원주시 소초면,강원도 원주시 호저면,강원도 원주시 지정면,강원도 원주시 부론면,강원도 원주시 귀래면,강원도 원주시 흥업면,강원도 원주시 판부면,강원도 원주시 신림면,강원도 원주시 중앙동,강원도 원주시 원인동,강원도 원주시 개운동,강원도 원주시 명륜1동,강원도 원주시 명륜2동,강원도 원주시 단구동,강원도 원주시 일산동,강원도 원주시 학성동,강원도 원주시 단계동,강원도 원주시 우산동,강원도 원주시 태장1동,강원도 원주시 태장2동,강원도 원주시 봉산동,강원도 원주시 행구동,강원도 원주시 무실동,강원도 원주시 반곡관설동
2020년01월_계_총인구수,"350,202","18,206","8,812","3,814","21,532","2,287","2,197","8,929","7,344","3,663","2,876","5,417","13,197","8,934","16,099","43,534","8,864","5,135","27,372","13,879","9,824","25,215","8,509","7,598","33,441","43,524"
2020년01월_계_연령구간인구수,"350,202","18,206","8,812","3,814","21,532","2,287","2,197","8,929","7,344","3,663","2,876","5,417","13,197","8,934","16,099","43,534","8,864","5,135","27,372","13,879","9,824","25,215","8,509","7,598","33,441","43,524"
2020년01월_계_0~9세,"28,822","1,294",429,123,"3,624",50,55,449,443,61,61,261,737,429,838,"3,525",427,207,"2,033","1,132",830,"1,962",321,519,"3,508","5,504"
2020년01월_계_10~19세,"36,731","1,772",573,165,"1,755",96,73,662,726,133,119,398,"1,420",824,"1,858","5,508",699,326,"2,486","1,291","1,180","2,828",780,905,"4,409","5,745"
2020년01월_계_20~29세,"45,160","2,106","1,031",352,"2,336",128,154,"1,529",958,235,219,786,"1,747","1,282","2,220","6,326","1,650",619,"4,233","2,003","1,053","3,054",991,919,"4,145","5,084"
2020년01월_계_30~39세,"45,363","2,091",753,266,"5,347",99,132,898,885,191,229,571,"1,282",816,"1,484","5,531",975,456,"3,817","1,767","1,110","2,941",730,676,"4,732","7,584"
2020년01월_계_40~49세,"57,610","3,047","1,046",352,"3,518",182,184,"1,197","1,202",327,309,695,"1,875","1,208","2,568","8,131","1,063",688,"4,085","2,168","1,781","4,351","1,151","1,242","6,496","8,744"
2020년01월_계_50~59세,"60,215","3,329","1,786",773,"2,349",422,475,"1,637","1,419",804,618,"1,059","2,552","1,840","3,185","7,355","1,512",983,"5,217","2,371","1,627","4,586","1,674","1,455","5,203","5,984"
2020년01월_계_60~69세,"41,578","2,318","1,687",845,"1,540",593,534,"1,389",966,966,630,845,"1,840","1,332","2,138","4,014","1,295",939,"3,377","1,714","1,207","2,996","1,415","1,014","3,082","2,902"
2020년01월_계_70~79세,"21,524","1,417",905,503,636,420,352,698,460,575,372,488,"1,114",771,"1,073","2,051",773,568,"1,303",926,679,"1,559",877,512,"1,220","1,272"
