카테고리,경기도 수원시,경기도 수원시 장안구,경기도 수원시 장안구 파장동,경기도 수원시 장안구 율천동,경기도 수원시 장안구 정자1동,경기도 수원시 장안구 정자2동,경기도 수원시 장안구 정자3동,경기도 수원시 장안구 영화동,경기도 수원시 장안구 송죽동,경기도 수원시 장안구 조원1동,경기도 수원시 장안구 조원2동,경기도 수원시 장안구 연무동,경기도 수원시 권선구,경기도 수원시 권선구 세류1동,경기도 수원시 권선구 세류2동,경기도 수원시 권선구 세류3동,경기도 수원시 권선구 평동,경기도 수원시 권선구 서둔동,경기도 수원시 권선구 구운동,경기도 수원시 권선구 금곡동,경기도 수원시 권선구 호매실동,경기도 수원시 권선구 권선1동,경기도 수원시 권선구 권선2동,경기도 수원시 권선구 곡선동,경기도 수원시 권선구 입북동,경기도 수원시 팔달구,경기도 수원시 팔달구 매교동,경기도 수원시 팔달구 매산동,경기도 수원시 팔달구 고등동,경기도 수원시 팔달구 화서1동,경기도 수원시 팔달구 화서2동,경기도 수원시 팔달구 지동,경기도 수원시 팔달구 우만1동,경기도 수원시 팔달구 우만2동,경기도 수원시 팔달구 인계동,경기도 수원시 팔달구 행궁동,경기도 수원시 영통구,경기도 수원시 영통구 매탄1동,경기도 수원시 영통구 매탄2동,경기도 수원시 영통구 매탄3동,경기도 수원시 영통구 매탄4동,경기도 수원시 영통구 원천동,경기도 수원시 영통구 영통1동,경기도 수원시 영통구 영통2동,경기도 수원시 영통구 영통3동,경기도 수원시 영통구 망포1동,경기도 수원시 영통구 망포2동,경기도 수원시 영통구 광교1동,경기도 수원시 영통구 광교2동
2020년02월_계_총인구수,"1,193,480","277,386","23,912","43,495","30,477","30,424","43,461","20,556","19,859","29,257","19,469","16,476","371,218","10,566","24,018","19,929","40,744","38,792","25,189","45,902","46,101","24,917","50,203","27,771","17,086","175,677","5,968","10,674","9,246","23,531","27,161","11,761","20,954","17,426","38,065","10,891","369,199","18,864","15,389","36,569","22,440","38,993","36,492","26,583","32,999","31,938","28,365","52,410","28,157"
2020년02월_계_연령구간인구수,"1,193,480","277,386","23,912","43,495","30,477","30,424","43,461","20,556","19,859","29,257","19,469","16,476","371,218","10,566","24,018","19,929","40,744","38,792","25,189","45,902","46,101","24,917","50,203","27,771","17,086","175,677","5,968","10,674","9,246","23,531","27,161","11,761","20,954","17,426","38,065","10,891","369,199","18,864","15,389","36,569","22,440","38,993","36,492","26,583","32,999","31,938","28,365","52,410","28,157"
2020년02월_계_0~9세,"103,170","19,783","1,513","3,277","2,721","2,134","3,984",928,"1,244","1,679","1,552",751,"34,232",913,"1,196","1,060","3,195","2,606","1,541","5,258","7,305","1,431","6,015","1,832","1,880","10,246",256,461,390,"1,586","2,172",468,"1,001","1,291","2,349",272,"38,909","1,296","1,011","3,104","1,518","4,722","3,931","2,677","2,843","3,689","4,491","6,043","3,584"
2020년02월_계_10~19세,"122,606","30,131","1,989","4,519","3,663","3,344","7,233","1,314","1,813","2,983","2,156","1,117","34,446",653,"1,714","1,650","3,721","3,393","2,171","5,045","4,387","1,844","5,564","2,404","1,900","14,643",325,526,631,"2,311","3,165",788,"1,581","1,931","2,878",507,"43,386","2,066","1,637","4,579","2,489","3,589","5,052","2,256","4,444","4,213","3,227","6,913","2,921"
2020년02월_계_20~29세,"186,021","44,059","3,411","10,043","4,267","4,359","6,187","2,728","3,042","4,418","3,075","2,529","54,962","1,541","3,589","2,826","6,273","5,991","4,029","6,255","5,167","4,914","6,951","5,388","2,038","28,222",888,"1,855","1,150","3,198","4,138","1,381","3,237","3,553","7,341","1,481","58,778","3,199","2,531","6,596","3,785","6,513","4,976","5,820","6,267","4,612","3,431","7,986","3,062"
2020년02월_계_30~39세,"184,060","34,038","3,037","5,936","3,689","3,799","4,711","2,623","2,808","3,374","2,152","1,909","60,447","1,769","3,659","2,751","5,777","5,601","3,392","6,907","9,792","4,504","8,379","5,541","2,375","25,192",882,"1,733","1,107","2,816","3,626","1,313","3,048","2,299","7,057","1,311","64,383","2,564","1,990","5,653","3,273","7,929","5,711","6,582","4,561","5,148","6,106","9,439","5,427"
2020년02월_계_40~49세,"206,250","47,177","3,874","6,762","5,641","5,231","9,445","3,087","3,156","4,720","3,019","2,242","61,948","1,482","3,807","3,266","6,224","6,191","3,861","8,130","7,902","3,752","8,983","5,031","3,319","28,210",900,"1,456","1,424","3,954","4,694","1,758","3,237","2,838","6,438","1,511","68,915","3,225","2,575","6,894","3,941","7,030","7,368","4,277","6,308","5,986","5,336","10,703","5,272"
2020년02월_계_50~59세,"196,150","49,410","4,475","6,747","5,352","5,447","7,232","4,106","3,658","5,542","3,866","2,985","62,575","1,893","4,409","3,505","7,666","6,917","4,983","7,586","5,916","4,325","8,057","4,530","2,788","30,777","1,124","1,968","1,775","4,216","5,106","2,233","3,782","2,721","5,642","2,210","53,388","3,325","2,771","5,510","3,793","4,603","5,641","3,000","5,288","5,115","3,562","6,879","3,901"
2020년02월_계_60~69세,"112,316","28,956","3,148","3,519","2,867","3,213","2,588","3,290","2,400","3,501","1,910","2,520","37,206","1,321","3,264","2,772","4,642","4,723","3,054","3,857","3,397","2,577","4,077","1,864","1,658","21,332",856,"1,513","1,457","3,012","2,391","2,045","2,757","1,632","3,748","1,921","24,822","1,922","1,651","2,508","2,164","2,789","2,197","1,083","1,972","1,988","1,394","2,775","2,379"
2020년02월_계_70~79세,"54,956","15,387","1,643","1,681","1,462","1,917","1,310","1,718","1,148","1,958","1,011","1,539","16,988",654,"1,601","1,472","2,157","2,347","1,416","1,868","1,517","1,041","1,434",722,759,"11,629",499,772,921,"1,699","1,222","1,219","1,631",771,"1,758","1,137","10,952",884,803,"1,118",947,"1,233","1,022",586,794,799,529,"1,121","1,116"
