카테고리,서울특별시 강서구,서울특별시 강서구 염창동,서울특별시 강서구 등촌제1동,서울특별시 강서구 등촌제2동,서울특별시 강서구 등촌제3동,서울특별시 강서구 화곡제1동,서울특별시 강서구 화곡제2동,서울특별시 강서구 화곡제3동,서울특별시 강서구 화곡제4동,서울특별시 강서구 화곡본동,서울특별시 강서구 화곡제6동,서울특별시 강서구 화곡제8동,서울특별시 강서구 가양제1동,서울특별시 강서구 가양제2동,서울특별시 강서구 가양제3동,서울특별시 강서구 발산제1동,서울특별시 강서구 우장산동,서울특별시 강서구 공항동,서울특별시 강서구 방화제1동,서울특별시 강서구 방화제2동,서울특별시 강서구 방화제3동
2021년12월_계_총인구수,"574,315","41,637","24,239","20,303","30,544","51,801","17,840","21,525","20,532","34,202","24,869","24,383","34,115","14,026","15,040","36,416","42,923","30,842","42,932","23,355","22,791"
2021년12월_계_연령구간인구수,"574,315","41,637","24,239","20,303","30,544","51,801","17,840","21,525","20,532","34,202","24,869","24,383","34,115","14,026","15,040","36,416","42,923","30,842","42,932","23,355","22,791"
2021년12월_계_0~9세,"36,646","3,933","1,209","1,210","1,629","2,413","1,059","1,150","1,025","1,934","1,130","1,180","1,574",461,681,"3,003","3,491","3,394","3,782","1,174","1,214"
2021년12월_계_10~19세,"43,517","4,420","1,245","1,529","1,888","2,363","1,354","1,631","1,310","2,335","1,574","1,520","1,789",423,521,"4,855","5,497","2,171","4,262","1,402","1,428"
2021년12월_계_20~29세,"85,652","5,583","5,041","3,080","3,763","9,571","2,550","3,251","2,813","5,992","4,443","3,856","8,200","1,565","1,612","4,556","5,102","3,998","5,002","3,334","2,340"
2021년12월_계_30~39세,"97,831","7,178","6,124","3,425","4,575","10,453","2,832","3,124","3,208","6,350","4,254","3,975","8,653","2,306","3,044","4,065","5,189","5,610","6,125","3,774","3,567"
2021년12월_계_40~49세,"89,266","7,550","3,240","2,959","3,811","7,403","2,976","3,201","3,195","5,388","3,527","3,796","4,580","1,401","1,848","6,902","8,338","5,084","7,511","3,235","3,321"
2021년12월_계_50~59세,"84,408","5,944","3,071","3,272","5,048","7,221","2,829","3,198","3,310","4,822","3,884","3,660","4,125","1,971","2,151","5,809","6,652","4,158","6,315","3,501","3,467"
2021년12월_계_60~69세,"79,382","4,403","2,337","2,901","5,475","7,178","2,465","3,435","3,280","4,393","3,736","3,587","3,439","3,333","2,788","4,070","5,106","3,728","5,878","3,818","4,032"
2021년12월_계_70~79세,"39,405","1,828","1,113","1,353","2,556","3,769","1,310","1,832","1,688","2,128","1,631","2,096","1,174","1,625","1,571","2,210","2,621","1,823","2,809","2,056","2,212"
2021년12월_계_80~89세,"15,603",695,713,478,"1,495","1,254",405,607,615,746,591,633,493,807,703,800,804,754,"1,071",924,"1,015"
2021년12월_계_90~99세,"2,523",100,140,96,296,171,60,88,87,110,97,77,83,132,118,141,117,118,170,133,189
2021년12월_계_100세 이상,82,3,6,0,8,5,0,8,1,4,2,3,5,2,3,5,6,4,7,4,6
2021년12월_남_총인구수,"276,292","20,144","11,243","9,914","14,486","25,174","8,662","10,297","10,038","16,579","12,024","11,751","15,594","6,618","6,975","17,215","20,534","15,537","20,924","11,527","11,056"
2021년12월_남_연령구간인구수,"276,292","20,144","11,243","9,914","14,486","25,174","8,662","10,297","10,038","16,579","12,024","11,751","15,594","6,618","6,975","17,215","20,534","15,537","20,924","11,527","11,056"
2021년12월_남_0~9세,"18,619","2,037",606,644,838,"1,223",517,623,522,984,574,606,822,230,327,"1,532","1,732","1,740","1,849",611,602
2021년12월_남_10~19세,"22,276","2,239",707,858,972,"1,203",685,825,693,"1,238",890,778,906,222,266,"2,343","2,693","1,120","2,153",724,761
2021년12월_남_20~29세,"39,227","2,574","1,966","1,525","1,892","4,294","1,268","1,496","1,421","2,780","2,014","1,875","2,757",711,756,"2,244","2,381","2,027","2,436","1,612","1,198"
2021년12월_남_30~39세,"49,313","3,345","2,963","1,730","2,357","5,553","1,478","1,560","1,693","3,345","2,142","2,090","4,266","1,155","1,508","1,928","2,492","2,855","2,984","2,001","1,868"
2021년12월_남_40~49세,"44,826","3,706","1,619","1,462","1,837","3,901","1,504","1,540","1,649","2,755","1,792","1,912","2,387",716,994,"3,251","3,906","2,707","3,792","1,717","1,679"
2021년12월_남_50~59세,"40,659","2,921","1,468","1,499","2,317","3,455","1,356","1,528","1,586","2,297","1,831","1,693","1,972",926,"1,015","2,786","3,326","2,093","3,131","1,775","1,684"
2021년12월_남_60~69세,"36,628","2,168","1,100","1,325","2,555","3,209","1,069","1,587","1,448","1,917","1,736","1,541","1,701","1,647","1,225","1,804","2,353","1,802","2,771","1,788","1,882"
2021년12월_남_70~79세,"18,454",861,498,673,"1,170","1,806",613,898,767,955,809,978,579,741,649,994,"1,283",870,"1,377",935,998
2021년12월_남_80~89세,"5,700",261,270,181,463,488,164,220,237,288,221,259,180,242,215,308,339,303,386,333,342
2021년12월_남_90~99세,571,31,42,17,84,41,8,18,22,20,15,18,22,27,20,25,28,19,43,30,41
2021년12월_남_100세 이상,19,1,4,0,1,1,0,2,0,0,0,1,2,1,0,0,1,1,2,1,1
2021년12월_여_총인구수,"298,023","21,493","12,996","10,389","16,058","26,627","9,178","11,228","10,494","17,623","12,845","12,632","18,521","7,408","8,065","19,201","22,389","15,305","22,008","11,828","11,735"
2021년12월_여_연령구간인구수,"298,023","21,493","12,996","10,389","16,058","26,627","9,178","11,228","10,494","17,623","12,845","12,632","18,521","7,408","8,065","19,201","22,389","15,305","22,008","11,828","11,735"
2021년12월_여_0~9세,"18,027","1,896",603,566,791,"1,190",542,527,503,950,556,574,752,231,354,"1,471","1,759","1,654","1,933",563,612
2021년12월_여_10~19세,"21,241","2,181",538,671,916,"1,160",669,806,617,"1,097",684,742,883,201,255,"2,512","2,804","1,051","2,109",678,667
2021년12월_여_20~29세,"46,425","3,009","3,075","1,555","1,871","5,277","1,282","1,755","1,392","3,212","2,429","1,981","5,443",854,856,"2,312","2,721","1,971","2,566","1,722","1,142"
2021년12월_여_30~39세,"48,518","3,833","3,161","1,695","2,218","4,900","1,354","1,564","1,515","3,005","2,112","1,885","4,387","1,151","1,536","2,137","2,697","2,755","3,141","1,773","1,699"
2021년12월_여_40~49세,"44,440","3,844","1,621","1,497","1,974","3,502","1,472","1,661","1,546","2,633","1,735","1,884","2,193",685,854,"3,651","4,432","2,377","3,719","1,518","1,642"
2021년12월_여_50~59세,"43,749","3,023","1,603","1,773","2,731","3,766","1,473","1,670","1,724","2,525","2,053","1,967","2,153","1,045","1,136","3,023","3,326","2,065","3,184","1,726","1,783"
2021년12월_여_60~69세,"42,754","2,235","1,237","1,576","2,920","3,969","1,396","1,848","1,832","2,476","2,000","2,046","1,738","1,686","1,563","2,266","2,753","1,926","3,107","2,030","2,150"
2021년12월_여_70~79세,"20,951",967,615,680,"1,386","1,963",697,934,921,"1,173",822,"1,118",595,884,922,"1,216","1,338",953,"1,432","1,121","1,214"
2021년12월_여_80~89세,"9,903",434,443,297,"1,032",766,241,387,378,458,370,374,313,565,488,492,465,451,685,591,673
2021년12월_여_90~99세,"1,952",69,98,79,212,130,52,70,65,90,82,59,61,105,98,116,89,99,127,103,148
2021년12월_여_100세 이상,63,2,2,0,7,4,0,6,1,4,2,2,3,1,3,5,5,3,5,3,5
