카테고리,경기도 성남시,경기도 성남시 수정구,경기도 성남시 수정구 신흥1동,경기도 성남시 수정구 신흥2동,경기도 성남시 수정구 신흥3동,경기도 성남시 수정구 태평1동,경기도 성남시 수정구 태평2동,경기도 성남시 수정구 태평3동,경기도 성남시 수정구 태평4동,경기도 성남시 수정구 수진1동,경기도 성남시 수정구 수진2동,경기도 성남시 수정구 단대동,경기도 성남시 수정구 산성동,경기도 성남시 수정구 양지동,경기도 성남시 수정구 복정동,경기도 성남시 수정구 위례동,경기도 성남시 수정구 신촌동,경기도 성남시 수정구 고등동,경기도 성남시 수정구 시흥동,경기도 성남시 중원구,경기도 성남시 중원구 성남동,경기도 성남시 중원구 중앙동,경기도 성남시 중원구 금광1동,경기도 성남시 중원구 금광2동,경기도 성남시 중원구 은행1동,경기도 성남시 중원구 은행2동,경기도 성남시 중원구 상대원1동,경기도 성남시 중원구 상대원2동,경기도 성남시 중원구 상대원3동,경기도 성남시 중원구 하대원동,경기도 성남시 중원구 도촌동,경기도 성남시 분당구,경기도 성남시 분당구 분당동,경기도 성남시 분당구 수내1동,경기도 성남시 분당구 수내2동,경기도 성남시 분당구 수내3동,경기도 성남시 분당구 정자동,경기도 성남시 분당구 정자1동,경기도 성남시 분당구 정자2동,경기도 성남시 분당구 정자3동,경기도 성남시 분당구 서현1동,경기도 성남시 분당구 서현2동,경기도 성남시 분당구 이매1동,경기도 성남시 분당구 이매2동,경기도 성남시 분당구 야탑1동,경기도 성남시 분당구 야탑2동,경기도 성남시 분당구 야탑3동,경기도 성남시 분당구 판교동,경기도 성남시 분당구 삼평동,경기도 성남시 분당구 백현동,경기도 성남시 분당구 금곡동,경기도 성남시 분당구 구미1동,경기도 성남시 분당구 구미동,경기도 성남시 분당구 운중동
2020년02월_계_총인구수,"942,183","234,417","13,614","9,877","11,135","15,830","16,016","13,809","13,896","12,753","16,532","16,235","13,128","10,181","11,504","45,708","4,750","6,091","3,358","219,619","33,544","14,376","7,179","25,233","11,037","25,197","26,341","14,365","12,968","21,429","27,950","488,147","26,879","18,191","10,837","14,386","20,064","31,229","16,339","15,928","32,582","19,009","26,285","14,121","17,857","17,104","29,776","24,016","24,892","28,157","29,053","18,044","31,870","21,528"
2020년02월_계_연령구간인구수,"942,183","234,417","13,614","9,877","11,135","15,830","16,016","13,809","13,896","12,753","16,532","16,235","13,128","10,181","11,504","45,708","4,750","6,091","3,358","219,619","33,544","14,376","7,179","25,233","11,037","25,197","26,341","14,365","12,968","21,429","27,950","488,147","26,879","18,191","10,837","14,386","20,064","31,229","16,339","15,928","32,582","19,009","26,285","14,121","17,857","17,104","29,776","24,016","24,892","28,157","29,053","18,044","31,870","21,528"
2020년02월_계_0~9세,"71,633","15,802",568,742,436,610,824,702,773,436,889,"1,185",645,694,809,"5,236",564,473,216,"14,075","1,631",932,417,"1,363",736,"1,461","1,774",616,637,"1,512","2,996","41,756","2,132","1,317","1,250","1,140","1,554","2,169",979,"1,414","2,582","1,472","2,382","1,083","1,381","1,326","2,434","3,165","2,902","3,175","1,957","1,386","2,321","2,235"
2020년02월_계_10~19세,"90,600","17,701",770,940,673,862,"1,228",983,"1,323",748,"1,132","1,356","1,135",966,495,"4,032",432,437,189,"17,561","2,069",930,491,"2,118","1,149","2,174","1,925","1,042",989,"1,873","2,801","55,338","3,097","2,306","1,985","2,540","2,002","3,371","1,494","1,854","4,453","2,384","3,247","1,933","1,367","1,814","2,217","3,379","3,067","3,226","2,503","1,841","2,889","2,369"
2020년02월_계_20~29세,"131,752","33,785","2,036","1,255","1,697","2,787","2,430","1,974","1,999","1,757","2,416","2,217","1,732","1,432","2,212","5,720",697,"1,021",403,"31,475","5,731","1,597",989,"3,849","1,767","3,543","3,582","1,893","1,868","3,202","3,454","66,492","3,839","2,406",971,"1,867","3,158","4,728","2,095","2,134","4,582","2,864","3,445","1,884","2,861","2,212","4,271","2,370","3,000","3,850","4,168","2,725","4,550","2,512"
2020년02월_계_30~39세,"138,962","34,926","1,819","1,325","1,524","2,291","2,226","1,812","1,685","1,530","2,252","2,304","1,691","1,199","2,880","7,795",912,"1,149",532,"31,882","5,612","2,007","1,139","3,546","1,403","3,178","4,100","1,732","1,664","2,950","4,551","72,154","3,727","2,583",963,"1,657","3,673","5,248","3,062","2,388","4,317","2,430","3,709","1,427","2,923","2,237","5,556","3,242","3,563","4,123","4,739","2,836","4,664","3,087"
2020년02월_계_40~49세,"160,461","37,257","2,097","1,574","1,751","2,195","2,399","2,108","2,341","1,851","2,442","2,595","2,294","1,731","2,045","7,799",765,809,461,"34,302","4,830","2,292","1,084","3,946","1,775","4,004","4,196","2,166","1,916","3,129","4,964","88,902","4,842","3,780","2,694","3,341","3,325","6,051","2,768","2,924","6,567","3,404","4,787","2,516","2,787","2,849","4,526","5,270","4,745","4,796","4,567","3,080","5,245","4,038"
2020년02월_계_50~59세,"156,216","40,450","2,640","1,745","2,164","2,781","2,918","2,649","2,454","2,537","3,006","2,778","2,267","1,769","1,361","7,331",587,927,536,"39,595","5,765","2,704","1,337","4,451","1,906","4,601","4,778","3,037","2,662","4,133","4,221","76,171","4,250","2,746","1,438","2,078","2,916","4,650","2,443","2,475","4,849","3,356","4,139","2,361","2,763","2,637","4,721","3,322","3,931","4,735","4,610","2,968","5,258","3,525"
2020년02월_계_60~69세,"107,622","31,012","2,071","1,380","1,632","2,350","2,219","2,025","1,749","2,138","2,500","2,066","1,782","1,289","1,048","4,962",500,725,576,"29,341","4,450","2,281",995,"3,439","1,248","3,366","3,551","2,265","1,900","2,881","2,965","47,269","2,756","1,371",740,"1,031","1,995","2,454","1,697","1,319","2,661","1,811","2,504","1,596","2,138","2,180","3,525","1,937","2,205","2,566","3,327","1,703","3,359","2,394"
2020년02월_계_70~79세,"56,630","16,446","1,122",640,919,"1,398","1,221","1,066","1,076","1,222","1,376","1,182","1,145",783,465,"1,915",205,390,321,"14,925","2,396","1,134",480,"1,767",740,"2,023","1,731","1,151",924,"1,209","1,370","25,259","1,407",956,496,472,"1,009","1,636","1,044",819,"1,552",794,"1,353",826,"1,097","1,192","1,660",886,986,"1,138","1,958",934,"2,138",906
