카테고리,서울특별시 강남구,서울특별시 강남구 신사동,서울특별시 강남구 논현1동,서울특별시 강남구 논현2동,서울특별시 강남구 압구정동,서울특별시 강남구 청담동,서울특별시 강남구 삼성1동,서울특별시 강남구 삼성2동,서울특별시 강남구 대치1동,서울특별시 강남구 대치2동,서울특별시 강남구 대치4동,서울특별시 강남구 역삼1동,서울특별시 강남구 역삼2동,서울특별시 강남구 도곡1동,서울특별시 강남구 도곡2동,서울특별시 강남구 개포1동,서울특별시 강남구 개포2동,서울특별시 강남구 개포4동,서울특별시 강남구 세곡동,서울특별시 강남구 일원본동,서울특별시 강남구 일원1동,서울특별시 강남구 일원2동,서울특별시 강남구 수서동
2020년06월_계_80~89세,"11,362",590,483,450,913,577,306,498,337,575,300,533,545,445,720,230,354,328,"1,204",382,501,404,687
2020년06월_계_90~99세,"2,197",83,68,88,167,132,64,81,56,112,37,99,101,97,142,48,79,65,255,102,104,68,149
2020년06월_계_100세 이상,283,10,19,19,17,24,8,12,15,22,9,24,20,7,16,12,9,7,12,5,6,5,5
2020년06월_남_총인구수,"258,753","7,895","10,849","9,985","12,723","12,804","7,293","14,397","12,592","19,392","9,646","17,330","17,448","10,593","15,907","3,303","10,865","8,844","21,326","11,911","7,838","8,677","7,135"
2020년06월_남_연령구간인구수,"258,753","7,895","10,849","9,985","12,723","12,804","7,293","14,397","12,592","19,392","9,646","17,330","17,448","10,593","15,907","3,303","10,865","8,844","21,326","11,911","7,838","8,677","7,135"
2020년06월_남_0~9세,"19,585",524,365,596,"1,098","1,217",504,"1,343","1,116","1,108",395,558,"1,597",896,"1,542",206,845,586,"2,398","1,284",386,669,352
2020년06월_남_10~19세,"30,921",870,449,688,"1,375","1,209",826,"1,900","3,136","3,848","1,394",703,"2,636","1,067","2,099",292,"1,284",844,"2,240","1,932",708,"1,116",305
2020년06월_남_20~29세,"35,890","1,084","2,134","1,541","1,534","1,787","1,171","1,876","1,253","2,771","1,638","3,276","2,059","1,460","1,865",404,"1,532","1,355","2,626","1,378","1,189","1,075",882
2020년06월_남_30~39세,"38,340","1,098","2,740","2,079","1,525","1,950","1,020","2,164",640,"1,592","1,501","5,039","2,320","1,532","1,539",336,"1,391","1,418","3,313","1,433","1,213","1,263","1,234"
2020년06월_남_40~49세,"46,324","1,349","1,891","1,778","2,286","2,233","1,080","2,972","2,746","3,215","1,774","3,036","4,022","1,847","2,973",465,"1,700","1,424","3,842","2,139","1,141","1,508",903
2020년06월_남_50~59세,"39,891","1,231","1,382","1,419","1,956","1,903","1,172","2,060","2,084","3,552","1,643","2,216","2,582","1,684","2,764",569,"1,890","1,496","2,932","1,778","1,237","1,281","1,060"
2020년06월_남_60~69세,"26,661",820,"1,002",952,"1,360","1,384",847,"1,076",930,"2,014",694,"1,427","1,143","1,249","1,673",555,"1,406","1,079","2,188","1,302","1,137","1,038","1,385"
2020년06월_남_70~79세,"15,847",617,658,702,"1,114",830,510,750,521,"1,034",462,804,800,643,"1,070",356,669,486,"1,297",518,651,589,766
2020년06월_남_80~89세,"4,715",275,204,204,431,252,143,233,152,235,136,242,257,181,340,109,134,141,423,130,153,127,213
2020년06월_남_90~99세,523,26,21,20,42,33,18,21,11,20,7,24,30,31,40,10,13,14,62,16,22,11,31
2020년06월_남_100세 이상,56,1,3,6,2,6,2,2,3,3,2,5,2,3,2,1,1,1,5,1,1,0,4
2020년06월_여_총인구수,"282,480","9,108","12,371","11,566","14,913","14,553","7,391","15,884","12,511","18,775","10,814","18,646","19,796","11,770","18,363","3,526","11,615","9,206","23,474","12,264","8,182","9,270","8,482"
2020년06월_여_연령구간인구수,"282,480","9,108","12,371","11,566","14,913","14,553","7,391","15,884","12,511","18,775","10,814","18,646","19,796","11,770","18,363","3,526","11,615","9,206","23,474","12,264","8,182","9,270","8,482"
2020년06월_여_0~9세,"18,179",481,370,562,"1,182","1,029",416,"1,165",937,928,409,540,"1,497",970,"1,432",195,836,531,"2,355","1,042",386,595,321
2020년06월_여_10~19세,"28,424",853,489,624,"1,486","1,099",604,"1,578","2,440","2,658","1,157",745,"2,894","1,255","2,704",305,"1,335",792,"2,321","1,466",552,736,331
2020년06월_여_20~29세,"39,202","1,287","2,591","1,992","1,727","2,123",976,"2,055","1,260","2,346","1,827","4,340","2,700","1,614","2,210",397,"1,476","1,312","2,841","1,259","1,122",925,822
2020년06월_여_30~39세,"45,531","1,376","3,185","2,556","2,040","2,582","1,156","2,975","1,018","1,834","1,872","5,186","3,112","1,844","2,220",389,"1,518","1,420","3,837","1,709","1,105","1,390","1,207"
2020년06월_여_40~49세,"53,211","1,703","1,968","1,933","2,715","2,591","1,302","3,522","3,449","4,315","2,335","2,955","4,642","2,039","3,679",510,"2,047","1,550","3,946","2,483","1,081","1,629",817
2020년06월_여_50~59세,"40,096","1,275","1,426","1,506","2,056","2,138","1,252","1,989","1,672","3,210","1,599","2,044","2,191","1,834","2,720",565,"1,988","1,571","3,106","1,909","1,368","1,354","1,323"
2020년06월_여_60~69세,"31,629",966,"1,300","1,267","1,775","1,611",953,"1,347",993,"2,043",837,"1,582","1,433","1,272","1,869",644,"1,526","1,234","2,698","1,503","1,389","1,448","1,939"
2020년06월_여_70~79세,"17,660",786,700,799,"1,310",938,517,918,500,990,577,869,950,608,"1,033",351,595,552,"1,389",551,744,854,"1,129"
2020년06월_여_80~89세,"6,647",315,279,246,482,325,163,265,185,340,164,291,288,264,380,121,220,187,781,252,348,277,474
2020년06월_여_90~99세,"1,674",57,47,68,125,99,46,60,45,92,30,75,71,66,102,38,66,51,193,86,82,57,118
2020년06월_여_100세 이상,227,9,16,13,15,18,6,10,12,19,7,19,18,4,14,11,8,6,7,4,5,5,1
