,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2020년08월_계_80~89세,"340,520","24,530","7,381","7,385","4,799","4,965","24,469","6,189","5,568","12,712","13,658","13,948","6,864","7,084","19,502","7,644","13,746","4,211","14,147","8,096","6,051","32,243","14,569","8,601","9,073","1,833","4,784","18,054","3,899","8,627","7,417","4,130","5,573","26,961","7,288","10,705","8,968","13,777","6,638","7,430","10,169","14,120","8,074","6,884","6,323","5,214","2,772","3,596","6,147"
2020년08월_계_90~99세,"50,809","3,864","1,211","1,138",719,796,"4,132",943,885,"2,304","1,832","2,109",950,"1,159","3,015","1,120","1,937",595,"2,064","1,201",863,"4,622","2,014","1,326","1,282",378,673,"2,566",491,"1,267","1,147",708,964,"4,063","1,141","1,599","1,323","2,010",939,"1,002","1,428","1,994","1,232",999,980,794,404,524,956
2020년08월_계_100세 이상,"4,224",305,86,90,90,39,485,204,185,96,214,173,80,93,243,141,237,82,126,67,59,330,208,62,60,51,79,212,45,97,76,52,123,196,71,68,57,196,63,56,73,110,101,72,76,49,46,47,68
2020년08월_남_총인구수,"6,727,226","599,101","138,427","186,899","88,225","185,550","465,801","120,930","109,907","234,964","224,985","274,506","120,692","153,814","408,411","152,384","271,992","46,912","335,082","177,865","157,217","527,215","234,249","145,582","147,384","30,374","98,262","353,465","118,304","255,745","136,823","81,006","143,555","534,140","132,798","217,948","183,394","232,919","113,658","95,880","229,922","437,083","194,146","116,194","78,194","56,651","22,813","32,228","59,475"
2020년08월_남_연령구간인구수,"6,727,226","599,101","138,427","186,899","88,225","185,550","465,801","120,930","109,907","234,964","224,985","274,506","120,692","153,814","408,411","152,384","271,992","46,912","335,082","177,865","157,217","527,215","234,249","145,582","147,384","30,374","98,262","353,465","118,304","255,745","136,823","81,006","143,555","534,140","132,798","217,948","183,394","232,919","113,658","95,880","229,922","437,083","194,146","116,194","78,194","56,651","22,813","32,228","59,475"
2020년08월_남_0~9세,"594,930","51,442","9,768","17,152","4,967","19,555","35,867","8,057","6,980","20,830","17,824","20,625","8,102","12,523","30,163","12,498","24,831","3,355","23,050","12,062","10,988","42,524","19,775","10,866","11,883","2,607","8,078","33,973","12,367","24,330","10,945","6,919","15,360","52,577","10,968","22,559","19,050","22,732","9,944","7,393","27,408","54,122","18,310","10,246","4,569","3,911","1,441","1,715","3,804"
2020년08월_남_10~19세,"689,249","61,917","15,140","17,587","7,240","21,950","45,445","9,046","8,714","27,685","21,990","27,568","10,006","17,562","36,936","16,211","27,232","4,361","33,609","17,744","15,865","54,475","21,413","15,525","17,537","3,267","9,475","39,931","12,728","25,577","13,948","7,624","12,477","64,005","14,515","26,369","23,121","24,968","12,555","9,677","23,714","48,771","17,334","12,341","6,595","4,979","1,714","2,520","5,305"
2020년08월_남_20~29세,"944,910","98,454","24,076","28,583","14,959","30,836","67,916","18,280","16,279","33,357","32,375","40,988","18,313","22,675","60,995","20,858","39,259","6,100","56,415","30,662","25,753","77,084","32,458","22,593","22,033","4,495","14,028","43,856","16,762","36,858","20,122","12,120","17,776","70,918","18,696","28,992","23,230","29,569","16,915","12,269","25,869","54,849","23,681","14,534","10,394","6,640","3,389","3,577","5,845"
2020년08월_남_30~39세,"984,436","93,925","17,272","30,928","13,357","32,368","69,790","19,057","16,700","34,033","30,489","39,903","17,562","22,341","60,404","21,794","42,702","5,303","46,683","23,792","22,891","70,490","33,782","18,667","18,041","4,311","13,501","44,403","21,231","40,564","20,317","11,514","24,753","72,820","18,004","29,812","25,004","35,462","16,451","12,610","36,076","78,488","30,550","14,535","8,160","6,127","2,423","3,143","5,514"
2020년08월_남_40~49세,"1,167,046","102,866","22,823","31,931","14,237","33,875","78,245","19,776","17,677","40,792","37,336","43,586","18,181","25,405","65,756","26,402","48,825","7,435","55,664","29,490","26,174","88,876","39,542","24,520","24,814","4,537","16,444","65,238","22,804","47,603","22,171","12,205","26,332","99,207","22,915","41,367","34,925","40,927","18,002","16,095","44,356","85,983","34,970","20,305","11,187","8,313","2,743","4,271","8,362"
2020년08월_남_50~59세,"1,127,677","98,157","24,661","30,774","15,617","27,105","77,790","20,814","19,490","37,486","39,178","47,858","21,588","26,270","72,473","25,576","45,014","8,641","65,343","34,935","30,408","95,748","41,062","27,336","27,350","5,299","17,652","59,154","17,131","45,502","23,687","14,308","20,405","83,170","22,252","33,260","27,658","37,426","18,299","16,528","33,462","60,662","32,052","19,803","16,119","10,565","3,858","6,085","10,732"
2020년08월_남_60~69세,"738,664","57,823","14,796","19,219","10,666","13,142","54,484","15,765","14,961","23,758","26,708","34,298","16,669","17,629","53,250","18,047","26,325","6,289","36,065","18,915","17,150","58,835","27,349","16,024","15,462","3,496","11,921","39,373","9,511","23,713","15,989","10,498","16,427","49,252","15,141","18,789","15,322","23,677","12,827","12,302","23,061","34,056","23,377","14,089","12,867","9,184","3,820","6,139","10,961"
2020년08월_남_70~79세,"344,081","25,021","6,931","7,905","5,269","4,916","26,103","7,628","6,925","11,550","13,588","14,373","7,598","6,775","21,219","8,189","12,403","3,686","13,123","7,310","5,813","26,296","13,029","6,615","6,652","1,609","5,198","20,192","4,236","8,526","6,703","4,226","7,809","29,927","7,380","11,853","10,694","12,540","5,988","6,171","11,776","14,711","10,528","7,484","5,755","4,805","2,291","3,233","6,372"
2020년08월_남_80~89세,"122,981","8,537","2,652","2,541","1,714","1,630","9,017","2,221","1,952","4,844","5,013","4,758","2,436","2,322","6,479","2,518","4,824","1,553","4,662","2,680","1,982","11,611","5,282","3,075","3,254",657,"1,766","6,692","1,420","2,782","2,613","1,419","1,971","11,152","2,655","4,485","4,012","5,048","2,431","2,623","3,841","4,988","3,044","2,603","2,296","1,940","1,004","1,382","2,337"
2020년08월_남_90~99세,"12,121",879,287,253,175,164,"1,011",224,179,608,438,498,211,287,677,256,503,170,439,261,178,"1,187",501,341,345,87,174,591,101,262,305,158,213,"1,076",259,446,371,511,228,200,340,418,276,243,222,171,115,144,228
2020년08월_남_100세 이상,"1,131",80,21,26,24,9,133,62,50,21,46,51,26,25,59,35,74,19,29,14,15,89,56,20,13,9,25,62,13,28,23,15,32,36,13,16,7,59,18,12,19,35,24,11,30,16,15,19,15
2020년08월_여_총인구수,"6,643,488","590,973","136,557","183,438","86,838","184,140","474,867","118,113","107,062","249,692","231,675","280,351","120,254","160,097","414,454","156,294","255,174","47,056","318,651","171,033","147,618","549,191","239,440","153,556","156,195","31,528","99,627","356,416","110,464","233,332","138,685","81,745","142,138","541,519","125,493","223,161","192,865","226,239","105,879","90,224","228,583","405,781","185,334","112,858","69,660","54,787","20,729","30,377","58,897"
2020년08월_여_연령구간인구수,"6,643,488","590,973","136,557","183,438","86,838","184,140","474,867","118,113","107,062","249,692","231,675","280,351","120,254","160,097","414,454","156,294","255,174","47,056","318,651","171,033","147,618","549,191","239,440","153,556","156,195","31,528","99,627","356,416","110,464","233,332","138,685","81,745","142,138","541,519","125,493","223,161","192,865","226,239","105,879","90,224","228,583","405,781","185,334","112,858","69,660","54,787","20,729","30,377","58,897"
2020년08월_여_0~9세,"566,658","48,340","9,119","16,253","4,795","18,173","34,147","7,830","6,577","19,740","16,678","19,839","7,852","11,987","28,696","11,898","23,805","3,122","22,253","11,672","10,581","40,841","19,049","10,336","11,456","2,399","7,522","32,108","11,924","23,282","10,458","6,415","14,771","50,370","10,551","21,378","18,441","21,798","9,310","6,985","26,285","51,554","17,323","9,881","4,248","3,670","1,378","1,752","3,606"
2020년08월_여_10~19세,"649,584","57,801","13,894","16,219","6,892","20,796","43,169","8,609","8,167","26,393","20,706","25,763","9,210","16,553","34,900","15,294","25,583","4,299","31,633","16,923","14,710","51,702","20,360","14,486","16,856","3,040","8,897","37,745","12,160","24,137","13,149","7,178","11,941","60,024","12,695","24,848","22,481","23,476","11,260","8,902","22,786","46,688","16,520","11,826","6,004","4,655","1,490","2,234","4,622"
2020년08월_여_20~29세,"850,530","88,437","19,994","26,257","13,799","28,387","64,458","16,468","14,960","33,030","31,218","37,698","16,585","21,113","57,210","18,930","32,511","5,118","49,625","26,903","22,722","73,640","30,292","22,336","21,012","4,067","13,303","40,448","14,221","31,144","18,353","10,825","16,915","65,848","15,631","27,059","23,158","26,448","12,979","9,921","24,170","46,947","21,147","12,604","7,513","5,476","1,974","2,654","4,728"
2020년08월_여_30~39세,"927,606","87,129","15,912","28,292","11,354","31,571","67,797","16,552","14,489","36,756","29,233","37,865","15,806","22,059","57,281","21,379","36,099","4,947","39,199","20,194","19,005","71,934","33,341","19,702","18,891","4,229","13,256","45,932","18,117","35,071","18,765","10,971","24,232","74,748","16,122","31,077","27,549","31,336","14,268","10,565","37,316","72,413","27,906","13,612","6,571","5,552","1,834","2,679","5,370"
2020년08월_여_40~49세,"1,130,482","101,326","23,267","29,903","13,332","34,824","80,149","17,625","15,792","46,732","37,172","45,566","17,423","28,143","65,008","26,868","43,274","6,994","53,696","28,726","24,970","94,789","39,219","27,266","28,304","4,947","16,584","64,634","20,211","41,241","22,939","12,605","23,713","101,413","20,509","42,966","37,938","38,777","16,856","14,036","40,918","75,229","31,131","19,106","9,605","7,714","2,274","3,703","8,004"
2020년08월_여_50~59세,"1,096,137","98,352","24,668","31,681","15,081","26,922","78,095","20,150","19,285","38,660","40,498","50,562","22,350","28,212","76,388","25,834","40,677","7,725","61,981","33,314","28,667","98,250","41,304","28,384","28,562","5,582","18,188","56,597","15,784","40,272","24,708","15,277","20,847","80,091","20,740","32,468","26,883","34,028","16,898","14,672","31,944","52,420","30,800","17,999","13,238","9,526","3,342","5,369","10,193"
2020년08월_여_60~69세,"748,114","59,255","15,231","19,628","11,295","13,101","56,669","16,761","15,150","24,758","28,615","35,026","17,063","17,963","54,577","19,896","26,780","6,607","32,740","17,533","15,207","58,364","27,742","15,624","14,998","3,698","11,877","41,441","9,782","20,883","16,326","10,384","17,409","54,582","15,117","21,638","17,827","23,991","12,323","12,141","24,245","32,886","23,269","14,024","10,910","8,885","3,586","5,737","11,206"
2020년08월_여_70~79세,"415,057","31,130","8,754","9,412","6,595","6,369","31,458","9,289","8,185","13,984","17,348","17,109","8,744","8,365","24,849","10,099","15,926","5,098","16,317","9,359","6,958","35,363","17,181","8,869","9,313","2,057","6,429","24,024","5,364","10,383","8,288","4,792","7,866","35,487","8,555","14,302","12,630","16,020","7,022","7,349","13,449","16,861","11,175","8,708","6,740","5,379","2,763","3,627","6,577"
2020년08월_여_80~89세,"217,539","15,993","4,729","4,844","3,085","3,335","15,452","3,968","3,616","7,868","8,645","9,190","4,428","4,762","13,023","5,126","8,922","2,658","9,485","5,416","4,069","20,632","9,287","5,526","5,819","1,176","3,018","11,362","2,479","5,845","4,804","2,711","3,602","15,809","4,633","6,220","4,956","8,729","4,207","4,807","6,328","9,132","5,030","4,281","4,027","3,274","1,768","2,214","3,810"
2020년08월_여_90~99세,"38,688","2,985",924,885,544,632,"3,121",719,706,"1,696","1,394","1,611",739,872,"2,338",864,"1,434",425,"1,625",940,685,"3,435","1,513",985,937,291,499,"1,975",390,"1,005",842,550,751,"2,987",882,"1,153",952,"1,499",711,802,"1,088","1,576",956,756,758,623,289,380,728
2020년08월_여_100세 이상,"3,093",225,65,64,66,30,352,142,135,75,168,122,54,68,184,106,163,63,97,53,44,241,152,42,47,42,54,150,32,69,53,37,91,160,58,52,50,137,45,44,54,75,77,61,46,33,31,28,53
