카테고리,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2021년09월_남_90~99세,300,10,18,13,19,20,23,12,7,6,4,9,4,6,9,9,6,8,7,7,13,13,6,6,5,11,15,21,3,7,3
2021년09월_남_100세 이상,7,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021년09월_여_총인구수,"135,917","1,311","4,103",978,"9,955","3,007","3,114","1,354",670,398,892,"2,296","1,565","2,136","1,941","2,910","1,864","2,595","5,632","3,386","9,594","10,671","5,436","5,109","5,226","15,709","18,287","10,125","4,047","1,050",556
2021년09월_여_연령구간인구수,"135,917","1,311","4,103",978,"9,955","3,007","3,114","1,354",670,398,892,"2,296","1,565","2,136","1,941","2,910","1,864","2,595","5,632","3,386","9,594","10,671","5,436","5,109","5,226","15,709","18,287","10,125","4,047","1,050",556
2021년09월_여_0~9세,"9,790",27,250,16,950,122,59,29,6,8,30,124,58,70,38,82,83,90,332,195,587,864,281,368,510,"1,303","2,227",571,474,26,10
2021년09월_여_10~19세,"12,466",43,333,31,"1,004",139,121,59,15,19,36,143,92,118,108,130,115,126,438,299,899,"1,133",495,561,466,"1,813","2,084","1,006",547,58,35
2021년09월_여_20~29세,"14,189",76,304,60,933,179,221,47,30,21,57,194,180,167,147,272,177,186,508,305,"1,082","1,203",711,630,477,"2,131","2,051","1,297",419,80,44
2021년09월_여_30~39세,"13,810",43,350,39,"1,221",189,147,40,17,12,47,191,123,142,113,205,122,195,468,288,944,"1,199",486,501,659,"1,819","2,741",890,539,62,18
2021년09월_여_40~49세,"19,285",68,524,49,"1,506",244,213,73,22,30,61,224,139,219,171,289,179,210,682,440,"1,339","1,749",773,854,732,"2,720","3,301","1,524",822,97,31
2021년09월_여_50~59세,"22,780",205,607,140,"1,689",397,494,166,81,45,178,319,199,322,268,468,282,359,"1,005",565,"1,797","1,695","1,017",975,758,"2,880","2,998","2,138",469,176,88
2021년09월_여_60~69세,"21,361",297,826,235,"1,287",634,642,309,133,82,220,507,323,538,458,684,437,668,"1,155",714,"1,667","1,477",816,725,830,"1,783","1,740","1,473",385,214,102
2021년09월_여_70~79세,"13,394",312,542,202,754,576,633,348,175,91,142,390,305,394,423,522,294,504,719,406,783,836,517,335,498,764,672,711,251,178,117
2021년09월_여_80~89세,"7,397",205,310,168,524,421,483,239,150,74,96,172,130,144,192,219,142,222,277,152,419,419,296,132,245,399,390,426,120,140,91
2021년09월_여_90~99세,"1,396",34,56,35,81,104,95,44,40,15,24,32,15,21,20,37,33,35,44,20,76,95,44,27,49,89,83,88,21,19,20
2021년09월_여_100세 이상,49,1,1,3,6,2,6,0,1,1,1,0,1,1,3,2,0,0,4,2,1,1,0,1,2,8,0,1,0,0,0
