카테고리,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2021년09월_계_총인구수,"277,356","2,635","8,614","1,920","20,334","6,239","6,409","2,756","1,329",797,"2,043","4,644","3,111","4,277","3,998","6,023","3,704","5,269","11,321","6,816","18,911","21,485","11,710","10,310","10,560","32,233","36,653","21,499","8,275","2,322","1,159"
2021년09월_계_연령구간인구수,"277,356","2,635","8,614","1,920","20,334","6,239","6,409","2,756","1,329",797,"2,043","4,644","3,111","4,277","3,998","6,023","3,704","5,269","11,321","6,816","18,911","21,485","11,710","10,310","10,560","32,233","36,653","21,499","8,275","2,322","1,159"
2021년09월_계_0~9세,"19,863",53,530,33,"2,018",252,129,57,12,17,57,226,102,138,100,192,147,159,658,402,"1,156","1,788",589,729,"1,037","2,620","4,509","1,127",954,55,17
2021년09월_계_10~19세,"25,764",82,680,63,"2,064",307,270,121,29,37,81,291,191,261,216,303,221,247,898,606,"1,846","2,281","1,057","1,175",953,"3,746","4,402","1,984","1,167",126,59
2021년09월_계_20~29세,"32,972",175,749,152,"2,148",444,551,118,61,47,137,463,355,412,344,632,412,431,"1,194",686,"2,499","2,683","1,784","1,391","1,091","5,069","4,395","3,291",892,256,110
2021년09월_계_30~39세,"29,835",124,786,82,"2,468",423,349,123,57,26,135,443,315,316,301,517,286,419,"1,052",626,"1,957","2,536","1,174","1,129","1,371","3,846","5,370","2,271","1,109",165,59
2021년09월_계_40~49세,"40,834",215,"1,260",140,"3,195",724,573,220,87,69,206,565,324,529,449,736,413,599,"1,518",918,"2,705","3,527","1,708","1,616","1,581","5,262","6,428","3,243","1,661",247,116
2021년09월_계_50~59세,"48,142",454,"1,402",303,"3,508",986,"1,181",432,187,137,444,672,451,681,634,"1,005",589,834,"1,992","1,132","3,438","3,488","2,245","1,961","1,522","5,971","6,136","4,551","1,110",461,235
2021년09월_계_60~69세,"42,104",610,"1,628",467,"2,660","1,290","1,421",646,314,162,500,938,582,951,858,"1,266",787,"1,208","2,136","1,384","3,162","2,938","1,760","1,437","1,583","3,541","3,480","2,995",717,465,218
2021년09월_계_70~79세,"24,893",553,"1,006",384,"1,381","1,046","1,122",621,319,175,298,747,550,719,765,977,571,956,"1,359",777,"1,424","1,513",935,635,985,"1,489","1,288","1,326",463,320,189
2021년09월_계_80~89세,"11,197",324,498,245,785,639,689,361,215,105,155,258,221,242,298,347,239,373,459,256,634,622,408,203,381,581,546,601,178,201,133
2021년09월_계_90~99세,"1,696",44,74,48,100,124,118,56,47,21,28,41,19,27,29,46,39,43,51,27,89,108,50,33,54,100,98,109,24,26,23
2021년09월_계_100세 이상,56,1,1,3,7,4,6,1,1,1,2,0,1,1,4,2,0,0,4,2,1,1,0,1,2,8,1,1,0,0,0
2021년09월_남_총인구수,"141,439","1,324","4,511",942,"10,379","3,232","3,295","1,402",659,399,"1,151","2,348","1,546","2,141","2,057","3,113","1,840","2,674","5,689","3,430","9,317","10,814","6,274","5,201","5,334","16,524","18,366","11,374","4,228","1,272",603
2021년09월_남_연령구간인구수,"141,439","1,324","4,511",942,"10,379","3,232","3,295","1,402",659,399,"1,151","2,348","1,546","2,141","2,057","3,113","1,840","2,674","5,689","3,430","9,317","10,814","6,274","5,201","5,334","16,524","18,366","11,374","4,228","1,272",603
2021년09월_남_0~9세,"10,073",26,280,17,"1,068",130,70,28,6,9,27,102,44,68,62,110,64,69,326,207,569,924,308,361,527,"1,317","2,282",556,480,29,7
2021년09월_남_10~19세,"13,298",39,347,32,"1,060",168,149,62,14,18,45,148,99,143,108,173,106,121,460,307,947,"1,148",562,614,487,"1,933","2,318",978,620,68,24
2021년09월_남_20~29세,"18,783",99,445,92,"1,215",265,330,71,31,26,80,269,175,245,197,360,235,245,686,381,"1,417","1,480","1,073",761,614,"2,938","2,344","1,994",473,176,66
2021년09월_남_30~39세,"16,025",81,436,43,"1,247",234,202,83,40,14,88,252,192,174,188,312,164,224,584,338,"1,013","1,337",688,628,712,"2,027","2,629","1,381",570,103,41
2021년09월_남_40~49세,"21,549",147,736,91,"1,689",480,360,147,65,39,145,341,185,310,278,447,234,389,836,478,"1,366","1,778",935,762,849,"2,542","3,127","1,719",839,150,85
2021년09월_남_50~59세,"25,362",249,795,163,"1,819",589,687,266,106,92,266,353,252,359,366,537,307,475,987,567,"1,641","1,793","1,228",986,764,"3,091","3,138","2,413",641,285,147
2021년09월_남_60~69세,"20,743",313,802,232,"1,373",656,779,337,181,80,280,431,259,413,400,582,350,540,981,670,"1,495","1,461",944,712,753,"1,758","1,740","1,522",332,251,116
2021년09월_남_70~79세,"11,499",241,464,182,627,470,489,273,144,84,156,357,245,325,342,455,277,452,640,371,641,677,418,300,487,725,616,615,212,142,72
2021년09월_남_80~89세,"3,800",119,188,77,261,218,206,122,65,31,59,86,91,98,106,128,97,151,182,104,215,203,112,71,136,182,156,175,58,61,42
