카테고리,경기도,경기도 수원시,경기도 수원시 장안구,경기도 수원시 권선구,경기도 수원시 팔달구,경기도 수원시 영통구,경기도 성남시,경기도 성남시 수정구,경기도 성남시 중원구,경기도 성남시 분당구,경기도 의정부시,경기도 안양시,경기도 안양시 만안구,경기도 안양시 동안구,경기도 부천시,경기도 광명시,경기도 평택시,경기도 동두천시,경기도 안산시,경기도 안산시 상록구,경기도 안산시 단원구,경기도 고양시,경기도 고양시 덕양구,경기도 고양시 일산동구,경기도 고양시 일산서구,경기도 과천시,경기도 구리시,경기도 남양주시,경기도 오산시,경기도 시흥시,경기도 군포시,경기도 의왕시,경기도 하남시,경기도 용인시,경기도 용인시 처인구,경기도 용인시 기흥구,경기도 용인시 수지구,경기도 파주시,경기도 이천시,경기도 안성시,경기도 김포시,경기도 화성시,경기도 광주시,경기도 양주시,경기도 포천시,경기도 여주시,경기도 연천군,경기도 가평군,경기도 양평군
2021년01월_계_총인구수,"13,449,499","1,185,741","273,324","368,686","175,098","368,633","939,774","241,568","216,142","482,064","462,499","549,730","239,070","310,660","817,449","297,748","540,929","94,443","655,733","352,897","302,836","1,081,175","478,147","300,665","302,363","64,549","197,217","714,822","230,042","504,935","273,542","163,585","295,122","1,075,045","257,773","440,940","376,332","466,539","218,651","187,232","477,332","857,550","382,578","231,241","147,393","112,044","43,438","62,399","119,022"
2021년01월_계_연령구간인구수,"13,449,499","1,185,741","273,324","368,686","175,098","368,633","939,774","241,568","216,142","482,064","462,499","549,730","239,070","310,660","817,449","297,748","540,929","94,443","655,733","352,897","302,836","1,081,175","478,147","300,665","302,363","64,549","197,217","714,822","230,042","504,935","273,542","163,585","295,122","1,075,045","257,773","440,940","376,332","466,539","218,651","187,232","477,332","857,550","382,578","231,241","147,393","112,044","43,438","62,399","119,022"
2021년01월_계_0~9세,"1,140,854","96,331","18,132","32,303","9,380","36,516","68,301","15,723","13,176","39,402","34,316","38,980","15,408","23,572","56,594","23,039","49,332","6,247","44,374","23,625","20,749","81,889","38,517","20,868","22,504","5,377","15,049","64,619","23,574","48,875","20,505","13,016","30,164","100,084","21,080","42,435","36,569","44,064","18,689","13,973","55,468","103,916","34,957","19,947","8,509","7,366","2,702","3,334","7,263"
2021년01월_계_10~19세,"1,327,712","118,004","28,542","33,414","13,777","42,271","87,577","17,506","16,494","53,577","42,445","52,278","18,775","33,503","70,237","30,438","53,435","8,603","63,857","34,257","29,600","104,814","41,468","29,618","33,728","6,435","18,093","77,390","24,924","50,397","26,493","14,561","25,378","121,078","24,731","50,790","45,557","49,196","22,042","17,908","48,102","97,086","33,621","24,137","12,141","9,558","3,179","4,578","9,727"
2021년01월_계_20~29세,"1,809,285","186,382","43,862","54,418","29,052","59,050","132,058","35,164","31,200","65,694","64,700","77,416","34,358","43,058","117,030","38,088","73,980","11,286","106,590","58,356","48,234","150,816","62,787","45,052","42,977","8,825","27,239","85,165","31,378","69,859","38,199","23,456","36,632","137,984","34,485","57,003","46,496","56,945","30,257","22,585","52,445","104,994","45,203","27,498","17,895","12,225","5,334","6,253","10,568"
2021년01월_계_30~39세,"1,906,582","178,182","32,590","58,003","24,758","62,831","136,762","35,907","31,128","69,727","60,085","76,355","32,846","43,509","115,524","40,935","81,379","10,177","85,788","44,397","41,391","143,262","68,185","38,658","36,419","8,987","26,228","89,274","38,825","78,212","38,131","22,826","50,171","144,750","33,964","59,161","51,625","66,931","30,540","23,084","76,728","150,827","57,679","28,151","14,559","11,496","4,243","5,709","10,782"
2021년01월_계_40~49세,"2,300,938","202,513","45,141","61,702","27,261","68,409","156,911","37,605","32,875","86,431","74,819","87,497","35,032","52,465","128,827","51,316","94,298","14,316","108,102","58,022","50,080","182,175","78,812","51,295","52,068","9,758","32,722","130,410","43,380","91,425","44,321","24,587","51,912","199,921","43,651","83,722","72,548","80,805","34,713","30,208","89,210","164,718","66,904","39,558","20,425","16,033","4,954","7,896","16,304"
2021년01월_계_50~59세,"2,239,200","196,509","49,257","62,014","30,525","54,713","155,826","41,184","38,171","76,471","80,522","97,454","43,314","54,140","147,397","49,599","87,462","16,520","127,904","69,241","58,663","194,901","82,908","55,985","56,008","11,280","35,771","117,419","33,399","88,019","48,122","29,389","42,254","165,706","43,343","66,986","55,377","73,232","35,314","31,458","67,232","116,070","63,681","38,204","29,147","20,132","7,106","11,352","20,819"
2021년01월_계_60~69세,"1,548,037","121,665","31,033","40,467","22,667","27,498","114,432","33,711","30,941","49,780","57,843","71,437","34,752","36,685","111,658","37,737","55,895","13,340","72,450","38,506","33,944","122,721","57,521","33,195","32,005","7,714","24,672","83,886","20,137","48,041","33,731","21,610","35,407","107,144","31,715","41,485","33,944","49,918","26,185","25,574","50,063","70,875","48,609","29,109","24,646","18,754","7,596","12,179","23,009"
2021년01월_계_70~79세,"768,814","56,690","15,811","17,532","11,919","11,428","58,135","17,213","15,366","25,556","31,433","31,772","16,510","15,262","46,848","17,858","28,675","8,795","29,918","16,870","13,048","62,076","30,512","15,670","15,894","3,789","11,757","45,017","9,842","19,639","15,182","9,119","16,319","65,857","16,083","26,371","23,403","28,847","13,114","13,719","25,901","32,261","22,150","16,339","12,488","10,252","5,042","6,830","13,150"
