카테고리,서울특별시 동작구,서울특별시 동작구 노량진제1동,서울특별시 동작구 노량진제2동,서울특별시 동작구 상도제1동,서울특별시 동작구 상도제2동,서울특별시 동작구 상도제3동,서울특별시 동작구 상도제4동,서울특별시 동작구 흑석동,서울특별시 동작구 사당제1동,서울특별시 동작구 사당제2동,서울특별시 동작구 사당제3동,서울특별시 동작구 사당제4동,서울특별시 동작구 사당제5동,서울특별시 동작구 대방동,서울특별시 동작구 신대방제1동,서울특별시 동작구 신대방제2동
2020년11월_계_총인구수,"391,896","32,111","12,628","45,226","27,939","25,146","28,980","32,435","23,084","27,272","25,119","14,457","14,702","38,856","23,701","20,240"
2020년11월_계_연령구간인구수,"391,896","32,111","12,628","45,226","27,939","25,146","28,980","32,435","23,084","27,272","25,119","14,457","14,702","38,856","23,701","20,240"
2020년11월_계_0~9세,"24,743","1,950",347,"2,932","2,278","1,251","1,718","2,369",846,"1,790","2,144",755,"1,086","2,279","1,536","1,462"
2020년11월_계_10~19세,"28,006","2,011",585,"3,260","1,915","1,687","1,921","2,172",905,"1,658","1,639",753,989,"4,243","2,541","1,727"
2020년11월_계_20~29세,"66,657","5,654","2,309","9,871","4,314","4,207","4,591","5,184","5,235","3,705","3,425","2,520","2,219","6,491","3,396","3,536"
2020년11월_계_30~39세,"62,289","5,415","1,886","6,312","4,714","4,250","4,866","4,586","4,655","4,503","4,140","2,518","2,601","5,446","3,099","3,298"
2020년11월_계_40~49세,"58,998","4,336","1,560","6,572","4,326","3,718","4,400","4,903","2,948","4,065","3,842","2,075","2,343","6,627","4,044","3,239"
2020년11월_계_50~59세,"58,488","4,709","2,144","6,370","4,134","3,895","4,430","5,248","3,101","4,194","3,660","2,112","2,187","5,863","3,744","2,697"
2020년11월_계_60~69세,"49,034","4,227","1,987","5,251","3,283","3,169","3,763","3,997","3,031","3,854","3,440","1,993","1,799","4,149","2,922","2,169"
2020년11월_계_70~79세,"29,726","2,471","1,213","3,089","1,952","2,059","2,262","2,549","1,759","2,443","2,043","1,240","1,017","2,504","1,652","1,473"
2020년11월_계_80~89세,"11,843","1,138",506,"1,309",860,792,902,"1,179",531,894,668,418,380,"1,058",663,545
2020년11월_계_90~99세,"1,800",171,78,221,135,104,115,194,66,133,97,67,68,172,97,82
2020년11월_계_100세 이상,312,29,13,39,28,14,12,54,7,33,21,6,13,24,7,12
2020년11월_남_총인구수,"189,527","16,000","6,482","21,884","13,445","12,004","14,075","15,786","10,958","13,123","12,174","6,897","7,126","18,507","11,420","9,646"
2020년11월_남_연령구간인구수,"189,527","16,000","6,482","21,884","13,445","12,004","14,075","15,786","10,958","13,123","12,174","6,897","7,126","18,507","11,420","9,646"
2020년11월_남_0~9세,"12,615",988,183,"1,478","1,173",634,879,"1,219",427,924,"1,084",395,562,"1,150",775,744
2020년11월_남_10~19세,"14,412","1,044",302,"1,677",977,858,"1,038","1,122",478,927,886,390,504,"2,069","1,256",884
2020년11월_남_20~29세,"32,216","2,973","1,212","4,993","2,061","1,935","2,200","2,705","2,264","1,763","1,605","1,164","1,085","3,068","1,628","1,560"
2020년11월_남_30~39세,"31,514","2,919","1,099","3,114","2,295","2,217","2,533","2,274","2,434","2,230","1,978","1,276","1,321","2,674","1,535","1,615"
2020년11월_남_40~49세,"29,543","2,247",860,"3,264","2,167","1,830","2,220","2,508","1,508","1,999","1,974","1,071","1,172","3,202","1,924","1,597"
2020년11월_남_50~59세,"28,051","2,277","1,090","2,975","1,985","1,853","2,109","2,507","1,407","1,994","1,727",979,"1,023","2,951","1,874","1,300"
2020년11월_남_60~69세,"22,552","1,972",932,"2,443","1,526","1,405","1,743","1,849","1,351","1,750","1,622",871,835,"1,872","1,377","1,004"
2020년11월_남_70~79세,"13,320","1,091",556,"1,369",872,936,992,"1,095",821,"1,106",967,566,464,"1,063",763,659
2020년11월_남_80~89세,"4,738",433,223,497,343,309,321,445,256,380,301,170,147,401,261,251
2020년11월_남_90~99세,474,46,20,63,38,22,36,46,11,36,24,15,12,51,26,28
2020년11월_남_100세 이상,92,10,5,11,8,5,4,16,1,14,6,0,1,6,1,4
2020년11월_여_총인구수,"202,369","16,111","6,146","23,342","14,494","13,142","14,905","16,649","12,126","14,149","12,945","7,560","7,576","20,349","12,281","10,594"
2020년11월_여_연령구간인구수,"202,369","16,111","6,146","23,342","14,494","13,142","14,905","16,649","12,126","14,149","12,945","7,560","7,576","20,349","12,281","10,594"
2020년11월_여_0~9세,"12,128",962,164,"1,454","1,105",617,839,"1,150",419,866,"1,060",360,524,"1,129",761,718
2020년11월_여_10~19세,"13,594",967,283,"1,583",938,829,883,"1,050",427,731,753,363,485,"2,174","1,285",843
2020년11월_여_20~29세,"34,441","2,681","1,097","4,878","2,253","2,272","2,391","2,479","2,971","1,942","1,820","1,356","1,134","3,423","1,768","1,976"
2020년11월_여_30~39세,"30,775","2,496",787,"3,198","2,419","2,033","2,333","2,312","2,221","2,273","2,162","1,242","1,280","2,772","1,564","1,683"
2020년11월_여_40~49세,"29,455","2,089",700,"3,308","2,159","1,888","2,180","2,395","1,440","2,066","1,868","1,004","1,171","3,425","2,120","1,642"
2020년11월_여_50~59세,"30,437","2,432","1,054","3,395","2,149","2,042","2,321","2,741","1,694","2,200","1,933","1,133","1,164","2,912","1,870","1,397"
2020년11월_여_60~69세,"26,482","2,255","1,055","2,808","1,757","1,764","2,020","2,148","1,680","2,104","1,818","1,122",964,"2,277","1,545","1,165"
2020년11월_여_70~79세,"16,406","1,380",657,"1,720","1,080","1,123","1,270","1,454",938,"1,337","1,076",674,553,"1,441",889,814
2020년11월_여_80~89세,"7,105",705,283,812,517,483,581,734,275,514,367,248,233,657,402,294
2020년11월_여_90~99세,"1,326",125,58,158,97,82,79,148,55,97,73,52,56,121,71,54
