카테고리,서울특별시 송파구,서울특별시 송파구 풍납1동,서울특별시 송파구 풍납2동,서울특별시 송파구 거여1동,서울특별시 송파구 거여2동,서울특별시 송파구 마천1동,서울특별시 송파구 마천2동,서울특별시 송파구 방이1동,서울특별시 송파구 방이2동,서울특별시 송파구 오륜동,서울특별시 송파구 오금동,서울특별시 송파구 송파1동,서울특별시 송파구 송파2동,서울특별시 송파구 석촌동,서울특별시 송파구 삼전동,서울특별시 송파구 가락본동,서울특별시 송파구 가락1동,서울특별시 송파구 가락2동,서울특별시 송파구 문정1동,서울특별시 송파구 문정2동,서울특별시 송파구 장지동,서울특별시 송파구 위례동,서울특별시 송파구 잠실본동,서울특별시 송파구 잠실2동,서울특별시 송파구 잠실3동,서울특별시 송파구 잠실4동,서울특별시 송파구 잠실6동,서울특별시 송파구 잠실7동
2021년10월_계_총인구수,"659,239","12,989","24,977","12,615","18,811","19,005","18,845","15,771","26,657","18,063","38,637","23,987","19,219","31,669","30,443","26,387","27,316","32,457","20,092","28,923","29,458","37,697","28,026","35,210","34,389","21,252","16,765","9,579"
2021년10월_계_연령구간인구수,"659,239","12,989","24,977","12,615","18,811","19,005","18,845","15,771","26,657","18,063","38,637","23,987","19,219","31,669","30,443","26,387","27,316","32,457","20,092","28,923","29,458","37,697","28,026","35,210","34,389","21,252","16,765","9,579"
2021년10월_계_0~9세,"48,769",628,"1,853",604,"1,257",841,796,996,"1,129","1,198","2,671","1,115","1,503","1,473","1,444","1,576","3,075","2,446","1,250","1,574","2,286","6,425","1,194","3,825","3,063","2,597","1,406",544
2021년10월_계_10~19세,"57,667",822,"1,978",930,"1,460","1,548","1,282","1,608","1,211","2,618","3,072","1,299","1,797","1,841","1,931","1,777","2,310","3,408","1,453","1,413","2,629","4,718","1,673","5,770","3,997","2,431","1,719",972
2021년10월_계_20~29세,"91,040","1,564","3,743","1,792","2,176","2,277","2,363","2,385","5,440","2,118","5,303","4,423","2,618","5,374","5,143","3,983","3,163","4,462","3,089","5,134","3,967","3,386","5,034","3,281","3,714","1,943","1,928","1,237"
2021년10월_계_30~39세,"107,123","1,795","4,095","1,740","2,664","2,137","2,159","2,225","6,250","1,663","5,484","5,286","2,776","6,819","6,405","4,604","4,856","4,689","3,452","7,287","4,603","6,716","5,984","3,600","3,998","2,746","2,141",949
2021년10월_계_40~49세,"107,274","1,836","3,982","1,786","2,895","2,666","2,623","2,508","3,649","3,166","5,632","3,370","3,012","4,791","4,990","3,796","4,485","5,506","2,818","4,330","4,622","7,428","4,361","8,409","6,162","4,372","2,768","1,311"
2021년10월_계_50~59세,"101,527","2,214","3,642","2,264","3,239","3,504","3,540","2,677","3,609","3,136","6,796","3,349","3,114","4,643","4,372","4,582","3,951","5,236","3,313","3,506","4,802","4,369","4,039","5,095","5,241","2,984","2,641","1,669"
2021년10월_계_60~69세,"87,273","2,454","3,362","1,996","2,861","3,303","3,521","2,062","3,254","2,607","5,874","3,090","2,737","3,986","3,723","3,824","3,582","4,222","3,008","3,224","3,953","2,886","3,503","2,979","4,769","2,527","2,471","1,495"
2021년10월_계_70~79세,"41,100","1,153","1,631","1,056","1,579","1,883","1,738",867,"1,525","1,090","2,552","1,471","1,161","1,978","1,746","1,540","1,477","1,711","1,207","1,649","1,767","1,243","1,631","1,655","2,552","1,195","1,143",900
