카테고리,경상남도 양산시,경상남도 양산시 물금읍,경상남도 양산시 동면,경상남도 양산시 원동면,경상남도 양산시 상북면,경상남도 양산시 하북면,경상남도 양산시 중앙동,경상남도 양산시 양주동,경상남도 양산시 삼성동,경상남도 양산시 강서동,경상남도 양산시 서창동,경상남도 양산시 소주동,경상남도 양산시 평산동,경상남도 양산시 덕계동
2020년10월_계_총인구수,"351,910","119,510","35,406","3,370","13,008","8,476","11,586","33,735","22,384","9,153","28,717","20,278","31,055","15,232"
2020년10월_계_연령구간인구수,"351,910","119,510","35,406","3,370","13,008","8,476","11,586","33,735","22,384","9,153","28,717","20,278","31,055","15,232"
2020년10월_계_0~9세,"34,954","16,189","4,940",86,552,189,469,"2,653","1,424",770,"2,457","1,440","2,549","1,236"
2020년10월_계_10~19세,"34,320","12,381","2,808",101,866,594,642,"4,294","1,827","1,016","3,312","1,824","3,301","1,354"
2020년10월_계_20~29세,"40,821","14,329","3,335",165,"1,347",898,"1,453","4,619","3,256","1,035","3,252","2,198","3,211","1,723"
2020년10월_계_30~39세,"49,696","21,333","6,629",210,"1,090",594,"1,258","3,463","3,086","1,146","3,403","2,347","3,239","1,898"
2020년10월_계_40~49세,"60,655","21,695","6,357",282,"1,698",950,"1,483","6,244","3,528","1,673","5,458","3,408","5,522","2,357"
2020년10월_계_50~59세,"58,583","16,737","4,824",609,"2,792","1,935","2,492","6,169","4,642","1,555","4,932","3,844","5,214","2,838"
2020년10월_계_60~69세,"42,144","10,525","3,969",929,"2,558","1,867","2,312","3,401","2,919","1,146","3,496","2,858","4,043","2,121"
2020년10월_계_70~79세,"20,933","4,391","1,834",635,"1,403",898,"1,012","1,998","1,159",557,"1,690","1,551","2,688","1,117"
2020년10월_계_80~89세,"8,682","1,694",620,303,609,465,402,812,472,228,631,731,"1,185",530
2020년10월_계_90~99세,"1,063",228,88,48,84,78,55,80,68,27,75,75,99,58
2020년10월_계_100세 이상,59,8,2,2,9,8,8,2,3,0,11,2,4,0
2020년10월_남_총인구수,"176,551","59,113","17,954","1,743","6,616","4,460","6,145","16,375","11,698","4,608","14,950","10,125","15,155","7,609"
2020년10월_남_연령구간인구수,"176,551","59,113","17,954","1,743","6,616","4,460","6,145","16,375","11,698","4,608","14,950","10,125","15,155","7,609"
2020년10월_남_0~9세,"17,873","8,237","2,540",48,272,97,243,"1,367",727,383,"1,280",729,"1,298",652
2020년10월_남_10~19세,"17,664","6,387","1,414",48,435,327,367,"2,241",962,469,"1,692",937,"1,695",690
2020년10월_남_20~29세,"21,843","7,102","1,821",96,794,536,867,"2,441","1,876",553,"1,858","1,210","1,735",954
2020년10월_남_30~39세,"25,521","10,548","3,344",138,625,345,738,"1,705","1,770",638,"1,831","1,234","1,614",991
2020년10월_남_40~49세,"30,818","10,909","3,433",174,902,506,822,"2,835","1,863",846,"2,864","1,724","2,785","1,155"
2020년10월_남_50~59세,"29,565","8,191","2,388",327,"1,433","1,028","1,306","3,067","2,303",821,"2,675","1,984","2,626","1,416"
2020년10월_남_60~69세,"20,645","5,143","1,884",484,"1,323","1,018","1,175","1,541","1,536",572,"1,740","1,395","1,792","1,042"
2020년10월_남_70~79세,"9,385","2,019",901,314,605,433,474,834,509,255,770,650,"1,124",497
2020년10월_남_80~89세,"3,003",537,210,104,207,151,134,328,133,70,226,242,460,201
2020년10월_남_90~99세,223,39,19,10,17,19,18,15,17,1,13,20,24,11
2020년10월_남_100세 이상,11,1,0,0,3,0,1,1,2,0,1,0,2,0
2020년10월_여_총인구수,"175,359","60,397","17,452","1,627","6,392","4,016","5,441","17,360","10,686","4,545","13,767","10,153","15,900","7,623"
2020년10월_여_연령구간인구수,"175,359","60,397","17,452","1,627","6,392","4,016","5,441","17,360","10,686","4,545","13,767","10,153","15,900","7,623"
2020년10월_여_0~9세,"17,081","7,952","2,400",38,280,92,226,"1,286",697,387,"1,177",711,"1,251",584
2020년10월_여_10~19세,"16,656","5,994","1,394",53,431,267,275,"2,053",865,547,"1,620",887,"1,606",664
2020년10월_여_20~29세,"18,978","7,227","1,514",69,553,362,586,"2,178","1,380",482,"1,394",988,"1,476",769
2020년10월_여_30~39세,"24,175","10,785","3,285",72,465,249,520,"1,758","1,316",508,"1,572","1,113","1,625",907
2020년10월_여_40~49세,"29,837","10,786","2,924",108,796,444,661,"3,409","1,665",827,"2,594","1,684","2,737","1,202"
2020년10월_여_50~59세,"29,018","8,546","2,436",282,"1,359",907,"1,186","3,102","2,339",734,"2,257","1,860","2,588","1,422"
2020년10월_여_60~69세,"21,499","5,382","2,085",445,"1,235",849,"1,137","1,860","1,383",574,"1,756","1,463","2,251","1,079"
2020년10월_여_70~79세,"11,548","2,372",933,321,798,465,538,"1,164",650,302,920,901,"1,564",620
2020년10월_여_80~89세,"5,679","1,157",410,199,402,314,268,484,339,158,405,489,725,329
2020년10월_여_90~99세,840,189,69,38,67,59,37,65,51,26,62,55,75,47
2020년10월_여_100세 이상,48,7,2,2,6,8,7,1,1,0,10,2,2,0
