카테고리,강원도 철원군,강원도 철원군 철원읍,강원도 철원군 김화읍,강원도 철원군 갈말읍,강원도 철원군 동송읍,강원도 철원군 서면,강원도 철원군 서면와수출장소,강원도 철원군 근남면,강원도 철원군 근북면,강원도 철원군 근동면,강원도 철원군 원동면,강원도 철원군 원남면,강원도 철원군 임남면
2021년06월_계_총인구수,"43,932","5,348","3,527","11,892","15,174","1,936","3,732","2,217",106,0,0,0,0
2021년06월_계_연령구간인구수,"43,932","5,348","3,527","11,892","15,174","1,936","3,732","2,217",106,0,0,0,0
2021년06월_계_0~9세,"3,263",434,350,798,"1,113",164,227,177,0,0,0,0,0
2021년06월_계_10~19세,"3,675",463,264,970,"1,420",88,331,136,3,0,0,0,0
2021년06월_계_20~29세,"5,529",648,507,"1,572","1,721",385,426,269,1,0,0,0,0
2021년06월_계_30~39세,"4,605",574,445,"1,219","1,534",236,337,258,2,0,0,0,0
2021년06월_계_40~49세,"5,564",647,388,"1,577","2,028",193,531,192,8,0,0,0,0
2021년06월_계_50~59세,"7,008",862,455,"1,979","2,497",228,638,331,18,0,0,0,0
2021년06월_계_60~69세,"6,989",818,513,"1,933","2,409",281,602,414,19,0,0,0,0
2021년06월_계_70~79세,"4,606",579,356,"1,188","1,555",222,381,289,36,0,0,0,0
2021년06월_계_80~89세,"2,317",284,211,563,768,118,223,132,18,0,0,0,0
2021년06월_계_90~99세,359,39,36,86,125,19,35,18,1,0,0,0,0
2021년06월_계_100세 이상,17,0,2,7,4,2,1,1,0,0,0,0,0
2021년06월_남_총인구수,"22,832","2,727","1,877","6,375","7,639","1,080","1,895","1,189",50,0,0,0,0
2021년06월_남_연령구간인구수,"22,832","2,727","1,877","6,375","7,639","1,080","1,895","1,189",50,0,0,0,0
2021년06월_남_0~9세,"1,637",206,192,392,544,85,120,98,0,0,0,0,0
2021년06월_남_10~19세,"1,920",254,136,534,704,56,165,69,2,0,0,0,0
2021년06월_남_20~29세,"3,575",384,330,"1,066","1,037",281,277,199,1,0,0,0,0
2021년06월_남_30~39세,"2,548",318,247,709,806,145,175,147,1,0,0,0,0
2021년06월_남_40~49세,"2,979",349,222,835,"1,047",115,294,112,5,0,0,0,0
2021년06월_남_50~59세,"3,734",470,245,"1,047","1,333",122,336,170,11,0,0,0,0
2021년06월_남_60~69세,"3,461",391,273,"1,000","1,160",135,284,212,6,0,0,0,0
2021년06월_남_70~79세,"2,051",252,143,537,713,100,161,131,14,0,0,0,0
2021년06월_남_80~89세,840,95,81,233,261,35,79,46,10,0,0,0,0
2021년06월_남_90~99세,82,8,8,19,33,5,4,5,0,0,0,0,0
2021년06월_남_100세 이상,5,0,0,3,1,1,0,0,0,0,0,0,0
2021년06월_여_총인구수,"21,100","2,621","1,650","5,517","7,535",856,"1,837","1,028",56,0,0,0,0
2021년06월_여_연령구간인구수,"21,100","2,621","1,650","5,517","7,535",856,"1,837","1,028",56,0,0,0,0
2021년06월_여_0~9세,"1,626",228,158,406,569,79,107,79,0,0,0,0,0
2021년06월_여_10~19세,"1,755",209,128,436,716,32,166,67,1,0,0,0,0
2021년06월_여_20~29세,"1,954",264,177,506,684,104,149,70,0,0,0,0,0
2021년06월_여_30~39세,"2,057",256,198,510,728,91,162,111,1,0,0,0,0
2021년06월_여_40~49세,"2,585",298,166,742,981,78,237,80,3,0,0,0,0
2021년06월_여_50~59세,"3,274",392,210,932,"1,164",106,302,161,7,0,0,0,0
2021년06월_여_60~69세,"3,528",427,240,933,"1,249",146,318,202,13,0,0,0,0
2021년06월_여_70~79세,"2,555",327,213,651,842,122,220,158,22,0,0,0,0
2021년06월_여_80~89세,"1,477",189,130,330,507,83,144,86,8,0,0,0,0
2021년06월_여_90~99세,277,31,28,67,92,14,31,13,1,0,0,0,0
2021년06월_여_100세 이상,12,0,2,4,3,1,1,1,0,0,0,0,0
